the price of gas is high
Moved 1793.372 422.7632 321 0.1452852 -0.1723252
Moved 1793.386 408.5248 338.3702 0.1123258 -0.1276485
Moved 1793.401 390.9302 349.2558 0.0715977 -0.0996508
Moved 1793.417 377.876 358.0827 0.04137953 -0.07694786
Moved 1793.432 367.2458 366.3279 0.01677285 -0.05574105
Moved 1793.448 355.5829 375.5004 -0.01022473 -0.03214926
Moved 1793.463 345.5003 385.4996 -0.03356402 -0.006430983
Moved 1793.479 336.1652 395.6407 -0.05517324 0.01965189
Moved 1793.494 327.5453 403.2123 -0.07512674 0.0391262
Moved 1793.509 319.5937 412.0876 -0.09353314 0.06195363
Moved 1793.525 311.2933 419.5889 -0.1127471 0.08124717
Moved 1793.54 306.1702 424.8298 -0.124606 0.09472673
Moved 1793.557 300.3179 436.3642 -0.138153 0.1243935
Moved 1793.571 296.773 446.7944 -0.1463587 0.15122
Moved 1793.586 293.3576 455.8323 -0.1542648 0.1744657
Moved 1793.603 290.0351 465.8771 -0.1619557 0.200301
Moved 1793.617 285.7199 477.4136 -0.1719446 0.229973
Moved 1793.632 283.2687 489.0597 -0.1776188 0.2599271
Moved 1793.648 282.0391 495.7654 -0.1804651 0.2771743
Moved 1793.663 279.226 504.322 -0.1869769 0.2991819
Moved 1793.679 279 508.4816 -0.1875 0.3098805
Moved 1793.694 279 512.7037 -0.1875 0.32074
Moved 1793.71 279 514.6738 -0.1875 0.3258071
Ended 1793.725 279 516.1149 -0.1875 0.3295136
Candidates 1793.876 12 wine winner serine winter rubber summer the tribe urine time stunned stronger
Began 1795.047 360 314 0 -0.1903292
Stationary 1795.068 360 314 0 -0.1903292
Stationary 1795.082 360 314 0 -0.1903292
Stationary 1795.099 360 314 0 -0.1903292
Stationary 1795.113 360 314 0 -0.1903292
Stationary 1795.127 360 314 0 -0.1903292
Ended 1795.145 360 314 0 -0.1903292
NextCandidatePanel 1795.205
Began 1795.775 357 325 -0.006944438 -0.1620371
Stationary 1795.792 357 325 -0.006944438 -0.1620371
Stationary 1795.806 357 325 -0.006944438 -0.1620371
Moved 1795.821 370.4007 325 0.02407571 -0.1620371
Moved 1795.837 414.0461 333.4294 0.1251066 -0.1403566
Moved 1795.855 452.2941 344.5735 0.2136438 -0.1116936
Moved 1795.869 466.3326 345.5277 0.2461402 -0.1092394
Moved 1795.883 483.6303 346 0.2861814 -0.1080248
Moved 1795.9 494.8609 347.0861 0.3121779 -0.1052313
Ended 1795.914 506 348 0.337963 -0.1028807
Accept 1795.942 6 the
Began 1796.435 584 515 0.5185185 0.326646
Stationary 1796.454 584 515 0.5185185 0.326646
Stationary 1796.468 584 515 0.5185185 0.326646
Stationary 1796.49 584 515 0.5185185 0.326646
Stationary 1796.501 584 515 0.5185185 0.326646
Stationary 1796.516 584 515 0.5185185 0.326646
Stationary 1796.531 584 515 0.5185185 0.326646
Moved 1796.548 584 521.3455 0.5185185 0.3429666
Moved 1796.563 584 527.8578 0.5185185 0.3597164
Moved 1796.578 584 530.7543 0.5185185 0.3671664
Moved 1796.593 584 535.4473 0.5185185 0.3792368
Moved 1796.608 584 539.7565 0.5185185 0.39032
Moved 1796.623 584 544.76 0.5185185 0.4031892
Moved 1796.639 584 550.5201 0.5185185 0.4180043
Moved 1796.656 584 554.5 0.5185185 0.4282407
Moved 1796.669 584 558.2615 0.5185185 0.4379153
Moved 1796.685 584 561.1398 0.5185185 0.4453182
Moved 1796.7 584 565.5 0.5185185 0.4565328
Moved 1796.716 584 567.9443 0.5185185 0.4628195
Moved 1796.732 584 569.3843 0.5185185 0.4665234
Moved 1796.747 584 572.6383 0.5185185 0.4748927
Moved 1796.762 584 574.255 0.5185185 0.4790508
Moved 1796.777 584 575.2736 0.5185185 0.4816707
Moved 1796.793 584 576.8021 0.5185185 0.4856019
Moved 1796.808 572.859 578.2379 0.4927292 0.4892949
Moved 1796.824 569.7505 579.7498 0.4855337 0.4931836
Moved 1796.839 564.246 580 0.4727916 0.4938271
Moved 1796.856 559.4908 580 0.4617842 0.4938271
Moved 1796.871 554.802 580 0.4509306 0.4938271
Moved 1796.886 551.6642 580 0.4436673 0.4938271
Moved 1796.901 548.2377 580 0.4357355 0.4938271
Moved 1796.917 544.9419 580 0.4281062 0.4938271
Moved 1796.933 540.5966 580 0.4180477 0.4938271
Moved 1796.948 536.2798 573.6529 0.4080552 0.4775021
Moved 1796.963 531.9528 571.6509 0.3980389 0.4723531
Moved 1796.978 527.8667 570.2167 0.3885803 0.4686642
Moved 1796.995 524.1888 569.0629 0.3800667 0.4656968
Moved 1797.01 517.2166 567.6433 0.3639272 0.4620455
Moved 1797.025 510.9977 566.1995 0.3495315 0.458332
Moved 1797.041 503.8007 564.7601 0.3328719 0.4546299
Moved 1797.056 496.6073 563.3215 0.3162206 0.4509296
Moved 1797.071 489.3976 560.759 0.2995314 0.444339
Moved 1797.086 480.6715 559.4453 0.2793321 0.4409599
Moved 1797.102 472.7773 558.2539 0.2610587 0.4378957
Moved 1797.117 459.9982 558 0.2314774 0.4372427
Moved 1797.132 447.5 556.5 0.2025463 0.4333847
Moved 1797.149 429.2137 555 0.160217 0.4295266
Moved 1797.165 416.2622 553.5847 0.1302366 0.4258865
Moved 1797.186 385.4388 551.4064 0.05888611 0.4202839
Stationary 1797.197 385.4388 551.4064 0.05888611 0.4202839
Moved 1797.209 371 550.5 0.025463 0.4179526
Moved 1797.225 355.2572 550 -0.01097878 0.4166666
Moved 1797.241 337.985 548.7488 -0.05096063 0.4134484
Moved 1797.257 323.7985 547.311 -0.08379981 0.4097503
Moved 1797.271 312.0213 545.8777 -0.1110619 0.4060639
Moved 1797.287 301.6103 546 -0.1351613 0.4063785
Moved 1797.305 291.9768 544.9967 -0.1574612 0.403798
Moved 1797.318 281.9049 545 -0.1807758 0.4038065
Moved 1797.332 280.7408 543.5803 -0.1834703 0.4001549
Moved 1797.349 273.0206 543.0052 -0.2013411 0.3986758
Moved 1797.364 267.2497 543 -0.2146997 0.3986624
Moved 1797.38 262.4995 541.1249 -0.2256957 0.3938396
Moved 1797.395 256.7593 539.6898 -0.2389831 0.3901486
Moved 1797.41 251.0007 537.5004 -0.2523131 0.3845174
Moved 1797.426 246.4447 535.8149 -0.2628596 0.3801823
Moved 1797.442 243.3913 534.7971 -0.2699276 0.3775645
Moved 1797.457 240.5819 533.291 -0.2764308 0.3736906
Moved 1797.472 237.6829 533 -0.2831414 0.3729423
Moved 1797.487 236.5 531.5 -0.2858796 0.3690843
Moved 1797.502 235.9783 532 -0.2870873 0.3703703
Stationary 1797.518 235.9783 532 -0.2870873 0.3703703
Stationary 1797.532 236 532 -0.287037 0.3703703
Stationary 1797.549 236 532 -0.287037 0.3703703
Moved 1797.565 236 530.5067 -0.287037 0.3665294
Moved 1797.58 255.2798 527.1801 -0.2424079 0.3579733
Moved 1797.595 276.5734 520.1422 -0.1931172 0.3398719
Moved 1797.611 302.1223 509.6619 -0.1339762 0.3129162
Moved 1797.626 327.3191 499.2216 -0.07565026 0.2860637
Moved 1797.642 346.4058 493.5314 -0.03146812 0.2714284
Moved 1797.659 365.4271 487.7567 0.01256267 0.2565759
Moved 1797.673 391.5033 482.0519 0.0729243 0.241903
Moved 1797.688 407.0744 478.6543 0.1089684 0.2331642
Moved 1797.705 422.0223 474.6933 0.1435702 0.2229765
Moved 1797.719 437.9506 472.45 0.1804411 0.2172066
Moved 1797.74 451.8629 472 0.2126456 0.2160493
Moved 1797.757 474.5 471 0.2650462 0.2134772
Stationary 1797.768 474.5 471 0.2650462 0.2134772
Moved 1797.78 483.5434 471 0.2859801 0.2134772
Moved 1797.796 492.219 471 0.3060624 0.2134772
Moved 1797.812 499.0365 471 0.3218438 0.2134772
Moved 1797.827 504.968 471 0.335574 0.2134772
Moved 1797.842 509.0384 475.7563 0.3449962 0.2257106
Moved 1797.858 512.2346 479.1172 0.3523948 0.234355
Moved 1797.872 513.5 479 0.3553241 0.2340534
Moved 1797.888 514.6568 480 0.3580019 0.2366254
Moved 1797.904 515.5 480 0.3599537 0.2366254
Moved 1797.919 516.2707 481.2707 0.3617377 0.2398936
Stationary 1797.933 516.2707 481.2707 0.3617377 0.2398936
Moved 1797.949 516 482 0.3611111 0.2417695
Moved 1797.965 516 483.5 0.3611111 0.2456274
Moved 1797.981 508.021 484.1398 0.3426412 0.2472731
Moved 1797.996 506.4332 484 0.3389659 0.2469135
Moved 1798.011 494.3212 484 0.3109287 0.2469135
Moved 1798.027 484.2115 484 0.2875265 0.2469135
Moved 1798.043 475.1916 484 0.2666472 0.2469135
Moved 1798.058 461.7694 475.0155 0.2355773 0.2238052
Moved 1798.073 444.6972 465.506 0.1960584 0.1993466
Moved 1798.088 418.9891 446.9918 0.1365488 0.1517278
Moved 1798.106 372.5725 404.9942 0.02910306 0.04370932
Moved 1798.119 348.0732 379.9188 -0.02760823 -0.02078515
Moved 1798.134 334.7644 360.6171 -0.05841578 -0.0704292
Moved 1798.152 321.7904 343.3872 -0.08844812 -0.1147448
Moved 1798.166 312.8188 326.433 -0.1092156 -0.1583514
Moved 1798.182 303.9801 310.2969 -0.1296756 -0.1998536
Moved 1798.198 299.648 299.728 -0.1397038 -0.2270372
Moved 1798.212 296.2547 290.6792 -0.1475585 -0.2503108
Moved 1798.235 290.489 273.2227 -0.160905 -0.2952093
Stationary 1798.246 290.489 273.2227 -0.160905 -0.2952093
Moved 1798.258 288.8057 267.2228 -0.1648016 -0.3106409
Moved 1798.273 287.367 261.4681 -0.1681319 -0.3254421
Moved 1798.288 285.9313 257.8627 -0.1714552 -0.3347154
Moved 1798.304 284.4386 253.8772 -0.1749107 -0.3449661
Moved 1798.319 283.27 252.27 -0.1776157 -0.3490998
Moved 1798.335 281.9311 249.8622 -0.1807151 -0.3552928
Moved 1798.353 280.5 248.5 -0.1840278 -0.3587964
Moved 1798.366 280 246.1018 -0.1851852 -0.3649645
Moved 1798.38 278.6094 246 -0.1884041 -0.3652264
Moved 1798.396 278.1733 244.1733 -0.1894136 -0.3699245
Moved 1798.413 276.7396 242.7395 -0.1927325 -0.3736125
Stationary 1798.427 276.7396 242.7395 -0.1927325 -0.3736125
Stationary 1798.441 276.7396 242.7395 -0.1927325 -0.3736125
Moved 1798.458 275.7752 241.7751 -0.1949649 -0.3760928
Stationary 1798.474 275.7752 241.7751 -0.1949649 -0.3760928
Stationary 1798.488 276 242 -0.1944444 -0.3755144
Stationary 1798.507 276 242 -0.1944444 -0.3755144
Moved 1798.519 274.996 242 -0.1967684 -0.3755144
Moved 1798.534 275 255.1173 -0.1967592 -0.3417765
Moved 1798.554 273.4709 262.3486 -0.2002987 -0.3231774
Moved 1798.566 271.0533 276.7599 -0.2058951 -0.2861113
Moved 1798.582 269.5853 291.1472 -0.2092934 -0.2491069
Moved 1798.598 265.6364 317.4996 -0.2184341 -0.1813283
Moved 1798.612 262.417 345.539 -0.2258867 -0.1092104
Moved 1798.628 253.413 399.3918 -0.2467293 0.02929978
Moved 1798.644 248.5058 442.7772 -0.2580884 0.1408877
Moved 1798.66 246.5526 466.1455 -0.2626098 0.2009914
Moved 1798.68 244.2645 502.9746 -0.2679062 0.2957165
Moved 1798.691 244 518.5256 -0.2685185 0.3357139
Moved 1798.708 244 535.2435 -0.2685185 0.3787125
Moved 1798.72 244 546.3571 -0.2685185 0.4072968
Moved 1798.736 244 554.8923 -0.2685185 0.4292496
Moved 1798.752 244 560.9221 -0.2685185 0.4447584
Moved 1798.766 244 565.2537 -0.2685185 0.4558993
Moved 1798.783 244 568.0438 -0.2685185 0.4630754
Moved 1798.799 244 570.9184 -0.2685185 0.470469
Moved 1798.813 244 573.7929 -0.2685185 0.4778623
Stationary 1798.829 244 574 -0.2685185 0.478395
Moved 1798.843 244 575.2748 -0.2685185 0.4816737
Ended 1798.858 244 575.2748 -0.2685185 0.4816737
Candidates 1798.968 12 price prize prove private office prince predict probe officer prepare twice prose
Began 1799.534 384 319 0.0555556 -0.1774692
Stationary 1799.556 384 319 0.0555556 -0.1774692
Stationary 1799.569 384 319 0.0555556 -0.1774692
Moved 1799.584 384 347.4872 0.0555556 -0.1041995
Moved 1799.599 384 374.5729 0.0555556 -0.03453463
Moved 1799.614 384 400.5216 0.0555556 0.03220574
Moved 1799.629 378.0473 456.0153 0.0417762 0.1749362
Ended 1799.646 377 507 0.03935188 0.3060699
Accept 1799.706 0 price
Began 1800.335 547 517 0.4328704 0.33179
Stationary 1800.357 547 517 0.4328704 0.33179
Stationary 1800.378 547 517 0.4328704 0.33179
Stationary 1800.388 547 517 0.4328704 0.33179
Stationary 1800.4 547 517 0.4328704 0.33179
Stationary 1800.415 547 517 0.4328704 0.33179
Stationary 1800.43 547 517 0.4328704 0.33179
Moved 1800.446 540.1929 525.752 0.4171131 0.3543004
Moved 1800.463 537.2036 528.7964 0.4101935 0.3621305
Moved 1800.478 535.3466 531.4802 0.4058948 0.3690333
Moved 1800.495 532.4691 534.5309 0.3992341 0.3768797
Moved 1800.511 530.297 536.703 0.3942061 0.3824665
Moved 1800.525 527.7067 539.2933 0.3882099 0.3891288
Moved 1800.54 525.8414 541.5793 0.3838921 0.3950084
Moved 1800.555 524.2443 543.5114 0.3801952 0.3999777
Moved 1800.571 522.8912 546.2175 0.3770631 0.406938
Moved 1800.586 521.4496 547.5504 0.373726 0.410366
Moved 1800.602 520.0137 548.9863 0.370402 0.4140594
Moved 1800.616 520 550.425 0.3703704 0.4177597
Moved 1800.631 518.1331 551.8669 0.3660487 0.4214684
Moved 1800.647 518 553.3054 0.3657407 0.4251682
Moved 1800.663 516.4285 554.5715 0.3621031 0.4284244
Moved 1800.678 514.2383 555 0.357033 0.4295266
Moved 1800.693 510.0298 556.3234 0.3472912 0.4329304
Moved 1800.71 505.725 558 0.3373263 0.4372427
Moved 1800.725 502.5922 559.2039 0.3300744 0.4403392
Moved 1800.746 494.839 559 0.3121274 0.4398148
Stationary 1800.757 494.839 559 0.3121274 0.4398148
Moved 1800.771 490.5 559 0.3020833 0.4398148
Moved 1800.786 486.5064 559 0.292839 0.4398148
Moved 1800.803 481.8197 559 0.28199 0.4398148
Moved 1800.817 474.5 545.5 0.2650462 0.4050925
Moved 1800.832 468.2033 545.1525 0.2504706 0.4041987
Moved 1800.848 459.7429 540.8715 0.2308864 0.3931878
Moved 1800.863 448.6577 534.9209 0.205226 0.3778829
Moved 1800.879 433.1259 525.171 0.1692729 0.352806
Moved 1800.893 423.6054 518.3238 0.1472347 0.3351949
Moved 1800.909 402.0273 503.2705 0.0972855 0.2964776
Moved 1800.926 389.1365 494.4244 0.06744564 0.2737251
Moved 1800.942 370.5 483 0.02430558 0.2443414
Moved 1800.956 354.2326 469.1827 -0.01335055 0.2088033
Moved 1800.971 342.6557 460.4918 -0.04014879 0.1864501
Moved 1800.987 327.3666 448.9567 -0.07554024 0.1567815
Moved 1801.002 317.1518 440.1349 -0.09918575 0.1340917
Moved 1801.017 302.8759 428.7007 -0.1322316 0.1046829
Moved 1801.033 293.9965 421.8542 -0.1527858 0.08707344
Moved 1801.05 285.2195 414.5162 -0.1731031 0.06820011
Moved 1801.063 280.0578 410.7933 -0.1850514 0.05862479
Moved 1801.079 276.6447 407.6447 -0.1929521 0.05052633
Moved 1801.095 272.7705 404.3853 -0.2019202 0.04214314
Moved 1801.117 271 400.6962 -0.2060186 0.03265475
Ended 1801.128 271 400.6962 -0.2060186 0.03265475
Candidates 1801.292 12 puts opioid or odd louis ps of our loud poor oops lloyd
Began 1802.201 374 356 0.03240744 -0.0823046
Stationary 1802.221 374 356 0.03240744 -0.0823046
Stationary 1802.234 374 356 0.03240744 -0.0823046
Stationary 1802.252 374 356 0.03240744 -0.0823046
Ended 1802.268 374 356 0.03240744 -0.0823046
NextCandidatePanel 1802.325
Began 1803.099 372 337 0.02777775 -0.1311728
Stationary 1803.114 372 337 0.02777775 -0.1311728
Stationary 1803.129 372 337 0.02777775 -0.1311728
Stationary 1803.145 372 337 0.02777775 -0.1311728
Stationary 1803.16 372 337 0.02777775 -0.1311728
Stationary 1803.175 372 337 0.02777775 -0.1311728
Moved 1803.191 384.6178 337 0.05698572 -0.1311728
Moved 1803.208 428.6629 343.9306 0.1589418 -0.1133474
Moved 1803.223 466.5962 344 0.2467504 -0.1131688
Moved 1803.238 492.8839 344 0.3076017 -0.1131688
Moved 1803.255 508.0573 336.9599 0.3427252 -0.131276
Ended 1803.275 526 335 0.3842592 -0.1363169
Accept 1803.312 6 of
Began 1803.789 315 327 -0.1041667 -0.1568931
Stationary 1803.809 315 327 -0.1041667 -0.1568931
Stationary 1803.823 315 327 -0.1041667 -0.1568931
Stationary 1803.838 315 327 -0.1041667 -0.1568931
Stationary 1803.854 315 327 -0.1041667 -0.1568931
Moved 1803.87 303.2608 327 -0.1313408 -0.1568931
Moved 1803.885 297.6877 331.0464 -0.1442413 -0.1464856
Moved 1803.904 292.9583 336.2813 -0.1551891 -0.1330213
Moved 1803.916 286.4133 340.352 -0.1703396 -0.1225515
Moved 1803.932 280.2039 344.2369 -0.1847132 -0.1125595
Moved 1803.947 274.0095 348.9929 -0.1990522 -0.1003269
Moved 1803.963 269.6906 351.8729 -0.2090495 -0.09291943
Moved 1803.978 264.3681 354.7546 -0.2213702 -0.08550769
Moved 1803.994 258.6875 357.6563 -0.2345197 -0.07804471
Moved 1804.009 254 360 -0.2453704 -0.07201654
Moved 1804.024 247.6952 363.6524 -0.2599648 -0.06262241
Moved 1804.04 241.9526 367.7856 -0.2732579 -0.05199189
Moved 1804.055 237.9019 369.3987 -0.2826344 -0.04784282
Moved 1804.07 233.598 371.134 -0.2925973 -0.04337962
Moved 1804.09 230.8537 372.5731 -0.2989497 -0.03967827
Moved 1804.102 228.9995 375.001 -0.3032418 -0.0334337
Moved 1804.116 227.5608 376.4392 -0.3065722 -0.02973462
Moved 1804.132 226.4452 377.1097 -0.3091547 -0.02801016
Moved 1804.148 225.5 379 -0.3113426 -0.02314815
Moved 1804.164 224.7832 379.2167 -0.3130018 -0.02259078
Moved 1804.178 224.1277 380 -0.3145193 -0.02057613
Moved 1804.194 224 381.311 -0.3148148 -0.0172042
Moved 1804.21 224 381.7526 -0.3148148 -0.01606843
Stationary 1804.225 224 382 -0.3148148 -0.01543218
Moved 1804.239 224 383.202 -0.3148148 -0.01234055
Moved 1804.256 224 384.7177 -0.3148148 -0.008442333
Moved 1804.271 232.1236 387.321 -0.2960101 -0.001746362
Moved 1804.286 235.7912 390.1942 -0.2875203 0.005643358
Moved 1804.301 241.1386 392.0347 -0.2751421 0.01037719
Moved 1804.317 246.8438 393.4609 -0.2619357 0.01404554
Moved 1804.333 258.3452 394.9064 -0.235312 0.01776338
Moved 1804.348 271.3987 396.0332 -0.2050955 0.02066149
Moved 1804.363 288.8853 396 -0.1646172 0.02057605
Moved 1804.382 305.2925 396 -0.1266377 0.02057605
Moved 1804.394 318.3127 396 -0.09649833 0.02057605
Moved 1804.41 324.8405 388.1932 -0.08138775 0.0004969703
Moved 1804.425 329.7367 388 -0.07005394 -3.924585E-08
Moved 1804.44 335.737 387 -0.05616441 -0.002572055
Moved 1804.457 338.6845 387 -0.04934142 -0.002572055
Moved 1804.471 341.4568 387 -0.04292418 -0.002572055
Moved 1804.488 343 386.3338 -0.03935183 -0.004285569
Moved 1804.503 344.1059 386 -0.03679196 -0.005144111
Stationary 1804.518 344.1059 386 -0.03679196 -0.005144111
Stationary 1804.533 344.1059 386 -0.03679196 -0.005144111
Stationary 1804.55 344 386 -0.03703703 -0.005144111
Stationary 1804.565 344 386 -0.03703703 -0.005144111
Stationary 1804.58 344 386 -0.03703703 -0.005144111
Moved 1804.594 332.9052 386 -0.06271948 -0.005144111
Moved 1804.61 321.7596 386 -0.08851934 -0.005144111
Moved 1804.625 309.9728 396.0272 -0.1158038 0.02064607
Moved 1804.64 298.8767 397.0411 -0.141489 0.02325376
Moved 1804.656 284.7625 399.1237 -0.1741609 0.02861031
Moved 1804.678 252.7836 402.3574 -0.2481861 0.03692737
Stationary 1804.689 252.7836 402.3574 -0.2481861 0.03692737
Moved 1804.702 226.8936 403 -0.3081166 0.03858017
Moved 1804.719 201.9209 405.0981 -0.3659239 0.04397647
Moved 1804.734 177.1211 406.9919 -0.4233308 0.04884759
Moved 1804.749 161.2171 407 -0.4601456 0.04886827
Moved 1804.764 152.6774 407 -0.4799135 0.04886827
Moved 1804.779 145.4877 407 -0.4965562 0.04886827
Moved 1804.795 139.2635 407 -0.510964 0.04886827
Moved 1804.811 134.5184 407 -0.521948 0.04886827
Moved 1804.825 128.9384 407 -0.5348648 0.04886827
Moved 1804.841 127.2938 400 -0.5386719 0.03086416
Moved 1804.856 125.8476 400 -0.5420194 0.03086416
Moved 1804.871 125 400 -0.5439815 0.03086416
Stationary 1804.887 125 400 -0.5439815 0.03086416
Stationary 1804.905 125 400 -0.5439815 0.03086416
Stationary 1804.916 125 400 -0.5439815 0.03086416
Moved 1804.933 135.749 400 -0.5190996 0.03086416
Moved 1804.957 160.5784 409 -0.4616241 0.05401234
Stationary 1804.968 160.5784 409 -0.4616241 0.05401234
Moved 1804.979 174.85 409 -0.4285879 0.05401234
Moved 1804.995 197.205 400.7468 -0.3768402 0.03278504
Moved 1805.011 211.3466 396.1633 -0.344105 0.02099614
Moved 1805.026 229.7224 391.9102 -0.3015685 0.01005706
Moved 1805.042 240.9863 386.8055 -0.2754948 -0.003072362
Moved 1805.058 250.4104 383.5299 -0.2536797 -0.01149723
Moved 1805.073 257.6802 379.6599 -0.2368514 -0.02145084
Moved 1805.087 263.4274 376.7863 -0.2235476 -0.02884194
Moved 1805.103 270.6985 373.3809 -0.2067166 -0.03760051
Moved 1805.119 276.5574 371.2885 -0.1931542 -0.04298222
Moved 1805.134 284.3018 368.8994 -0.1752272 -0.04912702
Moved 1805.151 291.345 367.531 -0.1589237 -0.05264658
Moved 1805.165 301.3177 363.2924 -0.1358385 -0.0635483
Ended 1805.18 312.7627 358.964 -0.1093456 -0.0746811
Candidates 1805.317 12 had fas gas dad s has faa fda da d sds sd
Began 1806.272 370 334 0.02314816 -0.1388889
Stationary 1806.297 370 334 0.02314816 -0.1388889
Stationary 1806.308 370 334 0.02314816 -0.1388889
Stationary 1806.32 370 334 0.02314816 -0.1388889
Moved 1806.335 408.9587 334 0.1133303 -0.1388889
Moved 1806.352 455.9893 334 0.2221975 -0.1388889
Moved 1806.368 481.0549 334 0.2802197 -0.1388889
Moved 1806.384 495 334 0.3125 -0.1388889
Ended 1806.398 513 334 0.3541666 -0.1388889
Accept 1806.426 2 gas
Began 1807.323 447 525 0.2013889 0.3523662
Stationary 1807.339 447 525 0.2013889 0.3523662
Stationary 1807.353 447 525 0.2013889 0.3523662
Stationary 1807.369 447 525 0.2013889 0.3523662
Stationary 1807.384 447 525 0.2013889 0.3523662
Stationary 1807.403 447 525 0.2013889 0.3523662
Stationary 1807.417 447 525 0.2013889 0.3523662
Stationary 1807.437 447 525 0.2013889 0.3523662
Stationary 1807.449 447 525 0.2013889 0.3523662
Moved 1807.463 447 535.493 0.2013889 0.3793544
Moved 1807.477 439.4973 538.8757 0.1840215 0.3880545
Moved 1807.495 437.6234 541.7531 0.1796839 0.3954554
Moved 1807.509 435.1841 546.4476 0.1740374 0.4075297
Moved 1807.523 432.4919 549.5081 0.1678054 0.4154013
Moved 1807.539 431.3044 552.3913 0.1650564 0.422817
Moved 1807.555 430.1325 553.8675 0.1623438 0.4266138
Moved 1807.57 428.7346 555.2654 0.1591077 0.4302094
Moved 1807.585 428 557.7131 0.1574074 0.4365049
Moved 1807.601 426.8587 560.2827 0.1547655 0.4431138
Moved 1807.617 425.4155 560.5845 0.1514247 0.4438902
Moved 1807.632 425 562.0233 0.150463 0.4475907
Moved 1807.646 425 563.462 0.150463 0.4512911
Moved 1807.662 423.5 563 0.1469907 0.4501028
Moved 1807.684 424 564.1325 0.1481481 0.4530156
Stationary 1807.696 424 564.1325 0.1481481 0.4530156
Moved 1807.708 423 564 0.1458333 0.4526748
Stationary 1807.723 423 564 0.1458333 0.4526748
Stationary 1807.74 423 564 0.1458333 0.4526748
