the price of gas is high
Stationary 894.4838 368 385 0.01851857 -0.007716127
Moved 894.4987 368 401.6725 0.01851857 0.03516597
Moved 894.5149 368 443.6405 0.01851857 0.1431082
Moved 894.532 368 518.1627 0.01851857 0.3347804
Moved 894.5455 359.3362 586.8533 -0.001536459 0.5114539
Ended 894.5609 353 616 -0.01620372 0.5864196
Accept 894.6047 0 the
Began 895.0067 564 519 0.4722223 0.3369341
Stationary 895.0258 564 519 0.4722223 0.3369341
Stationary 895.0397 564 519 0.4722223 0.3369341
Stationary 895.0557 564 519 0.4722223 0.3369341
Stationary 895.0685 564 519 0.4722223 0.3369341
Stationary 895.0841 564 519 0.4722223 0.3369341
Moved 895.1003 552.3461 519 0.4452457 0.3369341
Moved 895.1161 548.0254 519 0.4352439 0.3369341
Moved 895.1319 545.136 519 0.4285557 0.3369341
Moved 895.1492 536.8309 519 0.4093308 0.3369341
Moved 895.1624 527.1007 519 0.3868072 0.3369341
Moved 895.178 518.7362 519 0.367445 0.3369341
Moved 895.1947 511.2539 519 0.3501248 0.3369341
Moved 895.2092 499.6569 523.1558 0.3232798 0.3476228
Moved 895.2245 487.7858 527.0268 0.2958004 0.3575791
Moved 895.2415 478.0323 527 0.273223 0.3575102
Moved 895.2549 463.7712 529 0.2402112 0.3626543
Moved 895.2692 451.8401 529 0.212593 0.3626543
Moved 895.2841 440.3853 529 0.1860771 0.3626543
Moved 895.3051 429.7557 529 0.1614715 0.3626543
Moved 895.317 417.0121 529 0.1319725 0.3626543
Moved 895.3312 407.569 530 0.1101135 0.3652262
Moved 895.3467 399.7265 530 0.09195953 0.3652262
Moved 895.3613 387.3733 531.2919 0.0633642 0.368549
Moved 895.3774 376.6845 531 0.03862152 0.3677982
Moved 895.3922 367.1342 531 0.01651436 0.3677982
Moved 895.4105 358.6866 531 -0.003040383 0.3677982
Moved 895.425 353.9444 531 -0.01401762 0.3677982
Moved 895.4396 348.1484 532.4629 -0.02743418 0.3715608
Moved 895.4536 344.9313 532 -0.03488123 0.3703703
Moved 895.4707 340.8974 532 -0.04421905 0.3703703
Moved 895.4854 336.5642 532 -0.05424956 0.3703703
Moved 895.5015 333.2563 532 -0.06190662 0.3703703
Moved 895.5177 330.2982 532 -0.06875411 0.3703703
Moved 895.5319 325.6324 532 -0.07955467 0.3703703
Moved 895.547 321.312 532 -0.08955553 0.3703703
Moved 895.5626 316 532 -0.1018519 0.3703703
Moved 895.5782 308.5826 526.5826 -0.1190218 0.3564366
Moved 895.5928 300.9801 522.592 -0.1366202 0.3461729
Moved 895.6085 293.7311 521.3462 -0.1534002 0.3429686
Moved 895.6239 288.728 519.9094 -0.1649815 0.3392729
Moved 895.6386 284.5 520 -0.1747685 0.3395061
Moved 895.6537 285.0447 520 -0.1735077 0.3395061
Stationary 895.6702 285 520 -0.1736111 0.3395061
Stationary 895.6851 285 520 -0.1736111 0.3395061
Moved 895.7002 305.9491 520 -0.1251179 0.3395061
Moved 895.7164 332.4938 532.076 -0.06367182 0.3705657
Moved 895.7324 355.2235 530.7902 -0.01105661 0.3672587
Moved 895.7477 377.3661 531 0.04019946 0.3677982
Moved 895.7623 396.9717 532 0.08558263 0.3703703
Moved 895.7795 415.3301 532 0.1280791 0.3703703
Moved 895.7925 426.7827 532 0.1545896 0.3703703
Moved 895.8084 438.6003 532 0.1819451 0.3703703
Moved 895.8249 447.5714 532 0.2027116 0.3703703
Moved 895.8398 451.5 532 0.2118056 0.3703703
Moved 895.8544 454.9406 524.2374 0.21977 0.3504049
Moved 895.8724 456.4103 522.5897 0.2231719 0.3461669
Moved 895.8854 457.848 519.4559 0.2265 0.3381068
Moved 895.9008 458 517.0928 0.2268519 0.3320287
Moved 895.9159 458 507.2739 0.2268519 0.3067744
Moved 895.9332 431.0966 466.9464 0.1645754 0.2030512
Moved 895.9514 395.8562 408.9242 0.08300046 0.05381729
Moved 895.962 367.1438 365.5644 0.01653651 -0.05770482
Moved 895.978 345.1725 332.1979 -0.03432289 -0.1435241
Moved 895.9939 327.8607 302.8635 -0.07439643 -0.2189724
Moved 896.0099 317.8077 287.4857 -0.09766727 -0.2585246
Moved 896.0288 305.6924 266.6755 -0.125712 -0.3120487
Moved 896.0406 299.6628 258.4942 -0.1396694 -0.3330911
Moved 896.056 294.9317 250.8862 -0.150621 -0.3526589
Moved 896.0723 290.6234 248.0823 -0.160594 -0.3598708
Moved 896.0881 288.1994 246.0997 -0.166205 -0.3649698
Moved 896.1021 286.6595 246 -0.1697698 -0.3652264
Moved 896.1183 285.5 246 -0.1724537 -0.3652264
Moved 896.1356 282.4076 246 -0.179612 -0.3652264
Moved 896.1488 278.1117 260.2571 -0.1895563 -0.3285567
Moved 896.1646 271.0418 281.8745 -0.2059217 -0.2729567
Moved 896.1804 262.9687 320.1567 -0.2246096 -0.1744942
Moved 896.1954 254.9362 370.2208 -0.2432031 -0.04572833
Moved 896.2103 250.8989 412.4157 -0.2525489 0.06279749
Moved 896.227 249.5118 437.7882 -0.2557598 0.128056
Moved 896.2405 250 456.7964 -0.2546296 0.1769455
Moved 896.2567 250 485.9918 -0.2546296 0.2520363
Moved 896.2723 260.5471 519.0089 -0.2302151 0.336957
Moved 896.2876 267.4511 562.158 -0.2142334 0.4479372
Ended 896.3033 273.2477 594.8625 -0.2008155 0.5320536
Candidates 896.4268 12 price private prize prove prince office officer probe primary twice producer pierce
Began 896.7498 394 368 0.07870366 -0.05144041
Stationary 896.7657 394 368 0.07870366 -0.05144041
Moved 896.7805 394 375.9535 0.07870366 -0.0309839
Moved 896.7962 394 396.6577 0.07870366 0.02226755
Moved 896.8116 394 463.4828 0.07870366 0.1941429
Ended 896.8289 394 541.8255 0.07870366 0.3956416
Accept 896.8872 0 price
Began 897.4243 520 497 0.3703704 0.2803498
Stationary 897.4481 520 497 0.3703704 0.2803498
Stationary 897.4598 520 497 0.3703704 0.2803498
Stationary 897.4738 520 497 0.3703704 0.2803498
Stationary 897.489 520 497 0.3703704 0.2803498
Stationary 897.5047 520 497 0.3703704 0.2803498
Stationary 897.52 520 497 0.3703704 0.2803498
Stationary 897.5353 520 497 0.3703704 0.2803498
Stationary 897.5516 520 497 0.3703704 0.2803498
Stationary 897.5676 520 497 0.3703704 0.2803498
Stationary 897.5821 520 497 0.3703704 0.2803498
Moved 897.5974 508.7715 506 0.3443786 0.3034978
Moved 897.614 503.55 506 0.3322918 0.3034978
Moved 897.6298 496.3564 506 0.3156399 0.3034978
Moved 897.6441 486.5 506 0.2928241 0.3034978
Moved 897.6601 476.5262 497.0579 0.2697366 0.2804986
Moved 897.6752 467.5689 493.8276 0.2490021 0.2721902
Moved 897.6902 459 491 0.2291666 0.2649176
Moved 897.7063 449.2111 487.1266 0.2065072 0.2549553
Moved 897.7234 442.0371 485.6074 0.1899007 0.2510478
Moved 897.738 435.6798 483.1699 0.1751847 0.2447786
Moved 897.7534 429.9269 481.7317 0.1618677 0.2410794
Moved 897.7678 424.4155 480.6831 0.1491099 0.2383824
Moved 897.784 416.0873 478.3107 0.1298317 0.2322804
Moved 897.7989 406.0218 474.1522 0.1065319 0.2215847
Moved 897.8156 394.5085 469.3936 0.07988075 0.2093456
Moved 897.83 383.8794 464.5197 0.05527635 0.1968099
Moved 897.8452 368.6772 455.0428 0.02008597 0.1724352
Moved 897.8615 356.7681 446.8261 -0.007481178 0.1513016
Moved 897.8767 347.0291 441.4606 -0.03002519 0.1375016
Moved 897.8911 333.4146 429.9878 -0.06154026 0.1079932
Moved 897.9102 321.9505 419.9567 -0.08807749 0.08219322
Moved 897.9242 307.5508 406.9957 -0.1214102 0.04885724
Moved 897.9376 294.0855 394.9649 -0.1525797 0.01791381
Moved 897.9534 279.7574 383.4059 -0.1857468 -0.01181622
Moved 897.9684 273.9413 376.706 -0.1992099 -0.02904837
Ended 897.9828 273 376 -0.2013889 -0.03086435
Candidates 898.151 12 of is if odd off odds id ps pd kids pa oops
Began 898.4731 416 392 0.1296297 0.01028803
Stationary 898.493 416 392 0.1296297 0.01028803
Stationary 898.5073 416 392 0.1296297 0.01028803
Stationary 898.5233 416 392 0.1296297 0.01028803
Moved 898.5411 411.7661 423.994 0.1198291 0.09257697
Moved 898.554 408 484.5293 0.1111111 0.2482749
Moved 898.5707 406.5932 554.9329 0.1078546 0.429354
Ended 898.5864 392 613 0.07407407 0.5787036
Accept 898.6284 0 of
Began 898.9072 376 349 0.03703703 -0.1003086
Stationary 898.9267 376 349 0.03703703 -0.1003086
Stationary 898.9385 376 349 0.03703703 -0.1003086
Stationary 898.9543 376 349 0.03703703 -0.1003086
Stationary 898.9715 376 349 0.03703703 -0.1003086
Stationary 898.9852 376 349 0.03703703 -0.1003086
Stationary 899.0004 376 349 0.03703703 -0.1003086
Stationary 899.0169 376 349 0.03703703 -0.1003086
Stationary 899.0315 376 349 0.03703703 -0.1003086
Stationary 899.0468 376 349 0.03703703 -0.1003086
Stationary 899.0698 376 349 0.03703703 -0.1003086
Stationary 899.0812 376 349 0.03703703 -0.1003086
Stationary 899.0935 376 349 0.03703703 -0.1003086
Moved 899.1084 366.239 349 0.01444201 -0.1003086
Stationary 899.1247 365.9262 349 0.01371801 -0.1003086
Moved 899.1408 364.7804 349 0.0110657 -0.1003086
Moved 899.1557 363.274 349 0.007578632 -0.1003086
Moved 899.1707 361.8337 349 0.004244745 -0.1003086
Moved 899.1866 360.3936 349 0.0009112558 -0.1003086
Moved 899.2026 358.9565 349 -0.002415627 -0.1003086
Moved 899.2177 357.5161 349 -0.005749861 -0.1003086
Moved 899.2327 356.0786 349 -0.00907744 -0.1003086
Moved 899.2485 354.9768 349 -0.01162782 -0.1003086
Moved 899.2644 349.1655 349 -0.0250798 -0.1003086
Moved 899.2781 344.379 349 -0.0361598 -0.1003086
Moved 899.2942 337.2717 349 -0.05261183 -0.1003086
Moved 899.3098 327.2439 349 -0.07582435 -0.1003086
Moved 899.3251 312.6107 361.1721 -0.1096975 -0.06900182
Moved 899.3397 284.6192 369.0142 -0.1744926 -0.04883181
Moved 899.3564 248.9962 377.4453 -0.2569532 -0.02714691
Moved 899.3721 198.7108 384.8499 -0.3733546 -0.008102071
Moved 899.3875 173.6036 387.6164 -0.4314732 -0.0009867193
Moved 899.402 159.5181 389.0535 -0.4640785 0.002709652
Moved 899.4179 148.1501 389 -0.4903933 0.002572016
Moved 899.4338 142.215 389.9283 -0.504132 0.004959734
Moved 899.4514 137.9061 391.3646 -0.5141064 0.00865379
Moved 899.4639 135.7749 393.2251 -0.5190396 0.013439
Moved 899.4793 135 396.7495 -0.5208333 0.02250365
Moved 899.4947 135 401.0553 -0.5208333 0.03357836
Moved 899.5101 135 404.5802 -0.5208333 0.0426445
Moved 899.5257 135 409.9072 -0.5208333 0.05634551
Moved 899.5411 147.3624 415.3624 -0.4922166 0.07037634
Moved 899.5568 157.8804 422.5502 -0.4678695 0.08886372
Moved 899.5724 170.5 429.5 -0.4386574 0.1067386
Moved 899.5888 185.835 434.4108 -0.4031597 0.1193692
Moved 899.603 198.2761 437.0394 -0.3743608 0.1261301
Moved 899.6184 208.357 438.4796 -0.3510255 0.1298341
Moved 899.6333 211.6676 439 -0.343362 0.1311728
Moved 899.6487 214.7143 439 -0.3363095 0.1311728
Moved 899.6649 216.7939 439 -0.3314957 0.1311728
Moved 899.68 218.2382 439 -0.3281524 0.1311728
Moved 899.6949 220.5657 439 -0.3227645 0.1311728
Ended 899.7095 220.5657 439 -0.3227645 0.1311728
Candidates 899.8871 12 had gas fas has faa fda da nasdaq jar base ga far
Began 900.5095 314 349 -0.1064815 -0.1003086
Stationary 900.5292 314 349 -0.1064815 -0.1003086
Stationary 900.5437 314 349 -0.1064815 -0.1003086
Moved 900.5627 303.7969 349 -0.1300998 -0.1003086
Moved 900.5751 270.3426 359.2435 -0.2075402 -0.07396219
Moved 900.5903 197.9849 367.6458 -0.375035 -0.05235146
Ended 900.606 171.5 370 -0.4363426 -0.04629637
Accept 900.6487 1 gas
Began 901.0642 499 527 0.3217593 0.3575102
Stationary 901.0839 499 527 0.3217593 0.3575102
Stationary 901.0978 499 527 0.3217593 0.3575102
Stationary 901.1119 499 527 0.3217593 0.3575102
Stationary 901.1285 499 527 0.3217593 0.3575102
Stationary 901.1438 499 527 0.3217593 0.3575102
Stationary 901.1594 499 527 0.3217593 0.3575102
Stationary 901.1759 499 527 0.3217593 0.3575102
Moved 901.1901 484.7524 527 0.2887786 0.3575102
Moved 901.2061 478.8619 527 0.2751433 0.3575102
Moved 901.2217 471.3793 520.4827 0.2578224 0.3407477
Moved 901.2378 463.0424 513.3616 0.2385241 0.3224321
Moved 901.253 456.006 509.2036 0.2222361 0.3117376
Moved 901.2684 448.8272 504.8964 0.2056186 0.3006592
Moved 901.2842 441.6953 500.6172 0.1891095 0.2896532
Moved 901.2999 436.8547 497.391 0.1779044 0.2813553
Moved 901.3201 430.1114 493.0668 0.1622949 0.2702335
Moved 901.3311 423.9237 488.7542 0.1479716 0.2591414
Moved 901.3449 417.61 484.4575 0.1333566 0.2480903
Moved 901.3608 410.5728 480.1437 0.1170666 0.2369949
Moved 901.3752 403.3934 474.8361 0.1004477 0.2233437
Moved 901.3905 395.0197 469.3464 0.08106401 0.2092242
Moved 901.407 389.981 465.1848 0.06940047 0.1985206
Moved 901.4223 379.0247 455.7355 0.04403869 0.1742167
Moved 901.4377 369.005 447.1472 0.02084493 0.1521274
Moved 901.4527 355.1829 437.928 -0.01115064 0.1284157
Moved 901.4689 339.7751 424.7955 -0.04681701 0.09463843
Moved 901.4854 324.4322 410.9384 -0.08233289 0.05899774
Moved 901.5001 307.5974 396.4978 -0.1213024 0.02185645
Moved 901.5146 294.7441 388.8507 -0.1510554 0.002187996
Moved 901.5306 279.007 377.3687 -0.1874838 -0.027344
Moved 901.5464 262.6411 372.4376 -0.2253678 -0.04002677
Moved 901.5623 244.9878 370.6656 -0.266232 -0.04458423
Ended 901.5762 239 371 -0.2800926 -0.04372435
Candidates 901.7311 12 is if odds id odd of ps pigs oa pass pa psa
Began 902.223 352 364 -0.01851852 -0.06172839
Stationary 902.2472 352 364 -0.01851852 -0.06172839
Stationary 902.2578 352 364 -0.01851852 -0.06172839
Stationary 902.2704 352 364 -0.01851852 -0.06172839
Moved 902.2857 352 381.3936 -0.01851852 -0.01699196
Moved 902.3017 352 410.2701 -0.01851852 0.05727893
Moved 902.3163 352 462.4255 -0.01851852 0.1914234
Ended 902.3329 337.1519 514.4531 -0.05288909 0.3252394
Accept 902.3599 0 is
Began 902.799 386 309 0.06018519 -0.2031893
Stationary 902.8109 386 309 0.06018519 -0.2031893
Stationary 902.8253 386 309 0.06018519 -0.2031893
Stationary 902.8401 386 309 0.06018519 -0.2031893
Stationary 902.856 386 309 0.06018519 -0.2031893
Stationary 902.8713 386 309 0.06018519 -0.2031893
Stationary 902.8864 386 309 0.06018519 -0.2031893
Stationary 902.9022 386 309 0.06018519 -0.2031893
Stationary 902.9186 386 309 0.06018519 -0.2031893
Stationary 902.9335 386 309 0.06018519 -0.2031893
Stationary 902.9485 386 309 0.06018519 -0.2031893
Stationary 902.9709 386 309 0.06018519 -0.2031893
Stationary 902.9828 386 309 0.06018519 -0.2031893
Stationary 902.9955 386 309 0.06018519 -0.2031893
Stationary 903.0106 386 309 0.06018519 -0.2031893
Stationary 903.027 386 309 0.06018519 -0.2031893
Stationary 903.041 386 309 0.06018519 -0.2031893
Moved 903.0562 386 318.8087 0.06018519 -0.1779612
Moved 903.0731 386 332.4044 0.06018519 -0.1429928
Moved 903.0892 396.474 345.4666 0.08443048 -0.1093968
Moved 903.1041 399.7262 367.9733 0.09195873 -0.05150916
Moved 903.1182 405.4834 386.8209 0.1052855 -0.003032684
Moved 903.1338 413 406 0.1226852 0.04629618
Moved 903.1496 423.1866 428.1925 0.1462653 0.1033757
Moved 903.165 430.779 444.9138 0.1638401 0.146383
Moved 903.1806 437.9069 457.0325 0.1803401 0.1775526
Moved 903.1965 445.0849 472.3868 0.1969559 0.2170443
Moved 903.2117 451.6158 484.2316 0.2120735 0.2475091
Moved 903.2267 459.6255 501.3553 0.2306148 0.2915518
Moved 903.2421 463.5 509 0.2395834 0.3112139
Moved 903.2625 466.2191 515.0478 0.2458776 0.326769
Moved 903.2744 469.0862 521.1725 0.2525145 0.3425217
Moved 903.2879 470.4862 525.4587 0.2557552 0.3535461
Moved 903.3044 470 528.7629 0.2546296 0.3620444
Moved 903.3198 470 530.3634 0.2546296 0.3661609
Moved 903.3358 470 531.5 0.2546296 0.3690843
Stationary 903.3497 470 531.5 0.2546296 0.3690843
Moved 903.3657 450.647 531 0.2098311 0.3677982
Moved 903.3813 444.1215 523.2313 0.1947257 0.3478171
Moved 903.3962 416.5 510.5 0.130787 0.3150719
Moved 903.4114 389.602 491.2015 0.06852309 0.2654358
Moved 903.4274 363.9202 469.9335 0.009074409 0.2107342
Moved 903.4426 348.3521 456.1169 -0.02696271 0.1751976
Moved 903.458 334.0291 440.832 -0.06011779 0.1358848
Moved 903.4738 327.5328 433.3232 -0.0751556 0.1165719
Moved 903.4894 319.8777 420.7555 -0.09287561 0.08424762
Moved 903.5025 316.7244 414.4489 -0.1001749 0.0680268
Moved 903.5203 316 410.8614 -0.1018519 0.05879983
Moved 903.5385 316 408.0035 -0.1018519 0.05144916
Moved 903.5491 316 405.1346 -0.1018519 0.04407039
Moved 903.5648 316 402.2616 -0.1018519 0.03668094
Moved 903.5814 316 400.0973 -0.1018519 0.03111435
Moved 903.5964 326.9722 397.257 -0.07645334 0.02380901
Moved 903.6113 330.2388 394.3806 -0.06889174 0.01641097
Moved 903.6274 334.7363 391.5092 -0.0584808 0.009025604
Moved 903.6431 339.0344 390.3219 -0.04853159 0.005971845
Moved 903.6578 344.4416 387.7792 -0.03601476 -0.0005680445
Moved 903.6748 348.5 386.5 -0.02662038 -0.003858064
Moved 903.6888 354.9599 385.26 -0.01166681 -0.007047339
Moved 903.7046 362.5873 383.9021 0.005989075 -0.01053995
Moved 903.7225 369.1272 382 0.02112766 -0.01543218
Moved 903.7352 374.8535 381.0366 0.03438304 -0.01791
Moved 903.7513 382.0192 381 0.05097032 -0.01800419
Moved 903.7673 386.2885 381 0.06085296 -0.01800419
Moved 903.7877 394.5 381 0.07986108 -0.01800419
Stationary 903.7986 394.5 381 0.07986108 -0.01800419
Ended 903.813 408 381 0.1111111 -0.01800419
Candidates 903.9172 12 high bush both birth hugh hug booth born huh corn burn fig
Began 904.3043 408 344 0.1111111 -0.1131688
Stationary 904.3236 408 344 0.1111111 -0.1131688
Moved 904.3358 408 355.2828 0.1111111 -0.08414923
Moved 904.3514 423.6208 393.8625 0.1472704 0.01507834
Moved 904.3671 440.2047 452.4172 0.185659 0.165682
Ended 904.3831 446 501 0.199074 0.2906378
Accept 904.4255 0 high
PhraseEnd 905.6002
