hands on experience with a job
Moved 551.5297 459 231.3662 0.2291666 -0.4028647
Stationary 551.5444 459 230.6521 0.2291666 -0.4047014
Stationary 551.5613 459 230.6521 0.2291666 -0.4047014
Stationary 551.5771 459 230.6521 0.2291666 -0.4047014
Stationary 551.59 459 230.6521 0.2291666 -0.4047014
Moved 551.6068 453.071 240.6346 0.2154421 -0.3790261
Moved 551.6224 441.6702 257.9948 0.1890513 -0.3343756
Moved 551.6379 424.2106 280.641 0.1486357 -0.2761292
Moved 551.6542 405.3638 302.7271 0.1050088 -0.2193235
Moved 551.6689 388.1478 319.8522 0.06515691 -0.1752773
Moved 551.6832 375.8517 332.1484 0.03669361 -0.1436514
Moved 551.7001 358.9129 346.0684 -0.002516359 -0.1078488
Moved 551.7151 341.612 359.041 -0.04256477 -0.07448322
Moved 551.7304 326.1425 368.2383 -0.07837385 -0.05082739
Moved 551.7458 314.5419 375.5363 -0.1052271 -0.03205688
Moved 551.7614 302.7513 381.2495 -0.1325202 -0.01736252
Moved 551.7762 295.0744 385.5554 -0.1502907 -0.006287735
Moved 551.7924 290 389.5 -0.162037 0.003857946
Moved 551.8075 284.757 391.4954 -0.1741736 0.008990047
Moved 551.8229 280.4631 394.3579 -0.1841131 0.01635257
Moved 551.8387 277.7591 395.6205 -0.1903725 0.01959997
Moved 551.8541 275.9366 397.0634 -0.1945911 0.0233111
Moved 551.8687 274.5038 398.4962 -0.1979079 0.02699632
Moved 551.8846 273.0623 399 -0.2012447 0.02829214
Moved 551.8997 271.6234 400.3766 -0.2045753 0.03183274
Moved 551.916 270.6613 400 -0.2068024 0.03086416
Moved 551.9313 269.5 401.5 -0.2094908 0.03472222
Moved 551.9459 267.6733 401 -0.2137193 0.03343609
Moved 551.9631 264.6953 401.7682 -0.2206126 0.03541197
Moved 551.9768 258.006 402 -0.2360971 0.03600815
Moved 551.9928 253.0754 402 -0.2475106 0.03600815
Moved 552.0079 245.5181 402 -0.2650045 0.03600815
Moved 552.0236 241.3436 402 -0.2746676 0.03600815
Moved 552.0395 234.3617 402 -0.2908293 0.03600815
Moved 552.0549 227.5287 402 -0.3066465 0.03600815
Moved 552.0707 223.5 402 -0.3159722 0.03600815
Moved 552.0844 219.0621 402 -0.3262451 0.03600815
Moved 552.0999 216.2 402 -0.3328703 0.03600815
Stationary 552.1194 216 402 -0.3333333 0.03600815
Stationary 552.1299 216 402 -0.3333333 0.03600815
Ended 552.1459 216 402 -0.3333333 0.03600815
Candidates 552.3246 12 hands hand bands hamas kansas name band gamma jane lama fans game
Began 552.8214 393 312 0.07638891 -0.1954732
Stationary 552.8417 393 312 0.07638891 -0.1954732
Stationary 552.8634 393 312 0.07638891 -0.1954732
Stationary 552.8737 393 312 0.07638891 -0.1954732
Moved 552.8863 393 333.6828 0.07638891 -0.1397049
Moved 552.9027 407.9567 380.569 0.1110108 -0.01911281
Ended 552.9173 412 418 0.1203704 0.07716041
Accept 552.947 0 hands
Began 553.5616 599 530 0.5532407 0.3652262
Stationary 553.5803 599 530 0.5532407 0.3652262
Stationary 553.5955 599 530 0.5532407 0.3652262
Stationary 553.6119 599 530 0.5532407 0.3652262
Stationary 553.6268 599 530 0.5532407 0.3652262
Moved 553.6418 574.0971 530 0.4955951 0.3652262
Moved 553.66 558.3058 513.6529 0.4590412 0.3231812
Moved 553.6727 540.7879 504.894 0.4184905 0.3006532
Moved 553.6887 515.8126 491.6655 0.3606773 0.2666294
Moved 553.7067 489.9819 475.2518 0.3008841 0.2244129
Moved 553.719 459.7477 453.8198 0.2308974 0.1692895
Moved 553.7346 436.0724 437.9751 0.1760935 0.1285367
Moved 553.7516 418.4037 427.4855 0.1351937 0.1015572
Moved 553.7649 404.0719 417.0479 0.1020182 0.07471167
Moved 553.7816 395.3024 410.9302 0.08171847 0.05897694
Moved 553.7968 388.074 405.2592 0.06498605 0.04439079
Moved 553.8137 383.1236 401.749 0.05352676 0.03536271
Moved 553.8271 378.8103 399.9368 0.04354239 0.03070148
Moved 553.8436 375.9904 398 0.03701488 0.02572008
Moved 553.8593 374.0565 397.0565 0.03253818 0.02329336
Moved 553.8727 372.6178 395.6178 0.02920776 0.01959302
Moved 553.8896 371.5 396 0.02662033 0.02057605
Moved 553.9042 370.0395 395 0.02323955 0.01800408
Moved 553.9207 368.6007 393.6007 0.01990895 0.01440499
Moved 553.9345 367.1628 393.1628 0.01658062 0.01327887
Moved 553.9514 366.5 392.5 0.0150463 0.01157403
Moved 553.9664 365 391.2816 0.01157403 0.008440332
Moved 553.9815 363.8428 391 0.008895298 0.007715971
Moved 553.9968 362.5 389.5 0.005787015 0.003857946
Moved 554.0127 361.2986 389.2986 0.00300616 0.003340058
Moved 554.0281 359.8631 387.8632 -0.0003168484 -0.0003519961
Moved 554.045 357.424 387 -0.005962948 -0.002572055
Moved 554.0601 355.9853 385.9852 -0.009293358 -0.005182101
Moved 554.0807 352.1027 384.1027 -0.01828089 -0.01002406
Stationary 554.0915 352.1027 384.1027 -0.01828089 -0.01002406
Moved 554.1046 349.319 382.6595 -0.0247246 -0.01373597
Stationary 554.1208 348.6969 383 -0.0261645 -0.01286016
Moved 554.1353 345.3036 381.1518 -0.0340194 -0.0176137
Moved 554.1514 341.1462 379.7154 -0.04364302 -0.02130822
Moved 554.167 339.5786 379.2893 -0.04727184 -0.02240405
Moved 554.1818 335.4839 377.828 -0.05675018 -0.0261627
Moved 554.1975 332.8102 377.4052 -0.06293928 -0.02725012
Moved 554.2132 329.9183 375.9592 -0.06963362 -0.0309693
Moved 554.2284 327.7717 376 -0.07460245 -0.03086435
Moved 554.244 324.8138 374.4069 -0.0814496 -0.03496186
Moved 554.2598 321.9364 374 -0.08811027 -0.03600823
Moved 554.2755 319.0587 372.5294 -0.09477159 -0.03979082
Moved 554.2898 317.1756 372 -0.09913058 -0.04115226
Moved 554.3054 314.2982 372 -0.1057912 -0.04115226
Moved 554.3204 313.2081 371 -0.1083146 -0.04372435
Moved 554.3355 312.0902 371 -0.1109023 -0.04372435
Moved 554.3513 310.6832 371 -0.1141592 -0.04372435
Moved 554.3669 309.2488 370 -0.1174796 -0.04629637
Moved 554.3845 307.8012 370 -0.1208305 -0.04629637
Stationary 554.3969 307.8012 370 -0.1208305 -0.04629637
Moved 554.4146 307 368.9228 -0.1226852 -0.04906689
Moved 554.4284 305.4825 369 -0.126198 -0.04886839
Stationary 554.4432 305 369 -0.1273148 -0.04886839
Moved 554.4584 303.9055 369 -0.1298485 -0.04886839
Stationary 554.4731 303.9055 369 -0.1298485 -0.04886839
Stationary 554.4882 303.9055 369 -0.1298485 -0.04886839
Moved 554.506 302.751 369 -0.1325207 -0.04886839
Stationary 554.5198 302.751 369 -0.1325207 -0.04886839
Moved 554.5359 301.7515 369 -0.1348345 -0.04886839
Stationary 554.5522 302 369 -0.1342593 -0.04886839
Moved 554.5681 301 369 -0.1365741 -0.04886839
Stationary 554.5867 301 369 -0.1365741 -0.04886839
Moved 554.5981 300.2872 368 -0.138224 -0.05144041
Stationary 554.6152 300 368 -0.1388889 -0.05144041
Stationary 554.6302 300 368 -0.1388889 -0.05144041
Stationary 554.6439 300 368 -0.1388889 -0.05144041
Stationary 554.6587 300 368 -0.1388889 -0.05144041
Moved 554.6747 298.7724 368 -0.1417306 -0.05144041
Stationary 554.6909 298.7724 368 -0.1417306 -0.05144041
Stationary 554.7066 299 368 -0.1412037 -0.05144041
Stationary 554.7218 299 368 -0.1412037 -0.05144041
Stationary 554.7365 299 368 -0.1412037 -0.05144041
Stationary 554.7509 299 368 -0.1412037 -0.05144041
Stationary 554.7679 299 368 -0.1412037 -0.05144041
Stationary 554.783 299 368 -0.1412037 -0.05144041
Stationary 554.7974 299 368 -0.1412037 -0.05144041
Ended 554.8134 299 368 -0.1412037 -0.05144041
Candidates 555.0606 12 of pg off pd pigs ph oh ps pig oops polls old
Began 555.5687 377 343 0.03935188 -0.1157408
Stationary 555.5844 377 343 0.03935188 -0.1157408
Stationary 555.6008 377 343 0.03935188 -0.1157408
Stationary 555.6182 377 343 0.03935188 -0.1157408
Stationary 555.632 377 343 0.03935188 -0.1157408
Ended 555.6472 377 343 0.03935188 -0.1157408
Began 555.7074 367 349 0.01620372 -0.1003086
NextCandidatePanel 555.7074
Stationary 555.7236 367 349 0.01620372 -0.1003086
Stationary 555.7377 367 349 0.01620372 -0.1003086
Stationary 555.753 367 349 0.01620372 -0.1003086
Stationary 555.7686 367 349 0.01620372 -0.1003086
Ended 555.7891 367 349 0.01620372 -0.1003086
Cancel 555.8445
Began 556.3367 491 492 0.3032407 0.2674896
Stationary 556.3566 491 492 0.3032407 0.2674896
Moved 556.3702 491 474.6854 0.3032407 0.2229563
Moved 556.3868 491 460.8113 0.3032407 0.1872719
Moved 556.4023 477.8108 422.0295 0.2727102 0.08752434
Moved 556.4179 472.814 400.8932 0.2611435 0.03316157
Moved 556.4335 465.6299 372.5196 0.2445136 -0.03981586
Moved 556.4495 461.3825 355.5301 0.2346818 -0.08351322
Moved 556.4648 456.0861 335.7062 0.2224214 -0.1345004
Moved 556.4796 452.8399 321.2797 0.2149072 -0.1716057
Moved 556.4945 451.5 308.5 0.2118056 -0.2044754
Moved 556.5125 450.049 298.343 0.2084467 -0.2305994
Moved 556.525 450 291.0844 0.2083333 -0.2492686
Moved 556.5398 449.1794 284.7178 0.2064339 -0.2656436
Moved 556.5561 449 280.2321 0.2060185 -0.2771808
Moved 556.5715 449 277.283 0.2060185 -0.284766
Moved 556.5875 449 273.4157 0.2060185 -0.2947128
Moved 556.6028 449 271.7654 0.2060185 -0.2989573
Moved 556.6182 449 270.3337 0.2060185 -0.3026395
Moved 556.6327 449 268.9042 0.2060185 -0.3063164
Moved 556.6482 449 267.3906 0.2060185 -0.3102093
Stationary 556.6641 449 267 0.2060185 -0.311214
Moved 556.6796 449 265.8853 0.2060185 -0.3140812
Moved 556.6996 449 264.4402 0.2060185 -0.317798
Moved 556.7124 449 263.5 0.2060185 -0.3202162
Stationary 556.7252 449 263.5 0.2060185 -0.3202162
Moved 556.7415 449 263 0.2060185 -0.3215021
Moved 556.7558 449 261.686 0.2060185 -0.3248816
Stationary 556.7735 449 261.686 0.2060185 -0.3248816
Stationary 556.7879 449 261.686 0.2060185 -0.3248816
Moved 556.8024 449 261 0.2060185 -0.3266461
Moved 556.8181 449 260.2543 0.2060185 -0.3285641
Stationary 556.8335 449 260 0.2060185 -0.3292181
Ended 556.8484 449 260 0.2060185 -0.3292181
Candidates 556.9783 12 on in ion inn omb um pb pm pin yum pmm un
Began 557.5426 406 290 0.1064815 -0.2520577
Stationary 557.5586 406 290 0.1064815 -0.2520577
Stationary 557.5734 406 290 0.1064815 -0.2520577
Stationary 557.5896 406 290 0.1064815 -0.2520577
Moved 557.6049 406 296.6525 0.1064815 -0.2349474
Moved 557.6207 418.1446 330.9135 0.1345939 -0.1468275
Moved 557.6365 441 388 0.1875 -3.924585E-08
Moved 557.6506 473.3802 473.4063 0.2624543 0.2196662
Ended 557.6664 484.5 502 0.2881944 0.2932098
Accept 557.6946 0 on
Began 558.8971 254 584 -0.2453704 0.5041152
Stationary 558.9219 254 584 -0.2453704 0.5041152
Stationary 558.9321 254 584 -0.2453704 0.5041152
Stationary 558.9457 254 584 -0.2453704 0.5041152
Stationary 558.9628 254 584 -0.2453704 0.5041152
Stationary 558.9761 254 584 -0.2453704 0.5041152
Stationary 558.9921 254 584 -0.2453704 0.5041152
Stationary 559.0096 254 584 -0.2453704 0.5041152
Stationary 559.0237 254 584 -0.2453704 0.5041152
Moved 559.0381 254 569.6749 -0.2453704 0.4672708
Moved 559.0554 254 561.2107 -0.2453704 0.4455007
Moved 559.0698 260.3074 551.6926 -0.2307699 0.4210199
Moved 559.0853 263.6488 539.0804 -0.2230352 0.3885811
Moved 559.1006 264.7689 525.0803 -0.2204425 0.3525728
Moved 559.1181 267.4321 514.4877 -0.2142776 0.3253284
Moved 559.1307 268.2266 504.9608 -0.2124384 0.3008249
Moved 559.1469 269.7491 491.2582 -0.2089142 0.2655816
Moved 559.1628 271.192 478.2723 -0.2055742 0.2321817
Moved 559.1768 272.6316 467.5787 -0.2022416 0.2046776
Moved 559.1926 273 458.5709 -0.2013889 0.1815095
Moved 559.2094 274 447.4827 -0.199074 0.1529905
Moved 559.2245 274 434.5336 -0.199074 0.1196851
Moved 559.2386 274 423.9131 -0.199074 0.09236897
Moved 559.2607 274 403.5469 -0.199074 0.0399867
Stationary 559.2722 274 403.5469 -0.199074 0.0399867
Moved 559.2853 274 393.7034 -0.199074 0.0146692
Moved 559.2998 274 382.0981 -0.199074 -0.01517983
Moved 559.3163 274 370.3001 -0.199074 -0.04552449
Moved 559.3301 274 360.4978 -0.199074 -0.07073618
Moved 559.3474 274 353.8926 -0.199074 -0.08772485
Moved 559.3619 274 346.986 -0.199074 -0.1054889
Moved 559.3774 274 342.4568 -0.199074 -0.117138
Moved 559.3925 274 337.7855 -0.199074 -0.1291527
Moved 559.4091 274 332 -0.199074 -0.144033
Moved 559.4234 274 328.17 -0.199074 -0.1538839
Moved 559.439 274 322.4866 -0.199074 -0.1685015
Moved 559.4565 274 321 -0.199074 -0.1723252
Moved 559.4712 274 316.2969 -0.199074 -0.1844216
Moved 559.4854 274 313.3208 -0.199074 -0.1920761
Moved 559.5012 267 309.4377 -0.2152778 -0.2020634
Moved 559.5167 267 305.3405 -0.2152778 -0.2126017
Moved 559.5322 266 302.027 -0.2175926 -0.2211238
Moved 559.5474 266 298.8053 -0.2175926 -0.2294102
Moved 559.563 266 294.5 -0.2175926 -0.2404836
Moved 559.5784 265 291.9582 -0.2199074 -0.2470212
Moved 559.5999 264.443 285.886 -0.2211967 -0.2626389
Stationary 559.6119 264.443 285.886 -0.2211967 -0.2626389
Moved 559.6231 264 283.0161 -0.2222222 -0.2700203
Moved 559.6397 264 281.5693 -0.2222222 -0.2737415
Moved 559.6556 264 280.1298 -0.2222222 -0.2774439
Moved 559.6718 262.6992 278.6993 -0.2252332 -0.2811234
Moved 559.6864 263 277.6606 -0.2245371 -0.2837948
Moved 559.7016 263 276.1116 -0.2245371 -0.2877789
Moved 559.7173 261.6794 274.6794 -0.227594 -0.2914625
Moved 559.7325 262 274 -0.2268519 -0.2932099
Moved 559.748 262 272.8073 -0.2268519 -0.2962777
Moved 559.7634 262 272.368 -0.2268519 -0.2974075
Moved 559.7789 260.929 272 -0.2293311 -0.2983539
Moved 559.7936 261 270.9051 -0.2291666 -0.3011702
Stationary 559.8085 261 270.9051 -0.2291666 -0.3011702
Moved 559.8241 261 270 -0.2291666 -0.303498
Stationary 559.8395 261 270 -0.2291666 -0.303498
Moved 559.8547 261 268.5 -0.2291666 -0.307356
Stationary 559.8716 261 268.5 -0.2291666 -0.307356
Moved 559.8857 259.7523 267.7523 -0.2320549 -0.3092792
Moved 559.9075 260 266.9146 -0.2314815 -0.3114337
Stationary 559.9179 260 266.9146 -0.2314815 -0.3114337
Stationary 559.9318 260 267 -0.2314815 -0.311214
Stationary 559.9474 260 267 -0.2314815 -0.311214
Stationary 559.9648 260 267 -0.2314815 -0.311214
Moved 559.9781 258.9037 266 -0.2340193 -0.3137861
Stationary 559.9936 258.9037 266 -0.2340193 -0.3137861
Stationary 560.0099 258.9037 266 -0.2340193 -0.3137861
Stationary 560.0255 259 266 -0.2337963 -0.3137861
Stationary 560.0402 259 266 -0.2337963 -0.3137861
Stationary 560.0546 259 266 -0.2337963 -0.3137861
Stationary 560.0706 259 266 -0.2337963 -0.3137861
Stationary 560.085 259 266 -0.2337963 -0.3137861
Stationary 560.1006 259 266 -0.2337963 -0.3137861
Stationary 560.1181 259 266 -0.2337963 -0.3137861
Stationary 560.1321 259 266 -0.2337963 -0.3137861
Moved 560.1478 271.1245 285.9678 -0.2057304 -0.2624285
Moved 560.1638 283.4957 301.2175 -0.1770933 -0.2232062
Moved 560.1797 306.8982 329.5422 -0.1229209 -0.1503543
Moved 560.1997 332.4633 352.6534 -0.06374225 -0.09091208
Moved 560.2137 361.8755 378.7921 0.004341503 -0.02368291
Moved 560.2257 399.8641 406.4007 0.09227803 0.04732681
Moved 560.2421 444.7993 434.8661 0.1962946 0.1205404
Moved 560.2571 495.9305 466.5455 0.3146539 0.2020202
Moved 560.2725 508.2859 471.9048 0.3432544 0.2158045
Moved 560.2879 516.3093 477.6053 0.3618271 0.2304664
Moved 560.3033 527.7583 484.7239 0.3883294 0.2487755
Moved 560.3184 536.7172 492.931 0.4090675 0.2698841
Moved 560.3341 545.3411 500.1176 0.4290302 0.2883682
Moved 560.3496 551.3024 503.8683 0.4428295 0.2980151
Moved 560.3657 557.9822 509.9822 0.458292 0.3137401
Moved 560.3804 563.7427 513.3713 0.4716265 0.3224571
Moved 560.3962 567.2518 515.6259 0.4797495 0.3282559
Moved 560.412 570.1442 518.1442 0.486445 0.334733
Moved 560.4256 573 519.5 0.4930556 0.3382201
Moved 560.4409 573.9434 521.9434 0.4952394 0.3445047
Moved 560.4572 575.0467 522 0.4977932 0.3446501
Stationary 560.4767 575 522 0.4976852 0.3446501
Moved 560.4883 575 523.5 0.4976852 0.3485081
Moved 560.5032 575 524.1874 0.4976852 0.3502762
Moved 560.5182 569.3824 526.8025 0.4846815 0.3570022
Moved 560.5333 559.3015 529.4853 0.4613461 0.3639024
Moved 560.5488 543.7587 531.3735 0.4253672 0.3687589
Moved 560.5644 527.515 533.6647 0.3877663 0.3746518
Moved 560.5803 498.0037 535.1738 0.3194529 0.3785332
Moved 560.5959 449.5362 535 0.2072597 0.3780863
Moved 560.6119 407.4005 535 0.1097235 0.3780863
Moved 560.6266 383.5985 531.0526 0.05462607 0.3679334
Moved 560.6424 361.0468 524.1963 0.002423227 0.350299
Moved 560.6575 339.3934 521.2524 -0.04770051 0.3427274
Moved 560.673 328.5 517.5 -0.07291664 0.3330761
Moved 560.6882 306.8145 512.2036 -0.1231145 0.3194536
Moved 560.7041 290.7326 509.2241 -0.1603411 0.3117903
Moved 560.7196 278.597 507.1774 -0.1884328 0.3065262
Moved 560.7351 268.054 505.722 -0.2128379 0.3027828
Moved 560.7574 254.3013 504 -0.244673 0.2983539
Stationary 560.7686 254.3013 504 -0.244673 0.2983539
Moved 560.7802 249 502.5 -0.2569445 0.2944958
Moved 560.7966 245.255 502.3137 -0.2656135 0.2940167
Moved 560.812 241.7548 502 -0.2737159 0.2932098
Moved 560.8267 238.3085 501.4362 -0.2816933 0.2917596
Moved 560.8422 235.9908 501 -0.2870582 0.2906378
Moved 560.8597 233.1371 501 -0.2936642 0.2906378
Stationary 560.8735 233.1371 501 -0.2936642 0.2906378
Moved 560.8884 231.6832 501 -0.2970296 0.2906378
Stationary 560.9042 232 501 -0.2962963 0.2906378
Moved 560.9196 231 497.4929 -0.2986111 0.2816175
Moved 560.9348 231 485.5336 -0.2986111 0.250858
Moved 560.9507 238.1479 466.7078 -0.2820651 0.2024376
Moved 560.9662 248.9672 445.9275 -0.2570204 0.1489904
Moved 560.9822 261.8842 422.1736 -0.2271198 0.08789513
Moved 560.9969 276.3181 402.5864 -0.193708 0.03751653
Moved 561.0189 311 365.5 -0.113426 -0.05787045
Stationary 561.0302 311 365.5 -0.113426 -0.05787045
Moved 561.0421 326.2643 351.7621 -0.07809187 -0.09320451
Moved 561.059 337.7187 340.2813 -0.05157719 -0.1227333
Moved 561.0745 347.3516 330.7565 -0.02927879 -0.1472312
Moved 561.0892 357.2638 319.4128 -0.006333739 -0.1764076
Moved 561.1048 366.6105 309.3895 0.0153021 -0.2021876
Moved 561.121 373.3579 303.535 0.0309212 -0.2172453
Moved 561.1362 381.8535 293.8375 0.05058686 -0.2421876
Moved 561.1506 388.9763 288.0237 0.0670748 -0.2571408
Moved 561.1666 395.9145 281.0856 0.08313536 -0.2749856
Moved 561.1816 402.0363 273.5709 0.09730627 -0.2943135
Moved 561.1978 409.187 265.7756 0.1138587 -0.3143632
Moved 561.2133 413.4669 260.0441 0.1237661 -0.3291048
Moved 561.2278 418.1328 253.4453 0.1345667 -0.3460769
Moved 561.244 423.2527 246.6841 0.1464183 -0.3634669
Moved 561.2603 427.5 241 0.15625 -0.3780865
Moved 561.2783 432.8225 236.1775 0.1685707 -0.3904901
Moved 561.2901 434.3794 233.2412 0.1721746 -0.3980422
Moved 561.306 436.821 231.358 0.1778264 -0.4028857
Moved 561.3207 437 229.7367 0.1782407 -0.4070558
Moved 561.335 438.5 228.5 0.181713 -0.4102367
Moved 561.3514 438 227.5 0.1805556 -0.4128087
Moved 561.3676 438 226.8787 0.1805556 -0.4144068
Stationary 561.3823 438 226.8787 0.1805556 -0.4144068
Stationary 561.3981 438 226.8787 0.1805556 -0.4144068
Moved 561.4116 433.5261 227 0.1701992 -0.4140947
Moved 561.428 426.0096 227 0.1527999 -0.4140947
Moved 561.4442 415.9167 227 0.1294367 -0.4140947
Moved 561.4601 408.4666 235.5143 0.1121912 -0.3921958
Moved 561.4752 398.3573 238.8979 0.08878996 -0.383493
Moved 561.4887 386.8963 243.1638 0.06226003 -0.3725211
Moved 561.515 361.0173 254.3557 0.00235498 -0.3437354
Moved 561.5275 344.1013 261.2423 -0.03680264 -0.3260229
Stationary 561.5395 344.1013 261.2423 -0.03680264 -0.3260229
Moved 561.5522 327.3601 268.7454 -0.07555529 -0.3067248
Moved 561.5665 314.6519 276.3698 -0.1049725 -0.2871149
Moved 561.5833 293.6625 288.5209 -0.1535591 -0.2558619
Moved 561.5989 278.3919 296.8771 -0.1889076 -0.2343696
Moved 561.6147 270.5069 301.7465 -0.20716 -0.2218454
Moved 561.6288 263.9414 307.0586 -0.2223578 -0.2081826
Moved 561.6439 258.1693 311.373 -0.2357193 -0.1970858
Moved 561.6599 254.3223 316.5703 -0.2446243 -0.1837186
Moved 561.6749 252.0246 320.9507 -0.249943 -0.1724519
Moved 561.6916 247.7456 329.5089 -0.2598482 -0.1504402
Moved 561.7069 247.1468 336.2658 -0.2612342 -0.1330613
Moved 561.7219 245.7198 345.9611 -0.2645374 -0.1081248
Moved 561.7367 245 355.0743 -0.2662037 -0.08468557
Moved 561.7579 245 365.1406 -0.2662037 -0.05879492
Moved 561.7694 245 377.6033 -0.2662037 -0.02674063
Moved 561.7832 252.559 385.8792 -0.2487061 -0.005454742
Moved 561.7993 258.8997 396.7994 -0.2340285 0.02263218
Moved 561.8141 262.3125 406.9374 -0.2261284 0.04870736
Moved 561.8292 267.3781 419.9451 -0.2144027 0.08216336
Moved 561.8443 272.5955 429.191 -0.2023252 0.105944
Moved 561.8593 276.9075 439.7533 -0.1923437 0.1331103
Moved 561.8752 281.1838 448.3676 -0.182445 0.1552662
Moved 561.8906 285.8946 457.4207 -0.1715404 0.178551
Moved 561.9064 291.7246 468.5043 -0.1580448 0.2070584
Moved 561.9219 296.147 477.294 -0.1478078 0.2296656
Moved 561.9369 301.4673 488.5796 -0.1354922 0.2586923
Moved 561.9523 307.039 500.0779 -0.122595 0.2882662
Moved 561.9687 311.0955 508.191 -0.1132049 0.3091331
Moved 561.9886 315.3948 514.5264 -0.1032528 0.325428
Moved 562.0001 318 523 -0.09722222 0.3472221
Moved 562.0146 322.9214 532.1238 -0.08583005 0.3706887
Moved 562.029 327.2458 541.4915 -0.07581999 0.3947826
Moved 562.045 330.0353 550.106 -0.06936271 0.4169391
Moved 562.0622 333.8448 557.7414 -0.06054441 0.4365776
Moved 562.0759 335.393 563.5722 -0.05696058 0.4515745
Moved 562.0915 337 567.6495 -0.05324075 0.4620615
Moved 562.1075 338.2554 570.5108 -0.05033473 0.4694206
Moved 562.1227 338 572.5578 -0.05092591 0.4746856
Moved 562.1378 338 573.8068 -0.05092591 0.4778979
Moved 562.1535 338 575.2476 -0.05092591 0.4816038
Stationary 562.1677 338 575 -0.05092591 0.480967
Moved 562.184 327.8547 575 -0.07441039 0.480967
Moved 562.2073 313.9886 561.9905 -0.1065079 0.4475063
Moved 562.2224 306.19 554.19 -0.1245602 0.4274433
Stationary 562.2334 306.19 554.19 -0.1245602 0.4274433
Moved 562.2456 291.6348 533.6541 -0.1582528 0.3746246
Moved 562.2612 278.671 512.4517 -0.1882615 0.3200918
Moved 562.276 267.2082 495.3123 -0.2147959 0.2760089
Moved 562.2927 258.6034 476.2067 -0.2347144 0.2268691
Moved 562.3079 252.5618 464.1237 -0.2486994 0.1957912
Moved 562.3218 247.6149 451.6398 -0.2601506 0.1636826
