the price of gas is high
Moved 930.6584 260.877 530.123 -0.2294515 0.3655428
Stationary 930.6754 260.877 530.123 -0.2294515 0.3655428
Ended 930.6896 261 531 -0.2291666 0.3677982
Candidates 930.8466 12 the where there threw she they sheer regret egfr enter sheet he
Began 931.2289 355 386 -0.01157408 -0.005144111
Stationary 931.2454 355 386 -0.01157408 -0.005144111
Moved 931.2601 355 398.0929 -0.01157408 0.02595897
Moved 931.2759 355 415.9036 -0.01157408 0.07176831
Moved 931.2917 355 438.2054 -0.01157408 0.1291292
Moved 931.3069 355 459.7602 -0.01157408 0.1845683
Moved 931.3225 355 476.976 -0.01157408 0.2288477
Moved 931.3375 355 487.9636 -0.01157408 0.2571081
Moved 931.3531 362.7072 493.5051 0.006266634 0.2713609
Ended 931.3696 363 500 0.006944438 0.2880658
Accept 931.4122 0 the
Began 931.7526 533 456 0.4004629 0.174897
Stationary 931.7692 533 456 0.4004629 0.174897
Stationary 931.7832 533 456 0.4004629 0.174897
Stationary 931.799 533 456 0.4004629 0.174897
Stationary 931.8134 533 456 0.4004629 0.174897
Stationary 931.8304 533 456 0.4004629 0.174897
Stationary 931.8459 533 456 0.4004629 0.174897
Stationary 931.8616 533 456 0.4004629 0.174897
Stationary 931.8772 533 456 0.4004629 0.174897
Stationary 931.891 533 456 0.4004629 0.174897
Stationary 931.9058 533 456 0.4004629 0.174897
Stationary 931.9221 533 456 0.4004629 0.174897
Moved 931.9371 523.0747 464.8224 0.3774877 0.1975886
Moved 931.9542 521.9164 466.5418 0.3748064 0.2020108
Moved 931.9682 519.0388 467.9806 0.3681454 0.2057113
Moved 931.9856 516.9243 470.0757 0.3632508 0.2110999
Moved 932.0068 508.2122 474.8585 0.3430839 0.2234015
Stationary 932.0178 508.2122 474.8585 0.3430839 0.2234015
Moved 932.0304 503.9076 476.3641 0.3331193 0.2272739
Moved 932.0456 499.5848 478.8051 0.323113 0.233552
Moved 932.0612 494.0009 480.2498 0.3101873 0.2372678
Moved 932.0765 488.2438 481.689 0.2968606 0.2409697
Moved 932.0929 484.4439 482.852 0.2880647 0.2439608
Moved 932.1077 479.0436 483 0.275564 0.2443414
Moved 932.1232 470.2362 484 0.2551764 0.2469135
Moved 932.1385 461.2601 484 0.2343983 0.2469135
Moved 932.1545 448.9441 485 0.2058892 0.2494856
Moved 932.1697 436.973 485 0.1781783 0.2494856
Moved 932.1849 422.6196 485 0.1449528 0.2494856
Moved 932.2004 413.5 485 0.1238426 0.2494856
Moved 932.2156 397.4054 485 0.08658658 0.2494856
Moved 932.2318 384.3902 485 0.05645872 0.2494856
Moved 932.2463 372.5945 477.1594 0.02915392 0.2293194
Moved 932.2616 362.042 474.4406 0.004726946 0.2223264
Moved 932.2776 349.9308 473.2758 -0.02330845 0.2193308
Moved 932.2929 339.8597 471.8371 -0.04662111 0.2156303
Moved 932.3076 330.5 470.5 -0.06828706 0.2121912
Moved 932.3234 322.826 470.2609 -0.08605082 0.2115762
Moved 932.3388 312.7603 470 -0.1093513 0.2109053
Moved 932.3548 305.9062 470 -0.1252171 0.2109053
Moved 932.37 298.6822 470 -0.1419393 0.2109053
Moved 932.387 291.5 470 -0.1585648 0.2109053
Moved 932.3994 286.2379 470 -0.1707456 0.2109053
Moved 932.4148 281.8734 470 -0.1808487 0.2109053
Moved 932.4301 277.5543 470 -0.1908466 0.2109053
Moved 932.4456 276.1532 470 -0.1940898 0.2109053
Moved 932.4607 274.6454 479.4822 -0.1975801 0.2352937
Moved 932.4775 273.2046 478.7954 -0.2009153 0.2335272
Moved 932.4919 273 480.2341 -0.2013889 0.2372276
Moved 932.5071 273 481.6757 -0.2013889 0.2409354
Moved 932.5233 273 483.1144 -0.2013889 0.2446358
Moved 932.5378 273 484.1358 -0.2013889 0.2472628
Moved 932.5531 273 486.2375 -0.2013889 0.2526684
Moved 932.5688 273 489.115 -0.2013889 0.2600693
Moved 932.5838 281.9867 491.9867 -0.1805864 0.2674554
Moved 932.5988 284.8752 493.9376 -0.1739 0.2724732
Moved 932.6155 290.4906 498.1179 -0.1609015 0.283225
Moved 932.6337 297.8844 501.4422 -0.1437862 0.2917751
Moved 932.65 305.6397 503.897 -0.125834 0.2980889
Moved 932.6621 316.9675 506.7419 -0.09961233 0.305406
Moved 932.678 329.4632 509.8079 -0.07068714 0.3132919
Moved 932.6929 342.2737 512.5052 -0.04103298 0.3202295
Moved 932.7087 355.9279 513.6928 -0.009426028 0.3232839
Moved 932.7236 369.213 515.1348 0.02132644 0.3269927
Moved 932.7386 383.1326 517 0.05354772 0.33179
Moved 932.7544 393.6824 517.7425 0.07796843 0.3336998
Moved 932.7694 406.9509 518 0.1086827 0.3343621
Moved 932.7852 416.7713 518 0.1314151 0.3343621
Moved 932.7996 425.8327 518 0.1523905 0.3343621
Moved 932.8148 433.0537 518 0.1691058 0.3343621
Moved 932.832 443.1064 518 0.1923758 0.3343621
Moved 932.8456 451.7469 518 0.2123772 0.3343621
Moved 932.8612 459 518 0.2291666 0.3343621
Moved 932.8785 467.3472 518 0.2484888 0.3343621
Moved 932.8923 474.5413 518 0.2651419 0.3343621
Moved 932.9078 479.2215 518 0.2759757 0.3343621
Moved 932.9255 483.5401 518 0.2859726 0.3343621
Moved 932.939 485.6187 518 0.2907842 0.3343621
Moved 932.9543 487.0575 510.5973 0.2941146 0.3153222
Moved 932.9706 487 509.5 0.2939814 0.3124999
Moved 932.9854 487 503.7361 0.2939814 0.2976752
Moved 933.0008 487 492.5603 0.2939814 0.2689308
Moved 933.0164 467.0642 461.1445 0.2478338 0.1881289
Moved 933.0319 451.9095 433.5159 0.2127535 0.1170674
Moved 933.0464 434.5577 405.9664 0.1725873 0.04620983
Moved 933.0621 421.8863 383.8295 0.1432554 -0.01072676
Moved 933.0792 408.8024 361.0932 0.1129686 -0.06920473
Moved 933.0921 403.6255 352.7092 0.100985 -0.09076852
Moved 933.1075 390.4241 332.1361 0.07042607 -0.1436829
Moved 933.1256 382.9859 319.1746 0.05320807 -0.1770201
Moved 933.1393 378.0926 310.1852 0.041881 -0.2001411
Moved 933.1544 372.7016 301.5524 0.02940178 -0.2223449
Moved 933.1758 368.9676 295.9352 0.02075831 -0.2367923
Moved 933.1872 365.1353 290.1804 0.01188725 -0.2515936
Moved 933.2013 361.8574 285.8099 0.004299581 -0.2628348
Moved 933.2169 357.4601 280.46 -0.005879501 -0.2765947
Moved 933.2325 353.1758 276.1758 -0.01579667 -0.2876136
Moved 933.2474 350.2014 271.8022 -0.02268185 -0.2988628
Moved 933.2623 345.4998 269.3332 -0.03356526 -0.3052131
Moved 933.279 341.1996 266.4664 -0.04351939 -0.3125863
Moved 933.2926 336.8728 264.291 -0.0535352 -0.3181818
Moved 933.308 333.4482 264 -0.06146247 -0.31893
Moved 933.3253 329.2891 264 -0.07109001 -0.31893
Moved 933.3396 323.2971 264 -0.08496036 -0.31893
Moved 933.3547 316.3958 271.8459 -0.1009356 -0.2987503
Moved 933.3703 309.2213 278.7787 -0.1175432 -0.2809191
Moved 933.3862 302.0541 285.9459 -0.1341341 -0.2624848
Moved 933.4009 296.2559 294.6162 -0.1475559 -0.2401847
Moved 933.416 291.3201 302.6899 -0.1589813 -0.2194191
Moved 933.4333 284.9259 313.1187 -0.1737827 -0.192596
Moved 933.4474 279.2025 324.5951 -0.1870314 -0.1630785
Moved 933.463 276.2193 335.2326 -0.1939369 -0.1357186
Moved 933.4781 272.0044 349.3187 -0.2036935 -0.09948894
Moved 933.4933 270.2309 359.6144 -0.2077988 -0.07300813
Moved 933.5089 268.7881 375.5434 -0.2111388 -0.03203859
Moved 933.5266 269 382 -0.2106481 -0.01543218
Moved 933.5403 269 394.9634 -0.2106481 0.01790989
Moved 933.5557 269 406.3238 -0.2106481 0.04712897
Moved 933.5721 269 417.3833 -0.2106481 0.07557429
Moved 933.5864 269 427.4835 -0.2106481 0.101552
Moved 933.6016 276.5019 436.5096 -0.1932825 0.1247674
Moved 933.6168 278.8868 445.6038 -0.1877621 0.1481579
Moved 933.636 280.3823 452.9113 -0.1843003 0.1669528
Moved 933.6481 281.3317 457.6583 -0.1821026 0.1791622
Moved 933.6637 282 463.6835 -0.1805555 0.1946592
Moved 933.6788 283.3301 470.6505 -0.1774766 0.2125784
Moved 933.6945 283 475.8994 -0.1782407 0.2260785
Moved 933.7096 284.2199 480.6598 -0.1754168 0.2383224
Moved 933.7259 284 484.9758 -0.1759259 0.2494233
Moved 933.7399 284 488.1824 -0.1759259 0.2576708
Moved 933.7553 284 490.3204 -0.1759259 0.2631697
Moved 933.7718 284 492.6519 -0.1759259 0.2691662
Ended 933.7872 285.0914 495.1827 -0.1733996 0.2756757
Candidates 934.0468 12 price prove process prince proved probe justice proceed proves office officer prices
Began 934.525 385 368 0.05787035 -0.05144041
Stationary 934.5429 385 368 0.05787035 -0.05144041
Moved 934.5569 385 384.2167 0.05787035 -0.009730775
Moved 934.5746 378.7556 403.0499 0.04341582 0.03870842
Moved 934.5887 375.7727 424.1823 0.03651092 0.09306126
Moved 934.6033 375 441.2912 0.03472219 0.1370658
Moved 934.6204 375 458.2299 0.03472219 0.1806323
Moved 934.6375 375 464.5 0.03472219 0.1967592
Moved 934.6495 375 471.1238 0.03472219 0.2137956
Moved 934.6655 375 476.1873 0.03472219 0.226819
Moved 934.6829 378.5363 479.0104 0.04290809 0.2340801
Moved 934.6966 382.9475 481.8951 0.05311926 0.2414996
Ended 934.7179 384.4034 483.4034 0.05648941 0.2453791
Accept 934.7382 0 price
Began 935.3781 531 504 0.3958333 0.2983539
Stationary 935.3906 531 504 0.3958333 0.2983539
Stationary 935.4049 531 504 0.3958333 0.2983539
Stationary 935.421 531 504 0.3958333 0.2983539
Stationary 935.4357 531 504 0.3958333 0.2983539
Stationary 935.4514 531 504 0.3958333 0.2983539
Stationary 935.4665 531 504 0.3958333 0.2983539
Moved 935.483 519.2129 497.4967 0.3685483 0.2816273
Moved 935.4978 515.8548 494.9032 0.360775 0.2749567
Moved 935.5133 510.4855 491.9904 0.3483462 0.2674648
Moved 935.5309 505.2361 489.118 0.3361945 0.2600772
Moved 935.5444 499.4505 486.2252 0.3228019 0.2526368
Moved 935.5601 495.5213 484.3475 0.3137067 0.2478074
Moved 935.5759 491.2143 481.4762 0.3037368 0.2404223
Moved 935.5891 486.8693 479.2897 0.2936788 0.2347986
Moved 935.6052 483.4202 477.2801 0.2856948 0.2296298
Moved 935.6214 479.225 474.4833 0.2759838 0.2224365
Moved 935.637 475.913 472.6087 0.2683172 0.217615
Moved 935.6517 471.5969 469.7313 0.2583262 0.210214
Moved 935.6672 467.2976 466.8651 0.248374 0.2028421
Moved 935.6832 462.9727 464.9909 0.2383629 0.1980218
Moved 935.6985 460.1044 462.1044 0.2317232 0.1905976
Moved 935.7131 456.4068 459.7034 0.223164 0.1844224
Moved 935.7363 447.8205 454.2136 0.2032881 0.1703025
Stationary 935.7464 447.8205 454.2136 0.2032881 0.1703025
Moved 935.7601 443.4857 451.3238 0.1932539 0.1628697
Moved 935.7764 439.1584 448.439 0.1832371 0.1554499
Moved 935.7914 433.1263 443.8447 0.1692739 0.1436335
Moved 935.8067 426.2139 438.3711 0.1532729 0.1295552
Moved 935.8228 421 434.5 0.1412037 0.1195987
Moved 935.8379 414.422 430.1376 0.1259768 0.1083784
Moved 935.8525 404.9655 423.261 0.1040867 0.09069191
Moved 935.8685 395.8083 417.0059 0.08288949 0.07460362
Moved 935.8843 386.7568 409.7973 0.06193707 0.05606294
Moved 935.8991 379.6674 405.6004 0.04552633 0.04526845
Moved 935.9133 370.5099 399.3399 0.02432843 0.02916634
Moved 935.9308 361.8777 393.5851 0.00434647 0.01436492
Moved 935.9454 354.7474 389.7128 -0.0121588 0.004405387
Moved 935.9613 345.7 384.4667 -0.03310174 -0.009087848
Moved 935.9769 337.0428 380.0214 -0.05314176 -0.02052119
Moved 935.9918 330.1831 375.7099 -0.06902054 -0.03161034
Moved 936.0073 324.189 371.3917 -0.0828959 -0.04271684
Moved 936.0236 318.0553 368.7036 -0.09709423 -0.04963085
Moved 936.0378 312.6436 366.9109 -0.1096213 -0.05424162
Moved 936.0536 309.4956 365.8318 -0.1169083 -0.05701693
Moved 936.0729 306.6771 364 -0.1234327 -0.06172839
Moved 936.0847 302.6992 362.8997 -0.1326407 -0.06455841
Moved 936.1005 301.454 362 -0.135523 -0.06687243
Moved 936.1148 300.0166 362 -0.1388505 -0.06687243
Ended 936.1309 300 362 -0.1388889 -0.06687243
Candidates 936.2975 12 of off pd if igf odd pigs ogc pg igg odds ps
Began 936.8669 375 364 0.03472219 -0.06172839
Stationary 936.8853 375 364 0.03472219 -0.06172839
Stationary 936.8998 375 364 0.03472219 -0.06172839
Moved 936.9153 375 389.3334 0.03472219 0.003429538
Moved 936.9319 375 407.525 0.03472219 0.05021845
Moved 936.9474 375 428.5959 0.03472219 0.1044132
Moved 936.962 383.5953 444.7441 0.05461871 0.1459468
Moved 936.9797 387.5 465 0.06365737 0.1980452
Moved 936.9935 389.1735 470.2806 0.06753117 0.2116269
Moved 937.0089 391.0203 479.1016 0.07180631 0.2343146
Ended 937.027 393 486 0.07638891 0.2520575
Accept 937.0519 0 of
Began 937.6367 375 323 0.03472219 -0.1671811
Stationary 937.6575 375 323 0.03472219 -0.1671811
Stationary 937.6777 375 323 0.03472219 -0.1671811
Stationary 937.6868 375 323 0.03472219 -0.1671811
Stationary 937.7009 375 323 0.03472219 -0.1671811
Stationary 937.7161 375 323 0.03472219 -0.1671811
Stationary 937.7316 375 323 0.03472219 -0.1671811
Stationary 937.7466 375 323 0.03472219 -0.1671811
Stationary 937.7621 375 323 0.03472219 -0.1671811
Stationary 937.7777 375 323 0.03472219 -0.1671811
Moved 937.794 368.4894 323 0.01965145 -0.1671811
Moved 937.8096 364.8378 323 0.01119862 -0.1671811
Moved 937.8262 361.7982 323 0.00416259 -0.1671811
Moved 937.8416 357.8631 323 -0.00494659 -0.1671811
Moved 937.8571 354.71 323 -0.01224548 -0.1671811
Moved 937.8729 347.6924 332.3076 -0.02848988 -0.1432417
Moved 937.8874 340.9154 338.0677 -0.04417737 -0.1284267
Moved 937.9023 335.2271 340.8865 -0.05734473 -0.1211769
Moved 937.9187 327.5564 347.5549 -0.07510085 -0.1040256
Moved 937.9335 320.3442 351.9935 -0.09179582 -0.09260938
Moved 937.9485 311.1549 358.0761 -0.1130674 -0.07696481
Moved 937.9638 303.5068 362.7104 -0.1307712 -0.06504537
Moved 937.9861 277.8997 375.1557 -0.1900469 -0.03303575
Stationary 937.9976 277.8997 375.1557 -0.1900469 -0.03303575
Moved 938.0106 266.1781 379.6832 -0.2171803 -0.02139095
Moved 938.0262 254.2875 382.3425 -0.2447049 -0.01455119
Moved 938.0411 239.8909 385.2218 -0.2780303 -0.00714565
Moved 938.0574 225.0247 386 -0.3124427 -0.005144111
Moved 938.0724 213.5601 386 -0.3389813 -0.005144111
Moved 938.0873 198.937 386 -0.372831 -0.005144111
Moved 938.1032 188.1656 386 -0.3977647 -0.005144111
Moved 938.1184 178.1375 386 -0.4209781 -0.005144111
Moved 938.1348 169.5056 386 -0.4409592 -0.005144111
Moved 938.148 160.7134 386 -0.4613116 -0.005144111
Moved 938.1635 154.8159 386 -0.4749632 -0.005144111
Moved 938.1809 148.5 386 -0.4895833 -0.005144111
Moved 938.1967 144.575 386 -0.498669 -0.005144111
Moved 938.2103 141.5046 386 -0.5057764 -0.005144111
Moved 938.2263 137.6176 386 -0.514774 -0.005144111
Moved 938.2416 135.8724 386 -0.5188139 -0.005144111
Moved 938.2573 134.5 387.5 -0.5219908 -0.001286047
Moved 938.2762 133.9973 387 -0.5231544 -0.002572055
Stationary 938.2868 133.9973 387 -0.5231544 -0.002572055
Stationary 938.302 133.9973 387 -0.5231544 -0.002572055
Moved 938.3171 134 388.225 -0.5231482 0.0005786801
Stationary 938.3332 134 388.225 -0.5231482 0.0005786801
Moved 938.3486 134 389.8744 -0.5231482 0.004820882
Moved 938.3649 134 391.3169 -0.5231482 0.008531107
Moved 938.3814 145.8028 392.7606 -0.4958268 0.01224416
Moved 938.3976 154.1918 395.3973 -0.4764079 0.01902584
Moved 938.4105 160.262 398.631 -0.4623564 0.02734318
Moved 938.4263 170.7875 403.1703 -0.4379919 0.03901819
Moved 938.4418 179.9931 406.331 -0.4166828 0.04714754
Moved 938.4577 190.2384 410.8165 -0.3929666 0.05868429
Moved 938.4733 200.3385 414.0967 -0.3695867 0.06712121
Moved 938.4871 208.4277 416.4855 -0.3508619 0.07326514
Moved 938.5037 216.507 417.9178 -0.3321596 0.07694916
Moved 938.519 222.2184 419.0436 -0.318939 0.07984471
Moved 938.5334 230.9986 421.9996 -0.2986142 0.08744742
Moved 938.5535 237.6865 422.9373 -0.2831331 0.08985927
Moved 938.5652 246.2789 423 -0.2632433 0.09002049
Moved 938.5827 252.2605 423.8151 -0.2493969 0.092117
Moved 938.5959 256.7709 424 -0.2389563 0.09259254
Moved 938.6096 261.0874 424 -0.2289643 0.09259254
Moved 938.6254 262.8521 424.8521 -0.2248794 0.09478416
Moved 938.6412 265.4839 425 -0.2187873 0.09516452
Moved 938.6569 267.3652 425 -0.2144323 0.09516452
Moved 938.672 271.3863 425 -0.2051243 0.09516452
Ended 938.6876 271.3863 425 -0.2051243 0.09516452
Candidates 938.9179 12 had fas gas base bar bad dad has far faa fda hat
Began 939.717 317 395 -0.09953702 0.01800408
Stationary 939.7385 317 395 -0.09953702 0.01800408
Stationary 939.7516 317 395 -0.09953702 0.01800408
Moved 939.767 337.6777 395 -0.05167206 0.01800408
Moved 939.7822 351.2464 405.3175 -0.0202629 0.04454083
Moved 939.7993 368.1195 407.0933 0.01879513 0.04910814
Moved 939.8192 381.4267 410.0853 0.04959891 0.05680378
Moved 939.8295 392.4673 412.4372 0.0751559 0.06285287
Moved 939.8442 402.3565 414.0509 0.09804736 0.06700327
Moved 939.8595 412.4586 414.4941 0.1214321 0.06814321
Moved 939.8755 420.6713 415 0.1404428 0.06944436
Moved 939.8891 434.7296 417.7459 0.1729852 0.07650685
Ended 939.9047 434.7296 417.7459 0.1729852 0.07650685
Accept 939.9484 2 gas
Began 940.5648 420 569 0.1388889 0.4655349
Stationary 940.5864 420 569 0.1388889 0.4655349
Stationary 940.6 420 569 0.1388889 0.4655349
Stationary 940.6141 420 569 0.1388889 0.4655349
Stationary 940.6304 420 569 0.1388889 0.4655349
Moved 940.6452 420 557.6769 0.1388889 0.4364117
Moved 940.6614 413.3007 557.0859 0.1233811 0.4348916
Moved 940.6774 411.9441 555.9441 0.120241 0.4319549
Moved 940.6966 407.5 551.5 0.1099537 0.4205247
Moved 940.7075 405.0973 549.0973 0.1043918 0.4143448
Moved 940.723 402.2279 544.8418 0.09774973 0.4033996
Moved 940.7395 398.3367 541.505 0.08874228 0.3948173
Moved 940.7542 394.1778 538.4519 0.07911533 0.3869647
Moved 940.7691 391.8468 534.8468 0.07371942 0.3776923
Moved 940.7843 389.2836 532.2836 0.06778617 0.3710998
Moved 940.7998 385.2463 526.9951 0.05844057 0.3574976
Moved 940.8156 380.9324 522.9324 0.0484546 0.3470482
Moved 940.8311 377.7567 518.6351 0.04110356 0.3359956
Moved 940.8463 373.8747 515.3121 0.03211746 0.3274487
Moved 940.8612 369.9835 510.9835 0.02310981 0.3163154
Moved 940.8779 365.6674 505.2232 0.01311898 0.3014999
Moved 940.8931 360.9679 500.2905 0.002240538 0.288813
Moved 940.9077 355.8856 493.8569 -0.009524176 0.2722657
Moved 940.9255 350.132 486.665 -0.02284249 0.253768
Moved 940.9446 339.9374 473.5831 -0.04644126 0.2201212
Stationary 940.9553 339.9374 473.5831 -0.04644126 0.2201212
Moved 940.9691 335.6483 467.0806 -0.05636955 0.2033965
Moved 940.9844 331.3234 462.3234 -0.06638095 0.191161
Moved 941 329 457 -0.07175927 0.1774691
Moved 941.0159 324.6863 452.6863 -0.08174474 0.1663741
Moved 941.0303 320.3682 447.1576 -0.09174029 0.1521542
Moved 941.0461 314.4025 442.0519 -0.1055497 0.1390222
Moved 941.0619 309.7357 437.7357 -0.1163526 0.127921
Moved 941.0795 305.5 433.5 -0.1261574 0.1170266
Moved 941.0923 299.0703 429.0527 -0.141041 0.1055882
Moved 941.1077 293.394 423.394 -0.1541805 0.09103382
Moved 941.1248 289.6008 420.9506 -0.1629611 0.08474946
Moved 941.1384 281.2645 416.1323 -0.182258 0.0723566
Moved 941.1543 275.5393 411.9045 -0.1955109 0.06148267
Moved 941.1786 267.2465 407.4977 -0.2147072 0.05014831
Stationary 941.1905 267.2465 407.4977 -0.2147072 0.05014831
Moved 941.2017 262.6293 405.3146 -0.2253951 0.04453349
Moved 941.2162 258.6235 403.8745 -0.2346678 0.04082946
Moved 941.2319 255.4586 402.8195 -0.2419939 0.03811601
Moved 941.2477 252.6405 401.3203 -0.2485173 0.0342599
Moved 941.2628 248.6416 399.8806 -0.2577741 0.0305569
Moved 941.2793 246.4402 398.4402 -0.2628699 0.02685245
Moved 941.2928 245.0002 398 -0.2662031 0.02572008
Moved 941.3081 242.1231 396.5615 -0.2728632 0.0220203
Moved 941.3254 241.1277 395.1277 -0.2751673 0.01833245
Moved 941.3389 240.0256 395 -0.2777186 0.01800408
Moved 941.3546 238.5957 393.5957 -0.2810284 0.01439216
Moved 941.3698 237.1546 392.1545 -0.2843645 0.01068547
Moved 941.3849 235.7117 392 -0.2877045 0.01028803
Stationary 941.4045 235.7117 392 -0.2877045 0.01028803
Ended 941.4166 235 390.8288 -0.2893518 0.007275632
Candidates 941.5963 12 is us its usa ita irs orfs id oa ya ours ira
Began 941.9976 336 367 -0.05555556 -0.05401234
Stationary 942.0175 336 367 -0.05555556 -0.05401234
Stationary 942.0329 336 367 -0.05555556 -0.05401234
Moved 942.0477 336 388.3155 -0.05555556 0.0008114473
Moved 942.0635 336 401.2543 -0.05555556 0.03409036
Moved 942.0794 336 417.3525 -0.05555556 0.07549509
Moved 942.0941 336 431.1703 -0.05555556 0.1110348
Moved 942.1097 346.5 443.5 -0.03125002 0.1427468
Moved 942.127 344 447.3942 -0.03703703 0.1527628
Moved 942.1399 345.11 452.3299 -0.03446763 0.1654575
Moved 942.1552 346 457.1194 -0.03240739 0.1777763
Ended 942.1769 347.0201 462.0803 -0.03004611 0.1905357
Accept 942.2297 0 is
Began 942.7255 371 362 0.025463 -0.06687243
Stationary 942.7415 371 362 0.025463 -0.06687243
Stationary 942.7565 371 362 0.025463 -0.06687243
Stationary 942.7711 371 362 0.025463 -0.06687243
Stationary 942.787 371 362 0.025463 -0.06687243
Stationary 942.8021 371 362 0.025463 -0.06687243
Stationary 942.8174 371 362 0.025463 -0.06687243
Stationary 942.8328 371 362 0.025463 -0.06687243
Stationary 942.8478 371 362 0.025463 -0.06687243
Stationary 942.8627 371 362 0.025463 -0.06687243
Stationary 942.8798 371 362 0.025463 -0.06687243
Stationary 942.8953 371 362 0.025463 -0.06687243
Stationary 942.917 371 362 0.025463 -0.06687243
Stationary 942.9269 371 362 0.025463 -0.06687243
Moved 942.9407 378.9691 362 0.04391005 -0.06687243
Moved 942.9565 380.9998 362 0.04861056 -0.06687243
Moved 942.9723 381.5 362 0.04976849 -0.06687243
Moved 942.9884 382.374 362 0.05179157 -0.06687243
Moved 943.0029 383.1545 362 0.05359838 -0.06687243
Stationary 943.0181 383.1545 362 0.05359838 -0.06687243
Moved 943.0339 384 362 0.0555556 -0.06687243
Moved 943.0494 384 372.204 0.0555556 -0.0406277
Moved 943.0654 384 375.5954 0.0555556 -0.03190492
Moved 943.0809 384 384.1547 0.0555556 -0.009890348
Moved 943.0967 385 392.2104 0.05787035 0.01082915
Moved 943.1118 386.0366 404.3289 0.06026984 0.04199821
Moved 943.1347 388.9226 426.381 0.06695051 0.09871648
Stationary 943.1461 388.9226 426.381 0.06695051 0.09871648
Moved 943.1573 390.3655 433.8275 0.07029056 0.117869
Moved 943.1746 393 442.5 0.07638891 0.1401748
Moved 943.1887 396.8198 451.6396 0.08523107 0.1636821
Moved 943.2043 399.7417 461.5958 0.09199461 0.1892896
