a good response to the question
Moved 4910.816 481.7873 478.2724 0.281915 0.232182
Moved 4910.831 487.7766 482.5825 0.2957792 0.2432676
Moved 4910.847 493 486.5 0.3078704 0.2533436
Moved 4910.861 496.1225 489.1225 0.3150985 0.2600887
Moved 4910.878 500.4443 492.2962 0.3251026 0.2682515
Moved 4910.893 502.5879 494.5878 0.3300645 0.2741456
Moved 4910.908 504.0252 496.0252 0.3333917 0.2778425
Moved 4910.923 505.4695 497 0.336735 0.2803498
Moved 4910.939 506 497.9058 0.337963 0.2826794
Moved 4910.953 507.3505 499.3505 0.3410892 0.2863953
Stationary 4910.968 507.3505 499.3505 0.3410892 0.2863953
Stationary 4910.986 507.3505 499.3505 0.3410892 0.2863953
Moved 4911 507 500.3347 0.3402778 0.2889267
Stationary 4911.017 507 500 0.3402778 0.2880658
Moved 4911.033 495.9725 500 0.3147512 0.2880658
Moved 4911.05 482.9884 500 0.2846954 0.2880658
Moved 4911.064 468.9438 491.0611 0.2521847 0.2650747
Moved 4911.078 453.9943 486.2837 0.2175794 0.2527871
Moved 4911.093 423.6902 474.2958 0.1474311 0.2219543
Moved 4911.108 397.772 462.4221 0.08743514 0.1914148
Moved 4911.124 378 452.5 0.04166663 0.165895
Moved 4911.139 361.6022 445.3011 0.0037087 0.1473793
Moved 4911.154 347.0103 438.0051 -0.0300688 0.128614
Moved 4911.169 330.6476 431.6591 -0.06794532 0.1122917
Moved 4911.185 319.222 426.111 -0.09439339 0.0980221
Moved 4911.201 307.7003 421.7626 -0.121064 0.08683797
Moved 4911.216 298.7408 419.1481 -0.1418038 0.08011347
Moved 4911.231 290.2234 416.4078 -0.1615198 0.07306538
Moved 4911.247 282.3165 413.5266 -0.179823 0.06565478
Moved 4911.262 275.1263 410.6505 -0.196467 0.05825749
Moved 4911.277 270.5385 408.7692 -0.2070869 0.05341875
Moved 4911.292 265.8517 406.4258 -0.217936 0.04739157
Moved 4911.309 260.3734 404.8434 -0.2306171 0.04332134
Moved 4911.324 256.8038 403.4019 -0.2388802 0.03961387
Moved 4911.339 253.9209 401.9604 -0.2455535 0.03590646
Moved 4911.355 252.5105 402 -0.2488184 0.03600815
Ended 4911.369 252 402 -0.25 0.03600815
Candidates 4911.556 12 good his god food goods gods foods this hood joss dos did
Began 4911.94 392 377 0.07407407 -0.02829226
Stationary 4911.956 392 377 0.07407407 -0.02829226
Stationary 4911.972 392 377 0.07407407 -0.02829226
Moved 4912.002 406.755 415.3264 0.1082292 0.07028376
Moved 4912.017 415.545 440.2109 0.1285764 0.1342872
Moved 4912.034 420.5597 463.358 0.1401844 0.1938221
Moved 4912.048 423.6119 486.8956 0.1472499 0.2543612
Moved 4912.063 424.2732 501.0986 0.1487806 0.2908913
Ended 4912.079 424.2732 501.0986 0.1487806 0.2908913
Accept 4912.123 0 good
Began 4912.707 372 481 0.02777775 0.2391974
Stationary 4912.726 372 481 0.02777775 0.2391974
Stationary 4912.742 372 481 0.02777775 0.2391974
Stationary 4912.756 372 481 0.02777775 0.2391974
Stationary 4912.771 372 481 0.02777775 0.2391974
Stationary 4912.788 372 481 0.02777775 0.2391974
Stationary 4912.803 372 481 0.02777775 0.2391974
Stationary 4912.82 372 481 0.02777775 0.2391974
Moved 4912.833 360.4019 481 0.0009303291 0.2391974
Moved 4912.849 354.9164 481 -0.01176769 0.2391974
Moved 4912.865 347.7672 481 -0.02831658 0.2391974
Moved 4912.88 340.5357 481 -0.04505624 0.2391974
Moved 4912.895 329.4884 481 -0.07062862 0.2391974
Moved 4912.911 322.1426 481 -0.08763278 0.2391974
Moved 4912.927 315 491.5 -0.1041667 0.2662036
Moved 4912.942 308.6324 489.8946 -0.1189064 0.2620745
Moved 4912.958 302.657 491.3358 -0.1327383 0.2657812
Moved 4912.972 295.8912 492 -0.1483999 0.2674896
Moved 4912.989 290.1396 493.2151 -0.161714 0.2706149
Moved 4913.004 287.0284 493 -0.1689157 0.2700616
Moved 4913.02 282.7041 494.0986 -0.1789257 0.2728873
Moved 4913.035 281.5 494 -0.181713 0.2726337
Moved 4913.05 278.6524 494.6738 -0.1883046 0.2743668
Moved 4913.065 275.7714 495 -0.1949736 0.2752057
Moved 4913.08 274.4459 495.5541 -0.198042 0.2766309
Moved 4913.096 272.0227 496 -0.2036511 0.2777777
Moved 4913.111 270.574 496 -0.2070047 0.2777777
Moved 4913.127 269.0783 497 -0.2104669 0.2803498
Moved 4913.142 267.6448 497 -0.2137852 0.2803498
Moved 4913.158 268 498.348 -0.212963 0.2838167
Moved 4913.173 266.0968 498 -0.2173684 0.2829217
Stationary 4913.188 266 498 -0.2175926 0.2829217
Moved 4913.204 265 499 -0.2199074 0.2854938
Moved 4913.22 263.7751 499 -0.2227429 0.2854938
Moved 4913.234 263.3371 500 -0.2237566 0.2880658
Moved 4913.256 261.8727 501.1273 -0.2271466 0.2909652
Stationary 4913.267 261.8727 501.1273 -0.2271466 0.2909652
Stationary 4913.279 261.8727 501.1273 -0.2271466 0.2909652
Moved 4913.295 260.6255 502.3745 -0.2300336 0.294173
Stationary 4913.312 260.6255 502.3745 -0.2300336 0.294173
Moved 4913.327 260 503 -0.2314815 0.2957818
Stationary 4913.345 260 503 -0.2314815 0.2957818
Moved 4913.357 259.1828 504 -0.2333731 0.2983539
Moved 4913.373 258.5 504 -0.2349537 0.2983539
Stationary 4913.389 258.5 504 -0.2349537 0.2983539
Moved 4913.404 258 504 -0.2361111 0.2983539
Stationary 4913.42 258 504 -0.2361111 0.2983539
Moved 4913.434 256.3052 504 -0.2400343 0.2983539
Moved 4913.45 253.7449 492.7247 -0.2459608 0.2693535
Moved 4913.465 250.2899 480.2999 -0.2539584 0.2373967
Moved 4913.481 247.5 470.75 -0.2604167 0.2128343
Moved 4913.498 243.6964 455.7854 -0.2692214 0.1743451
Moved 4913.512 241 445 -0.275463 0.1466049
Moved 4913.527 239.0242 433.2181 -0.2800365 0.1163018
Moved 4913.543 236.1897 420.3535 -0.286598 0.08321361
Moved 4913.558 234.1524 412.0667 -0.2913139 0.06189994
Moved 4913.573 231.4302 405.8605 -0.2976152 0.04593735
Moved 4913.589 232 401 -0.2962963 0.03343609
Moved 4913.604 230.1253 398.3759 -0.3006359 0.02668698
Moved 4913.619 230 395.3687 -0.3009259 0.01895225
Moved 4913.635 230 393.2449 -0.3009259 0.01349002
Moved 4913.65 228.8043 391.8043 -0.3036937 0.009784698
Moved 4913.667 229 390.5 -0.3032407 0.006429962
Moved 4913.68 229 391 -0.3032407 0.007715971
Stationary 4913.696 229 391 -0.3032407 0.007715971
Moved 4913.712 239.3303 395.8613 -0.279328 0.02021942
Moved 4913.728 255.466 403.2071 -0.2419768 0.03911285
Moved 4913.744 271.4222 411.9576 -0.2050411 0.06161925
Moved 4913.758 290.0768 417.7159 -0.1618593 0.07642985
Moved 4913.773 311.6102 426.2441 -0.1120134 0.09836435
Moved 4913.789 329.556 431.248 -0.07047216 0.1112344
Moved 4913.804 348.288 435.7588 -0.02711112 0.1228363
Moved 4913.819 358.5896 438.7062 -0.003264894 0.1304172
Moved 4913.834 381.7867 444.0113 0.05043209 0.1440619
Moved 4913.851 404.2834 448.6157 0.1025079 0.1559044
Moved 4913.865 418.3183 451.2637 0.134996 0.1627151
Moved 4913.881 432.8358 452 0.1686013 0.164609
Moved 4913.897 445.5 455 0.1979166 0.172325
Moved 4913.912 456.6639 456.952 0.223759 0.1773455
Moved 4913.928 465.4417 459.1104 0.2440779 0.1828971
Moved 4913.943 475.5 460.5 0.2673611 0.1864711
Moved 4913.958 483.765 462.906 0.2864932 0.1926594
Moved 4913.974 490.9716 464.3943 0.3031751 0.1964874
Moved 4913.991 496.3183 466.8296 0.3155515 0.202751
Moved 4914.005 500.7925 468.2642 0.3259086 0.2064407
Moved 4914.02 504.4046 470.4046 0.3342699 0.2119459
Moved 4914.036 506.6772 472.6772 0.3395304 0.2177911
Moved 4914.05 509.4569 475.457 0.3459651 0.2249407
Moved 4914.065 511.3144 480.6288 0.3502648 0.2382426
Moved 4914.081 513.0985 486.3942 0.3543947 0.2530713
Moved 4914.096 514 492.6254 0.3564815 0.2690982
Moved 4914.112 514 497.9486 0.3564815 0.2827896
Moved 4914.127 514 505.082 0.3564815 0.3011368
Moved 4914.143 514 508.9836 0.3564815 0.3111717
Moved 4914.159 514 512.1039 0.3564815 0.3191971
Moved 4914.174 503.5766 514.9781 0.3323532 0.3265897
Moved 4914.19 502.1882 515.9373 0.3291393 0.3290567
Moved 4914.204 495.1245 516 0.3127883 0.329218
Moved 4914.221 483.8679 516 0.2867311 0.329218
Moved 4914.242 463.5 501 0.2395834 0.2906378
Stationary 4914.254 463.5 501 0.2395834 0.2906378
Moved 4914.267 451.8952 488.1058 0.2127203 0.2574736
Moved 4914.282 440.1951 473.7438 0.1856368 0.2205344
Moved 4914.298 433.6142 464.2599 0.1704032 0.1961416
Moved 4914.314 426.4278 451.9701 0.1537682 0.1645321
Moved 4914.327 419.5 441 0.1377314 0.1363167
Moved 4914.344 413.0264 422.0687 0.1227463 0.08762512
Moved 4914.358 410.1439 407.7194 0.1160738 0.05071863
Moved 4914.374 406.4985 393.4946 0.1076355 0.01413204
Moved 4914.391 404.0555 378.5552 0.1019804 -0.02429224
Moved 4914.404 401.2433 357.3243 0.09547055 -0.07889838
Moved 4914.42 400.1804 344.1647 0.09301016 -0.1127452
Moved 4914.437 400 331.9449 0.09259263 -0.1441748
Moved 4914.451 400 315.7264 0.09259263 -0.1858889
Moved 4914.466 400 305.0366 0.09259263 -0.2133832
Moved 4914.481 400 297.6799 0.09259263 -0.2323049
Moved 4914.498 400 286.1567 0.09259263 -0.2619427
Moved 4914.513 400 278.3491 0.09259263 -0.2820239
Moved 4914.528 400 272.2927 0.09259263 -0.2976011
Moved 4914.544 399.0066 267.0263 0.09029298 -0.3111465
Moved 4914.559 397.5444 261.1776 0.08690824 -0.3261894
Moved 4914.574 396.1136 258.2273 0.08359641 -0.3337776
Moved 4914.59 394.0658 255.0988 0.07885605 -0.3418243
Moved 4914.605 391.1915 252.1915 0.07220258 -0.3493016
Moved 4914.621 387.2896 246.4343 0.0631703 -0.3641093
Moved 4914.637 383.1112 243.4075 0.05349825 -0.3718944
Moved 4914.651 377.0693 237.3367 0.03951231 -0.3875086
Moved 4914.667 371.3066 232.48 0.0261727 -0.4000001
Moved 4914.682 364.926 228.7704 0.01140277 -0.4095412
Moved 4914.698 358.9731 227.1946 -0.002377132 -0.4135942
Moved 4914.713 349.6488 225.807 -0.02396102 -0.4171631
Moved 4914.729 339.609 226 -0.04720137 -0.4166668
Moved 4914.744 330.6196 226 -0.06801014 -0.4166668
Moved 4914.759 320.4667 229.5332 -0.0915122 -0.4075793
Moved 4914.774 311.3387 235.8307 -0.1126419 -0.391382
Moved 4914.791 301.2504 241.5712 -0.1359944 -0.3766174
Moved 4914.805 298 244.5 -0.1435185 -0.3690844
Moved 4914.821 290.3207 250.7434 -0.1612946 -0.3530263
Moved 4914.837 284.5364 256.4636 -0.1746842 -0.3383138
Moved 4914.852 278.7946 267.2122 -0.1879754 -0.3106684
Moved 4914.867 274.2464 277.7583 -0.1985036 -0.2835435
Moved 4914.883 270.6146 286.4635 -0.2069107 -0.2611536
Moved 4914.898 268.8688 293.656 -0.2109519 -0.2426544
Moved 4914.913 267.5 300.5 -0.2141203 -0.2250515
Moved 4914.929 267 307.809 -0.2152778 -0.2062528
Moved 4914.944 267 319.6855 -0.2152778 -0.1757059
Moved 4914.96 267 329.6549 -0.2152778 -0.1500645
Moved 4914.975 267 341.684 -0.2152778 -0.1191254
Moved 4914.99 267 353.1229 -0.2152778 -0.08970464
Moved 4915.005 265.1634 370.713 -0.2195293 -0.04446249
Moved 4915.026 263.6971 393.0296 -0.2229235 0.01293614
Stationary 4915.038 263.6971 393.0296 -0.2229235 0.01293614
Moved 4915.051 261.3285 407.3574 -0.2284062 0.04978737
Moved 4915.067 258.462 424.228 -0.2350417 0.093179
Moved 4915.083 255.5664 437.0176 -0.2417445 0.126074
Moved 4915.098 252.6884 447.0906 -0.2484065 0.151982
Moved 4915.114 249.2362 459.2913 -0.2563976 0.1833623
Moved 4915.129 245.9506 470.1727 -0.2640032 0.2113495
Moved 4915.144 242.7521 477.5784 -0.2714071 0.2303969
Moved 4915.16 237.8958 490.8646 -0.2826486 0.2645695
Moved 4915.174 234.0072 499.9856 -0.29165 0.2880287
Moved 4915.19 231.1135 508.6595 -0.2983484 0.3103381
Moved 4915.206 228.2581 513.4837 -0.304958 0.3227461
Moved 4915.222 226.6895 519.2421 -0.3085892 0.3375568
Moved 4915.237 224.2438 527.5374 -0.3142505 0.3588923
Moved 4915.253 224 534.754 -0.3148148 0.3774535
Ended 4915.269 224 538 -0.3148148 0.3858024
Candidates 4915.372 12 response reduce resolve twice since designer deliver soccer define drive spice resource
Began 4915.941 381 407 0.04861106 0.04886827
Stationary 4915.96 381 407 0.04861106 0.04886827
Stationary 4915.976 381 407 0.04861106 0.04886827
Stationary 4915.992 381 407 0.04861106 0.04886827
Moved 4916.007 381 415.5488 0.04861106 0.07085584
Moved 4916.022 393.1384 425.283 0.0767092 0.09589246
Moved 4916.04 397.9828 435.9657 0.0879233 0.1233685
Moved 4916.052 402.2823 442.9235 0.0978757 0.1412641
Moved 4916.068 408.9736 453.5577 0.1133648 0.1686155
Ended 4916.083 413 458 0.1226852 0.180041
Accept 4916.144 0 response
Began 4917.251 265 526 -0.2199074 0.3549381
Stationary 4917.271 265 526 -0.2199074 0.3549381
Stationary 4917.286 265 526 -0.2199074 0.3549381
Stationary 4917.301 265 526 -0.2199074 0.3549381
Stationary 4917.317 265 526 -0.2199074 0.3549381
Stationary 4917.33 265 526 -0.2199074 0.3549381
Stationary 4917.348 265 526 -0.2199074 0.3549381
Stationary 4917.362 265 526 -0.2199074 0.3549381
Stationary 4917.377 265 526 -0.2199074 0.3549381
Moved 4917.394 278.6705 526 -0.1882628 0.3549381
Moved 4917.409 285.8024 526 -0.1717536 0.3549381
Moved 4917.424 291.0052 526 -0.1597102 0.3549381
Moved 4917.449 306.0712 518.3215 -0.1248351 0.3351888
Stationary 4917.46 306.0712 518.3215 -0.1248351 0.3351888
Moved 4917.471 313.0931 516.3023 -0.1085808 0.3299956
Moved 4917.485 322.6299 513.5343 -0.08650477 0.3228762
Moved 4917.501 331.3881 511.3224 -0.06623129 0.3171872
Moved 4917.516 339.7041 508.7653 -0.04698117 0.3106101
Moved 4917.534 346.8517 506.8593 -0.03043597 0.3057081
Moved 4917.547 356.0435 504.9938 -0.009158601 0.3009098
Moved 4917.563 364.6948 502.1017 0.01086752 0.2934715
Moved 4917.586 386.7098 496.0893 0.0618283 0.2780074
Stationary 4917.597 386.7098 496.0893 0.0618283 0.2780074
Moved 4917.608 399.7486 493.167 0.0920107 0.2704912
Moved 4917.624 413.7153 492 0.1243409 0.2674896
Moved 4917.641 426.671 490.7032 0.1543309 0.2641544
Moved 4917.655 438.348 489.2652 0.1813611 0.2604558
Moved 4917.671 448.0456 487.8257 0.2038093 0.2567534
Moved 4917.687 457.5 486.5 0.2256945 0.2533436
Moved 4917.702 466.2537 487 0.2459576 0.2546296
Moved 4917.718 475.1482 487 0.2665467 0.2546296
Moved 4917.733 482.1508 487 0.2827565 0.2546296
Moved 4917.748 488.2755 487 0.2969339 0.2546296
Moved 4917.764 494 487 0.3101851 0.2546296
Ended 4917.779 502 495 0.3287037 0.2752057
Candidates 4917.883 12 rio ep to wo will rep ri trip wp trio tripp woo
Began 4918.514 358 476 -0.004629641 0.2263374
Stationary 4918.535 358 476 -0.004629641 0.2263374
Moved 4918.548 370.0225 476 0.02320012 0.2263374
Moved 4918.563 392.6377 476 0.07555027 0.2263374
Moved 4918.58 418.7019 476 0.1358841 0.2263374
Ended 4918.596 433 476 0.1689814 0.2263374
Accept 4918.654 2 to
Began 4919.177 278 578 -0.1898148 0.488683
Stationary 4919.195 278 578 -0.1898148 0.488683
Stationary 4919.211 278 578 -0.1898148 0.488683
Stationary 4919.226 278 578 -0.1898148 0.488683
Stationary 4919.243 278 578 -0.1898148 0.488683
Stationary 4919.265 278 578 -0.1898148 0.488683
Stationary 4919.274 278 578 -0.1898148 0.488683
Stationary 4919.287 278 578 -0.1898148 0.488683
Moved 4919.303 291.0172 564.9863 -0.1596825 0.4552115
Moved 4919.318 298.2307 556.3232 -0.1429844 0.4329298
Moved 4919.334 304.5348 550.4653 -0.1283918 0.4178633
Moved 4919.35 310.2896 543.3881 -0.1150705 0.3996606
Moved 4919.366 318.0501 535.9498 -0.09710615 0.3805293
Moved 4919.381 325.0514 527.7383 -0.08089954 0.3594092
Moved 4919.396 330 523 -0.06944443 0.3472221
Moved 4919.412 335.9537 515.5695 -0.05566279 0.3281108
Moved 4919.427 342.9027 508.0973 -0.03957713 0.3088922
Moved 4919.442 346.8701 503.5066 -0.0303934 0.2970847
Moved 4919.458 352.2528 496.684 -0.01793325 0.2795368
Moved 4919.473 356.5 491 -0.008101861 0.2649176
Moved 4919.49 363.6013 482.4983 0.008336504 0.2430511
Moved 4919.504 369.366 475.2925 0.02168059 0.2245176
Moved 4919.519 373.5223 470.0971 0.03130168 0.2111551
Moved 4919.535 385.5803 451.6295 0.05921364 0.1636561
Moved 4919.55 395.6005 431.799 0.08240859 0.1126517
Moved 4919.565 400.8642 423.0824 0.09459297 0.09023242
Moved 4919.582 405.7524 414.746 0.1059083 0.06879112
Moved 4919.596 410.0727 403.1636 0.1159091 0.03900108
Moved 4919.612 415.526 391.9481 0.1285324 0.01015439
Moved 4919.627 420.8315 379.0044 0.1408137 -0.02313684
Moved 4919.645 424.3334 371.3332 0.1489199 -0.04286731
Moved 4919.658 426.1009 366.6973 0.1530113 -0.0547909
Moved 4919.673 427.5601 361.8799 0.156389 -0.06718145
Moved 4919.688 428 358.0042 0.1574074 -0.07714966
Moved 4919.705 428 356.5599 0.1574074 -0.08086435
Moved 4919.718 428 356 0.1574074 -0.0823046
Stationary 4919.735 428 356 0.1574074 -0.0823046
Moved 4919.75 411.6977 364.1511 0.1196706 -0.06133978
Moved 4919.766 393.9768 382.0232 0.07865002 -0.01537252
Moved 4919.788 361.9659 415.4409 0.004550815 0.07057829
Stationary 4919.798 361.9659 415.4409 0.004550815 0.07057829
Moved 4919.812 344.1609 434.9805 -0.03666445 0.1208347
Moved 4919.826 333.0566 447.5377 -0.06236891 0.1531319
Moved 4919.842 323.5428 456.6776 -0.08439153 0.1766397
Moved 4919.858 311.7792 468.2208 -0.1116222 0.206329
Moved 4919.874 300.7927 479.7859 -0.1370539 0.2360747
Moved 4919.889 289.86 490.12 -0.1623611 0.2626543
Moved 4919.904 281.2559 498.7441 -0.1822781 0.2848356
Moved 4919.919 274.3873 506.6127 -0.1981775 0.3050738
Moved 4919.936 267.2593 512.3925 -0.2146775 0.3199395
Moved 4919.952 263 517 -0.2245371 0.33179
Moved 4919.967 259.3814 520.6187 -0.2329135 0.3410973
Moved 4919.981 256.379 523.621 -0.2398635 0.3488194
Ended 4919.997 255 528 -0.2430556 0.3600822
Candidates 4920.132 12 the there where threw winter other trigger either rubber tiger turkey winner
Began 4920.564 373 437 0.0300926 0.1260288
Stationary 4920.583 373 437 0.0300926 0.1260288
Stationary 4920.597 373 437 0.0300926 0.1260288
Stationary 4920.613 373 437 0.0300926 0.1260288
Moved 4920.627 373 446.1857 0.0300926 0.1496546
Moved 4920.646 373 455 0.0300926 0.172325
Moved 4920.66 379.8257 478.5519 0.04589289 0.232901
Moved 4920.675 382.8626 491.8819 0.05292276 0.2671859
Moved 4920.692 387.2598 506.0393 0.06310145 0.303599
Ended 4920.705 393.0306 525.0919 0.07645975 0.3526024
Accept 4920.735 0 the
Began 4921.318 151 555 -0.4837963 0.4295266
Stationary 4921.34 151 555 -0.4837963 0.4295266
Stationary 4921.354 151 555 -0.4837963 0.4295266
Stationary 4921.366 151 555 -0.4837963 0.4295266
Stationary 4921.392 151 555 -0.4837963 0.4295266
Stationary 4921.403 151 555 -0.4837963 0.4295266
Stationary 4921.415 151 555 -0.4837963 0.4295266
Stationary 4921.428 151 555 -0.4837963 0.4295266
Moved 4921.444 166.6469 555 -0.4475768 0.4295266
Moved 4921.46 172.5495 555 -0.4339133 0.4295266
Moved 4921.475 180.1051 562 -0.4164233 0.4475308
Moved 4921.491 188.5584 563.2597 -0.3968556 0.4507707
Moved 4921.506 198.6936 564.6705 -0.3733945 0.4543994
Moved 4921.522 208.7545 566.1078 -0.3501053 0.4580961
Moved 4921.539 218.5 566 -0.3275463 0.4578188
Moved 4921.551 226.3043 566.6149 -0.3094807 0.4594004
Moved 4921.568 236.3242 567 -0.2862865 0.4603909
Moved 4921.583 246.387 567 -0.262993 0.4603909
Moved 4921.601 256.4712 567 -0.23965 0.4603909
Moved 4921.614 266.5568 567 -0.2163037 0.4603909
Moved 4921.629 274.8022 567 -0.197217 0.4603909
Moved 4921.645 284.3893 567 -0.1750247 0.4603909
Moved 4921.66 291.2333 558.7667 -0.1591821 0.4392147
Moved 4921.676 304.869 557.3044 -0.1276181 0.4354538
Moved 4921.692 318.3528 554.7294 -0.0964056 0.4288307
Moved 4921.707 330.0168 551.8524 -0.06940559 0.4214308
Moved 4921.722 340.0864 549.9877 -0.04609639 0.4166348
Moved 4921.737 350.1483 547.1005 -0.02280499 0.4092091
Moved 4921.753 362.9268 544.322 0.006775061 0.4020626
Moved 4921.769 370.88 543.0172 0.02518515 0.3987066
Moved 4921.785 382.3127 538.7578 0.05164961 0.3877513
Moved 4921.799 391.1404 537.2866 0.07208417 0.3839674
Moved 4921.815 399.7665 534.4111 0.09205221 0.3765717
Moved 4921.83 404.9469 533.2632 0.1040438 0.3736193
Moved 4921.853 415.8207 529.3931 0.1292145 0.3636653
Stationary 4921.864 415.8207 529.3931 0.1292145 0.3636653
Moved 4921.875 418.6024 528.1988 0.1356537 0.3605935
Moved 4921.891 422.5677 526.8108 0.1448325 0.3570235
Moved 4921.907 424.6249 526.3751 0.1495948 0.3559028
Moved 4921.922 426.0562 526 0.1529079 0.3549381
Moved 4921.938 427.5 526 0.15625 0.3549381
Moved 4921.953 427.9291 525 0.1572433 0.3523662
Moved 4921.969 428.5 525 0.1585648 0.3523662
Stationary 4921.985 428.5 525 0.1585648 0.3523662
Moved 4921.999 428 524 0.1574074 0.3497942
Stationary 4922.015 428 524 0.1574074 0.3497942
Stationary 4922.029 428 524 0.1574074 0.3497942
Moved 4922.046 418.1786 523 0.1346726 0.3472221
Moved 4922.062 410.3065 523 0.1164502 0.3472221
Moved 4922.077 401.3338 523 0.09568015 0.3472221
Moved 4922.091 387 523 0.06250004 0.3472221
Moved 4922.107 376.3811 523 0.03791928 0.3472221
Moved 4922.123 362.3224 523 0.005375843 0.3472221
Moved 4922.14 349.389 532.0247 -0.02456248 0.3704337
Moved 4922.153 336.4047 534.9101 -0.05461877 0.3778551
Moved 4922.168 323.5367 537.7697 -0.08440584 0.3852099
Moved 4922.185 312.4051 539.6487 -0.1101733 0.390043
Moved 4922.2 302.1939 543.774 -0.1338104 0.4006533
Moved 4922.214 295.0187 544.283 -0.1504197 0.4019624
Moved 4922.23 287.8995 545.8201 -0.1668993 0.4059158
Moved 4922.246 281.9704 547.2574 -0.180624 0.4096125
Moved 4922.261 276.9048 548.6984 -0.19235 0.4133189
Moved 4922.276 272.605 549 -0.2023033 0.4140946
Moved 4922.297 265.9867 549 -0.2176233 0.4140946
Stationary 4922.308 265.9867 549 -0.2176233 0.4140946
Moved 4922.323 262.7717 549 -0.2250654 0.4140946
Moved 4922.339 259.381 549 -0.2329142 0.4140946
Moved 4922.354 255.0611 549 -0.2429142 0.4140946
Moved 4922.37 249.3486 539.1101 -0.2561374 0.3886576
Moved 4922.385 244.4312 533.7186 -0.2675204 0.3747906
Moved 4922.399 234.9647 520.0924 -0.2894336 0.3397437
Moved 4922.414 230.073 510.1461 -0.3007569 0.3141616
Moved 4922.43 224.5007 499.9012 -0.3136559 0.2878116
Moved 4922.445 217.464 483.3136 -0.3299444 0.2451481
Moved 4922.46 212.7492 470.9979 -0.3408583 0.2134717
Moved 4922.476 208.4374 459.4997 -0.3508394 0.1838983
Moved 4922.494 206.3762 451.2571 -0.3556107 0.1626983
Moved 4922.508 203.8815 443.7039 -0.3613853 0.1432711
Moved 4922.523 202.5033 436.5167 -0.3645757 0.1247855
Moved 4922.542 203 433.5046 -0.3634259 0.1170386
Moved 4922.554 203 429.6907 -0.3634259 0.107229
Moved 4922.57 203 426.9247 -0.3634259 0.1001148
Moved 4922.586 203 425.011 -0.3634259 0.09519298
Moved 4922.6 217.1983 423.5801 -0.3305594 0.09151262
Moved 4922.615 225.1059 424 -0.3122548 0.09259254
Moved 4922.632 232.5739 424 -0.2949678 0.09259254
Moved 4922.646 241.5 424 -0.2743055 0.09259254
Moved 4922.661 251.2154 429.7507 -0.2518163 0.1073835
Moved 4922.677 260.5584 433.5195 -0.2301888 0.1170768
Moved 4922.699 278.9092 447.7577 -0.1877102 0.1536977
Stationary 4922.71 278.9092 447.7577 -0.1877102 0.1536977
Moved 4922.723 286.5516 455.5516 -0.1700194 0.1737439
Moved 4922.74 294.1591 463.1591 -0.1524095 0.1933104
Moved 4922.754 299.8657 467.3992 -0.1391998 0.204216
Moved 4922.769 303.7437 473.9061 -0.1302229 0.2209519
Moved 4922.786 311.1059 483.1235 -0.1131809 0.2446591
