we run the risk of failure
Moved 961.2417 312.6146 484.3073 -0.1096885 0.2477038
Moved 961.2571 312.6589 485 -0.1095858 0.2494856
Moved 961.2727 313 486.0444 -0.1087963 0.2521717
Moved 961.2874 313 487.4357 -0.1087963 0.2557502
Stationary 961.3031 313 487.4357 -0.1087963 0.2557502
Moved 961.3184 313 488 -0.1087963 0.2572016
Stationary 961.3354 313 488 -0.1087963 0.2572016
Stationary 961.3483 313 488 -0.1087963 0.2572016
Stationary 961.3651 313 488 -0.1087963 0.2572016
Stationary 961.3819 313 488 -0.1087963 0.2572016
Stationary 961.3953 313 488 -0.1087963 0.2572016
Ended 961.4106 313 488 -0.1087963 0.2572016
Candidates 961.5952 12 at are art sat att ar say see st sr assay day
Began 962.2263 412 410 0.1203704 0.05658428
Stationary 962.2449 412 410 0.1203704 0.05658428
Stationary 962.2593 412 410 0.1203704 0.05658428
Stationary 962.2733 412 410 0.1203704 0.05658428
Stationary 962.2883 412 410 0.1203704 0.05658428
Stationary 962.3042 412 410 0.1203704 0.05658428
Stationary 962.3211 412 410 0.1203704 0.05658428
Stationary 962.3352 412 410 0.1203704 0.05658428
Ended 962.3574 412 410 0.1203704 0.05658428
NextCandidatePanel 962.4113
Began 962.7036 583 424 0.5162038 0.09259254
Stationary 962.7227 583 424 0.5162038 0.09259254
Stationary 962.7378 583 424 0.5162038 0.09259254
Stationary 962.7515 583 424 0.5162038 0.09259254
Stationary 962.7663 583 424 0.5162038 0.09259254
Ended 962.783 583 424 0.5162038 0.09259254
NextCandidatePanel 962.8273
Began 962.8566 568 414 0.4814814 0.06687239
Stationary 962.8762 568 414 0.4814814 0.06687239
Stationary 962.8911 568 414 0.4814814 0.06687239
Stationary 962.9063 568 414 0.4814814 0.06687239
Stationary 962.9227 568 414 0.4814814 0.06687239
Stationary 962.9369 568 414 0.4814814 0.06687239
Ended 962.9523 568 414 0.4814814 0.06687239
Cancel 963.0094
Began 963.7517 308 485 -0.1203704 0.2494856
Stationary 963.77 308 485 -0.1203704 0.2494856
Stationary 963.7872 308 485 -0.1203704 0.2494856
Stationary 963.8006 308 485 -0.1203704 0.2494856
Stationary 963.8155 308 485 -0.1203704 0.2494856
Stationary 963.8312 308 485 -0.1203704 0.2494856
Stationary 963.8456 308 485 -0.1203704 0.2494856
Stationary 963.8617 308 485 -0.1203704 0.2494856
Stationary 963.878 308 485 -0.1203704 0.2494856
Stationary 963.8929 308 485 -0.1203704 0.2494856
Stationary 963.908 308 485 -0.1203704 0.2494856
Stationary 963.9238 308 485 -0.1203704 0.2494856
Stationary 963.9394 308 485 -0.1203704 0.2494856
Stationary 963.9545 308 485 -0.1203704 0.2494856
Stationary 963.9696 308 485 -0.1203704 0.2494856
Stationary 963.9857 308 485 -0.1203704 0.2494856
Stationary 964.0009 308 485 -0.1203704 0.2494856
Stationary 964.016 308 485 -0.1203704 0.2494856
Stationary 964.0344 308 485 -0.1203704 0.2494856
Stationary 964.0483 308 485 -0.1203704 0.2494856
Moved 964.0614 298.7655 485 -0.1417466 0.2494856
Stationary 964.0777 299 485 -0.1412037 0.2494856
Stationary 964.0928 299 485 -0.1412037 0.2494856
Stationary 964.1084 299 485 -0.1412037 0.2494856
Stationary 964.1262 299 485 -0.1412037 0.2494856
Moved 964.1388 298.0568 485 -0.1433871 0.2494856
Stationary 964.1553 298 485 -0.1435185 0.2494856
Moved 964.1708 297.2695 485 -0.1452095 0.2494856
Stationary 964.1861 297 485 -0.1458333 0.2494856
Moved 964.2012 295.5 485 -0.1493056 0.2494856
Moved 964.2176 294.5 485 -0.1516204 0.2494856
Moved 964.2322 293.0574 485 -0.1549597 0.2494856
Moved 964.2474 291.6698 485 -0.1581717 0.2494856
Moved 964.2633 289.565 478 -0.1630439 0.2314814
Moved 964.2782 287.8951 478 -0.1669094 0.2314814
Moved 964.2938 285.0156 478 -0.1735749 0.2314814
Moved 964.308 283.1201 478 -0.1779627 0.2314814
Moved 964.3253 280.459 478 -0.1841227 0.2314814
Moved 964.3394 278.4334 476.7167 -0.1888116 0.2281807
Moved 964.3547 277.2509 477 -0.1915488 0.2289094
Moved 964.3696 275.8649 477 -0.1947571 0.2289094
Stationary 964.3853 275.8649 477 -0.1947571 0.2289094
Moved 964.4004 274.0875 477 -0.1988716 0.2289094
Moved 964.4163 274 475.6965 -0.199074 0.2255568
Moved 964.4393 272.5 476 -0.2025463 0.2263374
Stationary 964.4508 272.5 476 -0.2025463 0.2263374
Moved 964.4631 272 476 -0.2037037 0.2263374
Stationary 964.4796 272 476 -0.2037037 0.2263374
Stationary 964.4933 272 476 -0.2037037 0.2263374
Stationary 964.5087 272 476 -0.2037037 0.2263374
Stationary 964.5231 272 476 -0.2037037 0.2263374
Stationary 964.5386 272 476 -0.2037037 0.2263374
Stationary 964.5538 272 476 -0.2037037 0.2263374
Stationary 964.571 272 476 -0.2037037 0.2263374
Stationary 964.5887 272 476 -0.2037037 0.2263374
Stationary 964.6036 272 476 -0.2037037 0.2263374
Stationary 964.6193 272 476 -0.2037037 0.2263374
Stationary 964.6335 272 476 -0.2037037 0.2263374
Stationary 964.6508 272 476 -0.2037037 0.2263374
Stationary 964.6648 272 476 -0.2037037 0.2263374
Stationary 964.6804 272 476 -0.2037037 0.2263374
Stationary 964.6941 272 476 -0.2037037 0.2263374
Stationary 964.7092 272 476 -0.2037037 0.2263374
Stationary 964.7245 272 476 -0.2037037 0.2263374
Stationary 964.7394 272 476 -0.2037037 0.2263374
Moved 964.755 270.6394 476 -0.2068532 0.2263374
Stationary 964.7711 271 476 -0.2060186 0.2263374
Stationary 964.7859 271 476 -0.2060186 0.2263374
Stationary 964.8 271 476 -0.2060186 0.2263374
Stationary 964.8171 271 476 -0.2060186 0.2263374
Stationary 964.8329 271 476 -0.2060186 0.2263374
Moved 964.8476 269.5 476 -0.2094908 0.2263374
Stationary 964.8634 269.5 476 -0.2094908 0.2263374
Moved 964.8774 270 476 -0.2083333 0.2263374
Stationary 964.894 270 476 -0.2083333 0.2263374
Ended 964.9107 270 476 -0.2083333 0.2263374
Candidates 965.1228 12 r re rd tree free fred dr ted fe fee red refer
Began 965.1989 362 371 0.004629592 -0.04372435
Stationary 965.2191 362 371 0.004629592 -0.04372435
Stationary 965.2339 362 371 0.004629592 -0.04372435
Stationary 965.249 362 371 0.004629592 -0.04372435
Stationary 965.2645 362 371 0.004629592 -0.04372435
Stationary 965.2803 362 371 0.004629592 -0.04372435
Stationary 965.295 362 371 0.004629592 -0.04372435
Stationary 965.3114 362 371 0.004629592 -0.04372435
Stationary 965.3261 362 371 0.004629592 -0.04372435
Ended 965.3405 362 371 0.004629592 -0.04372435
Began 965.3863 355 371 -0.01157408 -0.04372435
Stationary 965.4021 355 371 -0.01157408 -0.04372435
NextCandidatePanel 965.4021
Stationary 965.4229 355 371 -0.01157408 -0.04372435
Stationary 965.4345 355 371 -0.01157408 -0.04372435
Ended 965.4487 355 371 -0.01157408 -0.04372435
Cancel 965.507
Backspace 966.6494
Began 966.8954 252 448 -0.25 0.1543209
Stationary 966.915 252 448 -0.25 0.1543209
Stationary 966.928 252 448 -0.25 0.1543209
Stationary 966.944 252 448 -0.25 0.1543209
Stationary 966.9584 252 448 -0.25 0.1543209
Stationary 966.9743 252 448 -0.25 0.1543209
Stationary 966.9886 252 448 -0.25 0.1543209
Stationary 967.0051 252 448 -0.25 0.1543209
Stationary 967.0203 252 448 -0.25 0.1543209
Stationary 967.0365 252 448 -0.25 0.1543209
Stationary 967.0511 252 448 -0.25 0.1543209
Stationary 967.0667 252 448 -0.25 0.1543209
Stationary 967.0826 252 448 -0.25 0.1543209
Stationary 967.0975 252 448 -0.25 0.1543209
Stationary 967.1122 252 448 -0.25 0.1543209
Stationary 967.13 252 448 -0.25 0.1543209
Stationary 967.145 252 448 -0.25 0.1543209
Stationary 967.1601 252 448 -0.25 0.1543209
Stationary 967.1749 252 448 -0.25 0.1543209
Stationary 967.1901 252 448 -0.25 0.1543209
Stationary 967.2054 252 448 -0.25 0.1543209
Stationary 967.2205 252 448 -0.25 0.1543209
Stationary 967.2359 252 448 -0.25 0.1543209
Stationary 967.2514 252 448 -0.25 0.1543209
Stationary 967.2668 252 448 -0.25 0.1543209
Stationary 967.2825 252 448 -0.25 0.1543209
Stationary 967.2973 252 448 -0.25 0.1543209
Stationary 967.313 252 448 -0.25 0.1543209
Stationary 967.3301 252 448 -0.25 0.1543209
Stationary 967.3436 252 448 -0.25 0.1543209
Stationary 967.3578 252 448 -0.25 0.1543209
Stationary 967.3788 252 448 -0.25 0.1543209
Stationary 967.3896 252 448 -0.25 0.1543209
Stationary 967.4056 252 448 -0.25 0.1543209
Stationary 967.4218 252 448 -0.25 0.1543209
Stationary 967.4372 252 448 -0.25 0.1543209
Stationary 967.4516 252 448 -0.25 0.1543209
Stationary 967.4669 252 448 -0.25 0.1543209
Stationary 967.4832 252 448 -0.25 0.1543209
Stationary 967.4965 252 448 -0.25 0.1543209
Moved 967.5133 265.4402 456.8804 -0.2188884 0.1771615
Moved 967.5311 270.9866 458.9933 -0.2060496 0.1825959
Moved 967.5457 277.525 461.7625 -0.1909144 0.1897183
Moved 967.5605 281.8248 464.5499 -0.1809611 0.1968874
Moved 967.5757 288.6452 467.3226 -0.1651732 0.204019
Moved 967.5911 293.9879 470.3928 -0.1528058 0.2119155
Moved 967.6066 301.7266 474.3633 -0.1348922 0.2221277
Moved 967.6234 308.0323 476.5081 -0.1202955 0.2276441
Moved 967.6367 314.4753 478.7901 -0.1053813 0.2335135
Moved 967.653 320.1283 480.2821 -0.09229555 0.237351
Moved 967.669 325.0098 483.3398 -0.0809959 0.2452156
Moved 967.6853 329.1762 485.0587 -0.07135142 0.2496365
Moved 967.6992 334.7509 487.8754 -0.05844702 0.2568812
Moved 967.7148 337.1055 489.737 -0.05299648 0.2616692
Moved 967.731 341.6617 491.7745 -0.04244973 0.2669096
Moved 967.7446 344.5483 493.2742 -0.03576785 0.2707668
Moved 967.7603 347.3185 494.6592 -0.02935529 0.2743292
Moved 967.7781 349.0481 496.0481 -0.02535154 0.2779014
Stationary 967.7921 349.0481 496.0481 -0.02535154 0.2779014
Moved 967.8065 350.3601 496 -0.02231464 0.2777777
Stationary 967.8221 350.3601 496 -0.02231464 0.2777777
Moved 967.8381 350 497.3076 -0.02314816 0.2811407
Moved 967.8535 351.5 497 -0.01967594 0.2803498
Moved 967.868 351 497 -0.02083332 0.2803498
Stationary 967.891 351 497 -0.02083332 0.2803498
Stationary 967.9016 351 497 -0.02083332 0.2803498
Stationary 967.9143 351 497 -0.02083332 0.2803498
Ended 967.9309 351 497 -0.02083332 0.2803498
Candidates 968.0979 12 st dry dt ay at street ft dru dr say et ferry
Began 968.4657 382 373 0.05092591 -0.03858032
Stationary 968.4854 382 373 0.05092591 -0.03858032
Stationary 968.4987 382 373 0.05092591 -0.03858032
Stationary 968.5143 382 373 0.05092591 -0.03858032
Stationary 968.5319 382 373 0.05092591 -0.03858032
Stationary 968.5461 382 373 0.05092591 -0.03858032
Stationary 968.5618 382 373 0.05092591 -0.03858032
Ended 968.5778 382 373 0.05092591 -0.03858032
Began 968.6379 373 360 0.0300926 -0.07201654
NextCandidatePanel 968.6379
Stationary 968.6545 373 360 0.0300926 -0.07201654
Stationary 968.6686 373 360 0.0300926 -0.07201654
Stationary 968.683 373 360 0.0300926 -0.07201654
Stationary 968.7 373 360 0.0300926 -0.07201654
Ended 968.7186 373 360 0.0300926 -0.07201654
Cancel 968.7791
Began 969.2518 209 492 -0.349537 0.2674896
Stationary 969.2715 209 492 -0.349537 0.2674896
Stationary 969.2859 209 492 -0.349537 0.2674896
Stationary 969.302 209 492 -0.349537 0.2674896
Stationary 969.3164 209 492 -0.349537 0.2674896
Stationary 969.334 209 492 -0.349537 0.2674896
Stationary 969.3496 209 492 -0.349537 0.2674896
Stationary 969.3679 209 492 -0.349537 0.2674896
Stationary 969.3792 209 492 -0.349537 0.2674896
Stationary 969.3925 209 492 -0.349537 0.2674896
Stationary 969.4088 209 492 -0.349537 0.2674896
Stationary 969.4257 209 492 -0.349537 0.2674896
Moved 969.4406 224 492 -0.3148148 0.2674896
Moved 969.4554 221.416 492 -0.3207963 0.2674896
Moved 969.4727 223.1603 492 -0.3167586 0.2674896
Moved 969.4878 224.5 492 -0.3136574 0.2674896
Moved 969.5022 225.9309 492 -0.3103452 0.2674896
Moved 969.5165 228.6419 492 -0.3040697 0.2674896
Moved 969.533 229.7119 492 -0.3015927 0.2674896
Moved 969.5486 231.1043 492 -0.2983698 0.2674896
Moved 969.5638 232.1283 492 -0.2959993 0.2674896
Moved 969.5786 232.5643 492 -0.29499 0.2674896
Moved 969.5942 233.953 492 -0.2917754 0.2674896
Moved 969.6104 234 501.4269 -0.2916667 0.2917357
Moved 969.6284 235.5 499 -0.2881945 0.2854938
Moved 969.6409 236.063 499 -0.2868912 0.2854938
Stationary 969.6567 236.063 499 -0.2868912 0.2854938
Moved 969.674 237.1559 500.1559 -0.2843614 0.2884667
Stationary 969.6877 237 500 -0.2847222 0.2880658
Stationary 969.7031 237 500 -0.2847222 0.2880658
Moved 969.7161 238.3464 500 -0.2816055 0.2880658
Moved 969.7339 239.0447 501.0447 -0.2799891 0.2907528
Moved 969.7496 240.0893 502.0893 -0.277571 0.2934395
Moved 969.764 241.5758 502.5758 -0.2741302 0.2946908
Moved 969.7816 242.2741 503.2741 -0.2725136 0.2964869
Moved 969.7993 247.0994 506.0497 -0.2613439 0.3036258
Stationary 969.8102 247.0994 506.0497 -0.2613439 0.3036258
Moved 969.8258 253.2451 508.0817 -0.2471177 0.3088521
Moved 969.8417 257.3315 509.1658 -0.2376585 0.3116402
Moved 969.857 260 509 -0.2314815 0.3112139
Stationary 969.8729 260.24 509 -0.230926 0.3112139
Moved 969.8875 264.6448 510 -0.2207296 0.3137859
Stationary 969.904 265.2805 510 -0.2192581 0.3137859
Moved 969.9188 266.0683 510 -0.2174345 0.3137859
Moved 969.9339 269.1461 511.1461 -0.2103099 0.3167338
Stationary 969.9508 269 511 -0.2106481 0.3163579
Moved 969.9645 270.2303 511 -0.2078001 0.3163579
Stationary 969.9801 270.2303 511 -0.2078001 0.3163579
Moved 969.9954 271.0054 511 -0.2060061 0.3163579
Stationary 970.0109 271 511 -0.2060186 0.3163579
Stationary 970.0265 271 511 -0.2060186 0.3163579
Ended 970.041 271 511 -0.2060186 0.3163579
Candidates 970.2566 12 we were e wee w ew er are set sweet ser re
Began 970.6711 349 380 -0.02546296 -0.02057613
Stationary 970.6882 349 380 -0.02546296 -0.02057613
Stationary 970.7028 349 380 -0.02546296 -0.02057613
Stationary 970.7183 349 380 -0.02546296 -0.02057613
Stationary 970.735 349 380 -0.02546296 -0.02057613
Stationary 970.7509 349 380 -0.02546296 -0.02057613
Moved 970.7672 349 402.8342 -0.02546296 0.03815364
Moved 970.7883 359.0159 417.0715 -0.00227799 0.07477238
Stationary 970.8004 359.0159 417.0715 -0.00227799 0.07477238
Moved 970.8135 362.0889 433.622 0.004835328 0.1173405
Moved 970.8271 363.4763 443.3339 0.008046925 0.1423195
Moved 970.8428 364.1604 443.4811 0.009630522 0.1426981
Moved 970.858 364 451.9763 0.009259283 0.1645479
Moved 970.8732 365 454.2706 0.01157403 0.1704491
Moved 970.8893 365 457.0401 0.01157403 0.1775722
Moved 970.9044 365 458.0457 0.01157403 0.1801585
Stationary 970.9204 365 458 0.01157403 0.180041
Moved 970.9359 365 459.142 0.01157403 0.1829784
Ended 970.951 365 459 0.01157403 0.1826131
Accept 970.995 0 we
Began 971.7048 241 473 -0.275463 0.2186213
Stationary 971.7262 241 473 -0.275463 0.2186213
Stationary 971.7373 241 473 -0.275463 0.2186213
Stationary 971.7519 241 473 -0.275463 0.2186213
Stationary 971.767 241 473 -0.275463 0.2186213
Stationary 971.7824 241 473 -0.275463 0.2186213
Stationary 971.7989 241 473 -0.275463 0.2186213
Stationary 971.813 241 473 -0.275463 0.2186213
Stationary 971.8301 241 473 -0.275463 0.2186213
Stationary 971.8453 241 473 -0.275463 0.2186213
Stationary 971.8588 241 473 -0.275463 0.2186213
Stationary 971.879 241 473 -0.275463 0.2186213
Stationary 971.8887 241 473 -0.275463 0.2186213
Moved 971.9053 250.2278 473 -0.2541022 0.2186213
Moved 971.9222 251.0926 473 -0.2521004 0.2186213
Moved 971.9383 252.1728 473 -0.2496 0.2186213
Moved 971.9531 253.617 473 -0.246257 0.2186213
Stationary 971.9688 254 473 -0.2453704 0.2186213
Moved 971.9843 255.3889 482.722 -0.2421554 0.2436266
Moved 971.9996 256.0877 481.0876 -0.2405378 0.2394229
Moved 972.0139 257 482.1717 -0.2384259 0.2422111
Moved 972.0386 258 483.2496 -0.2361111 0.2449834
Stationary 972.0489 258 483.2496 -0.2361111 0.2449834
Moved 972.059 260.0394 483 -0.2313903 0.2443414
Moved 972.074 260 484.4268 -0.2314815 0.2480112
Moved 972.0898 261.1204 484 -0.228888 0.2469135
Moved 972.105 262.2042 485 -0.2263791 0.2494856
Moved 972.1218 263 485.5933 -0.2245371 0.2510114
Stationary 972.136 263 486.2888 -0.2245371 0.2528004
Moved 972.1509 265.3701 486 -0.2190507 0.2520575
Moved 972.1661 266.3264 487.3264 -0.2168371 0.2554689
Moved 972.1838 268.2581 487 -0.2123654 0.2546296
Moved 972.1976 272.4272 489.2136 -0.2027149 0.2603231
Moved 972.217 277.3775 492.1887 -0.1912559 0.267975
Moved 972.2294 280.1523 493.5762 -0.1848327 0.2715436
Moved 972.2448 291.2492 498.7498 -0.1591453 0.2848502
Moved 972.2594 294.3275 500.131 -0.1520196 0.2884028
Moved 972.2759 302.7411 502.9137 -0.1325437 0.2955599
Moved 972.2902 315.279 506.3654 -0.1035208 0.3044378
Moved 972.3058 323.9679 509.1337 -0.08340766 0.3115578
Moved 972.3221 328.8238 510.5211 -0.07216707 0.3151262
Moved 972.3373 342.74 514.685 -0.03995374 0.3258358
Moved 972.3517 346.1944 516.0648 -0.03195743 0.3293848
Moved 972.3663 359.8383 520.2395 -0.0003742675 0.340122
Moved 972.3824 368 523 0.01851857 0.3472221
Moved 972.3985 375.0641 524.1612 0.0348706 0.3502087
Moved 972.4141 379.9196 525.5485 0.04611025 0.3537769
Moved 972.4288 391.7677 527.3535 0.07353624 0.3584194
Moved 972.4448 395.2314 528.0463 0.08155426 0.3602012
Moved 972.4596 404.52 530.13 0.1030556 0.3655606
Moved 972.4767 409.0697 530.5175 0.1135874 0.3665572
Moved 972.4905 411.8445 531.2111 0.1200105 0.3683413
Moved 972.5059 415.5 531 0.1284723 0.3677982
Moved 972.5229 422.3627 531 0.1443581 0.3677982
Moved 972.537 423.0705 531 0.1459964 0.3677982
Moved 972.5563 426.116 531 0.1530464 0.3677982
Moved 972.5677 427.5 531 0.15625 0.3677982
Moved 972.5834 429.4214 531 0.1606976 0.3677982
Moved 972.5993 431.2875 520.7 0.1650174 0.3413065
Moved 972.6146 432.5 517 0.167824 0.33179
Moved 972.6301 433.0549 513.7256 0.1691085 0.3233684
Moved 972.6454 433 489.115 0.1689814 0.2600693
Moved 972.6603 433 471.5649 0.1689814 0.2149303
Moved 972.6773 433 463.3309 0.1689814 0.1937523
Moved 972.6949 421.0659 430.3292 0.1413562 0.1088713
Moved 972.7094 418.9598 418.7857 0.136481 0.07918125
Moved 972.7239 411.6346 381.1729 0.1195245 -0.01755954
Moved 972.7394 407.5045 361.6461 0.109964 -0.06778269
Moved 972.7532 401.9296 331.4371 0.0970593 -0.1454806
Moved 972.7694 400.5461 320.3687 0.09385666 -0.1739489
Moved 972.7858 396.3954 291.1635 0.08424868 -0.2490653
Moved 972.8005 395 275.77 0.08101851 -0.2886573
Moved 972.816 393.9247 262.3225 0.07852942 -0.3232446
Moved 972.8326 394 252.7911 0.07870366 -0.3477595
Moved 972.8467 394 247.948 0.07870366 -0.3602161
Moved 972.8671 394 245.5934 0.07870366 -0.3662722
Moved 972.8813 394 236.9883 0.07870366 -0.3884046
Moved 972.8945 394 232.7145 0.07870366 -0.399397
Moved 972.9073 394 228.9152 0.07870366 -0.4091689
Moved 972.9238 394 226.1685 0.07870366 -0.4162335
Stationary 972.939 394 225.8936 0.07870366 -0.4169405
Moved 972.9547 393 222.8154 0.07638891 -0.4248574
Moved 972.9699 393 221.8026 0.07638891 -0.4274625
Moved 972.9858 393 220.5 0.07638891 -0.4308128
Moved 973.0009 391.9803 219.9802 0.07402837 -0.4321496
Ended 973.0164 392 220 0.07407407 -0.4320988
Candidates 973.1044 12 run win reign erin sun eric ruin sub rum fun rob won
Began 973.5402 365 328 0.01157403 -0.1543211
Stationary 973.5554 365 328 0.01157403 -0.1543211
Stationary 973.5707 365 328 0.01157403 -0.1543211
Stationary 973.5851 365 328 0.01157403 -0.1543211
Stationary 973.6002 365 328 0.01157403 -0.1543211
Moved 973.6156 365 342.8525 0.01157403 -0.1161201
Moved 973.6339 365 347.7085 0.01157403 -0.1036304
Moved 973.649 365 364.8685 0.01157403 -0.05949476
Moved 973.6673 373.9309 376.0342 0.0322474 -0.03077613
Moved 973.681 373.0598 383.5981 0.03023108 -0.01132172
Moved 973.6945 374 399.9681 0.03240744 0.03078221
Moved 973.7084 375 410.6086 0.03472219 0.05814964
Moved 973.7244 375 414.1057 0.03472219 0.06714428
Moved 973.7399 376.2977 421.893 0.03772606 0.08717328
Moved 973.755 376 426.37 0.03703703 0.09868825
Moved 973.7699 376 427.7574 0.03703703 0.1022566
Moved 973.7858 377.1744 431.3489 0.0397556 0.1114939
Stationary 973.8008 377.1744 431.3489 0.0397556 0.1114939
Moved 973.817 377 432.126 0.03935188 0.1134926
Ended 973.8315 377 432 0.03935188 0.1131687
Accept 973.8594 0 run
Began 974.3222 264 473 -0.2222222 0.2186213
Stationary 974.3424 264 473 -0.2222222 0.2186213
Stationary 974.3568 264 473 -0.2222222 0.2186213
Stationary 974.3708 264 473 -0.2222222 0.2186213
Stationary 974.3865 264 473 -0.2222222 0.2186213
Stationary 974.4053 264 473 -0.2222222 0.2186213
Stationary 974.4174 264 473 -0.2222222 0.2186213
Stationary 974.4326 264 473 -0.2222222 0.2186213
Stationary 974.4482 264 473 -0.2222222 0.2186213
Stationary 974.4639 264 473 -0.2222222 0.2186213
Stationary 974.4814 264 473 -0.2222222 0.2186213
Stationary 974.4942 264 473 -0.2222222 0.2186213
Stationary 974.5102 264 473 -0.2222222 0.2186213
Stationary 974.5265 264 473 -0.2222222 0.2186213
Stationary 974.542 264 473 -0.2222222 0.2186213
Stationary 974.557 264 473 -0.2222222 0.2186213
Stationary 974.5721 264 473 -0.2222222 0.2186213
Stationary 974.59 264 473 -0.2222222 0.2186213
Stationary 974.6021 264 473 -0.2222222 0.2186213
Stationary 974.6171 264 473 -0.2222222 0.2186213
Moved 974.6337 264 462.6608 -0.2222222 0.1920286
Stationary 974.6503 264 462.8572 -0.2222222 0.1925338
Moved 974.6653 264 461.5 -0.2222222 0.1890431
Moved 974.6862 273.5953 459.7023 -0.2000109 0.1844195
Moved 974.6983 276.0605 457.6263 -0.1943043 0.17908
Moved 974.7118 280.2163 453.7837 -0.1846845 0.1691967
Moved 974.7299 285.8389 451.0806 -0.1716693 0.1622441
Moved 974.7424 287.4506 448.5494 -0.1679384 0.155734
Moved 974.7581 295.7033 442.2966 -0.1488349 0.1396518
Moved 974.7734 302.5 438.5 -0.1331019 0.1298867
Moved 974.7885 308.3611 434.3111 -0.1195345 0.1191128
Moved 974.8054 315.3067 429.816 -0.1034568 0.1075513
Moved 974.8188 323.6683 424.2211 -0.08410107 0.09316122
Moved 974.8349 327.838 421.4413 -0.07444903 0.08601161
Moved 974.8502 339.3116 413.1255 -0.0478897 0.06462321
Moved 974.8653 345.3905 408.6096 -0.03381833 0.05300801
Moved 974.8815 348.1806 405.8194 -0.02735963 0.04583174
Moved 974.8961 357.2232 398.8326 -0.006427815 0.02786165
Moved 974.9117 365.8069 390.1931 0.01344194 0.005640571
Moved 974.928 368.7626 387.2374 0.02028386 -0.001961586
Moved 974.9484 379.3864 375.3826 0.04487584 -0.03245232
Moved 974.9599 385.461 367.9238 0.05893747 -0.05163648
Moved 974.973 391.0146 360.9818 0.071793 -0.06949145
Moved 974.9884 395.1616 355.4512 0.08139253 -0.08371603
Moved 975.0037 396.1639 352.6721 0.08371284 -0.09086397
Moved 975.0193 399.3566 348.5245 0.09110321 -0.1015315
Moved 975.0362 404.675 341.325 0.1034144 -0.1200489
Moved 975.0501 406.1996 338.8004 0.1069436 -0.1265424
Moved 975.066 407.5869 337.4131 0.1101548 -0.1301104
Moved 975.0825 410.3718 333.6282 0.1166015 -0.1398453
Moved 975.0967 411.0626 332.9374 0.1182004 -0.1416219
Moved 975.112 412.1469 330.853 0.1207105 -0.146983
Stationary 975.1277 412.1469 330.853 0.1207105 -0.146983
Moved 975.1429 413.2336 331 0.1232258 -0.146605
Stationary 975.1581 413 331 0.1226852 -0.146605
Moved 975.1746 414 331 0.125 -0.146605
Moved 975.1896 415.0077 340.0692 0.1273326 -0.123279
Moved 975.2104 415 349.4443 0.1273148 -0.09916587
Moved 975.2223 415 356.3608 0.1273148 -0.08137644
Moved 975.2361 415 360.9457 0.1273148 -0.06958432
Moved 975.2506 415 367.0647 0.1273148 -0.05384602
Moved 975.2667 415 386.5788 0.1273148 -0.003655437
Moved 975.2824 415 391.0926 0.1273148 0.007954192
Moved 975.2967 415 405.6199 0.1273148 0.0453186
Moved 975.3125 401.7141 413.8573 0.09656043 0.06650536
Moved 975.3272 402.5097 419.144 0.0984021 0.08010276
Moved 975.344 392.7761 431.7134 0.07587065 0.1124316
Moved 975.3591 389.1383 436.0771 0.0674497 0.1236552
