I can still feel your presence
Moved 3804.348 241.8321 622.042 -0.2735368 0.6019598
Moved 3804.379 230.3181 625.9205 -0.3001894 0.6119353
Moved 3804.41 223.5848 628.4717 -0.315776 0.6184972
Moved 3804.441 219.3078 631.3461 -0.3256764 0.6258901
Moved 3804.471 217 633.2177 -0.3310185 0.6307039
Moved 3804.502 214.1911 634 -0.3375207 0.632716
Moved 3804.533 212.3867 635 -0.3416975 0.6352879
Moved 3804.563 211.5 635 -0.34375 0.6352879
Moved 3804.594 210.7503 635 -0.3454853 0.6352879
Moved 3804.625 209.8262 635 -0.3476246 0.6352879
Stationary 3804.656 210 635 -0.3472222 0.6352879
Stationary 3804.687 210 635 -0.3472222 0.6352879
Ended 3804.717 210 635 -0.3472222 0.6352879
Accept 3804.779 2 I
Began 3805.116 402 442 0.09722222 0.1388888
Moved 3805.147 402 427.7166 0.09722222 0.1021517
Moved 3805.178 402 407.1294 0.09722222 0.04920107
Moved 3805.208 402 391.7198 0.09722222 0.009567237
Moved 3805.239 402 378.3052 0.09722222 -0.02493533
Moved 3805.27 402 367.3303 0.09722222 -0.05316283
Moved 3805.301 402 359.6953 0.09722222 -0.07280011
Moved 3805.332 402 353.1828 0.09722222 -0.08955049
Moved 3805.362 402 345.3704 0.09722222 -0.1096441
Moved 3805.393 402 338.618 0.09722222 -0.1270113
Moved 3805.424 402 334.5 0.09722222 -0.1376029
Moved 3805.454 402 328.7731 0.09722222 -0.1523327
Moved 3805.485 402 325.0094 0.09722222 -0.1620129
Moved 3805.516 402 323.5754 0.09722222 -0.1657013
Moved 3805.546 402 320.7133 0.09722222 -0.1730625
Moved 3805.577 402 319.9123 0.09722222 -0.1751228
Moved 3805.608 402 318.5 0.09722222 -0.1787552
Moved 3805.639 402 318 0.09722222 -0.1800412
Moved 3805.669 389.4035 322.5965 0.06806363 -0.168219
Moved 3805.7 370.2823 335.8118 0.02380162 -0.1342291
Moved 3805.731 357.3786 341.6486 -0.006068051 -0.1192167
Moved 3805.761 347.3962 347.8019 -0.02917543 -0.1033902
Moved 3805.792 337.7684 352.7439 -0.05146211 -0.09067927
Moved 3805.823 331.1486 355.6171 -0.06678577 -0.08328928
Moved 3805.854 325.0137 358 -0.08098686 -0.07716057
Moved 3805.885 320.0042 359 -0.0925829 -0.07458848
Moved 3805.915 316.1247 360.8753 -0.1015631 -0.06976516
Moved 3805.946 308.7444 362.7518 -0.1186471 -0.0649387
Moved 3805.977 298 365.5 -0.1435185 -0.05787045
Moved 3806.007 283.1217 371.3513 -0.177959 -0.04282068
Moved 3806.038 265.709 380.194 -0.2182663 -0.02007716
Moved 3806.069 247.3927 390.7644 -0.2606651 0.007109975
Moved 3806.099 239.0085 396.661 -0.280073 0.02227618
Moved 3806.13 233.3572 402.6428 -0.2931547 0.03766154
Moved 3806.161 227.4189 413.1622 -0.3069007 0.0647174
Moved 3806.192 220.8481 429.3798 -0.3221109 0.1064294
Moved 3806.222 217.3579 436.2842 -0.3301901 0.1241878
Moved 3806.253 215.5 443 -0.3344907 0.1414608
Moved 3806.284 215 445.3908 -0.3356481 0.1476101
Moved 3806.314 214 446.5 -0.3379629 0.1504629
Moved 3806.345 214 447 -0.3379629 0.1517489
Stationary 3806.376 214 447 -0.3379629 0.1517489
Moved 3806.406 235.7058 448 -0.2877181 0.1543209
Moved 3806.437 277.5285 438.3122 -0.1909062 0.1294037
Moved 3806.468 321.3322 425.2569 -0.08950889 0.09582527
Moved 3806.499 354.9427 410.1222 -0.01170675 0.0568986
Moved 3806.529 379.5 396.5 0.0451389 0.02186214
Moved 3806.56 396.2359 386.0113 0.08387943 -0.005115109
Moved 3806.591 408.359 377.6409 0.1119422 -0.02664377
Moved 3806.622 418.9383 370.0463 0.1364312 -0.04617738
Moved 3806.652 424.0089 363.991 0.1481688 -0.06175155
Moved 3806.683 429.7748 357.2252 0.1615158 -0.07915323
Moved 3806.714 434.2628 349.4743 0.1719048 -0.0990888
Moved 3806.744 439.1354 342.7291 0.1831838 -0.1164375
Moved 3806.775 442.7046 338.2955 0.1914458 -0.1278409
Moved 3806.806 445.5787 334.4213 0.1980989 -0.1378054
Moved 3806.837 448.4516 330.5484 0.2047491 -0.1477665
Moved 3806.867 450 328.0117 0.2083333 -0.1542911
Moved 3806.898 451.8602 326 0.2126393 -0.1594652
Moved 3806.928 452.733 324 0.2146598 -0.164609
Moved 3806.959 453 322.8339 0.2152778 -0.1676082
Moved 3806.99 454 320.9561 0.2175926 -0.1724382
Moved 3807.021 455.375 319.625 0.2207755 -0.1758616
Moved 3807.052 455 318.7503 0.2199073 -0.1781114
Moved 3807.082 456 317.5 0.2222222 -0.1813271
Moved 3807.113 456 316.9168 0.2222222 -0.1828272
Moved 3807.144 457 315.8451 0.2245371 -0.1855836
Ended 3807.174 457 315.8451 0.2245371 -0.1855836
Candidates 3807.267 13 can van ban cash am cam csn san jan fan scan dan ann
Began 3807.666 339 488 -0.04861111 0.2572016
Stationary 3807.697 339 488 -0.04861111 0.2572016
Stationary 3807.727 339 488 -0.04861111 0.2572016
Moved 3807.758 353.5219 488 -0.01499548 0.2572016
Moved 3807.789 379.516 488 0.04517585 0.2572016
Moved 3807.82 416.6766 501.9353 0.1311959 0.2930434
Moved 3807.85 444.4424 505.6885 0.1954684 0.3026966
Ended 3807.881 454.9297 506 0.2197446 0.3034978
Accept 3807.942 0 can
Began 3808.403 403 473 0.09953707 0.2186213
Stationary 3808.434 403 473 0.09953707 0.2186213
Moved 3808.465 391.6301 473 0.07321775 0.2186213
Moved 3808.495 376.1346 473 0.03734867 0.2186213
Moved 3808.526 358.9149 473 -0.002511839 0.2186213
Moved 3808.557 337.8482 473 -0.05127723 0.2186213
Moved 3808.587 317.7107 473 -0.09789183 0.2186213
Moved 3808.618 301.5 473 -0.1354167 0.2186213
Moved 3808.649 291.4798 473 -0.1586115 0.2186213
Moved 3808.679 285.0052 473 -0.173599 0.2186213
Moved 3808.71 281.1299 473 -0.1825698 0.2186213
Moved 3808.741 279.6959 473 -0.1858892 0.2186213
Moved 3808.772 276.7135 473 -0.1927928 0.2186213
Moved 3808.802 274.9262 473 -0.1969301 0.2186213
Stationary 3808.833 274.9262 473 -0.1969301 0.2186213
Moved 3808.864 274 473 -0.199074 0.2186213
Moved 3808.895 272.7944 473 -0.2018648 0.2186213
Stationary 3808.925 273 473 -0.2013889 0.2186213
Moved 3808.956 271.8138 473 -0.2041347 0.2186213
Moved 3808.987 277.0851 484.9058 -0.1919328 0.2492432
Moved 3809.017 300.1129 506.8904 -0.1386274 0.3057879
Moved 3809.048 327.2803 528.3292 -0.07573997 0.3609288
Moved 3809.079 346.103 547.103 -0.03216892 0.4092155
Moved 3809.11 366.2534 566.36 0.01447539 0.4587449
Moved 3809.14 381.0291 579.7864 0.04867851 0.4932776
Moved 3809.171 390.5 589.5 0.0706019 0.5182613
Moved 3809.202 399.4121 599.4121 0.09123177 0.5437554
Moved 3809.232 408.0309 608.0309 0.1111825 0.565923
Moved 3809.263 414.7726 614.7726 0.1267884 0.5832627
Moved 3809.294 418.6457 619.6457 0.1357539 0.5957964
Moved 3809.324 422.582 622.291 0.1448657 0.6026001
Moved 3809.355 428.3136 626.1568 0.1581333 0.6125431
Moved 3809.386 433.0467 630.0234 0.1690895 0.622488
Moved 3809.417 435.5307 631.5307 0.1748395 0.6263648
Moved 3809.448 439.4138 633.4138 0.1838282 0.6312081
Moved 3809.478 458.508 633 0.2280278 0.6301439
Moved 3809.509 488.5619 625.9587 0.2975968 0.6120337
Moved 3809.54 518.1422 613.1431 0.36607 0.5790718
Moved 3809.57 540.5536 603.8155 0.4179482 0.5550809
Moved 3809.601 554.8716 597.0642 0.4510916 0.5377164
Moved 3809.632 561.9929 594.0071 0.4675762 0.5298535
Moved 3809.662 566.864 591.136 0.4788519 0.522469
Moved 3809.693 570.7272 589.2728 0.4877945 0.5176768
Moved 3809.724 573.5 582.5 0.494213 0.5002571
Moved 3809.755 575 567.3066 0.4976852 0.4611794
Moved 3809.785 577.978 542.2194 0.5045787 0.3966548
Moved 3809.816 580.858 519.9942 0.5112454 0.3394912
Moved 3809.847 584.6086 503.8698 0.5199274 0.2980188
Moved 3809.877 588.2663 489.6685 0.5283942 0.261493
Moved 3809.908 591.1546 474.2271 0.5350801 0.2217773
Ended 3809.939 593 469 0.5393519 0.2083333
Candidates 3810.031 13 still stroll aol fail soil silk roll soul full tool doll toll fill
Began 3810.553 348 543 -0.0277778 0.3986624
Moved 3810.584 362.8935 543 0.006697873 0.3986624
Moved 3810.615 408.7264 543 0.1127926 0.3986624
Moved 3810.646 462.79 543 0.23794 0.3986624
Moved 3810.676 496.7385 543 0.3165243 0.3986624
Moved 3810.707 521.4188 551.4884 0.3736545 0.4204948
Ended 3810.738 544 553 0.4259259 0.4243826
Accept 3810.799 0 still
Began 3811.045 422 446 0.1435185 0.1491768
Stationary 3811.075 422 446 0.1435185 0.1491768
Stationary 3811.106 422 446 0.1435185 0.1491768
Stationary 3811.137 422 446 0.1435185 0.1491768
Moved 3811.167 404.5015 446 0.1030128 0.1491768
Moved 3811.198 390.7861 446 0.0712641 0.1491768
Moved 3811.229 380.3274 446 0.04705409 0.1491768
Moved 3811.26 371.6104 446 0.02687593 0.1491768
Moved 3811.291 362.9762 439 0.006889403 0.1311728
Moved 3811.321 357.789 438 -0.005118101 0.1286007
Moved 3811.352 351.8281 438 -0.01891653 0.1286007
Moved 3811.383 349.3942 437 -0.02455056 0.1260288
Moved 3811.413 347.9521 437 -0.02788867 0.1260288
Moved 3811.444 344.6404 437 -0.03555467 0.1260288
Moved 3811.475 343.6266 437 -0.0379015 0.1260288
Moved 3811.505 341.5 437 -0.04282405 0.1260288
Moved 3811.536 341 437 -0.04398147 0.1260288
Moved 3811.567 340.4514 437 -0.0452514 0.1260288
Moved 3811.598 340 437 -0.04629632 0.1260288
Moved 3811.628 339 437 -0.04861111 0.1260288
Moved 3811.659 337.1549 451.9158 -0.05288223 0.1643924
Moved 3811.69 334.5 468.5 -0.05902777 0.2070472
Moved 3811.72 330.7777 494.001 -0.06764426 0.2726362
Moved 3811.751 327.8969 506.4122 -0.07431264 0.3045582
Moved 3811.782 325.0337 516.8654 -0.08094063 0.3314439
Moved 3811.813 322.4842 533.0951 -0.08684223 0.3731869
Moved 3811.843 319.6029 546.5883 -0.09351174 0.4078915
Moved 3811.874 317.7283 555.5434 -0.09785116 0.4309243
Moved 3811.905 317 561.2749 -0.09953702 0.4456659
Moved 3811.936 316 564.6559 -0.1018519 0.4543617
Moved 3811.966 315.4645 568.5355 -0.1030915 0.4643403
Moved 3811.997 315 571.4055 -0.1041667 0.4717217
Moved 3812.028 315 572.5 -0.1041667 0.474537
Moved 3812.058 314.1508 574 -0.1061323 0.478395
Moved 3812.089 314 575.2851 -0.1064815 0.4817003
Moved 3812.12 314 576 -0.1064815 0.483539
Stationary 3812.15 314 576 -0.1064815 0.483539
Stationary 3812.181 314 576 -0.1064815 0.483539
Moved 3812.212 372.6007 548.3696 0.02916833 0.4124731
Moved 3812.243 394.5 537 0.07986108 0.3832304
Moved 3812.273 450.9493 499.6304 0.2105308 0.287115
Moved 3812.304 482.4694 480.1428 0.283494 0.2369928
Moved 3812.335 514.0103 462.9949 0.3565052 0.192888
Moved 3812.365 537.4673 452.813 0.4108041 0.1667001
Moved 3812.396 559.8875 442.35 0.4627026 0.1397889
Moved 3812.427 575.4059 436.1564 0.4986248 0.1238591
Moved 3812.458 586.4554 431.6964 0.5242023 0.1123878
Moved 3812.488 593.3503 429.3249 0.5401627 0.1062882
Moved 3812.519 599.093 426.4536 0.5534559 0.09890313
Moved 3812.55 602.4165 423.5835 0.5611493 0.09152126
Moved 3812.581 604.9841 423 0.5670928 0.09002049
Moved 3812.611 606.4145 421.5855 0.5704039 0.0863824
Moved 3812.642 608.7145 420 0.5757279 0.08230445
Moved 3812.673 609.5 420 0.5775462 0.08230445
Moved 3812.703 610.2492 418.7508 0.5792805 0.0790915
Moved 3812.734 611.1628 419 0.5813954 0.07973251
Moved 3812.765 612.4261 418 0.5843196 0.07716041
Ended 3812.795 613 418 0.5856481 0.07716041
Candidates 3812.857 13 feel sell del well fell week seek el gel steel geek hell greek
Began 3813.502 370 491 0.02314816 0.2649176
Stationary 3813.533 370 491 0.02314816 0.2649176
Moved 3813.563 390.6715 491 0.07099886 0.2649176
Moved 3813.594 435.9513 504.7792 0.1758131 0.300358
Moved 3813.625 524.3207 513 0.3803721 0.321502
Moved 3813.656 539.1495 513 0.4146978 0.321502
Moved 3813.686 558.326 513 0.4590881 0.321502
Moved 3813.717 568.7535 513 0.4832258 0.321502
Moved 3813.748 574.0618 513 0.4955135 0.321502
Moved 3813.778 577.9353 513 0.5044799 0.321502
Moved 3813.809 580.5 513 0.5104166 0.321502
Moved 3813.84 582.3754 513 0.5147579 0.321502
Moved 3813.871 583.374 513 0.5170694 0.321502
Ended 3813.901 584.3421 513 0.5193105 0.321502
Accept 3813.963 0 feel
Began 3814.116 403 429 0.09953707 0.1054526
Moved 3814.147 403 444.5536 0.09953707 0.1454567
Moved 3814.178 412.0693 456.4781 0.1205308 0.1761267
Moved 3814.208 411.7944 481.5326 0.1198943 0.2405673
Moved 3814.239 413 504.6721 0.1226852 0.3000826
Moved 3814.27 413 519.1152 0.1226852 0.3372304
Moved 3814.301 413 531.2562 0.1226852 0.3684571
Moved 3814.331 413.9489 544.7957 0.1248818 0.403281
Moved 3814.362 414.8289 554.4866 0.1269186 0.4282062
Moved 3814.393 417.6932 566.0798 0.1335492 0.4580241
Moved 3814.424 420.2103 573.631 0.1393757 0.477446
Moved 3814.454 422.0757 580.1513 0.1436937 0.4942162
Moved 3814.485 423 583.9479 0.1458333 0.5039811
Moved 3814.516 424 586.6277 0.1481481 0.5108736
Moved 3814.546 425.5 588.5 0.1516204 0.5156891
Moved 3814.577 426.2629 590 0.1533864 0.5195472
Moved 3814.608 427.1313 592.1313 0.1553966 0.5250289
Moved 3814.638 433.0756 592 0.1691565 0.5246913
Moved 3814.669 471.1978 586.5348 0.2574024 0.5106347
Moved 3814.7 509.3329 570.9489 0.3456779 0.4705475
Moved 3814.731 539.1269 564.1472 0.4146456 0.4530534
Moved 3814.761 562.858 557.6426 0.4695788 0.4363234
Moved 3814.792 580.3122 554.3376 0.5099819 0.4278229
Moved 3814.823 590.5896 553.4702 0.5337722 0.4255918
Moved 3814.854 595.0593 553 0.5441188 0.4243826
Moved 3814.884 597.9487 553 0.5508072 0.4243826
Moved 3814.915 598.8196 552 0.5528231 0.4218106
Moved 3814.946 599 552 0.5532407 0.4218106
Moved 3814.976 590.5295 550.7899 0.5336332 0.4186983
Moved 3815.007 555.8582 545.8097 0.4533754 0.4058891
Moved 3815.038 521.4263 539.1066 0.3736719 0.3886485
Moved 3815.069 486.3083 533.0441 0.2923804 0.3730556
Moved 3815.099 476.2858 531.6122 0.26918 0.369373
Moved 3815.13 464.9311 529.7328 0.2428961 0.364539
Moved 3815.161 456.5643 529 0.2235285 0.3626543
Moved 3815.191 450.9597 528.3199 0.2105548 0.360905
Moved 3815.222 444.8969 528 0.1965207 0.3600822
Moved 3815.253 439.1541 527 0.1832272 0.3575102
Moved 3815.284 433.4066 527 0.1699227 0.3575102
Moved 3815.314 427.6107 527 0.1565061 0.3575102
Moved 3815.345 416.6208 527 0.1310667 0.3575102
Moved 3815.376 398.1626 527 0.08833945 0.3575102
Moved 3815.406 378.5413 535.0656 0.04291961 0.3782549
Moved 3815.437 361.2276 537.9545 0.002841751 0.3856853
Moved 3815.468 347.4929 540.8357 -0.02895166 0.3930958
Moved 3815.499 337.191 542.7023 -0.05279864 0.3978967
Moved 3815.529 330.3274 543 -0.06868665 0.3986624
Moved 3815.56 324.8059 544 -0.08146787 0.4012345
Moved 3815.591 322.033 545 -0.0878866 0.4038065
Moved 3815.622 320.6031 545 -0.09119654 0.4038065
Moved 3815.652 320 546.5 -0.09259259 0.4076646
Moved 3815.683 318.626 546 -0.09577304 0.4063785
Moved 3815.714 319 547 -0.09490739 0.4089505
Ended 3815.744 319 547 -0.09490739 0.4089505
Candidates 3815.867 13 your type for upper tour it tips our or of report hype guilty
Began 3816.236 378 537 0.04166663 0.3832304
Stationary 3816.266 378 537 0.04166663 0.3832304
Stationary 3816.297 378 537 0.04166663 0.3832304
Moved 3816.328 397.4971 537 0.08679886 0.3832304
Moved 3816.359 431.6267 548.9139 0.1658026 0.413873
Moved 3816.389 482.9903 555.2719 0.2846998 0.4302258
Moved 3816.42 507.7807 556 0.342085 0.4320986
Moved 3816.451 520.3029 556 0.3710716 0.4320986
Moved 3816.481 532.3879 556 0.399046 0.4320986
Moved 3816.512 538.9955 556 0.4143414 0.4320986
Moved 3816.543 544 556 0.4259259 0.4320986
Stationary 3816.574 544.1998 556 0.4263884 0.4320986
Moved 3816.604 546.1291 556 0.4308544 0.4320986
Ended 3816.635 547 556 0.4328704 0.4320986
Accept 3816.697 0 your
Began 3816.881 388 491 0.06481478 0.2649176
Stationary 3816.911 388 491 0.06481478 0.2649176
Stationary 3816.942 388 491 0.06481478 0.2649176
Moved 3816.973 415.5508 509.3443 0.1285899 0.3120994
Moved 3817.004 437.5658 523.7751 0.1795506 0.3492158
Moved 3817.034 468.9761 543.6776 0.2522596 0.4004052
Moved 3817.065 505.05 566.025 0.3357638 0.4578831
Moved 3817.096 541.0846 582.8338 0.4191773 0.5011156
Moved 3817.126 565.6323 591.1121 0.4760007 0.5224077
Moved 3817.157 586.4547 599.1516 0.5242007 0.5430851
Moved 3817.188 600.7997 604.45 0.5574066 0.5567127
Moved 3817.219 611.9954 607.9988 0.5833228 0.5658405
Moved 3817.249 618.7348 610.8674 0.5989231 0.5732185
Moved 3817.28 622.7406 612.7406 0.6081959 0.5780364
Moved 3817.311 626.6115 613.6115 0.6171562 0.5802764
Moved 3817.342 629.1312 615 0.6229889 0.5838476
Moved 3817.372 630 616.0005 0.6250001 0.5864211
Moved 3817.403 631.4292 616 0.6283084 0.5864196
Stationary 3817.434 631 616 0.6273149 0.5864196
Moved 3817.464 617.8526 617 0.596881 0.5889916
Moved 3817.495 558.715 617 0.4599883 0.5889916
Moved 3817.526 519.2975 603.8829 0.3687443 0.5552544
Moved 3817.557 490.6159 596.8035 0.3023515 0.537046
Moved 3817.587 458.7488 591.0452 0.2285852 0.5222356
Moved 3817.618 440.608 588.6583 0.1865925 0.5160963
Moved 3817.649 424.931 584.7862 0.1503033 0.5061373
Moved 3817.679 412.4112 582.2822 0.1213223 0.499697
Moved 3817.71 400.2179 580.4059 0.09309689 0.4948712
Moved 3817.741 390.6015 579 0.07083684 0.4912551
Moved 3817.772 381.9758 575.9919 0.05086988 0.4835182
Moved 3817.802 373.3568 574.119 0.03091852 0.4787009
Moved 3817.833 366.4916 573.2458 0.01502683 0.4764551
Moved 3817.864 361.7488 572 0.004048248 0.4732509
Moved 3817.895 357.8581 572 -0.004958113 0.4732509
Moved 3817.925 353.9805 572 -0.01393398 0.4732509
Moved 3817.956 349.2206 571.1104 -0.02495219 0.4709627
Moved 3817.987 345.5 571 -0.03356482 0.4706789
Moved 3818.017 339.342 571 -0.04781942 0.4706789
Moved 3818.048 334.6024 571 -0.05879084 0.4706789
Moved 3818.079 329.8486 571 -0.06979495 0.4706789
Moved 3818.109 324.7767 571 -0.08153543 0.4706789
Moved 3818.14 317.5387 571 -0.09829 0.4706789
Moved 3818.171 314.64 571 -0.1049999 0.4706789
Moved 3818.202 311.7729 579.2271 -0.1116368 0.4918392
Moved 3818.232 309.2686 582.7314 -0.1174339 0.5008523
Moved 3818.263 306.3911 585.6089 -0.1240946 0.5082533
Moved 3818.294 304.5201 587 -0.1284258 0.5118312
Moved 3818.324 303 589.0161 -0.1319445 0.5170165
Moved 3818.355 300.1035 590 -0.1386494 0.5195472
Moved 3818.386 298.2372 590.7628 -0.1429695 0.5215092
Moved 3818.417 295.3659 591 -0.149616 0.5221192
Moved 3818.447 292.8473 591 -0.1554461 0.5221192
Moved 3818.478 287.949 591 -0.1667846 0.5221192
Moved 3818.509 284.1024 591 -0.1756889 0.5221192
Moved 3818.54 281.5 591 -0.181713 0.5221192
Moved 3818.57 278.6588 591 -0.1882899 0.5221192
Moved 3818.601 277.626 591 -0.1906805 0.5221192
Moved 3818.632 276.5 591 -0.193287 0.5221192
Moved 3818.662 276 582.1181 -0.1944444 0.4992749
Moved 3818.693 274.493 570.4649 -0.1979329 0.4693026
Moved 3818.724 274 557.1703 -0.199074 0.4351087
Moved 3818.754 274 547.2487 -0.199074 0.4095901
Moved 3818.785 274 529.7613 -0.199074 0.3646123
Moved 3818.816 274 512.842 -0.199074 0.3210956
Moved 3818.847 274 498.5367 -0.199074 0.2843023
Moved 3818.877 282.0355 487.8581 -0.1804734 0.2568366
Moved 3818.908 285.9093 471.4534 -0.1715062 0.2146433
Moved 3818.939 290.5841 458.8318 -0.160685 0.1821806
Moved 3818.969 293.663 450.6741 -0.153558 0.1611986
Moved 3819 295 445.6283 -0.150463 0.1482208
Moved 3819.031 296 444 -0.1481481 0.1440329
Moved 3819.062 297.4869 442.5131 -0.1447063 0.1402086
Moved 3819.093 297 443 -0.1458333 0.1414608
Moved 3819.123 298.3594 462.2344 -0.1426866 0.190932
Moved 3819.154 300 494.1935 -0.1388889 0.2731315
Moved 3819.185 301 509.5905 -0.1365741 0.3127328
Moved 3819.215 302.6467 521.2333 -0.1327623 0.3426782
Moved 3819.246 307.0277 542.083 -0.1226211 0.3963039
Moved 3819.277 310.3867 555.547 -0.1148455 0.4309335
Moved 3819.307 314.5383 563.5383 -0.1052355 0.4514873
Moved 3819.338 315.7697 568.5394 -0.102385 0.4643501
Moved 3819.369 317.6384 571.6384 -0.09805933 0.4723208
Moved 3819.4 319 573.5012 -0.09490739 0.4771119
Moved 3819.43 320.0213 574 -0.09254322 0.478395
Moved 3819.461 320 575.4819 -0.09259259 0.4822066
Moved 3819.492 326.7425 575 -0.07698491 0.480967
Moved 3819.522 346.6515 551.3485 -0.03089934 0.4201349
Moved 3819.553 372.1738 519.0357 0.02818018 0.3370259
Moved 3819.584 396.431 488.3535 0.08433104 0.2581108
Moved 3819.615 414.6775 460.5806 0.1265683 0.1866783
Moved 3819.645 426.5 443.5 0.1539352 0.1427468
Moved 3819.676 436.1474 418.9402 0.1762671 0.07957874
Moved 3819.707 442.4934 404.0132 0.1909569 0.04118629
Moved 3819.738 447.2299 391.5403 0.201921 0.009105627
Moved 3819.768 450.6526 383.0424 0.2098439 -0.01275114
Moved 3819.799 453.5183 372.9269 0.2164775 -0.03876823
Moved 3819.83 456.3983 362.4066 0.2231443 -0.0658266
Moved 3819.86 458 350.9264 0.2268519 -0.09535392
Moved 3819.891 460 343.6927 0.2314815 -0.1139591
Moved 3819.922 461 337.7181 0.2337964 -0.1293258
Moved 3819.952 461 330.9745 0.2337964 -0.1466705
Moved 3819.983 461 325.9162 0.2337964 -0.1596805
Moved 3820.014 461 320.1523 0.2337964 -0.1745055
Moved 3820.045 445.006 315.2012 0.1967731 -0.1872398
Moved 3820.075 431.6596 312.3319 0.1658787 -0.1946196
Moved 3820.106 419.0197 312 0.1366196 -0.1954732
Moved 3820.137 399.5294 312 0.09150326 -0.1954732
Moved 3820.167 383.239 312 0.05379399 -0.1954732
Moved 3820.198 370.5 312 0.02430558 -0.1954732
Moved 3820.229 352.1131 323.7548 -0.0182567 -0.1652398
Moved 3820.26 340.9955 328.2511 -0.04399185 -0.1536752
Moved 3820.29 330.3837 338.6163 -0.06855632 -0.1270157
Moved 3820.321 319.6763 358.3121 -0.09334192 -0.07635768
Moved 3820.352 313.4682 378.7228 -0.1077125 -0.02386101
Moved 3820.383 313 411.543 -0.1087963 0.06055282
Moved 3820.413 328.817 452.4509 -0.07218296 0.1657686
Moved 3820.444 338.1516 485.4547 -0.05057503 0.2506551
Moved 3820.475 350.6469 529.5876 -0.02165069 0.3641656
Moved 3820.505 356.5314 559.72 -0.008029093 0.4416665
Moved 3820.536 360.1125 584.6748 0.0002602736 0.5058507
Moved 3820.567 363 614.4934 0.006944438 0.5825447
Moved 3820.597 363.8207 643.386 0.008844137 0.6568569
Moved 3820.628 364 661.7937 0.009259283 0.7042017
Moved 3820.659 364 669.4432 0.009259283 0.7238765
Moved 3820.69 364 677.1603 0.009259283 0.7437248
Moved 3820.72 364 682.9028 0.009259283 0.7584949
Moved 3820.751 356.3666 687.2668 -0.008410713 0.7697191
Moved 3820.782 356 690.3996 -0.009259283 0.7777767
Ended 3820.813 356 692.5 -0.009259283 0.7831789
Candidates 3820.935 13 presence partner preference perfect passenger present however journey preserve parent predict price parameter
Began 3821.611 254 618 -0.2453704 0.5915637
Moved 3821.642 290.7599 618 -0.1602781 0.5915637
Moved 3821.672 389.4901 625.1492 0.06826421 0.6099514
Moved 3821.703 409.8519 626.0975 0.115398 0.6123905
Moved 3821.734 471.2304 628 0.2574778 0.6172838
Ended 3821.765 471.2304 628 0.2574778 0.6172838
Accept 3821.826 0 presence
Began 3821.98 301 620 -0.1365741 0.5967077
Moved 3822.01 340.6151 620 -0.04487242 0.5967077
Moved 3822.041 429.0247 609.8809 0.1597794 0.5706813
Moved 3822.072 521.1581 603.9567 0.3730511 0.555444
Moved 3822.103 587.1525 597.0942 0.5258161 0.5377936
Moved 3822.133 617.8775 591.3605 0.5969386 0.5230466
Moved 3822.164 632.9384 587.8123 0.6318018 0.5139205
Moved 3822.195 647.1313 586.3115 0.6646557 0.5100603
Moved 3822.226 661.8167 584 0.6986497 0.5041152
Moved 3822.256 673.7347 581.5663 0.7262377 0.4978557
Moved 3822.287 681.9484 582 0.7452509 0.4989711
Ended 3822.318 681.9484 582 0.7452509 0.4989711
PhraseEnd 3822.379
