the price of gas is high
Moved 2469.037 433.2045 485.233 0.1694548 0.2500847
Moved 2469.068 461.8871 485 0.2358499 0.2494856
Moved 2469.098 483.4624 485 0.2857926 0.2494856
Moved 2469.129 494.7586 485 0.3119412 0.2494856
Moved 2469.16 502.9145 485 0.3308206 0.2494856
Moved 2469.19 507.0277 485 0.3403419 0.2494856
Moved 2469.221 508 485 0.3425926 0.2494856
Moved 2469.252 508 479.1879 0.3425926 0.2345366
Moved 2469.283 468.6294 444.6294 0.251457 0.1456517
Moved 2469.313 426.6501 402.65 0.1542825 0.03768003
Moved 2469.344 393.9467 366.6074 0.07858037 -0.05502214
Moved 2469.375 374.1865 343.7332 0.03283918 -0.1138551
Moved 2469.406 357.3191 318.9786 -0.006205887 -0.1775242
Moved 2469.436 347.5145 307.3526 -0.0289017 -0.2074265
Moved 2469.467 341.3144 298.6288 -0.0432537 -0.2298644
Moved 2469.498 336.3422 292.3422 -0.05476345 -0.2460337
Moved 2469.529 333.9489 288.9489 -0.06030346 -0.2547611
Moved 2469.559 331.224 287 -0.06661117 -0.2597736
Moved 2469.59 328.8629 287 -0.07207651 -0.2597736
Moved 2469.621 325.0963 313.5565 -0.08079574 -0.1914702
Moved 2469.652 322.379 352.7999 -0.08708572 -0.09053532
Moved 2469.682 319.6543 394.1487 -0.09339288 0.01581443
Moved 2469.713 313.8444 428.6224 -0.1068417 0.1044813
Moved 2469.744 306.7097 455.441 -0.1233573 0.1734592
Moved 2469.774 300.8522 479.4926 -0.1369161 0.2353204
Moved 2469.805 296.4466 494.8834 -0.1471143 0.2749058
Moved 2469.836 292.6263 504.7475 -0.1559577 0.3002764
Ended 2469.867 291 508 -0.1597222 0.3086419
Accept 2470.02 0 the
Candidates 2470.02 13 prove proved price predict probe prince office print prime printer other moreover pipeline
Began 2470.973 441 480 0.1875 0.2366254
Stationary 2471.004 441 480 0.1875 0.2366254
Stationary 2471.034 441 480 0.1875 0.2366254
Moved 2471.065 453.4796 503.1992 0.2163881 0.2962941
Moved 2471.096 459.261 512.8916 0.2297709 0.3212232
Moved 2471.126 464.6968 521.0453 0.2423538 0.3421946
Moved 2471.157 471.1432 531.2149 0.257276 0.368351
Moved 2471.188 476 541 0.2685185 0.3935184
Moved 2471.219 480.2308 552.1538 0.278312 0.4222062
Moved 2471.25 482.957 558.914 0.2846227 0.4395935
Moved 2471.28 484.6752 564.6752 0.2886 0.4544114
Moved 2471.311 486.0627 569.1253 0.2918118 0.4658571
Moved 2471.342 487 574.156 0.2939814 0.4787962
Moved 2471.372 488.5 575.5 0.2974537 0.482253
Moved 2471.403 488 579.2336 0.2962963 0.4918559
Moved 2471.434 489 582.2073 0.2986111 0.4995042
Moved 2471.465 489 585.3293 0.2986111 0.5075343
Moved 2471.495 489 588.0519 0.2986111 0.5145368
Moved 2471.526 489 589.4111 0.2986111 0.5180326
Moved 2471.557 489 592.1859 0.2986111 0.5251693
Moved 2471.588 489 593.5 0.2986111 0.5285493
Moved 2471.618 489 595.2678 0.2986111 0.5330962
Moved 2471.649 489 597.1756 0.2986111 0.538003
Moved 2471.68 489 598.3038 0.2986111 0.5409046
Moved 2471.71 489 599.0487 0.2986111 0.5428206
Moved 2471.741 489 601.092 0.2986111 0.5480762
Stationary 2471.772 489 601.092 0.2986111 0.5480762
Ended 2471.803 489 602.2158 0.2986111 0.5509664
Accept 2471.864 2 price
Began 2472.325 542 551 0.4212962 0.4192385
Stationary 2472.356 542 551 0.4212962 0.4192385
Stationary 2472.387 542 551 0.4212962 0.4192385
Moved 2472.417 529.0397 539.3357 0.3912956 0.3892378
Moved 2472.448 520.553 533.2424 0.3716505 0.3735658
Moved 2472.479 505.497 520.9142 0.3367988 0.3418574
Moved 2472.51 488.2883 508.4306 0.2969636 0.3097494
Moved 2472.54 468.5593 497.1356 0.2512947 0.2806983
Moved 2472.571 440.5567 484.0226 0.1864737 0.2469717
Moved 2472.602 410.3981 470.6355 0.1166622 0.2125398
Moved 2472.633 382.9038 460.2444 0.05301803 0.1858138
Moved 2472.663 362.0017 453.0007 0.004633467 0.1671828
Moved 2472.694 339.8946 446.5413 -0.0465402 0.1505692
Moved 2472.725 322.806 442.0875 -0.08609717 0.1391138
Moved 2472.755 311.4463 438.7231 -0.1123929 0.1304607
Moved 2472.786 302.6001 436.65 -0.1328701 0.1251286
Moved 2472.817 291.233 433.8083 -0.1591828 0.1178196
Moved 2472.848 284.2441 431.0814 -0.1753608 0.1108059
Ended 2472.878 282.5 430.5 -0.1793981 0.1093106
Candidates 2473.001 13 of off odd ps loss if oops los pd per is his or
Began 2474.538 452 440 0.2129629 0.1337448
Stationary 2474.569 452 440 0.2129629 0.1337448
Moved 2474.599 431.2756 440 0.1649899 0.1337448
Moved 2474.63 410.5 440 0.1168981 0.1337448
Moved 2474.661 376.3711 450.7278 0.03789603 0.161337
Moved 2474.691 350.0646 459.4101 -0.02299865 0.1836679
Moved 2474.722 328.1035 463.4329 -0.0738345 0.1940146
Moved 2474.753 306.9207 466.8685 -0.1228687 0.202851
Moved 2474.784 288.1501 468.55 -0.1663193 0.2071758
Moved 2474.814 265.8452 469 -0.2179508 0.2083333
Moved 2474.845 259.0591 469 -0.2336596 0.2083333
Moved 2474.876 252.1986 469 -0.2495403 0.2083333
Moved 2474.906 246.9135 469 -0.2617744 0.2083333
Moved 2474.937 244.1926 469 -0.2680726 0.2083333
Moved 2474.968 242.4673 469 -0.2720664 0.2083333
Moved 2474.999 241.5 469 -0.2743055 0.2083333
Moved 2475.03 239.5 469 -0.2789352 0.2083333
Moved 2475.06 240 459.249 -0.2777777 0.1832534
Moved 2475.091 240 456.777 -0.2777777 0.1768956
Moved 2475.122 240 451 -0.2777777 0.162037
Moved 2475.152 251.6625 441.3375 -0.2507812 0.1371848
Moved 2475.183 264.7096 433.1743 -0.2205797 0.1161888
Moved 2475.214 277 427 -0.1921296 0.1003086
Moved 2475.245 289.3897 421.8051 -0.1634497 0.08694723
Moved 2475.275 297.4582 419.1806 -0.1447727 0.08019695
Moved 2475.306 303.0762 417.4619 -0.131768 0.07577629
Moved 2475.337 305.962 417 -0.1250879 0.0745884
Ended 2475.367 306 417 -0.125 0.0745884
Accept 2475.521 0 of
Candidates 2475.521 13 these us jess use her jeff lets its less jews the just lead
Began 2476.382 456 467 0.2222222 0.2031892
Moved 2476.412 456 484.842 0.2222222 0.2490791
Moved 2476.443 465.0008 502.0057 0.2430575 0.2932244
Moved 2476.474 470.8222 522.4667 0.2565329 0.3458503
Moved 2476.505 475.1019 545.7136 0.2664396 0.4056418
Moved 2476.535 477.8145 561.0728 0.2727188 0.4451459
Moved 2476.566 481 577.7709 0.2800926 0.4880938
Moved 2476.597 483.9536 594.6748 0.2869295 0.5315709
Moved 2476.628 486 612.1127 0.2916667 0.5764215
Moved 2476.658 487.4038 616.2115 0.2949163 0.5869635
Moved 2476.689 488 623.233 0.2962963 0.6050231
Moved 2476.72 489 629.0056 0.2986111 0.6198703
Moved 2476.75 490.2286 634.4572 0.3014551 0.6338918
Moved 2476.781 491 637.9492 0.3032407 0.6428732
Moved 2476.812 491 640.5 0.3032407 0.6494341
Moved 2476.843 492 643.0983 0.3055556 0.6561169
Moved 2476.874 492 644.4577 0.3055556 0.6596133
Moved 2476.904 492.5391 646 0.3068035 0.6635801
Moved 2476.935 493 647.5 0.3078704 0.6674381
Moved 2476.966 493 648.1999 0.3078704 0.6692384
Moved 2476.996 493 649.1284 0.3078704 0.6716262
Stationary 2477.027 493 649.1284 0.3078704 0.6716262
Moved 2477.058 493 650.0984 0.3078704 0.6741213
Expand 2477.058
Stationary 2477.089 493 650.0984 0.3078704 0.6741213
Stationary 2477.119 493 650.0984 0.3078704 0.6741213
Stationary 2477.151 493 650 0.3078704 0.6738682
Stationary 2477.181 493 650 0.3078704 0.6738682
Stationary 2477.211 493 650 0.3078704 0.6738682
Stationary 2477.242 493 650 0.3078704 0.6738682
Stationary 2477.273 493 650 0.3078704 0.6738682
Stationary 2477.304 493 650 0.3078704 0.6738682
Stationary 2477.334 493 650 0.3078704 0.6738682
Stationary 2477.365 493 650 0.3078704 0.6738682
Moved 2477.396 484.5 650 0.2881944 0.6738682
Moved 2477.427 478.5877 639.7939 0.2745087 0.6476179
Moved 2477.458 469.2779 633.2084 0.2529581 0.63068
Moved 2477.488 461.0667 625.0667 0.2339507 0.6097394
Moved 2477.519 452.8738 615.8317 0.2149857 0.5859869
Moved 2477.55 441.0561 604.0561 0.18763 0.5556997
Moved 2477.58 430.511 592.0146 0.1632199 0.524729
Moved 2477.611 423.5638 578.9096 0.1471385 0.4910226
Moved 2477.641 418.8081 568.4244 0.1361299 0.4640543
Moved 2477.673 417 556.732 0.1319444 0.4339814
Moved 2477.703 416 547.8837 0.1296297 0.4112234
Moved 2477.734 416 540.738 0.1296297 0.3928446
Moved 2477.765 416 535.6778 0.1296297 0.3798296
Moved 2477.795 416 529.2256 0.1296297 0.3632346
Moved 2477.826 416 525 0.1296297 0.3523662
Moved 2477.857 416 523.6632 0.1296297 0.3489279
Moved 2477.888 415.2742 521 0.1279495 0.3420781
Moved 2477.918 410.1016 517.5508 0.1159758 0.3332067
Moved 2477.949 402.4858 512.6572 0.09834676 0.3206204
Moved 2477.98 395.6134 508.6133 0.08243839 0.3102195
Moved 2478.01 387.9819 503.3213 0.06477296 0.2966082
Moved 2478.041 381.8856 498.8856 0.05066106 0.2851994
Moved 2478.072 375.4363 493.4363 0.03573209 0.2711838
Moved 2478.103 368.5834 487.5834 0.01986911 0.2561302
Moved 2478.134 354.6016 474.6016 -0.01249626 0.2227407
Moved 2478.164 342.4727 460.4727 -0.04057253 0.1864008
Moved 2478.195 330.2306 448.2306 -0.06891071 0.154914
Moved 2478.226 318.382 437.382 -0.096338 0.1270112
Moved 2478.256 303.7969 426.6782 -0.1300998 0.09948079
Moved 2478.287 289.1613 414.329 -0.1639784 0.06771865
Moved 2478.318 277.4429 406.2214 -0.1911045 0.04686575
Moved 2478.349 269.0877 399.0878 -0.210445 0.0285178
Moved 2478.379 257.8997 392.9247 -0.2363433 0.0126664
Moved 2478.41 249.7493 388.2498 -0.2552099 0.0006422584
Moved 2478.441 241.594 384.5313 -0.2740879 -0.008921525
Moved 2478.472 235.4237 381.1412 -0.2883711 -0.01764093
Moved 2478.502 228.2567 377.4189 -0.3049613 -0.0272148
Moved 2478.533 222.3898 374.6949 -0.318542 -0.0342209
Moved 2478.564 218.2026 373.2026 -0.3282348 -0.03805922
Moved 2478.594 213.0752 370.5376 -0.3401037 -0.04491366
Moved 2478.625 209.6184 370 -0.3481056 -0.04629637
Moved 2478.656 206.0847 368 -0.3562855 -0.05144041
Moved 2478.687 202.7562 365.7562 -0.3639902 -0.05721143
Moved 2478.717 199.9602 365 -0.3704625 -0.05915646
Moved 2478.748 198 363.2352 -0.375 -0.06369548
Ended 2478.779 196.8721 363 -0.3776109 -0.06430049
Cancel 2478.84
Began 2479.271 354 389 -0.01388888 0.002572016
Stationary 2479.301 354 389 -0.01388888 0.002572016
Stationary 2479.332 354 389 -0.01388888 0.002572016
Moved 2479.363 331.3528 389 -0.066313 0.002572016
Moved 2479.394 311.5304 397.4899 -0.1121981 0.02440802
Moved 2479.424 294.6665 401.4667 -0.151235 0.03463647
Moved 2479.455 279.8427 405.1929 -0.1855494 0.04422031
Moved 2479.486 267.5641 406.6872 -0.2139719 0.04806373
Moved 2479.516 255.7912 407 -0.241224 0.04886827
Moved 2479.547 243.905 408 -0.2687383 0.05144025
Moved 2479.578 232.7499 408 -0.2945603 0.05144025
Moved 2479.609 225.7071 408 -0.3108632 0.05144025
Moved 2479.639 218.1797 408 -0.3282878 0.05144025
Moved 2479.67 211.0933 408 -0.3446915 0.05144025
Moved 2479.701 206.2927 408 -0.3558038 0.05144025
Moved 2479.731 200.7357 402.7166 -0.3686674 0.03785125
Moved 2479.762 193.5601 399.52 -0.3852775 0.02962968
Moved 2479.793 186.3982 397.7994 -0.4018559 0.02520428
Moved 2479.824 178.2248 397 -0.4207759 0.02314815
Moved 2479.854 171.0947 396 -0.4372807 0.02057605
Moved 2479.885 165.9746 395 -0.4491329 0.01800408
Moved 2479.916 160.5002 394 -0.4618052 0.01543206
Moved 2479.947 155.531 394 -0.4733079 0.01543206
Moved 2479.978 150.2242 393 -0.4855923 0.01285996
Moved 2480.008 146.775 393 -0.4935763 0.01285996
Moved 2480.039 143.6657 393 -0.5007739 0.01285996
Moved 2480.07 142 393 -0.5046296 0.01285996
Moved 2480.1 139.5546 393 -0.5102902 0.01285996
Moved 2480.131 136.8277 393 -0.5166025 0.01285996
Moved 2480.162 134.1063 393 -0.5229021 0.01285996
Moved 2480.193 132.8554 393 -0.5257975 0.01285996
Moved 2480.223 130.9479 393 -0.5302131 0.01285996
Moved 2480.254 129.2214 393 -0.5342097 0.01285996
Moved 2480.285 127.8599 393 -0.5373613 0.01285996
Moved 2480.315 126.0928 393 -0.5414519 0.01285996
Moved 2480.346 124.3644 393 -0.5454527 0.01285996
Moved 2480.377 122.8226 393 -0.5490217 0.01285996
Moved 2480.408 121.6462 393 -0.5517448 0.01285996
Moved 2480.438 120.9619 393 -0.5533289 0.01285996
Moved 2480.469 119.5 393 -0.5567129 0.01285996
Moved 2480.5 119 393 -0.5578703 0.01285996
Moved 2480.531 118 393 -0.5601852 0.01285996
Moved 2480.561 116.5 393 -0.5636574 0.01285996
Moved 2480.592 116 398.2808 -0.5648147 0.0264424
Moved 2480.623 114.7599 400 -0.5676854 0.03086416
Stationary 2480.654 114.7599 400 -0.5676854 0.03086416
Moved 2480.684 113 400.5905 -0.5717592 0.03238297
Moved 2480.715 111.8439 401 -0.5744355 0.03343609
Moved 2480.746 110.9646 401 -0.5764707 0.03343609
Stationary 2480.776 111 401 -0.5763888 0.03343609
Moved 2480.807 109.5 402 -0.5798612 0.03600815
Moved 2480.838 110 402 -0.5787036 0.03600815
Ended 2480.869 110 402 -0.5787036 0.03600815
Accept 2480.93 0 these
Delete 2480.93 LeftSwipe
Began 2481.422 374 385 0.03240744 -0.007716127
Stationary 2481.453 374 385 0.03240744 -0.007716127
Stationary 2481.483 374 385 0.03240744 -0.007716127
Moved 2481.514 358.9348 385 -0.002465844 -0.007716127
Moved 2481.545 338.0647 385 -0.05077625 -0.007716127
Moved 2481.575 315.0521 397.9739 -0.1040461 0.02565309
Moved 2481.606 296.6866 403.4378 -0.1465588 0.03970625
Moved 2481.637 280.1279 410.088 -0.1848891 0.05681065
Moved 2481.668 263.1126 415.6292 -0.2242764 0.07106259
Moved 2481.698 247.7513 419.0355 -0.259835 0.07982379
Moved 2481.729 234.2452 421.751 -0.2910991 0.08680803
Moved 2481.76 223.4958 423.126 -0.315982 0.09034463
Moved 2481.791 210.483 424 -0.3461041 0.09259254
Moved 2481.821 200.6016 424 -0.3689779 0.09259254
Moved 2481.852 187.7222 426.3195 -0.3987912 0.09855823
Moved 2481.883 177.1512 426.7122 -0.423261 0.09956838
Moved 2481.914 169.1523 427 -0.441777 0.1003086
Moved 2481.944 161.691 427 -0.4590485 0.1003086
Moved 2481.975 156.242 427 -0.471662 0.1003086
Moved 2482.006 152.3696 427 -0.480626 0.1003086
Moved 2482.036 148.9668 428 -0.4885027 0.1028806
Moved 2482.067 145.2412 428 -0.4971269 0.1028806
Moved 2482.098 143.762 428 -0.500551 0.1028806
Moved 2482.129 141.5 428 -0.505787 0.1028806
Moved 2482.159 142 428 -0.5046296 0.1028806
Moved 2482.19 152.5838 418.7392 -0.4801302 0.07906168
Moved 2482.221 166.6622 413.6689 -0.4475412 0.06602076
Moved 2482.252 181.1273 408.149 -0.4140571 0.0518236
Moved 2482.282 195.7021 403.7192 -0.3803192 0.04042991
Moved 2482.313 208.448 399.276 -0.3508148 0.02900202
Moved 2482.344 218.8237 395.5881 -0.326797 0.01951677
Moved 2482.375 225.9844 394.0078 -0.3102213 0.01545211
Moved 2482.405 231.4329 393.2835 -0.2976089 0.01358919
Moved 2482.436 235.8684 393 -0.2873417 0.01285996
Moved 2482.467 236.8263 392 -0.2851243 0.01028803
Ended 2482.498 237 392 -0.2847222 0.01028803
Candidates 2482.62 13 gas had fas a has ga fda head faa da heads hard based
Began 2483.973 555 545 0.4513889 0.4038065
Stationary 2484.003 555 545 0.4513889 0.4038065
Stationary 2484.034 555 545 0.4513889 0.4038065
Stationary 2484.065 555 545 0.4513889 0.4038065
Moved 2484.095 541.3905 545 0.4198854 0.4038065
Moved 2484.126 512.7122 525.845 0.3535005 0.3545396
Moved 2484.157 484.3424 510.3013 0.2878295 0.3145609
Moved 2484.188 455.2925 497.6462 0.2205845 0.2820119
Moved 2484.219 432.4373 488.5226 0.1676789 0.2585458
Moved 2484.249 403.9307 480.2327 0.1016914 0.2372238
Moved 2484.28 373.2982 472.0746 0.03078302 0.2162411
Moved 2484.311 351.7583 466.9309 -0.01907806 0.2030116
Moved 2484.341 334.7716 463.1929 -0.058399 0.1933974
Moved 2484.372 316.2562 458.876 -0.1012589 0.1822942
Moved 2484.403 299.0881 453.3109 -0.1409997 0.1679807
Moved 2484.434 284 449 -0.1759259 0.156893
Moved 2484.464 270.1166 447.0233 -0.2080635 0.1518089
Moved 2484.495 254.8444 442.3074 -0.2434156 0.1396796
Moved 2484.526 234.1725 437.2345 -0.2912674 0.1266319
Moved 2484.557 228.7791 435.3116 -0.3037521 0.1216863
Moved 2484.587 214.9461 429.4865 -0.335773 0.1067039
Moved 2484.618 203.0477 423.5239 -0.3633156 0.09136792
Moved 2484.649 190.1502 416.0751 -0.3931708 0.07220963
Ended 2484.679 186.0441 413.3627 -0.4026756 0.06523328
Accept 2484.772 0 gas
Candidates 2484.772 13 is pass pa press its puts oa ps us pose odds load oppose
Began 2486.247 363 374 0.006944438 -0.03600823
Stationary 2486.278 363 374 0.006944438 -0.03600823
Stationary 2486.308 363 374 0.006944438 -0.03600823
Stationary 2486.339 363 374 0.006944438 -0.03600823
Moved 2486.37 388.9042 401.8882 0.0669078 0.03572064
Moved 2486.4 407.8739 424.2664 0.1108191 0.09327778
Moved 2486.431 423.1161 444.9626 0.1461021 0.1465086
Moved 2486.462 435.2003 458.0404 0.1740748 0.180145
Moved 2486.493 446.5186 471.5311 0.2002747 0.2148432
Moved 2486.523 455.5486 484.9144 0.2211774 0.2492653
Moved 2486.554 459.8468 490.6937 0.2311269 0.2641297
Moved 2486.585 462.1964 494.1964 0.2365658 0.2731388
Moved 2486.615 462 495.5 0.2361111 0.2764916
Moved 2486.646 462 497.3361 0.2361111 0.281214
Moved 2486.677 448.7231 497 0.2053775 0.2803498
Moved 2486.708 429.9874 490.5899 0.1620078 0.2638628
Moved 2486.739 410.5 483 0.1168981 0.2443414
Moved 2486.769 389.3191 474.2796 0.06786823 0.2219124
Moved 2486.8 370.3045 460.261 0.02385308 0.1858565
Moved 2486.831 351.7662 445.1705 -0.01905963 0.1470433
Moved 2486.861 331.0164 428.1394 -0.06709153 0.1032392
Moved 2486.892 316.3055 412.3055 -0.1011447 0.06251413
Moved 2486.923 307.6185 401.158 -0.1212534 0.03384264
Moved 2486.954 299.408 391.408 -0.1402592 0.008765366
Moved 2486.984 291.8303 381.2454 -0.1578003 -0.01737296
Moved 2487.015 287.7065 375.4129 -0.1673462 -0.0323743
Moved 2487.046 286 370.2463 -0.1712963 -0.04566271
Moved 2487.077 286 367.6165 -0.1712963 -0.05242681
Moved 2487.107 286 364.8912 -0.1712963 -0.05943612
Moved 2487.138 302.7594 363.1772 -0.1325013 -0.06384461
Moved 2487.169 327.0507 363 -0.07627165 -0.06430049
Moved 2487.199 355.6642 363 -0.01003653 -0.06430049
Moved 2487.23 373.4038 373.3615 0.0310274 -0.03765051
Moved 2487.261 386.9708 377.7883 0.06243249 -0.02626474
Moved 2487.292 399 386.5 0.09027779 -0.003858064
Ended 2487.323 399 386.5 0.09027779 -0.003858064
Accept 2487.445 0 is
Candidates 2487.445 13 dish disk high fish hugh good much bush bitch coach wish if of
Began 2488.244 409 480 0.113426 0.2366254
Stationary 2488.275 409 480 0.113426 0.2366254
Stationary 2488.306 409 480 0.113426 0.2366254
Moved 2488.337 419.1981 508.1981 0.1370327 0.3091515
Moved 2488.367 426.4111 533.6443 0.1537293 0.3745995
Moved 2488.398 431.8459 550.1146 0.1663099 0.4169614
Moved 2488.429 434 561.5521 0.1712963 0.4463786
Moved 2488.459 436.8573 572.5719 0.1779104 0.4747218
Moved 2488.49 437 583.326 0.1782407 0.5023817
Moved 2488.521 437 590.955 0.1782407 0.5220034
Moved 2488.552 437 597.1162 0.1782407 0.5378502
Moved 2488.583 437 601.7446 0.1782407 0.5497546
Moved 2488.613 437 605.6942 0.1782407 0.559913
Moved 2488.644 437 608.4169 0.1782407 0.5669159
Moved 2488.675 437 611.1373 0.1782407 0.5739126
Moved 2488.705 437 612.4927 0.1782407 0.577399
Moved 2488.736 437 614.5 0.1782407 0.5825616
Moved 2488.767 437 615.3149 0.1782407 0.5846577
Moved 2488.798 437 616.3542 0.1782407 0.5873308
Moved 2488.828 437 618.0423 0.1782407 0.5916725
Stationary 2488.859 437 618.0423 0.1782407 0.5916725
Moved 2488.89 437 619.0449 0.1782407 0.5942512
Moved 2488.92 428.3453 620.2364 0.1582068 0.5973157
Ended 2488.951 430 620 0.162037 0.5967077
Expand 2488.951
Accept 2489.074 2 high
Began 2490.795 404 437 0.1018518 0.1260288
Stationary 2490.826 404 437 0.1018518 0.1260288
Stationary 2490.857 404 437 0.1018518 0.1260288
Moved 2490.887 423.3287 437 0.1465942 0.1260288
Moved 2490.918 438.2118 437 0.1810459 0.1260288
Moved 2490.949 458.8463 437 0.2288108 0.1260288
Moved 2490.979 473.4628 444.6926 0.2626454 0.1458142
Moved 2491.01 487.0789 448.8315 0.2941642 0.1564597
Moved 2491.041 498.931 452.5724 0.3215997 0.1660812
Moved 2491.072 509.5322 455.5107 0.3461394 0.1736387
Moved 2491.103 517.7133 458.2378 0.3650772 0.1806527
Moved 2491.133 524.8506 459.9502 0.3815986 0.185057
Moved 2491.164 531.8038 462.5358 0.3976939 0.1917073
Moved 2491.195 538.9648 463.9883 0.4142704 0.195443
Moved 2491.225 544.4158 465.7079 0.4268883 0.1998659
Moved 2491.256 552.2983 468.4328 0.445135 0.2068744
Moved 2491.287 558.4366 470 0.459344 0.2109053
Moved 2491.318 563.0618 471.5309 0.4700504 0.2148427
Moved 2491.348 569.2273 473 0.4843224 0.2186213
Moved 2491.379 570.7539 473 0.4878563 0.2186213
Moved 2491.41 573.4028 474 0.493988 0.2211934
Moved 2491.44 576.1205 474 0.5002788 0.2211934
Moved 2491.471 579.8417 475 0.5088927 0.2237653
Moved 2491.502 584.3681 476 0.5193707 0.2263374
Moved 2491.533 589.9257 477.9628 0.5322353 0.2313858
Moved 2491.563 595.3726 478 0.544844 0.2314814
Moved 2491.594 599.8071 479 0.555109 0.2340534
Moved 2491.625 602.7812 480 0.5619935 0.2366254
Moved 2491.656 606.5021 480 0.5706067 0.2366254
Moved 2491.686 609.2223 481 0.5769034 0.2391974
Moved 2491.717 611.9411 481.9411 0.583197 0.241618
Moved 2491.748 614.3521 482 0.588778 0.2417695
Moved 2491.779 617.0724 483.0724 0.5950751 0.2445278
Moved 2491.809 618.7916 483 0.5990546 0.2443414
Moved 2491.84 620.2542 483 0.6024401 0.2443414
Moved 2491.871 621.5 484 0.6053241 0.2469135
Moved 2491.902 622 484 0.6064814 0.2469135
Stationary 2491.932 622 484 0.6064814 0.2469135
Moved 2491.963 623.5 484 0.6099538 0.2469135
Moved 2491.994 624.49 485 0.6122453 0.2494856
Stationary 2492.024 624.49 485 0.6122453 0.2494856
Stationary 2492.055 624 485 0.6111112 0.2494856
Ended 2492.086 624 485 0.6111112 0.2494856
PhraseEnd 2492.147
