I can play much better now
Moved 1525.303 248.7917 450.9107 -0.2574266 0.1618074
Moved 1525.333 235.2306 445.0768 -0.2888181 0.1468025
Moved 1525.364 225.6141 440.4094 -0.3110785 0.1347979
Moved 1525.395 218.6815 437.3407 -0.3271262 0.126905
Moved 1525.425 214.6156 434.8078 -0.3365379 0.1203904
Moved 1525.456 211.9393 432.9393 -0.3427331 0.1155846
Moved 1525.487 210.506 433 -0.346051 0.1157406
Moved 1525.517 208.6295 432 -0.3503948 0.1131687
Moved 1525.548 206.6313 431 -0.3550203 0.1105966
Moved 1525.579 205.625 431 -0.3573497 0.1105966
Moved 1525.61 204.9725 429.9725 -0.35886 0.1079538
Stationary 1525.64 204.9725 429.9725 -0.35886 0.1079538
Moved 1525.671 203.9812 430 -0.3611546 0.1080246
Stationary 1525.702 203.9812 430 -0.3611546 0.1080246
Stationary 1525.732 203.9812 430 -0.3611546 0.1080246
Stationary 1525.763 203.9812 430 -0.3611546 0.1080246
Moved 1525.794 202.9825 430 -0.3634663 0.1080246
Stationary 1525.825 202.9825 430 -0.3634663 0.1080246
Stationary 1525.855 202.9825 430 -0.3634663 0.1080246
Moved 1525.886 202 429 -0.3657407 0.1054526
Moved 1525.917 200.1824 428.1824 -0.3699481 0.1033498
Moved 1525.948 198 427.3094 -0.375 0.1011043
Moved 1525.978 195.8007 427 -0.380091 0.1003086
Moved 1526.009 195 427 -0.3819444 0.1003086
Moved 1526.04 194 427 -0.3842593 0.1003086
Stationary 1526.07 194 427 -0.3842593 0.1003086
Moved 1526.101 194 440.9781 -0.3842593 0.1362604
Moved 1526.132 205.8231 460.9206 -0.356891 0.1875529
Moved 1526.162 224.8111 489.2167 -0.3129372 0.2603309
Moved 1526.193 240.0751 506.0751 -0.2776038 0.3036911
Moved 1526.224 255.7633 520.2107 -0.2412886 0.340048
Moved 1526.255 270.0959 529.2576 -0.2081113 0.3633168
Moved 1526.285 281.8697 536.5798 -0.1808572 0.3821495
Moved 1526.316 291.192 540.798 -0.1592778 0.3929988
Moved 1526.347 305.3263 546.3305 -0.1265595 0.4072286
Moved 1526.377 321.2242 550.5374 -0.08975883 0.4180486
Moved 1526.408 334.3153 553.063 -0.05945538 0.4245448
Moved 1526.439 352.7414 553 -0.01680235 0.4243826
Moved 1526.469 372.9238 553 0.02991627 0.4243826
Moved 1526.5 390.5844 553 0.0707972 0.4243826
Moved 1526.531 400.9664 544.3088 0.09482969 0.4020287
Moved 1526.562 407.2195 543.8903 0.1093044 0.4009522
Ended 1526.592 413 542 0.1226852 0.3960905
Candidates 1526.684 13 part pay post pray pretty order potato pet poetry pottery party past perry
Began 1528.097 400 465 0.09259263 0.1980452
Stationary 1528.128 400 465 0.09259263 0.1980452
Stationary 1528.158 400 465 0.09259263 0.1980452
Moved 1528.189 416.1107 436.251 0.1298858 0.1241024
Moved 1528.22 424.1929 420.5178 0.1485947 0.08363618
Moved 1528.251 429.9734 410.0799 0.1619753 0.05678977
Moved 1528.281 432.8484 403.3033 0.1686305 0.03936026
Moved 1528.312 435.5 399 0.1747686 0.02829214
Moved 1528.343 436 396.7419 0.1759259 0.02248419
Moved 1528.373 437 394.9311 0.1782407 0.01782688
Moved 1528.404 438 392.9908 0.1805556 0.01283638
Moved 1528.435 438 391.7808 0.1805556 0.009724181
Moved 1528.465 439.3937 390.6063 0.1837817 0.006703428
Moved 1528.496 439 391 0.1828703 0.007715971
Moved 1528.527 439 389.5 0.1828703 0.003857946
Stationary 1528.558 439 389.5 0.1828703 0.003857946
Moved 1528.588 439 390 0.1828703 0.005143954
Moved 1528.619 439 388.7499 0.1828703 0.001928659
Stationary 1528.65 439 388.7499 0.1828703 0.001928659
Stationary 1528.681 439 388.7499 0.1828703 0.001928659
Moved 1528.711 434.0994 398.4001 0.1715264 0.02674931
Moved 1528.742 427.8351 404.1649 0.1570257 0.04157639
Moved 1528.773 423.6843 410.4736 0.1474174 0.05780231
Moved 1528.803 417.9353 417.0647 0.1341095 0.07475483
Moved 1528.834 412.3164 423.7891 0.1211028 0.09204997
Moved 1528.865 407 432.5 0.1087963 0.1144546
Moved 1528.895 401.6994 441.9019 0.09652635 0.1386364
Moved 1528.926 396.8245 449.3511 0.0852418 0.1577959
Moved 1528.957 392.9413 455.0587 0.07625301 0.172476
Moved 1528.988 390.4351 460.1298 0.0704517 0.1855189
Moved 1529.018 387.563 463.437 0.0638032 0.1940251
Moved 1529.049 382.0643 467.3119 0.05107482 0.2039914
Moved 1529.08 371.0658 472.3737 0.0256153 0.2170103
Moved 1529.11 352.1522 475.731 -0.0181663 0.2256454
Moved 1529.141 329.3684 476 -0.07090638 0.2263374
Moved 1529.172 306.2191 476 -0.1244928 0.2263374
Moved 1529.203 288.0037 476 -0.1666581 0.2263374
Moved 1529.233 271.6739 467.1348 -0.2044587 0.2035359
Moved 1529.264 260.0652 464.2663 -0.2313305 0.196158
Moved 1529.295 251.7915 462.3958 -0.2504825 0.191347
Moved 1529.325 248.8212 462 -0.2573583 0.1903292
Ended 1529.356 248 462 -0.2592593 0.1903292
Cancel 1529.417
Began 1529.755 594 530 0.5416667 0.3652262
Stationary 1529.786 594 530 0.5416667 0.3652262
Stationary 1529.817 594 530 0.5416667 0.3652262
Stationary 1529.847 594 530 0.5416667 0.3652262
Stationary 1529.878 594 530 0.5416667 0.3652262
Stationary 1529.909 594 530 0.5416667 0.3652262
Moved 1529.94 579.201 519.201 0.5074099 0.3374512
Moved 1529.97 572.5805 509.4407 0.4920845 0.3123474
Moved 1530.001 563.4322 493.8643 0.4709079 0.2722847
Moved 1530.032 548.8815 464.1742 0.4372258 0.1959212
Moved 1530.062 537.4353 430.9148 0.4107299 0.1103775
Moved 1530.093 529.0729 406.3281 0.3913725 0.0471402
Moved 1530.124 522.1823 381.0939 0.375422 -0.0177626
Moved 1530.154 519 367.9358 0.3680556 -0.05160555
Moved 1530.185 517.4256 361.8512 0.3644111 -0.06725515
Moved 1530.216 515.9191 358.9191 0.3609239 -0.07479648
Moved 1530.247 516 355.0474 0.3611111 -0.0847548
Moved 1530.277 515 353.171 0.3587963 -0.08958078
Moved 1530.308 514.1594 351 0.3568505 -0.09516476
Moved 1530.339 514 349.7416 0.3564815 -0.09840129
Moved 1530.369 514 348.6245 0.3564815 -0.1012746
Moved 1530.4 514 347.7508 0.3564815 -0.1035217
Moved 1530.431 514 346.7733 0.3564815 -0.1060359
Moved 1530.462 513 345.5 0.3541666 -0.1093108
Moved 1530.492 507.0481 343.6827 0.3403892 -0.113985
Moved 1530.523 491.7735 344 0.3050311 -0.1131688
Moved 1530.554 450.5824 356.0836 0.2096814 -0.08208961
Moved 1530.584 402.91 365.1362 0.09932875 -0.05880607
Moved 1530.615 350.6107 374.7662 -0.02173453 -0.03403769
Moved 1530.646 315.2325 379.969 -0.1036285 -0.02065596
Moved 1530.677 282.2779 385.716 -0.1799122 -0.005874516
Moved 1530.707 261.9436 390.4447 -0.2269825 0.006287775
Moved 1530.738 247.612 392.597 -0.2601573 0.0118234
Moved 1530.769 241.8817 394.1183 -0.273422 0.01573621
Moved 1530.799 240 395.9986 -0.2777777 0.02057248
Moved 1530.83 239 397.8705 -0.2800926 0.0253872
Moved 1530.861 239 400.5 -0.2800926 0.03215016
Moved 1530.891 249.4331 407.9124 -0.2559418 0.05121494
Moved 1530.922 268.3477 419.6739 -0.212158 0.08146568
Moved 1530.953 309.7988 436.3107 -0.1162064 0.1242557
Moved 1530.984 366.0974 459.1674 0.01411428 0.1830436
Moved 1531.014 403.6941 474.847 0.1011436 0.2233719
Moved 1531.045 423.9701 484.985 0.1480789 0.2494471
Moved 1531.076 451.9241 501.8552 0.2127873 0.2928373
Moved 1531.106 465.8417 511.1313 0.2450039 0.3166956
Moved 1531.137 473.1672 515.5836 0.2619611 0.3281471
Ended 1531.168 474 516 0.2638889 0.329218
Candidates 1531.291 13 play okay info popularity pay policy also lay lady ontario onto honestly poverty
Began 1531.966 381 459 0.04861106 0.1826131
Stationary 1531.997 381 459 0.04861106 0.1826131
Moved 1532.028 408.9426 459 0.1132929 0.1826131
Moved 1532.058 450.2612 448.3694 0.2089379 0.1552711
Moved 1532.089 470.1901 448 0.2550696 0.1543209
Moved 1532.12 483.3019 446.2327 0.285421 0.1497754
Moved 1532.151 488.6283 446 0.2977506 0.1491768
Moved 1532.181 491.1119 444.8881 0.3034999 0.146317
Moved 1532.212 494.0231 445 0.3102387 0.1466049
Ended 1532.243 495.4609 445 0.313567 0.1466049
Accept 1532.304 0 play
Began 1532.887 480 312 0.2777778 -0.1954732
Stationary 1532.918 480 312 0.2777778 -0.1954732
Stationary 1532.949 480 312 0.2777778 -0.1954732
Stationary 1532.98 480 312 0.2777778 -0.1954732
Stationary 1533.01 480 312 0.2777778 -0.1954732
Moved 1533.041 464.5055 336.8654 0.2419108 -0.131519
Moved 1533.072 453.9949 355.0089 0.2175808 -0.08485362
Moved 1533.102 443.5466 370.3168 0.1933948 -0.04548155
Moved 1533.133 433.3306 388.9215 0.1697467 0.002370057
Moved 1533.164 423.1532 403.4113 0.1461881 0.03963792
Moved 1533.195 413.4018 415.7477 0.1236153 0.07136761
Moved 1533.225 404.9498 430.1004 0.1040504 0.1082829
Moved 1533.256 393.2817 449.5774 0.07704109 0.158378
Moved 1533.287 386.0913 462.5145 0.06039649 0.1916525
Moved 1533.317 379.6436 472.5346 0.04547129 0.2174243
Moved 1533.348 372.8185 485.8174 0.02967238 0.2515878
Moved 1533.379 364.1866 504.6267 0.009691318 0.2999657
Moved 1533.409 358.0887 520.2784 -0.004424403 0.3402221
Moved 1533.44 352.6613 532.0159 -0.01698762 0.3704112
Moved 1533.471 350 539.7264 -0.02314816 0.3902428
Moved 1533.502 348 544.7357 -0.0277778 0.4031267
Moved 1533.532 346.3936 547 -0.03149638 0.4089505
Moved 1533.563 344.9238 547 -0.03489862 0.4089505
Moved 1533.594 335.6642 537.4963 -0.05633289 0.3845068
Moved 1533.625 313.5587 499.0475 -0.107503 0.285616
Moved 1533.655 293.2262 454.6569 -0.1545689 0.1714425
Moved 1533.686 279.3184 413.6188 -0.186763 0.06589183
Moved 1533.717 271.3946 383.9821 -0.205105 -0.0103343
Moved 1533.747 266.8325 362.4975 -0.2156656 -0.06559301
Moved 1533.778 265.3028 347.9084 -0.2192065 -0.1031163
Moved 1533.809 265 333.8181 -0.2199074 -0.1393567
Moved 1533.839 265 319.3976 -0.2199074 -0.1764464
Moved 1533.87 265 307.1951 -0.2199074 -0.2078318
Moved 1533.901 265 298.001 -0.2199074 -0.231479
Moved 1533.932 275.2453 288.1321 -0.1961915 -0.2568619
Moved 1533.962 279.9982 280.0018 -0.1851895 -0.2777731
Moved 1533.993 284.7654 274.2347 -0.1741543 -0.2926063
Moved 1534.024 288.8043 269.1957 -0.1648049 -0.3055667
Moved 1534.054 293.5392 262.6912 -0.1538444 -0.3222962
Moved 1534.085 296.6401 256.7198 -0.1466664 -0.3376549
Moved 1534.116 300.1587 250.6827 -0.1385216 -0.3531822
Moved 1534.146 308.2547 242.7452 -0.1197808 -0.3735977
Moved 1534.177 313.87 238.0867 -0.1067825 -0.3855796
Moved 1534.208 319.6545 237 -0.09339242 -0.3883744
Moved 1534.239 329.5228 248.0457 -0.070549 -0.3599649
Moved 1534.269 348.7949 280.3334 -0.02593776 -0.2769204
Moved 1534.3 361.4838 313.4514 0.003434718 -0.1917403
Moved 1534.331 370.2042 340.3474 0.02362092 -0.1225634
Moved 1534.361 374.5076 358.0303 0.03358245 -0.07708255
Moved 1534.392 377 369.1331 0.03935188 -0.04852609
Moved 1534.423 379 377.7427 0.04398147 -0.026382
Moved 1534.454 381.791 383.373 0.05044212 -0.01190076
Moved 1534.484 384.6678 389.3356 0.05710145 0.003435229
Ended 1534.515 385 390 0.05787035 0.005143954
Candidates 1534.638 13 church much check bitch dutch neck heck legacy beach pitch brand black branch
Began 1535.835 357 409 -0.006944438 0.05401234
Stationary 1535.866 357 409 -0.006944438 0.05401234
Stationary 1535.897 357 409 -0.006944438 0.05401234
Stationary 1535.927 357 409 -0.006944438 0.05401234
Moved 1535.958 357 420.3346 -0.006944438 0.08316503
Moved 1535.989 357 423.4023 -0.006944438 0.09105529
Moved 1536.02 357 435.2268 -0.006944438 0.1214681
Moved 1536.05 362.1463 443.2056 0.004968345 0.1419895
Moved 1536.081 367.0573 451.5859 0.01633634 0.163544
Moved 1536.112 370.4037 460.2112 0.02408276 0.1857283
Moved 1536.142 374.2726 466.5452 0.03303846 0.2020195
Moved 1536.173 377.8092 472.6184 0.04122505 0.2176398
Moved 1536.204 381 477.6816 0.04861106 0.2306624
Moved 1536.235 383 480.5558 0.05324075 0.238055
Moved 1536.265 384 482.4294 0.0555556 0.242874
Ended 1536.296 385.3652 483.3652 0.05871584 0.2452809
Accept 1536.358 1 much
Began 1536.941 387 276 0.06250004 -0.288066
Stationary 1536.972 387 276 0.06250004 -0.288066
Stationary 1537.002 387 276 0.06250004 -0.288066
Stationary 1537.033 387 276 0.06250004 -0.288066
Stationary 1537.064 387 276 0.06250004 -0.288066
Moved 1537.094 377.3718 299.2211 0.04021257 -0.2283408
Moved 1537.125 364.5174 321.7584 0.01045684 -0.1703745
Moved 1537.156 341.8437 353.2009 -0.04202843 -0.08950386
Moved 1537.187 331.3386 364.6614 -0.06634594 -0.06002724
Moved 1537.217 303.3936 394.6064 -0.1310335 0.01699181
Moved 1537.248 250.8871 450.3242 -0.2525763 0.1602988
Moved 1537.279 233.8168 466.3466 -0.2920907 0.2015085
Moved 1537.309 225.6879 475.9681 -0.3109077 0.2262554
Moved 1537.34 222 481.0574 -0.3194444 0.2393451
Moved 1537.371 221 484.402 -0.3217593 0.2479476
Moved 1537.402 220 488.5 -0.3240741 0.2584876
Moved 1537.432 220 489.3724 -0.3240741 0.2607313
Moved 1537.463 220 490.1186 -0.3240741 0.2626506
Moved 1537.494 220 492.2745 -0.3240741 0.2681958
Moved 1537.524 220 493.3154 -0.3240741 0.270873
Moved 1537.555 220 494.5 -0.3240741 0.2739197
Moved 1537.586 220 497.5928 -0.3240741 0.2818743
Moved 1537.617 234.0236 502.5118 -0.2916121 0.2945261
Moved 1537.647 276.6225 510.6352 -0.1930034 0.3154196
Moved 1537.678 292.7873 511 -0.1555851 0.3163579
Moved 1537.709 325.5472 511 -0.0797518 0.3163579
Moved 1537.739 341.3084 511 -0.04326751 0.3163579
Moved 1537.77 352.5598 511 -0.01722266 0.3163579
Moved 1537.801 357.6493 503.3507 -0.005441457 0.2966838
Moved 1537.832 358.8419 503 -0.002680868 0.2957818
Moved 1537.862 361.6606 502 0.003844003 0.2932098
Moved 1537.893 367.056 501 0.01633336 0.2906378
Moved 1537.924 372.8178 498.5911 0.02967089 0.284442
Moved 1537.954 379.8943 497.0529 0.04605154 0.2804856
Moved 1537.985 383.8183 495.1817 0.05513499 0.275673
Moved 1538.016 386.692 493.3079 0.06178717 0.2708536
Moved 1538.047 387 492 0.06250004 0.2674896
Moved 1538.077 387 489.5 0.06250004 0.2610596
Moved 1538.108 379.5073 485.1268 0.04515579 0.2498118
Moved 1538.139 359.5216 481.1902 -0.001107405 0.2396866
Moved 1538.169 336.5475 479.7275 -0.05428821 0.2359245
Moved 1538.2 297.2072 480 -0.1453538 0.2366254
Moved 1538.231 273.1664 480 -0.2010037 0.2366254
Moved 1538.261 255.1588 480 -0.2426879 0.2366254
Moved 1538.292 243.5255 480 -0.2696168 0.2366254
Moved 1538.323 233.919 480 -0.2918542 0.2366254
Moved 1538.354 223.6568 488 -0.3156093 0.2572016
Moved 1538.384 219.524 489.238 -0.3251759 0.2603857
Moved 1538.415 218.3245 489.6755 -0.3279525 0.261511
Moved 1538.446 216 491.5479 -0.3333333 0.2663269
Moved 1538.476 214.5783 494.4217 -0.3366243 0.2737183
Moved 1538.507 215 497.9131 -0.3356481 0.2826982
Moved 1538.538 215 500.8252 -0.3356481 0.2901882
Moved 1538.568 224.7872 507.0904 -0.3129927 0.3063023
Moved 1538.599 244 514.5 -0.2685185 0.32536
Moved 1538.63 269.5574 518 -0.2093578 0.3343621
Moved 1538.661 288.6756 520 -0.1651027 0.3395061
Moved 1538.691 300.3951 521 -0.1379743 0.3420781
Moved 1538.722 306.5344 521 -0.1237629 0.3420781
Moved 1538.753 313.4572 521 -0.1077379 0.3420781
Ended 1538.783 317 521 -0.09953702 0.3420781
Candidates 1538.906 13 better harder best berger larger faster farther market variety free street neither few
Began 1539.582 357 419 -0.006944438 0.07973251
Stationary 1539.613 357 419 -0.006944438 0.07973251
Stationary 1539.643 357 419 -0.006944438 0.07973251
Stationary 1539.674 357 419 -0.006944438 0.07973251
Moved 1539.705 379.8365 419 0.04591773 0.07973251
Moved 1539.735 394.7544 419 0.08044989 0.07973251
Moved 1539.766 406.872 419 0.1085 0.07973251
Moved 1539.797 416.2701 419 0.1302549 0.07973251
Moved 1539.828 422.9821 419 0.145792 0.07973251
Moved 1539.858 429.0777 419 0.159902 0.07973251
Moved 1539.889 434.825 419 0.1732059 0.07973251
Moved 1539.92 436.9648 419 0.1781594 0.07973251
Ended 1539.95 438 419 0.1805556 0.07973251
Accept 1540.012 0 better
Began 1540.749 441 261 0.1875 -0.3266461
Stationary 1540.78 441 261 0.1875 -0.3266461
Stationary 1540.81 441 261 0.1875 -0.3266461
Moved 1540.841 441 275.2727 0.1875 -0.2899365
Moved 1540.872 441 310.9166 0.1875 -0.1982597
Moved 1540.902 452.228 358.0519 0.2134907 -0.0770269
Moved 1540.933 455.3549 374.0972 0.220729 -0.03575831
Moved 1540.964 461.3525 397.7626 0.2346123 0.02510958
Moved 1540.995 466.9587 417.89 0.2475897 0.07687753
Moved 1541.025 471.8671 437.3353 0.2589516 0.1268912
Moved 1541.056 475.5 450.5 0.2673611 0.1607509
Moved 1541.087 478 460.7829 0.2731481 0.1871987
Moved 1541.117 480 470.3976 0.2777778 0.211928
Moved 1541.148 480 478.9975 0.2777778 0.234047
Moved 1541.179 480 485.1434 0.2777778 0.2498542
Moved 1541.209 468.6648 492.3352 0.2515388 0.2683518
Moved 1541.24 461.3545 498.9683 0.2346169 0.2854122
Moved 1541.271 451.2213 504.3894 0.2111603 0.2993554
Moved 1541.302 438.464 509.7072 0.1816295 0.3130329
Moved 1541.332 422.9986 514.0005 0.14583 0.3240752
Moved 1541.363 403.4046 518.3708 0.1004737 0.3353157
Moved 1541.394 359.3372 520 -0.001534124 0.3395061
Moved 1541.424 315.7219 509.361 -0.1024957 0.3121423
Moved 1541.455 294.8894 504.1283 -0.150719 0.2986839
Moved 1541.486 264.064 494.0128 -0.222074 0.2726667
Moved 1541.517 242.6291 487.9176 -0.2716919 0.2569896
Moved 1541.547 224.4575 481.2288 -0.3137558 0.2397858
Moved 1541.578 211.6079 475.4053 -0.3435002 0.2248077
Moved 1541.609 201 471 -0.3680556 0.2134772
Moved 1541.639 195.6309 470 -0.380484 0.2109053
Moved 1541.67 188.8864 466.9432 -0.3960962 0.2030433
Moved 1541.701 185.068 466 -0.4049352 0.2006171
Moved 1541.732 183.6369 464.6369 -0.4082478 0.1971113
Ended 1541.762 181.5 465 -0.4131944 0.1980452
Candidates 1541.916 13 now notes noted note view blues bow boys nora boots knows bird bored
Began 1542.376 263 414 -0.2245371 0.06687239
Stationary 1542.407 263 414 -0.2245371 0.06687239
Moved 1542.438 279.0444 414 -0.1873972 0.06687239
Moved 1542.469 286.4663 419.4663 -0.1702168 0.08093182
Moved 1542.499 308.009 424.5727 -0.1203495 0.09406544
Moved 1542.53 326.7042 427.4507 -0.07707362 0.1014677
Moved 1542.561 342.6209 429 -0.04022931 0.1054526
Moved 1542.591 351.2922 430 -0.02015685 0.1080246
Moved 1542.622 359.085 431 -0.002118001 0.1105966
Moved 1542.653 364.5695 431 0.01057754 0.1105966
Moved 1542.683 368.4434 431 0.01954486 0.1105966
Ended 1542.714 370.8319 431 0.02507379 0.1105966
Accept 1542.776 0 now
Began 1543.114 312 421 -0.1111111 0.08487643
Stationary 1543.144 312 421 -0.1111111 0.08487643
Stationary 1543.175 312 421 -0.1111111 0.08487643
Stationary 1543.206 312 421 -0.1111111 0.08487643
Stationary 1543.236 312 421 -0.1111111 0.08487643
Moved 1543.267 324.5631 421 -0.08202985 0.08487643
Moved 1543.298 332.2877 429.1439 -0.0641488 0.1058226
Moved 1543.328 342.5968 433.4387 -0.04028524 0.1168691
Moved 1543.359 357.5382 439.1794 -0.005698601 0.1316342
Moved 1543.39 383.158 449.4067 0.05360643 0.1579391
Moved 1543.421 413.7084 460.3485 0.1243251 0.1860815
Moved 1543.451 445.52 470.5446 0.1979628 0.212306
Moved 1543.482 488.0545 484.5204 0.2964224 0.2482521
Moved 1543.513 524.236 495.8708 0.380176 0.2774453
Moved 1543.543 548.9515 505.2855 0.4373877 0.30166
Moved 1543.574 570.0281 512.0081 0.4861762 0.3189507
Moved 1543.605 584.5117 515.8779 0.519703 0.328904
Moved 1543.635 596.0383 519.7596 0.5463849 0.3388878
Moved 1543.666 603.9274 522.3091 0.5646468 0.3454452
Moved 1543.697 612.2252 523 0.5838545 0.3472221
Moved 1543.728 617.9609 523 0.5971318 0.3472221
Moved 1543.758 620.3596 523.6798 0.6026843 0.3489706
Moved 1543.789 625.8684 524 0.6154362 0.3497942
Moved 1543.82 631.6132 524 0.6287344 0.3497942
Moved 1543.85 639.5112 525 0.6470168 0.3523662
Moved 1543.881 655.3759 525.7084 0.6837404 0.3541883
Moved 1543.912 672.5 526 0.7233797 0.3549381
Ended 1543.943 672.5 526 0.7233797 0.3549381
PhraseEnd 1544.035
