traveling requires a lot of fuel
Moved 1755.792 203.2474 424.4949 -0.3628532 0.09386529
Moved 1755.823 205.1248 429.2496 -0.3585075 0.1060945
Moved 1755.854 206.9951 431.9951 -0.354178 0.1131561
Moved 1755.885 208.6582 434.6582 -0.3503283 0.1200056
Moved 1755.915 210.4244 437.4244 -0.3462397 0.1271204
Moved 1755.946 211.3036 440.3036 -0.3442045 0.1345258
Moved 1755.977 212 443.165 -0.3425926 0.1418853
Moved 1756.007 213.7069 445 -0.3386413 0.1466049
Moved 1756.038 214.5802 447.5802 -0.3366198 0.1532411
Moved 1756.069 216.4448 449 -0.3323036 0.156893
Moved 1756.1 217.3155 451 -0.3302882 0.162037
Moved 1756.13 218 453 -0.3287037 0.167181
Moved 1756.161 219 454.6869 -0.3263889 0.1715197
Moved 1756.192 219.5527 456 -0.3251095 0.174897
Moved 1756.222 220 457.5 -0.3240741 0.1787551
Moved 1756.253 221 458 -0.3217593 0.180041
Moved 1756.284 221 459.3998 -0.3217593 0.1836415
Moved 1756.315 222.5 460 -0.318287 0.1851851
Moved 1756.345 222 461.3177 -0.3194444 0.1885744
Moved 1756.376 222 462.0209 -0.3194444 0.190383
Moved 1756.407 223.5 462 -0.3159722 0.1903292
Moved 1756.437 223 463.1292 -0.3171296 0.1932334
Moved 1756.468 223 464.0912 -0.3171296 0.1957077
Moved 1756.499 224.5 464 -0.3136574 0.1954732
Moved 1756.53 224 465.1865 -0.3148148 0.1985248
Stationary 1756.56 224 465.1865 -0.3148148 0.1985248
Moved 1756.591 224 466.1728 -0.3148148 0.2010616
Moved 1756.622 225.1866 466 -0.3120681 0.2006171
Moved 1756.652 225 467.374 -0.3125 0.204151
Stationary 1756.683 225 467.374 -0.3125 0.204151
Stationary 1756.714 225 467.374 -0.3125 0.204151
Stationary 1756.745 225 467.374 -0.3125 0.204151
Stationary 1756.775 225 467 -0.3125 0.2031892
Stationary 1756.806 225 467 -0.3125 0.2031892
Stationary 1756.837 225 467 -0.3125 0.2031892
Moved 1756.867 225 446.3764 -0.3125 0.150145
Moved 1756.898 229.3783 420.7299 -0.3023649 0.08418177
Moved 1756.929 236.116 397.5362 -0.2867686 0.02452721
Moved 1756.959 242.8588 377.4943 -0.2711602 -0.02702085
Moved 1756.99 248.5 360.5 -0.2581019 -0.07073053
Moved 1757.021 251.3686 346.1569 -0.2514616 -0.1076212
Moved 1757.052 259.6859 326.1708 -0.2322085 -0.1590256
Moved 1757.082 274.6949 300.9576 -0.1974655 -0.2238744
Moved 1757.113 286.2444 284.809 -0.1707307 -0.2654089
Moved 1757.144 300.5536 262.425 -0.1376075 -0.3229811
Moved 1757.174 312.526 245.0924 -0.1098934 -0.3675607
Moved 1757.205 324.0119 231.9882 -0.08330584 -0.4012651
Moved 1757.236 332.2974 223.7026 -0.0641264 -0.4225756
Moved 1757.267 338.2921 217.354 -0.05024979 -0.4389043
Moved 1757.297 341.5 213.5 -0.04282405 -0.448817
Moved 1757.328 344.0442 211.9558 -0.03693476 -0.4527887
Moved 1757.359 345.5 210.5 -0.03356482 -0.456533
Moved 1757.389 345 229.0393 -0.03472224 -0.4088496
Moved 1757.42 320.2484 269.182 -0.09201755 -0.3056018
Moved 1757.451 303.4111 305.3764 -0.1309928 -0.2125093
Moved 1757.482 289.6494 340.7714 -0.1628487 -0.1214727
Moved 1757.512 279.1819 380.0906 -0.187079 -0.02034309
Moved 1757.543 272.7447 407.2765 -0.2019798 0.04957937
Moved 1757.574 267.2357 438.2034 -0.214732 0.129124
Moved 1757.604 262.4919 463.2867 -0.2257133 0.1936387
Moved 1757.635 258.747 482.8854 -0.2343819 0.2440468
Moved 1757.666 257.3416 493.6337 -0.2376352 0.2716914
Moved 1757.696 256 500.0514 -0.2407407 0.2881979
Moved 1757.727 256 503.397 -0.2407407 0.296803
Moved 1757.758 256 506.2748 -0.2407407 0.3042048
Moved 1757.789 262.9985 506 -0.2245404 0.3034978
Moved 1757.819 306.1081 495.0676 -0.1247498 0.2753794
Moved 1757.85 350.6775 472.8635 -0.02157996 0.2182704
Moved 1757.881 381.4414 451.6689 0.04963299 0.1637574
Moved 1757.911 409.5298 427.4703 0.1146522 0.1015182
Moved 1757.942 438.3568 404.2781 0.1813814 0.04186744
Moved 1757.973 466.8134 383.9119 0.2472533 -0.01051467
Moved 1758.004 495.5419 365.5172 0.3137544 -0.05782625
Moved 1758.034 526.7204 350.6398 0.3859268 -0.0960912
Moved 1758.065 552.7637 342.0788 0.4462122 -0.1181102
Moved 1758.096 569.7573 338.3738 0.4855493 -0.1276395
Moved 1758.126 583.954 338 0.518412 -0.1286009
Moved 1758.157 595.0429 346.8251 0.5440808 -0.1059024
Moved 1758.188 599 369.067 0.5532407 -0.04869618
Moved 1758.219 588.1968 398.8032 0.5282335 0.02778587
Moved 1758.249 559.0331 440.1744 0.4607247 0.1341935
Moved 1758.28 535.6646 477.837 0.4066311 0.2310621
Moved 1758.311 520.5341 504.6387 0.3716066 0.2999965
Moved 1758.341 508.831 521.7535 0.3445161 0.3440162
Moved 1758.372 496.6641 537.3359 0.3163519 0.3840944
Moved 1758.403 483.2946 547.1643 0.2854043 0.4093731
Moved 1758.434 467.4613 553.1347 0.2487529 0.424729
Moved 1758.464 451.1776 555 0.2110592 0.4295266
Moved 1758.495 437.6867 555 0.1798303 0.4295266
Moved 1758.526 423.0611 537.65 0.1459749 0.3849022
Moved 1758.556 401.9598 498.9196 0.09712914 0.285287
Moved 1758.587 389.7067 457.7291 0.06876558 0.1793444
Moved 1758.618 386.025 416.3001 0.06024301 0.07278831
Moved 1758.649 386 385.2544 0.06018519 -0.007061781
Moved 1758.679 386 354.8347 0.06018519 -0.08530181
Moved 1758.71 399.8821 321.4714 0.09231976 -0.1711126
Moved 1758.741 406.5252 293.4244 0.1076972 -0.2432501
Moved 1758.771 411.1078 269.569 0.118305 -0.3046065
Moved 1758.802 414.5866 248.0671 0.1263578 -0.3599097
Moved 1758.833 418.9017 233.7457 0.1363466 -0.3967446
Moved 1758.864 421.322 224.0339 0.1419492 -0.4217235
Moved 1758.894 422 219.3234 0.1435185 -0.4338391
Moved 1758.925 422 217 0.1435185 -0.4398148
Moved 1758.956 402.8368 222.1632 0.09915929 -0.426535
Moved 1758.986 383.2912 239.7089 0.05391479 -0.3814073
Moved 1759.017 360.0579 266.9277 0.0001339118 -0.3114001
Moved 1759.048 343.4922 291.1385 -0.03821239 -0.2491293
Moved 1759.078 332.7589 310.2292 -0.06305809 -0.2000278
Moved 1759.109 325.464 330.1442 -0.07994453 -0.148806
Moved 1759.14 318.8534 348.7332 -0.09524684 -0.1009948
Moved 1759.171 313.9922 366.0542 -0.1064994 -0.05644503
Moved 1759.201 310.3209 383.7536 -0.1149979 -0.01092189
Ended 1759.232 308.9708 391.1459 -0.1181231 0.008091122
Candidates 1759.355 13 traveling developing labeling handling healing having health barcelona teaching second attractions tracking traveler
Began 1759.908 178 368 -0.4212963 -0.05144041
Moved 1759.938 187.4554 368 -0.3994089 -0.05144041
Moved 1759.969 252.6174 368 -0.2485708 -0.05144041
Moved 1760 375.0929 395.8688 0.03493727 0.0202387
Moved 1760.031 484.9137 408.853 0.2891522 0.05363433
Moved 1760.061 581.4241 410 0.5125557 0.05658428
Moved 1760.092 622.8525 410 0.608455 0.05658428
Moved 1760.123 652.3188 410 0.6766638 0.05658428
Ended 1760.153 664.4933 410 0.7048457 0.05658428
Accept 1760.215 0 traveling
Began 1761.628 402 532 0.09722222 0.3703703
Stationary 1761.658 402 532 0.09722222 0.3703703
Stationary 1761.689 402 532 0.09722222 0.3703703
Stationary 1761.72 402 532 0.09722222 0.3703703
Stationary 1761.75 402 532 0.09722222 0.3703703
Stationary 1761.781 402 532 0.09722222 0.3703703
Stationary 1761.812 402 532 0.09722222 0.3703703
Moved 1761.843 392.2721 532 0.07470389 0.3703703
Moved 1761.873 384.5218 532 0.05676339 0.3703703
Moved 1761.904 371.1522 532 0.02581517 0.3703703
Moved 1761.935 359.8216 540.6498 -0.0004130602 0.3926178
Moved 1761.965 349.7761 541.806 -0.02366637 0.3955914
Moved 1761.996 339.9417 544 -0.04643127 0.4012345
Moved 1762.027 331.3291 546 -0.06636773 0.4063785
Moved 1762.057 322.7363 546 -0.08625855 0.4063785
Moved 1762.088 314.1147 547 -0.1062161 0.4089505
Moved 1762.119 300.8751 547 -0.1368633 0.4089505
Moved 1762.15 286.482 547 -0.1701805 0.4089505
Moved 1762.18 275.4396 547 -0.1957417 0.4089505
Moved 1762.211 263.6811 547 -0.2229604 0.4089505
Moved 1762.242 257.1254 547 -0.2381357 0.4089505
Moved 1762.272 249.5632 547 -0.2556408 0.4089505
Moved 1762.303 242.9229 547 -0.2710118 0.4089505
Moved 1762.334 237.7637 547 -0.2829542 0.4089505
Moved 1762.365 231.7875 547 -0.2967882 0.4089505
Moved 1762.395 226.5419 547 -0.3089307 0.4089505
Moved 1762.426 221.9801 547 -0.3194905 0.4089505
Moved 1762.457 216.2615 547 -0.3327281 0.4089505
Moved 1762.487 207 547 -0.3541667 0.4089505
Moved 1762.518 198.0238 547 -0.3749449 0.4089505
Moved 1762.549 191.5886 539.3177 -0.3898412 0.3891917
Moved 1762.58 179.1917 537.4384 -0.4185377 0.3843578
Moved 1762.61 169.681 536 -0.4405533 0.3806583
Moved 1762.641 164.0583 533.0291 -0.4535688 0.3730171
Moved 1762.672 161 532 -0.4606481 0.3703703
Moved 1762.703 159.7119 530.7119 -0.4636299 0.3670572
Moved 1762.733 158.6255 529.6255 -0.4661447 0.364263
Moved 1762.764 159 526.8994 -0.4652778 0.3572513
Moved 1762.795 201.5946 524.027 -0.3666793 0.3498637
Moved 1762.825 236.0043 524 -0.2870272 0.3497942
Moved 1762.856 266.9336 524 -0.2154314 0.3497942
Moved 1762.887 296.1324 524 -0.1478418 0.3497942
Moved 1762.917 325.2079 524 -0.0805373 0.3497942
Moved 1762.948 343.9088 529.1702 -0.03724814 0.3630921
Moved 1762.979 368.6726 532 0.02007554 0.3703703
Moved 1763.01 398.7567 534 0.08971453 0.3755144
Moved 1763.04 408.8908 535.2701 0.1131731 0.3787812
Moved 1763.071 428.8423 537 0.1593572 0.3832304
Moved 1763.102 446.2571 537 0.1996692 0.3832304
Moved 1763.132 459.727 538 0.2308495 0.3858024
Moved 1763.163 469.3399 538 0.2531017 0.3858024
Moved 1763.194 472.9849 538 0.261539 0.3858024
Moved 1763.224 475.5 538 0.2673611 0.3858024
Moved 1763.255 476 538 0.2685185 0.3858024
Stationary 1763.286 476 538 0.2685185 0.3858024
Moved 1763.317 442.5955 538 0.1911932 0.3858024
Moved 1763.347 397.425 539 0.08663207 0.3883744
Moved 1763.378 360.6239 539 0.001444221 0.3883744
Moved 1763.409 336.4646 539 -0.05448009 0.3883744
Moved 1763.44 317.1608 539 -0.09916484 0.3883744
Moved 1763.47 299.2659 539 -0.1405882 0.3883744
Moved 1763.501 286.0241 539 -0.1712404 0.3883744
Moved 1763.532 273.8877 539 -0.1993341 0.3883744
Moved 1763.562 263.3908 539 -0.2236323 0.3883744
Moved 1763.593 254.1912 539 -0.2449279 0.3883744
Moved 1763.624 239.8917 539 -0.2780285 0.3883744
Moved 1763.655 237.5676 532 -0.2834083 0.3703703
Moved 1763.685 232.4044 531 -0.2953601 0.3677982
Moved 1763.716 229.9362 531 -0.3010735 0.3677982
Moved 1763.747 227.9896 530 -0.3055797 0.3652262
Moved 1763.777 228 528.5582 -0.3055556 0.3615178
Moved 1763.808 227 519.4756 -0.3078704 0.3381573
Moved 1763.839 227 503.6964 -0.3078704 0.2975729
Moved 1763.87 241.3537 465.8209 -0.2746442 0.2001566
Moved 1763.9 248.9904 444.0385 -0.2569667 0.1441318
Moved 1763.931 256.5727 424.1395 -0.2394151 0.09295137
Moved 1763.962 261.8138 409.9655 -0.2272829 0.05649542
Moved 1763.992 265.5704 397.8593 -0.2185871 0.02535816
Moved 1764.023 267.1449 389.7101 -0.2149423 0.004398518
Moved 1764.054 268 381.7388 -0.212963 -0.01610399
Moved 1764.084 269 372.8357 -0.2106481 -0.03900293
Moved 1764.115 269 364.743 -0.2106481 -0.05981736
Moved 1764.146 269 358.4197 -0.2106481 -0.07608099
Ended 1764.177 269 356 -0.2106481 -0.0823046
Candidates 1764.299 13 required requires series heroes equipped restored retired sword features featured tried issues quotes
Began 1765.528 322 352 -0.08796295 -0.09259266
Stationary 1765.559 322 352 -0.08796295 -0.09259266
Moved 1765.589 331.3709 374.7784 -0.06627113 -0.03400606
Moved 1765.62 349.1189 410.5066 -0.02518768 0.05788724
Moved 1765.651 372.8018 455.0432 0.02963374 0.1724362
Moved 1765.681 408.9184 507.5087 0.113237 0.3073781
Moved 1765.712 439.2128 549.2553 0.1833629 0.4147512
Moved 1765.743 463.8066 574.8066 0.240293 0.4804696
Moved 1765.774 495.2205 603.8179 0.3130103 0.5550872
Moved 1765.804 528.5497 627.7849 0.3901615 0.6167305
Moved 1765.835 549.9503 644.8146 0.4396998 0.6605313
Moved 1765.866 565.7554 656.3967 0.4762857 0.6903206
Moved 1765.896 580.8124 666.6874 0.5111399 0.7167886
Ended 1765.927 589 671 0.5300926 0.7278805
Accept 1766.05 1 requires
Began 1766.48 394 419 0.07870366 0.07973251
Stationary 1766.511 394 419 0.07870366 0.07973251
Stationary 1766.541 394 419 0.07870366 0.07973251
Moved 1766.572 379.0495 419 0.04409612 0.07973251
Moved 1766.603 364.4651 419 0.01033594 0.07973251
Moved 1766.633 344.0778 419 -0.03685703 0.07973251
Moved 1766.664 323.2196 427.7804 -0.08513987 0.1023157
Moved 1766.695 308.4081 428 -0.1194258 0.1028806
Moved 1766.726 297.9327 430 -0.1436744 0.1080246
Moved 1766.756 287.299 431.567 -0.1682894 0.112055
Moved 1766.787 278.6945 433 -0.1882072 0.1157406
Moved 1766.818 271.0881 434.9706 -0.2058146 0.1208092
Moved 1766.848 263.4825 436 -0.22342 0.1234567
Moved 1766.879 256.5919 437 -0.2393706 0.1260288
Moved 1766.91 250.2577 437 -0.2540332 0.1260288
Moved 1766.941 242.6477 437 -0.2716489 0.1260288
Moved 1766.971 232.1388 437 -0.2959751 0.1260288
Moved 1767.002 220.6874 437 -0.3224829 0.1260288
Moved 1767.033 212.5 437 -0.3414352 0.1260288
Moved 1767.063 201.9823 428.7456 -0.3657816 0.1047983
Moved 1767.094 191.4989 424.7495 -0.3900489 0.09452011
Moved 1767.125 184.0069 422.0023 -0.4073913 0.08745448
Moved 1767.156 178.4527 419.4843 -0.4202484 0.08097793
Moved 1767.186 173.2207 416.2207 -0.4323595 0.07258403
Moved 1767.217 169.7393 414.7394 -0.4404182 0.06877408
Moved 1767.248 167.8573 413 -0.4447747 0.06430033
Moved 1767.278 168 411.7869 -0.4444444 0.06118017
Moved 1767.309 166 406.9875 -0.4490741 0.04883617
Moved 1767.34 166 404.1167 -0.4490741 0.04145241
Moved 1767.37 166 403.0102 -0.4490741 0.03860638
Moved 1767.401 166 401.1398 -0.4490741 0.03379582
Ended 1767.432 166 401 -0.4490741 0.03343609
Candidates 1767.555 13 has head had ideas idea gas grass usa used ha ya ga heads
Began 1768.66 343 410 -0.03935183 0.05658428
Stationary 1768.691 343 410 -0.03935183 0.05658428
Moved 1768.722 308.7767 410 -0.1185724 0.05658428
Moved 1768.752 270.1645 410 -0.2079525 0.05658428
Moved 1768.783 235.1768 410 -0.2889426 0.05658428
Moved 1768.814 205.7051 410 -0.3571642 0.05658428
Moved 1768.845 179.1437 419.2216 -0.4186489 0.08030232
Moved 1768.875 159.8604 418 -0.4632862 0.07716041
Moved 1768.906 135.9178 420.726 -0.5187089 0.08417176
Moved 1768.937 119.0546 422 -0.5577438 0.08744851
Moved 1768.967 103.7396 423 -0.5931953 0.09002049
Ended 1768.998 100 423 -0.6018518 0.09002049
Cancel 1769.06
Began 1769.858 359 417 -0.002314796 0.0745884
Stationary 1769.889 359 417 -0.002314796 0.0745884
Stationary 1769.919 359 417 -0.002314796 0.0745884
Stationary 1769.95 359 417 -0.002314796 0.0745884
Stationary 1769.981 359 417 -0.002314796 0.0745884
Ended 1770.012 359 417 -0.002314796 0.0745884
Candidates 1770.073 10 g f h d j t y r u a
Began 1770.933 443 455 0.1921296 0.172325
Moved 1770.964 327.6878 434.2523 -0.07479667 0.1189614
Moved 1770.994 260.862 431 -0.2294861 0.1105966
Moved 1771.025 212.107 431 -0.3423449 0.1105966
Moved 1771.056 166.5627 446.4791 -0.4477715 0.1504091
Moved 1771.086 133.3496 452.739 -0.5246536 0.1665096
Moved 1771.117 102.1048 455 -0.5969797 0.172325
Moved 1771.148 52.42558 457 -0.7119778 0.1774691
Ended 1771.179 39 457 -0.7430556 0.1774691
Cancel 1771.24
Began 1771.793 299 418 -0.1412037 0.07716041
Stationary 1771.823 299 418 -0.1412037 0.07716041
Stationary 1771.854 299 418 -0.1412037 0.07716041
Stationary 1771.885 299 418 -0.1412037 0.07716041
Moved 1771.916 316.7655 418 -0.1000799 0.07716041
Moved 1771.946 328.2664 418 -0.07345746 0.07716041
Moved 1771.977 338.7186 418 -0.04926245 0.07716041
Moved 1772.008 348 418 -0.0277778 0.07716041
Moved 1772.038 356.3408 418 -0.008470317 0.07716041
Moved 1772.069 366.7748 418 0.01568248 0.07716041
Moved 1772.1 375.1519 418 0.03507386 0.07716041
Moved 1772.131 382.2974 418 0.05161434 0.07716041
Moved 1772.161 387.5178 418 0.06369859 0.07716041
Moved 1772.192 389.5 418 0.06828706 0.07716041
Moved 1772.223 391.5 418 0.07291664 0.07716041
Stationary 1772.253 391.5 418 0.07291664 0.07716041
Moved 1772.284 384.9708 411.9708 0.0578027 0.06165308
Moved 1772.315 355.2056 397.0588 -0.01109809 0.02329932
Moved 1772.346 342.6008 392.0403 -0.04027595 0.01039175
Moved 1772.376 335.3992 392 -0.05694638 0.01028803
Moved 1772.407 324.8247 391 -0.08142427 0.007715971
Moved 1772.438 313.6852 391 -0.1072102 0.007715971
Moved 1772.468 304.1466 391 -0.1292902 0.007715971
Moved 1772.499 291.6653 391 -0.1581821 0.007715971
Moved 1772.53 280.1582 398.9604 -0.1848191 0.02819037
Moved 1772.561 265.3392 404.8304 -0.2191222 0.04328814
Moved 1772.591 260.5969 406.7015 -0.2300998 0.04810066
Moved 1772.622 252.377 410.2076 -0.2491273 0.05711837
Moved 1772.653 243.7336 415.1776 -0.2691353 0.06990118
Moved 1772.683 238.6922 417.6539 -0.2808051 0.07627019
Moved 1772.714 232.0406 420.9594 -0.2962024 0.08477203
Moved 1772.745 229.5973 421.4027 -0.3018582 0.08591224
Moved 1772.776 226.721 423.2791 -0.3085163 0.09073818
Moved 1772.806 224.1773 424 -0.3144044 0.09259254
Moved 1772.837 221.3132 424.6868 -0.3210343 0.094359
Moved 1772.868 216.8766 425 -0.3313042 0.09516452
Moved 1772.898 211.8326 425 -0.3429801 0.09516452
Moved 1772.929 204.1555 425 -0.360751 0.09516452
Moved 1772.96 195.3704 417.1852 -0.381087 0.07506488
Moved 1772.99 186.937 414.3123 -0.4006088 0.06767567
Moved 1773.021 179.2988 409.5325 -0.4182899 0.05538202
Moved 1773.052 168.8961 402.8961 -0.4423701 0.03831302
Moved 1773.083 163.1563 398.1563 -0.4556567 0.02612212
Moved 1773.113 161.7333 396.3666 -0.4589507 0.02151909
Moved 1773.144 156.2402 392.6201 -0.4716662 0.01188298
Moved 1773.175 151.5203 388.7601 -0.4825918 0.001955032
Moved 1773.205 147.8826 385.8826 -0.4910124 -0.005445912
Moved 1773.236 144.312 383.3121 -0.4992777 -0.0120575
Moved 1773.267 141.4411 382 -0.5059234 -0.01543218
Moved 1773.298 139.7836 380.7836 -0.5097603 -0.01856078
Moved 1773.328 137.8476 379.8476 -0.5142416 -0.02096812
Stationary 1773.359 137.8476 379.8476 -0.5142416 -0.02096812
Moved 1773.39 136 378.8472 -0.5185185 -0.02354131
Moved 1773.42 135.4123 379 -0.519879 -0.02314815
Stationary 1773.451 135 379 -0.5208333 -0.02314815
Stationary 1773.482 135 379 -0.5208333 -0.02314815
Moved 1773.513 134 379 -0.5231482 -0.02314815
Stationary 1773.543 134 379 -0.5231482 -0.02314815
Ended 1773.574 134 379 -0.5231482 -0.02314815
Candidates 1774.157 13 has ha ga gas hs fda usa us shares ideas idea faa las
Began 1774.68 485 340 0.2893518 -0.1234569
Moved 1774.71 422.1707 353.9658 0.1439137 -0.08753647
Moved 1774.741 313.3189 367.3439 -0.1080581 -0.05312798
Moved 1774.772 224.3033 374.9069 -0.3141127 -0.03367569
Moved 1774.802 154.9797 376 -0.474584 -0.03086435
Moved 1774.833 127.6112 376 -0.537937 -0.03086435
Moved 1774.864 47.43712 352.7588 -0.7235252 -0.09064105
Ended 1774.895 30.5 345.5 -0.7627314 -0.1093108
Cancel 1775.109
Began 1775.939 264 302 -0.2222222 -0.2211935
Stationary 1775.969 264 302 -0.2222222 -0.2211935
Stationary 1776 264 302 -0.2222222 -0.2211935
Stationary 1776.031 264 302 -0.2222222 -0.2211935
Stationary 1776.062 264 302 -0.2222222 -0.2211935
Stationary 1776.092 264 302 -0.2222222 -0.2211935
Stationary 1776.123 264 302 -0.2222222 -0.2211935
Stationary 1776.154 264 302 -0.2222222 -0.2211935
Stationary 1776.184 264 302 -0.2222222 -0.2211935
Stationary 1776.215 264 302 -0.2222222 -0.2211935
Stationary 1776.246 264 302 -0.2222222 -0.2211935
Stationary 1776.276 264 302 -0.2222222 -0.2211935
Stationary 1776.307 264 302 -0.2222222 -0.2211935
Stationary 1776.338 264 302 -0.2222222 -0.2211935
Stationary 1776.369 264 302 -0.2222222 -0.2211935
Stationary 1776.399 264 302 -0.2222222 -0.2211935
Stationary 1776.43 264 302 -0.2222222 -0.2211935
Stationary 1776.461 264 302 -0.2222222 -0.2211935
Stationary 1776.492 264 302 -0.2222222 -0.2211935
Moved 1776.522 250.5 302 -0.2534722 -0.2211935
Moved 1776.553 251.8652 302 -0.250312 -0.2211935
Moved 1776.584 246.8015 309.4633 -0.2620337 -0.2019979
Moved 1776.614 237.087 316.913 -0.2845208 -0.1828369
Moved 1776.645 224.5916 327.4084 -0.3134453 -0.1558428
Moved 1776.676 213.4154 338.8677 -0.3393162 -0.1263691
Moved 1776.707 204.1359 351.2961 -0.3607965 -0.09440292
Moved 1776.737 192.7241 363.3679 -0.3872128 -0.06335411
Moved 1776.768 182.1489 378.7767 -0.4116925 -0.02372239
Moved 1776.799 174.11 387.8901 -0.430301 -0.0002827664
Moved 1776.829 166.8528 398.5297 -0.4471001 0.02708239
Moved 1776.86 161.4782 406.7827 -0.4595411 0.04830921
Moved 1776.891 157.871 411.129 -0.4678912 0.05948796
Moved 1776.921 156 415.2922 -0.4722222 0.07019604
Moved 1776.952 154 418.5256 -0.4768519 0.07851231
Moved 1776.983 153 421.3877 -0.4791667 0.08587366
Moved 1777.014 152 423.278 -0.4814814 0.09073544
Moved 1777.044 151.1641 424 -0.4834165 0.09259254
Moved 1777.075 151 425.2811 -0.4837963 0.09588763
Moved 1777.106 151 426.3745 -0.4837963 0.09869979
Stationary 1777.136 151 426 -0.4837963 0.09773654
Ended 1777.167 151 426 -0.4837963 0.09773654
Candidates 1777.259 13 a casa cas ca sa as s da bad ass cases va add
Began 1777.904 168 384 -0.4444444 -0.01028807
Stationary 1777.935 168 384 -0.4444444 -0.01028807
Moved 1777.966 247.4274 384 -0.2605848 -0.01028807
Moved 1777.996 355.3002 384 -0.01087909 -0.01028807
Moved 1778.027 471.928 391.9069 0.2590927 0.01004863
Moved 1778.058 548.2498 393.5571 0.4357633 0.01429295
Moved 1778.089 617.5171 400 0.5961044 0.03086416
Moved 1778.119 654.4404 400 0.6815749 0.03086416
Moved 1778.15 676.2461 400 0.7320512 0.03086416
Moved 1778.181 686.7681 392.0773 0.7564076 0.01048692
Ended 1778.211 687 392 0.7569444 0.01028803
Accept 1778.303 0 a
Began 1778.979 535 391 0.4050927 0.007715971
Stationary 1779.01 535 391 0.4050927 0.007715971
Stationary 1779.041 535 391 0.4050927 0.007715971
Stationary 1779.071 535 391 0.4050927 0.007715971
Stationary 1779.102 535 391 0.4050927 0.007715971
Stationary 1779.133 535 391 0.4050927 0.007715971
Stationary 1779.163 535 391 0.4050927 0.007715971
Stationary 1779.194 535 391 0.4050927 0.007715971
Stationary 1779.225 535 391 0.4050927 0.007715971
