hands on experience with a job
Moved 723.0245 372.8073 360.9473 0.02964655 -0.06958015
Moved 723.0396 383.5278 354.8412 0.05446255 -0.08528493
Moved 723.0555 392.3077 349.1282 0.07478635 -0.09997897
Moved 723.0718 401.1688 342.3734 0.09529809 -0.1173524
Moved 723.0864 410.7755 334.0204 0.1175358 -0.1388363
Moved 723.1014 420.9648 324.0352 0.1411223 -0.1645187
Moved 723.1166 429.6111 313.9445 0.1611368 -0.190472
Moved 723.1326 437.929 303.9162 0.1803912 -0.216265
Moved 723.1495 443.9416 294.4701 0.1943092 -0.2405604
Moved 723.1636 450.1205 285.8192 0.2086124 -0.2628107
Moved 723.1786 453.2982 280.5029 0.2159682 -0.2764843
Moved 723.1931 457.7052 274.158 0.2261694 -0.2928035
Moved 723.2092 461.0087 267.9826 0.2338164 -0.3086868
Moved 723.2247 462.4402 263.6794 0.23713 -0.3197546
Moved 723.2396 463.8789 261.2421 0.2404605 -0.3260233
Moved 723.2551 465.3148 258.3704 0.2437842 -0.3334094
Moved 723.28 467 254.1322 0.2476852 -0.3443102
Stationary 723.2908 467 254.1322 0.2476852 -0.3443102
Moved 723.3016 468.255 252.745 0.2505902 -0.3478782
Moved 723.3163 468 251.3071 0.25 -0.3515763
Moved 723.333 468 249.8735 0.25 -0.3552635
Moved 723.349 468 248.5 0.25 -0.3587964
Stationary 723.3631 468 248.5 0.25 -0.3587964
Moved 723.3777 430.4619 263.2601 0.1631063 -0.3208331
Moved 723.3942 411.8122 272.2502 0.1199357 -0.2977105
Moved 723.4103 391.2506 285.8277 0.07233947 -0.2627888
Moved 723.4252 373.2985 299.2761 0.03078351 -0.2281993
Moved 723.4416 359.9225 311.2312 -0.0001793106 -0.1974507
Moved 723.4571 343.9716 329.7608 -0.03710265 -0.1497922
Moved 723.4728 333.0118 340.9882 -0.06247267 -0.1209151
Moved 723.488 323.5567 354.1649 -0.0843595 -0.08702447
Moved 723.5027 314.5 367 -0.1053241 -0.05401234
Moved 723.5183 307.3818 377.9273 -0.1218014 -0.02590713
Moved 723.5328 298.8106 390.784 -0.141642 0.007160445
Moved 723.5505 295.0699 397.8602 -0.1503011 0.02536048
Moved 723.5638 290.7598 406.4805 -0.1602783 0.04753207
Moved 723.5797 286.5 413.5 -0.1701389 0.06558634
Moved 723.5952 285.0339 421.8305 -0.1735326 0.08701261
Moved 723.6122 282.1898 427.6205 -0.1801163 0.1019044
Moved 723.626 281.4595 432.6215 -0.1818067 0.1147673
Moved 723.6409 280.0194 437.9224 -0.1851403 0.1284011
Moved 723.657 278.5766 442.2702 -0.1884801 0.1395838
Moved 723.6719 278 443.7217 -0.1898148 0.1433171
Moved 723.6874 276.7003 446.5994 -0.1928234 0.1507186
Moved 723.7033 276.2631 447.7369 -0.1938354 0.1536442
Moved 723.7196 274.8228 449.1772 -0.1971694 0.1573486
Moved 723.7339 273.7933 450.2067 -0.1995526 0.1599966
Moved 723.7493 269.8361 450 -0.2087128 0.1594649
Moved 723.7651 264.36 450 -0.221389 0.1594649
Moved 723.78 258.4071 450 -0.2351687 0.1594649
Moved 723.7954 248.7374 450 -0.2575523 0.1594649
Moved 723.8109 235.6755 450 -0.2877882 0.1594649
Moved 723.8259 218.9853 438.3284 -0.326423 0.1294455
Moved 723.842 209.053 435.0176 -0.3494144 0.12093
Moved 723.8571 190.4533 430.72 -0.3924693 0.1098764
Moved 723.8721 179.9313 426.3991 -0.4168256 0.0987631
Moved 723.8881 169.8366 420.7637 -0.4401931 0.08426882
Ended 723.9036 160 411.5 -0.462963 0.06044234
Candidates 724.0235 12 names madness named bands banned james hamas manners hands games gamma chambers
Began 725.1317 359 304 -0.002314796 -0.2160494
Stationary 725.1539 359 304 -0.002314796 -0.2160494
Stationary 725.1672 359 304 -0.002314796 -0.2160494
Stationary 725.1815 359 304 -0.002314796 -0.2160494
Ended 725.1973 359 304 -0.002314796 -0.2160494
NextCandidatePanel 725.2593
Began 726.0594 378 310 0.04166663 -0.2006174
Stationary 726.0775 378 310 0.04166663 -0.2006174
Stationary 726.092 378 310 0.04166663 -0.2006174
Stationary 726.1088 378 310 0.04166663 -0.2006174
Stationary 726.1224 378 310 0.04166663 -0.2006174
Ended 726.1385 378 310 0.04166663 -0.2006174
NextCandidatePanel 726.1985
Began 726.2291 381 305 0.04861106 -0.2134774
Stationary 726.2459 381 305 0.04861106 -0.2134774
Stationary 726.2614 381 305 0.04861106 -0.2134774
Ended 726.2781 381 305 0.04861106 -0.2134774
Cancel 726.3382
Backspace 728.2807
Began 729.1441 361 360 0.002314846 -0.07201654
Stationary 729.1603 361 360 0.002314846 -0.07201654
Stationary 729.1753 361 360 0.002314846 -0.07201654
Stationary 729.1895 361 360 0.002314846 -0.07201654
Stationary 729.2056 361 360 0.002314846 -0.07201654
Moved 729.2213 370.7478 360 0.02487928 -0.07201654
Moved 729.2375 378.6372 360 0.04314164 -0.07201654
Moved 729.2543 386.2305 360 0.06071886 -0.07201654
Moved 729.2681 391.4861 360 0.07288435 -0.07201654
Moved 729.283 398.7244 360 0.08963992 -0.07201654
Moved 729.2985 403.0355 360 0.09961912 -0.07201654
Moved 729.3133 405.9014 360 0.1062531 -0.07201654
Moved 729.3294 406.8922 360 0.1085468 -0.07201654
Moved 729.3442 407.5 360 0.1099537 -0.07201654
Stationary 729.3597 407.5 360 0.1099537 -0.07201654
Stationary 729.3749 407.5 360 0.1099537 -0.07201654
Moved 729.3901 393.5376 360 0.07763336 -0.07201654
Moved 729.4075 376.0781 360 0.03721783 -0.07201654
Moved 729.421 358.3542 360 -0.003809681 -0.07201654
Moved 729.4367 336.0638 360 -0.05540778 -0.07201654
Moved 729.454 313.4514 360 -0.1077515 -0.07201654
Moved 729.4683 291.3307 369.6255 -0.1589567 -0.04725963
Moved 729.4846 273.7477 372.4646 -0.1996581 -0.03995738
Moved 729.5 252.6167 374.0864 -0.2485724 -0.03578602
Moved 729.5146 235.687 375.5261 -0.2877617 -0.03208325
Moved 729.53 220.3383 376 -0.3232909 -0.03086435
Moved 729.5451 204.6315 377.3972 -0.3596494 -0.02727077
Moved 729.5624 194.0937 378 -0.3840424 -0.02572024
Moved 729.5757 186.5871 378 -0.4014187 -0.02572024
Moved 729.591 182 378 -0.412037 -0.02572024
Moved 729.6089 180.4162 378 -0.4157033 -0.02572024
Moved 729.6221 178.7688 378 -0.4195167 -0.02572024
Moved 729.6374 178 378 -0.4212963 -0.02572024
Stationary 729.6537 178 378 -0.4212963 -0.02572024
Moved 729.6686 185.7051 378 -0.4034603 -0.02572024
Moved 729.684 207.8702 378 -0.3521523 -0.02572024
Moved 729.6993 249.6082 356.4785 -0.2555366 -0.08107385
Moved 729.7152 289.4039 348.8368 -0.163417 -0.1007285
Moved 729.7304 353.489 327.1657 -0.01507178 -0.1564668
Moved 729.7456 384.0104 315.5674 0.05557955 -0.1862978
Moved 729.7614 405.8719 301.3301 0.1061849 -0.2229165
Moved 729.7767 422.4002 290.8362 0.1444449 -0.2499068
Moved 729.7923 436.4977 282.5014 0.1770779 -0.2713441
Moved 729.8074 447.3001 276.2571 0.2020836 -0.2874047
Moved 729.8304 461.851 264.8617 0.2357663 -0.3167138
Stationary 729.8412 461.851 264.8617 0.2357663 -0.3167138
Moved 729.8537 467.593 260.5552 0.2490578 -0.3277901
Moved 729.8687 470.1805 257.8195 0.2550475 -0.3348266
Moved 729.884 473.0639 255.968 0.261722 -0.3395885
Moved 729.9008 474.479 254.521 0.2649976 -0.3433103
Moved 729.9154 475 254 0.2662037 -0.3446502
Stationary 729.9308 475 254 0.2662037 -0.3446502
Moved 729.947 458.683 254 0.228433 -0.3446502
Moved 729.9614 411.1777 289.6389 0.1184669 -0.2529864
Moved 729.976 366.6225 319.7073 0.01532982 -0.1756499
Moved 729.9956 341.9072 338.868 -0.0418815 -0.1263683
Moved 730.0087 324.0532 353.4556 -0.08321012 -0.08884877
Moved 730.0255 312.1275 363.498 -0.1108161 -0.06301951
Moved 730.0394 302.2425 372.7575 -0.1336979 -0.03920409
Moved 730.0547 291.122 382.6432 -0.1594398 -0.01377773
Moved 730.0691 282.6501 390.3499 -0.1790507 0.006043823
Moved 730.0844 275.439 397.561 -0.1957431 0.02459106
Moved 730.1013 267.7924 405.2076 -0.2134437 0.04425826
Moved 730.1153 261.0683 410.9454 -0.2290085 0.05901576
Moved 730.1299 256.737 415.2629 -0.2390347 0.07012068
Moved 730.1453 252.1012 418.2659 -0.2497658 0.07784427
Moved 730.1614 248.1865 421.8135 -0.2588275 0.08696873
Moved 730.1771 242.4939 424.7531 -0.2720049 0.09452933
Moved 730.1921 237.7295 429.4528 -0.2830335 0.1066172
Moved 730.2076 233.2292 431.257 -0.293451 0.1112575
Moved 730.2238 229.9071 433.6976 -0.3011411 0.117535
Moved 730.2391 225.5883 435.1372 -0.3111381 0.1212376
Moved 730.254 223 435 -0.3171296 0.1208847
Moved 730.269 219.907 436 -0.3242892 0.1234567
Moved 730.2864 216.7255 436 -0.3316539 0.1234567
Moved 730.3006 210.6961 436 -0.345611 0.1234567
Moved 730.3158 199.8409 428.8763 -0.3707386 0.1051344
Ended 730.3314 199.8409 428.8763 -0.3707386 0.1051344
Candidates 730.4849 12 hands hand gamma hamas game james name fans bands kansas jane lama
Began 732.1766 380 349 0.04629632 -0.1003086
Stationary 732.1967 380 349 0.04629632 -0.1003086
Moved 732.2115 380 358.1866 0.04629632 -0.07668067
Moved 732.2275 370.3551 382.7009 0.02397021 -0.01362938
Moved 732.251 362 479.3937 0.004629592 0.2350661
Stationary 732.2632 362 479.3937 0.004629592 0.2350661
Moved 732.2741 362 548 0.004629592 0.4115225
Ended 732.2893 362 548 0.004629592 0.4115225
Accept 732.3492 0 hands
Began 732.7324 373 415 0.0300926 0.06944436
Stationary 732.7549 373 415 0.0300926 0.06944436
Stationary 732.7681 373 415 0.0300926 0.06944436
Stationary 732.782 373 415 0.0300926 0.06944436
Moved 732.7979 402.1606 429.5803 0.09759396 0.1069451
Moved 732.8141 424.5216 443.681 0.1493555 0.1432125
Moved 732.8283 443.226 454.8173 0.1926526 0.1718552
Moved 732.8445 455.9862 462.7917 0.2221902 0.1923653
Moved 732.8602 470.9855 472.2635 0.2569109 0.216727
Moved 732.8754 480.706 478.4706 0.2794121 0.2326919
Moved 732.8905 488.2874 483.1724 0.2969616 0.2447849
Moved 732.9063 495.4809 487.4885 0.3136132 0.255886
Moved 732.921 498.813 490.813 0.3213264 0.2644368
Moved 732.937 504.4904 493.7452 0.3344685 0.2719783
Moved 732.9538 506 496 0.337963 0.2777777
Moved 732.9669 507.9155 496.9155 0.342397 0.2801323
Moved 732.9825 509.3576 498.3577 0.3457353 0.2838416
Moved 733.0015 510.7971 498 0.3490672 0.2829217
Stationary 733.0138 511 498 0.349537 0.2829217
Moved 733.028 511.6786 498 0.3511078 0.2829217
Moved 733.0435 512.5 498 0.3530093 0.2829217
Stationary 733.0603 512.5 498 0.3530093 0.2829217
Moved 733.0748 513 498 0.3541666 0.2829217
Stationary 733.0899 513 498 0.3541666 0.2829217
Moved 733.1051 513 489.9933 0.3541666 0.2623283
Moved 733.1218 513 487.1183 0.3541666 0.2549339
Moved 733.1367 513 482.8615 0.3541666 0.2439853
Moved 733.1539 513 477.748 0.3541666 0.2308333
Moved 733.1678 513 469.197 0.3541666 0.2088399
Moved 733.1837 513 463.127 0.3541666 0.1932276
Moved 733.199 507.0335 446.1811 0.3403552 0.1496427
Moved 733.2197 500.8358 428.2162 0.3260087 0.1034366
Moved 733.2303 494.3405 404.2895 0.3109732 0.04189672
Moved 733.2441 487.1426 375.3991 0.2943116 -0.03240978
Moved 733.261 478.9608 343.4512 0.2753724 -0.1145802
Moved 733.2764 473.8523 323.4092 0.263547 -0.1661287
Moved 733.2911 471.8106 310.8634 0.2588208 -0.1983966
Moved 733.3066 469.4268 294.8416 0.2533028 -0.2396052
Moved 733.3218 467.9881 283.9167 0.2499724 -0.267704
Moved 733.3374 466.5534 275.3207 0.2466515 -0.2898131
Moved 733.3543 466 268.5659 0.2453704 -0.3071866
Moved 733.3674 464.6747 265.3493 0.2423024 -0.3154596
Moved 733.3832 464 259.4675 0.2407408 -0.3305876
Moved 733.399 464 256.2281 0.2407408 -0.3389195
Moved 733.4142 462.6566 253.3132 0.2376311 -0.3464167
Moved 733.4295 463 250.4377 0.2384259 -0.3538125
Moved 733.4459 463 247.5602 0.2384259 -0.3612135
Moved 733.461 462 245.3414 0.2361111 -0.3669203
Moved 733.477 462 243.9026 0.2361111 -0.370621
Moved 733.4917 462 242.4608 0.2361111 -0.3743292
Ended 733.5076 462 241.5 0.2361111 -0.3768004
Candidates 733.5493 12 him film jim tom jon room kim tomb tim job bomb don
Began 734.6143 377 330 0.03935188 -0.149177
Stationary 734.6318 377 330 0.03935188 -0.149177
Stationary 734.6473 377 330 0.03935188 -0.149177
Ended 734.6647 377 330 0.03935188 -0.149177
NextCandidatePanel 734.722
Began 735.3062 365 341 0.01157403 -0.1208849
Stationary 735.3257 365 341 0.01157403 -0.1208849
Ended 735.3411 365 341 0.01157403 -0.1208849
NextCandidatePanel 735.3841
Backspace 736.6797
Began 737.2644 419 387 0.1365741 -0.002572055
Stationary 737.2855 419 387 0.1365741 -0.002572055
Stationary 737.2982 419 387 0.1365741 -0.002572055
Moved 737.3138 402.6865 387 0.09881138 -0.002572055
Moved 737.3295 390.8107 387 0.07132103 -0.002572055
Moved 737.3448 375.354 387 0.03554165 -0.002572055
Moved 737.3594 355.8779 387 -0.00954196 -0.002572055
Moved 737.3758 338.7759 387 -0.04912977 -0.002572055
Moved 737.3918 318.2653 387 -0.09660806 -0.002572055
Moved 737.4081 299.4727 387 -0.1401095 -0.002572055
Moved 737.423 283.2738 387 -0.1776068 -0.002572055
Moved 737.4375 269 387 -0.2106481 -0.002572055
Moved 737.4551 258.3954 387 -0.2351958 -0.002572055
Moved 737.4691 245.5601 387 -0.2649072 -0.002572055
Moved 737.4844 240 387 -0.2777777 -0.002572055
Moved 737.4993 233.2994 387 -0.2932884 -0.002572055
Moved 737.5148 226.1027 387 -0.3099475 -0.002572055
Moved 737.5308 219.8949 387 -0.3243174 -0.002572055
Moved 737.5461 215.2208 387 -0.335137 -0.002572055
Moved 737.5619 210.9044 387 -0.3451286 -0.002572055
Moved 737.5767 207.7256 387 -0.3524871 -0.002572055
Moved 737.5924 205 387 -0.3587963 -0.002572055
Moved 737.607 204.3385 387 -0.3603275 -0.002572055
Moved 737.6226 202.8998 387 -0.3636578 -0.002572055
Moved 737.6382 202 387 -0.3657407 -0.002572055
Moved 737.655 201.0251 387 -0.3679975 -0.002572055
Moved 737.6697 200.5 387 -0.369213 -0.002572055
Moved 737.6838 201 387 -0.3680556 -0.002572055
Stationary 737.7045 201 387 -0.3680556 -0.002572055
Stationary 737.7144 201 387 -0.3680556 -0.002572055
Stationary 737.7296 201 387 -0.3680556 -0.002572055
Stationary 737.7454 201 387 -0.3680556 -0.002572055
Moved 737.7604 210.2215 387 -0.3467094 -0.002572055
Moved 737.7758 215.7199 387 -0.3339818 -0.002572055
Moved 737.7914 222.7124 381.4315 -0.3177955 -0.0168944
Moved 737.8087 234.5448 372.6973 -0.2904056 -0.03935873
Moved 737.8232 244.0754 366.2831 -0.268344 -0.05585635
Moved 737.8379 267.0501 353.1733 -0.2151618 -0.0895749
Moved 737.8538 291.6193 340.6904 -0.1582887 -0.1216812
Moved 737.869 317.5981 329.1786 -0.09815246 -0.1512897
Moved 737.8842 349.3298 317.7158 -0.02469962 -0.1807721
Moved 737.8998 376.7563 304.7996 0.03878773 -0.2139928
Moved 737.915 399.1667 293.619 0.09066363 -0.2427495
Moved 737.9308 410.1408 287.4774 0.1160666 -0.258546
Moved 737.9463 421.4652 280.4592 0.1422805 -0.2765967
Moved 737.961 430.7347 274.7592 0.1637378 -0.2912574
Moved 737.9763 437.9283 269.2574 0.1803895 -0.305408
Moved 737.9921 443.4978 265.7511 0.1932819 -0.3144262
Moved 738.0077 448.1987 261.8013 0.2041637 -0.3245851
Moved 738.0233 452.5 259 0.2141203 -0.3317901
Moved 738.0386 454.4244 254.8634 0.218575 -0.3424296
Moved 738.0547 456.0575 251.8851 0.2223552 -0.3500897
Moved 738.0705 457.4962 250.5038 0.2256855 -0.3536426
Moved 738.0849 458.935 248.0651 0.2290161 -0.3599149
Moved 738.1005 459 246.6223 0.2291666 -0.3636258
Moved 738.1204 459 245.187 0.2291666 -0.3673174
Moved 738.1315 459 244.5 0.2291666 -0.3690844
Stationary 738.1463 459 244.5 0.2291666 -0.3690844
Moved 738.162 439.4389 252.0045 0.1838864 -0.3497827
Moved 738.1776 426.0152 261.3232 0.1528129 -0.3258147
Moved 738.1929 413.7538 270.5904 0.1244302 -0.3019794
Moved 738.2087 402.2186 280.6838 0.09772818 -0.2760191
Moved 738.2231 395.8556 287.1444 0.08299907 -0.2594023
Moved 738.2391 391.0753 290.9498 0.07193357 -0.2496148
Moved 738.2549 386.7715 295.2286 0.06197095 -0.2386097
Moved 738.2706 381.2625 300.19 0.04921873 -0.2258488
Moved 738.2851 374.0828 306.9172 0.03259897 -0.2085463
Moved 738.3039 368.3116 311.2663 0.01923978 -0.1973604
Moved 738.3162 361.5336 319.3329 0.003550053 -0.1766128
Moved 738.3312 353.1455 325.2363 -0.01586686 -0.1614293
Moved 738.3484 348.0322 331.7097 -0.0277032 -0.1447796
Moved 738.3621 341.0834 336.55 -0.0437885 -0.1323304
Moved 738.3779 335.9191 342.0809 -0.05574281 -0.1181047
Moved 738.394 328.3856 346.8915 -0.07318144 -0.1057318
Moved 738.4079 322.3599 351.4801 -0.08712987 -0.09392985
Moved 738.4235 315.6002 355.7998 -0.1027773 -0.08281951
Moved 738.4397 308.8124 360.1125 -0.1184899 -0.07172714
Moved 738.4555 303.0951 364.4286 -0.1317243 -0.06062598
Moved 738.4698 297.339 367.8305 -0.1450487 -0.05187635
Moved 738.4855 293.0401 369.9799 -0.1549997 -0.04634794
Moved 738.5015 290.15 372.85 -0.1616898 -0.03896619
Moved 738.5225 281.0674 378.3109 -0.1827143 -0.02492065
Stationary 738.5333 281.0674 378.3109 -0.1827143 -0.02492065
Moved 738.5465 278.516 381.484 -0.1886204 -0.01675939
Moved 738.5626 275.6265 384.3735 -0.195309 -0.009327523
Moved 738.5778 272.7418 387.2582 -0.2019865 -0.001908016
Moved 738.5945 271.1932 388.8068 -0.2055713 0.002075164
Moved 738.6102 268.6344 391.3656 -0.2114944 0.008656261
Moved 738.6242 266.3795 393.6205 -0.2167141 0.01445593
Moved 738.6405 264.9486 395.0513 -0.2200263 0.0181361
Moved 738.6544 263.0132 396.4934 -0.2245065 0.02184518
Moved 738.6722 261.0679 397.9321 -0.2290095 0.02554536
Moved 738.6851 259.6291 399.3709 -0.2323401 0.02924609
Moved 738.7013 258.5 400.5 -0.2349537 0.03215016
Moved 738.7166 258.1046 401.8953 -0.2358689 0.03573896
Moved 738.7316 256.6624 403.3376 -0.2392075 0.03944856
Moved 738.7484 255.2281 404.7719 -0.2425275 0.04313759
Moved 738.7629 253.7921 405 -0.2458515 0.04372424
Moved 738.7788 252.3034 406 -0.2492976 0.04629618
Moved 738.7943 252 407.1326 -0.25 0.0492092
Moved 738.8093 250.5 407 -0.2534722 0.04886827
Moved 738.8247 249.2977 407.7023 -0.2562553 0.05067468
Moved 738.8397 247.865 408 -0.2595718 0.05144025
Moved 738.8553 245.8542 408 -0.2642264 0.05144025
Moved 738.8703 243.9928 408 -0.2685351 0.05144025
Moved 738.8909 239.6338 408 -0.2786255 0.05144025
Moved 738.9033 232.5945 408 -0.2949203 0.05144025
Moved 738.9173 225.4118 408 -0.3115468 0.05144025
Moved 738.9335 221.7503 398.813 -0.3200225 0.0278113
Moved 738.9487 213.5753 397.2877 -0.338946 0.02388801
Moved 738.9642 207.8319 394.416 -0.3522409 0.01650194
Ended 738.9788 205 392 -0.3587963 0.01028803
Candidates 739.0988 12 hands hand hamas gamma kansas fans james adams games bands lama and
Began 739.6843 340 363 -0.04629632 -0.06430049
Stationary 739.7063 340 363 -0.04629632 -0.06430049
Moved 739.7195 340 391.9361 -0.04629632 0.0101237
Moved 739.7338 340 422.8018 -0.04629632 0.08951077
Moved 739.7489 340 469.7978 -0.04629632 0.2103852
Ended 739.765 340 502.5 -0.04629632 0.2944958
Accept 739.8234 0 hands
Began 740.1208 521 463 0.3726852 0.1929011
Stationary 740.1351 521 463 0.3726852 0.1929011
Stationary 740.1498 521 463 0.3726852 0.1929011
Stationary 740.1654 521 463 0.3726852 0.1929011
Stationary 740.1813 521 463 0.3726852 0.1929011
Stationary 740.1979 521 463 0.3726852 0.1929011
Stationary 740.2117 521 463 0.3726852 0.1929011
Stationary 740.2341 521 463 0.3726852 0.1929011
Stationary 740.2454 521 463 0.3726852 0.1929011
Stationary 740.259 521 463 0.3726852 0.1929011
Moved 740.274 511.9512 456.2134 0.3517389 0.1754458
Moved 740.2899 504.2482 449.2482 0.3339079 0.1575312
Moved 740.3049 495.8351 442.4681 0.314433 0.1400927
Moved 740.3198 486.5406 434.6063 0.2929182 0.119872
Moved 740.3354 475 421.5 0.2662037 0.08616251
Moved 740.3541 461.838 409.1219 0.2357362 0.0543258
Moved 740.3658 443.0491 390.0491 0.1922434 0.005270326
Moved 740.3815 429 373 0.1597223 -0.03858032
Moved 740.397 415.5817 355.8401 0.1286613 -0.08271574
Moved 740.4127 408.1314 345.384 0.1114154 -0.109609
Moved 740.4281 396.269 328.8129 0.08395612 -0.1522302
Moved 740.4424 387.4367 315.655 0.06351083 -0.1860725
Moved 740.4591 383 307.5 0.05324075 -0.2070474
Moved 740.4738 376.0943 294.9698 0.03725538 -0.2392753
Moved 740.4888 370.1064 283.2128 0.02339452 -0.2695145
Moved 740.5068 365.0042 270.343 0.01158367 -0.3026158
Moved 740.5199 360.6909 260.2787 0.001599193 -0.3285013
Moved 740.5363 358 252 -0.004629641 -0.3497943
Moved 740.5531 357.0251 245.1254 -0.006886373 -0.367476
Moved 740.5713 354.1729 239.3458 -0.01348868 -0.3823411
Moved 740.5834 353.5742 233.871 -0.01487449 -0.3964224
Moved 740.5975 353.0109 230.0326 -0.01617854 -0.4062949
Moved 740.6152 351.5681 227.1362 -0.01951819 -0.4137443
Ended 740.6289 352 226 -0.01851852 -0.4166668
Candidates 740.7183 12 inc pc pkc iv in ibm on pbmc kb pb inn omb
Began 741.4572 392 353 0.07407407 -0.09002065
Stationary 741.4769 392 353 0.07407407 -0.09002065
Ended 741.4917 392 353 0.07407407 -0.09002065
NextCandidatePanel 741.5346
Began 742.2279 411 345 0.1180555 -0.1105968
Moved 742.2477 429.6631 345 0.1612572 -0.1105968
Moved 742.2627 474.0562 360.8666 0.264019 -0.06978768
Moved 742.2781 542.2729 378.5381 0.4219282 -0.02433627
Ended 742.2921 583.5 392 0.517361 0.01028803
Accept 742.3519 6 on
Began 743.3391 270 455 -0.2083333 0.172325
Stationary 743.3564 270 455 -0.2083333 0.172325
Stationary 743.3718 270 455 -0.2083333 0.172325
Stationary 743.3862 270 455 -0.2083333 0.172325
Stationary 743.4131 270 455 -0.2083333 0.172325
Stationary 743.4282 270 455 -0.2083333 0.172325
Stationary 743.4422 270 455 -0.2083333 0.172325
Stationary 743.4547 270 455 -0.2083333 0.172325
Stationary 743.4645 270 455 -0.2083333 0.172325
Stationary 743.4792 270 455 -0.2083333 0.172325
Stationary 743.4943 270 455 -0.2083333 0.172325
Stationary 743.51 270 455 -0.2083333 0.172325
Stationary 743.5251 270 455 -0.2083333 0.172325
Stationary 743.5398 270 455 -0.2083333 0.172325
Stationary 743.5566 270 455 -0.2083333 0.172325
Stationary 743.5717 270 455 -0.2083333 0.172325
Moved 743.5875 270 442.873 -0.2083333 0.1411342
Moved 743.6041 270 438.3298 -0.2083333 0.1294492
Moved 743.6189 279.3401 431.6498 -0.1867128 0.1122681
Moved 743.6339 283.3262 423.3476 -0.1774856 0.09091451
Moved 743.6497 286.6255 415.749 -0.1698484 0.07137075
Moved 743.6653 289.9611 409.0778 -0.1621271 0.0542125
Moved 743.6815 292.1473 404.7054 -0.1570664 0.04296644
Moved 743.6979 298 396 -0.1435185 0.02057605
Moved 743.7175 304.8329 380.9177 -0.1277016 -0.01821573
Stationary 743.7283 304.8329 380.9177 -0.1277016 -0.01821573
Moved 743.741 309.5583 373.8834 -0.1167632 -0.03630807
Moved 743.7584 312.5896 365.2312 -0.1097463 -0.05856172
