a very traditional way to dress
Moved 250.6575 422.8924 472 0.1455842 0.2160493
Moved 250.6793 414.1985 464 0.1254596 0.1954732
Stationary 250.6899 414.1985 464 0.1254596 0.1954732
Moved 250.7024 408.5143 462.6286 0.1123017 0.1919459
Moved 250.7178 399.283 459.3666 0.09093285 0.1835559
Moved 250.7343 391.2552 457.0729 0.07235 0.1776567
Moved 250.7497 378.4554 452.8185 0.04272093 0.1667141
Moved 250.7651 363.9765 448.4941 0.009204945 0.1555918
Moved 250.78 350.477 442.8787 -0.02204398 0.1411487
Moved 250.7956 337.8554 438.1422 -0.05126054 0.1289664
Moved 250.8114 325.7201 434.68 -0.07935171 0.1200616
Moved 250.8262 310.1921 427.596 -0.1152961 0.1018415
Moved 250.8417 299.154 422.077 -0.1408473 0.08764643
Moved 250.8578 284.4356 414.1467 -0.1749176 0.06724954
Moved 250.8728 271.2815 407.6407 -0.205367 0.05051632
Moved 250.8884 260.8952 401.9401 -0.2294092 0.03585411
Moved 250.9046 252.2599 394.7166 -0.2493983 0.01727512
Moved 250.9187 240.6915 388.4939 -0.2761772 0.001270192
Moved 250.9341 233.2881 383.9728 -0.2933147 -0.01035792
Moved 250.9501 227.5 382 -0.306713 -0.01543218
Moved 250.9651 219.6735 377.2694 -0.3248299 -0.02759933
Moved 250.9804 212.5221 374.4088 -0.3413841 -0.03495683
Moved 250.9953 207.0275 371.5137 -0.3541031 -0.04240295
Moved 251.0108 202.4588 368.6392 -0.3646788 -0.04979655
Moved 251.0269 198.1571 366.3857 -0.3746362 -0.0555923
Moved 251.0425 193.8519 363.9012 -0.3846021 -0.06198239
Moved 251.0572 191.0264 361.0264 -0.3911425 -0.06937654
Moved 251.0721 188.7901 360.3951 -0.3963191 -0.07100038
Moved 251.089 185.9095 357.9095 -0.4029872 -0.07739322
Moved 251.1037 183.0266 355.0266 -0.4096606 -0.0848081
Moved 251.1183 180.1327 353.1327 -0.4163596 -0.08967929
Moved 251.1337 177.2574 351.6287 -0.4230153 -0.09354783
Moved 251.1495 175.377 350.1885 -0.427368 -0.09725178
Moved 251.1648 173.7511 348.7511 -0.4311317 -0.1009489
Moved 251.1801 172.7514 349 -0.4334458 -0.1003086
Moved 251.1968 171.2254 347.2253 -0.4369784 -0.1048732
Moved 251.2107 169.7936 347 -0.4402925 -0.1054527
Stationary 251.2268 169.7936 347 -0.4402925 -0.1054527
Moved 251.2417 167.9153 346 -0.4446406 -0.1080248
Moved 251.2572 167.4733 346 -0.4456636 -0.1080248
Moved 251.2728 166.5 346 -0.4479167 -0.1080248
Moved 251.2886 165.955 346 -0.4491783 -0.1080248
Stationary 251.31 165.955 346 -0.4491783 -0.1080248
Stationary 251.3202 165.955 346 -0.4491783 -0.1080248
Moved 251.3351 164.7508 346 -0.4519657 -0.1080248
Stationary 251.35 165 346 -0.4513889 -0.1080248
Moved 251.365 163.6948 346 -0.4544103 -0.1080248
Stationary 251.3801 163.6948 346 -0.4544103 -0.1080248
Stationary 251.3954 164 346 -0.4537037 -0.1080248
Stationary 251.412 164 346 -0.4537037 -0.1080248
Moved 251.427 164 353.7212 -0.4537037 -0.08816574
Moved 251.4429 164 355.1577 -0.4537037 -0.08447105
Moved 251.4578 164 356.6007 -0.4537037 -0.08075957
Moved 251.4733 164 359.0879 -0.4537037 -0.07436249
Moved 251.4912 164 361.9706 -0.4537037 -0.06694809
Moved 251.5046 164 364 -0.4537037 -0.06172839
Moved 251.5196 164 368.0107 -0.4537037 -0.05141293
Moved 251.5367 164 370.8851 -0.4537037 -0.0440198
Moved 251.5502 164 374.7605 -0.4537037 -0.03405222
Moved 251.5657 164 377.642 -0.4537037 -0.02664095
Moved 251.5816 172.7602 383.2807 -0.4334254 -0.01213819
Moved 251.597 174.1975 387.5927 -0.4300983 -0.001047786
Moved 251.6122 175.5 390 -0.4270833 0.005143954
Moved 251.6279 176.7474 392.4948 -0.4241958 0.01156065
Moved 251.6429 178.1847 395.3694 -0.4208688 0.0189541
Moved 251.6575 179.6152 398.2305 -0.4175573 0.02631297
Moved 251.6742 181.0567 400.0567 -0.4142206 0.03100992
Moved 251.6894 182.4982 402.9963 -0.4108839 0.03857079
Moved 251.7045 183.9369 404.9369 -0.4075535 0.04356196
Moved 251.7204 185.3781 407.7563 -0.4042172 0.05081338
Moved 251.7363 187.687 408.3435 -0.3988726 0.05232379
Moved 251.7512 189.8083 410.9041 -0.3939623 0.05890972
Moved 251.7664 192.8071 413.8071 -0.3870206 0.06637632
Moved 251.7816 200.8694 415.677 -0.3683578 0.07118563
Moved 251.7971 217.5431 416 -0.3297613 0.07201634
Moved 251.8131 245.9699 407.2892 -0.2639587 0.0496121
Moved 251.8324 271.9721 394.6013 -0.2037682 0.0169787
Moved 251.8447 288.7077 386.1462 -0.1650285 -0.004768136
Moved 251.8592 314.3941 368.5756 -0.1055692 -0.0499599
Moved 251.8747 331.1732 354.0244 -0.06672874 -0.087386
Moved 251.8896 345.9935 342.0065 -0.03242255 -0.118296
Moved 251.9053 357.5335 330.4665 -0.005709479 -0.1479772
Moved 251.9209 369.0651 319.9349 0.02098401 -0.1750647
Moved 251.936 378.7465 310.2535 0.04339466 -0.1999652
Moved 251.9511 386.3268 302.6733 0.06094157 -0.2194618
Moved 251.9664 395.9805 294.5162 0.08328815 -0.2404419
Moved 251.9824 405.4981 287.3585 0.1053196 -0.2588516
Moved 251.998 414.2172 280.1523 0.1255028 -0.277386
Moved 252.0129 420.0549 273.756 0.139016 -0.2938374
Moved 252.0282 424.7464 269.2535 0.149876 -0.3054179
Moved 252.0431 430.7639 264.9271 0.1638054 -0.3165457
Moved 252.059 433.6549 262.3451 0.1704974 -0.3231865
Moved 252.0746 437.6469 258.3531 0.1797382 -0.333454
Moved 252.0896 438.6428 257.3572 0.1820436 -0.3360156
Moved 252.105 440.0821 255.9178 0.1853753 -0.3397174
Moved 252.1199 441.5 254.5 0.1886574 -0.3433642
Stationary 252.1353 441.5 254.5 0.1886574 -0.3433642
Moved 252.1509 442 252.5962 0.1898148 -0.3482608
Moved 252.1656 443.5 253 0.193287 -0.3472223
Moved 252.1821 443 251.5 0.1921296 -0.3510802
Stationary 252.1973 443 251.5 0.1921296 -0.3510802
Moved 252.2122 443 250.7506 0.1921296 -0.3530077
Stationary 252.2271 443 250.7506 0.1921296 -0.3530077
Stationary 252.243 443 250.7506 0.1921296 -0.3530077
Moved 252.2582 443 250 0.1921296 -0.3549383
Stationary 252.2733 443 250 0.1921296 -0.3549383
Stationary 252.2943 443 250 0.1921296 -0.3549383
Stationary 252.305 443 250 0.1921296 -0.3549383
Stationary 252.3197 443 250 0.1921296 -0.3549383
Stationary 252.3347 443 250 0.1921296 -0.3549383
Stationary 252.3502 443 250 0.1921296 -0.3549383
Stationary 252.3661 443 250 0.1921296 -0.3549383
Moved 252.3819 434.7635 250 0.1730637 -0.3549383
Moved 252.3983 431.8751 250 0.1663776 -0.3549383
Moved 252.4128 422.6414 264.5189 0.1450033 -0.3175953
Moved 252.4285 407.0718 278.5711 0.1089625 -0.2814531
Moved 252.4444 386.9554 296.6357 0.06239672 -0.2349906
Moved 252.4588 364.2683 315.032 0.009880365 -0.1876751
Moved 252.4753 337.0169 338.2498 -0.05320152 -0.1279586
Moved 252.4902 309.7681 358.6445 -0.1162775 -0.07550283
Moved 252.5056 293.2582 372.2277 -0.1544949 -0.04056663
Moved 252.521 275.9397 386.3869 -0.194584 -0.004148954
Moved 252.5362 264.1149 395.6638 -0.2219563 0.01971147
Moved 252.5524 257.8266 401.1734 -0.2365124 0.03388216
Moved 252.5672 252.0249 405.9813 -0.2499424 0.04624826
Moved 252.5838 247.7065 408.8623 -0.2599386 0.05365815
Moved 252.5981 243.4139 411.8621 -0.2698752 0.06137357
Moved 252.6142 241.0986 413.9014 -0.2752347 0.06661866
Moved 252.6288 238.2443 416.7557 -0.2818418 0.07395999
Moved 252.6446 236.1847 418.8153 -0.2866094 0.0792574
Moved 252.6593 234.7361 421.5279 -0.2899628 0.08623425
Moved 252.6739 233.2981 422.7018 -0.2932914 0.08925359
Moved 252.6964 232 426.1481 -0.2962963 0.09811758
Stationary 252.7063 232 426.1481 -0.2962963 0.09811758
Moved 252.7201 232 429.3107 -0.2962963 0.1062518
Moved 252.7361 232 434.5012 -0.2962963 0.1196019
Moved 252.7517 238.2987 442.4357 -0.281716 0.1400094
Moved 252.767 251.0759 452.0665 -0.252139 0.1647799
Moved 252.7828 265.386 462.0703 -0.2190138 0.1905098
Moved 252.7984 292.313 476.1565 -0.156683 0.2267399
Moved 252.8128 317.8887 486.29 -0.09747987 0.2528035
Moved 252.8283 340.169 494.9546 -0.04590506 0.2750889
Moved 252.8461 365.9214 503.1204 0.01370688 0.2960915
Moved 252.8596 389.7242 509.181 0.06880601 0.3116795
Moved 252.875 405.041 513.924 0.1042615 0.3238786
Moved 252.8908 418.5818 517.3515 0.1356059 0.3326941
Moved 252.9061 428.9337 519.6167 0.1595687 0.3385202
Moved 252.9211 439.4071 523.1744 0.1838127 0.3476708
Moved 252.9365 449.5 526 0.2071759 0.3549381
Moved 252.9523 455.4758 527.6394 0.2210087 0.3591548
Moved 252.9675 462.3567 530.1783 0.2369367 0.365685
Moved 252.9833 468 531.5 0.25 0.3690843
Moved 252.9982 471.8702 532.9567 0.2589587 0.372831
Moved 253.0137 476.1824 534.3941 0.2689407 0.3765279
Moved 253.0293 477.8315 535.8315 0.2727581 0.3802249
Moved 253.045 479.2688 536 0.2760851 0.3806583
Moved 253.0649 480.2796 537.2796 0.278425 0.3839495
Stationary 253.0751 480.2796 537.2796 0.278425 0.3839495
Moved 253.09 481.375 538.375 0.2809607 0.3867669
Moved 253.1057 481 538 0.2800926 0.3858024
Moved 253.1209 481 539.1392 0.2800926 0.3887324
Stationary 253.136 481 539.1392 0.2800926 0.3887324
Stationary 253.1517 481 539 0.2800926 0.3883744
Moved 253.1676 481 540.0402 0.2800926 0.3910499
Stationary 253.1832 481 540 0.2800926 0.3909464
Stationary 253.1982 481 540 0.2800926 0.3909464
Moved 253.2129 471.3217 540 0.2576891 0.3909464
Moved 253.229 470.278 541 0.2552731 0.3935184
Moved 253.2455 466.093 541 0.2455855 0.3935184
Moved 253.2589 463.5238 541 0.2396384 0.3935184
Moved 253.2751 460.1958 541 0.2319348 0.3935184
Moved 253.2925 455.9417 541 0.2220871 0.3935184
Moved 253.3067 450.8222 541 0.2102365 0.3935184
Moved 253.3223 445.0391 541 0.1968497 0.3935184
Moved 253.3379 437.2222 541 0.1787551 0.3935184
Moved 253.3522 429.3757 541 0.1605919 0.3935184
Moved 253.3679 421.0344 541 0.1412834 0.3935184
Moved 253.384 412.7672 541 0.1221464 0.3935184
Moved 253.3995 400.007 541 0.09260873 0.3935184
Moved 253.4186 387.5 541 0.06365737 0.3935184
Moved 253.4309 371.2449 541 0.02602984 0.3935184
Moved 253.4451 351.142 541 -0.02050464 0.3935184
Moved 253.4603 331.9839 541 -0.06485213 0.3935184
Moved 253.4754 311.6482 541 -0.1119255 0.3935184
Moved 253.4939 298 530.5 -0.1435185 0.3665122
Moved 253.5073 287.7409 531.1058 -0.1672663 0.3680705
Moved 253.5224 280.4107 529.6821 -0.1842345 0.3644087
Moved 253.5378 277.4708 530 -0.1910398 0.3652262
Moved 253.5533 275.7918 530 -0.1949263 0.3652262
Moved 253.5672 275.3499 530 -0.1959494 0.3652262
Moved 253.5838 274.5 530 -0.1979167 0.3652262
Moved 253.5996 275 530 -0.1967592 0.3652262
Moved 253.6131 286.7124 530 -0.1696473 0.3652262
Moved 253.6307 306.0456 530 -0.1248945 0.3652262
Moved 253.6465 332 530 -0.06481484 0.3652262
Moved 253.6601 357.4518 530 -0.005898724 0.3652262
Moved 253.6753 383.3758 530 0.05411058 0.3652262
Moved 253.6913 402.354 530 0.09804159 0.3652262
Moved 253.7071 419.4427 530 0.1375988 0.3652262
Moved 253.7228 427.4021 530 0.1560234 0.3652262
Moved 253.7421 440.6982 530 0.1868015 0.3652262
Moved 253.754 454.5956 530 0.2189712 0.3652262
Moved 253.7672 462.1265 530 0.2364039 0.3652262
Moved 253.785 471.8991 530 0.2590257 0.3652262
Moved 253.8007 478.8326 533.9656 0.2750753 0.3754258
Moved 253.8148 486.012 537 0.2916945 0.3832304
Moved 253.8308 492.4028 538.0671 0.3064881 0.3859751
Moved 253.8466 499.5 541 0.3229167 0.3935184
Moved 253.8609 505.8625 541 0.3376446 0.3935184
Moved 253.8774 510.2011 542.4004 0.3476878 0.3971203
Moved 253.8921 513.6809 542 0.3557429 0.3960905
Moved 253.9079 516.5646 542 0.3624181 0.3960905
Moved 253.922 518.7255 542 0.36742 0.3960905
Moved 253.9388 520.72 542 0.3720371 0.3960905
Moved 253.9533 522.2486 542 0.3755754 0.3960905
Stationary 253.9686 522.2486 542 0.3755754 0.3960905
Moved 253.9846 524.1083 542 0.3798803 0.3960905
Moved 253.9982 525.5535 528.0187 0.3832256 0.3601303
Moved 254.0145 526 517.04 0.3842592 0.3318929
Moved 254.0308 526 498.6342 0.3842592 0.2845528
Moved 254.0492 520.0591 479.0984 0.3705071 0.2343066
Moved 254.0606 509.1021 453.2678 0.3451437 0.1678699
Moved 254.076 497.9968 425.9937 0.3194371 0.09772021
Moved 254.0928 486.2073 401.5488 0.2921466 0.03484781
Moved 254.1062 474.5474 376.7881 0.2651559 -0.02883715
Moved 254.1213 466.2675 359.0421 0.2459897 -0.07448032
Moved 254.138 457.5139 342.2755 0.2257267 -0.1176042
Moved 254.154 450 327 0.2083333 -0.1568931
Moved 254.1697 443.7544 312.5089 0.193876 -0.1941645
Moved 254.1842 439.2355 300.9614 0.1834156 -0.2238647
Moved 254.1997 433.9472 288.1574 0.1711741 -0.2567968
Moved 254.215 429.6117 278.2234 0.1611383 -0.2823472
Moved 254.2308 427 270 0.1550926 -0.303498
Moved 254.2464 424.9762 259.9047 0.1504077 -0.3294633
Moved 254.2615 423.5493 252.7465 0.1471049 -0.3478743
Moved 254.2775 422 249.4128 0.1435185 -0.3564485
Moved 254.2934 421.028 245.0841 0.1412687 -0.367582
Moved 254.3069 419.5893 242.1786 0.1379381 -0.3750551
Moved 254.3237 418.1424 239.2848 0.1345888 -0.382498
Moved 254.3475 412.7934 235.2645 0.122207 -0.3928382
Moved 254.3598 406.0947 235 0.1067007 -0.3935186
Stationary 254.3709 406.0947 235 0.1067007 -0.3935186
Moved 254.3837 398.4281 235 0.08895397 -0.3935186
Moved 254.3992 359.374 258.6733 -0.001449138 -0.3326304
Moved 254.4149 324.3436 284.5389 -0.08253797 -0.2661038
Moved 254.4311 281.1837 317.6531 -0.1824451 -0.1809334
Moved 254.4464 242.2498 348.3752 -0.2725699 -0.1019157
Moved 254.4626 211 371 -0.3449074 -0.04372435
Moved 254.4769 194.555 380.6584 -0.3829744 -0.01888259
Moved 254.4932 181.6165 388.2237 -0.4129248 0.0005752657
Moved 254.5073 166.6499 396.4167 -0.4475698 0.02164797
Moved 254.5241 157.3952 401.7629 -0.4689927 0.03539831
Moved 254.5388 148.7726 406.1136 -0.4889522 0.04658856
Moved 254.5541 143.7615 409.4289 -0.5005522 0.05511542
Moved 254.5697 140.4961 412.5039 -0.5081109 0.06302433
Moved 254.5845 138.3167 413.6833 -0.5131559 0.06605796
Moved 254.6005 137.1356 414.8644 -0.5158898 0.06909559
Moved 254.6203 135.7374 416.2626 -0.5191265 0.07269184
Stationary 254.6323 135.7374 416.2626 -0.5191265 0.07269184
Moved 254.6452 135 418.1462 -0.5208333 0.07753658
Moved 254.6625 135 419.5925 -0.5208333 0.08125638
Moved 254.6775 143.2793 422.0698 -0.5016683 0.08762807
Moved 254.694 166.643 426.433 -0.4475857 0.0988503
Moved 254.7083 187.5 429.5 -0.3993056 0.1067386
Moved 254.7235 249.9481 431 -0.2547497 0.1105966
Moved 254.7392 291.6038 431 -0.1583246 0.1105966
Moved 254.7551 318.7474 421.3557 -0.09549209 0.08579125
Moved 254.7695 352.4586 414.4461 -0.01745691 0.06801974
Moved 254.7853 393.0623 402.1531 0.07653315 0.03640194
Moved 254.801 428.8542 391.5842 0.1593847 0.009218459
Moved 254.8154 448 385.5 0.2037037 -0.006430119
Moved 254.8309 461.6902 382.8275 0.2353941 -0.01330387
Moved 254.8468 479.0002 380.8333 0.2754633 -0.01843284
Moved 254.8624 491.4569 379.3937 0.3042983 -0.0221356
Moved 254.882 502.3283 379 0.3294636 -0.02314815
Moved 254.8952 512.4014 379 0.3527811 -0.02314815
Moved 254.9077 521.5461 379 0.3739494 -0.02314815
Moved 254.9241 526.1056 379 0.3845037 -0.02314815
Ended 254.9397 535.8928 379 0.4071593 -0.02314815
Candidates 255.0284 12 transcriptional institutional recreational functional identical historical constitutional traditional practical fictional emotional educational
Began 256.9716 438 331 0.1805556 -0.146605
Stationary 256.9892 438 331 0.1805556 -0.146605
Stationary 257.0054 438 331 0.1805556 -0.146605
Stationary 257.0175 438 331 0.1805556 -0.146605
Ended 257.0335 438 331 0.1805556 -0.146605
NextCandidatePanel 257.0939
Began 258.4177 437 334 0.1782407 -0.1388889
Stationary 258.4355 437 334 0.1782407 -0.1388889
Stationary 258.4493 437 334 0.1782407 -0.1388889
Stationary 258.4704 437 334 0.1782407 -0.1388889
Stationary 258.4821 437 334 0.1782407 -0.1388889
Ended 258.4964 437 334 0.1782407 -0.1388889
NextCandidatePanel 258.5555
Began 259.2625 426 358 0.1527777 -0.07716057
Stationary 259.2908 426 358 0.1527777 -0.07716057
Stationary 259.3014 426 358 0.1527777 -0.07716057
Stationary 259.3142 426 358 0.1527777 -0.07716057
Stationary 259.3273 426 358 0.1527777 -0.07716057
Ended 259.3438 426 358 0.1527777 -0.07716057
NextCandidatePanel 259.4038
Began 259.6166 430 363 0.162037 -0.06430049
Stationary 259.6372 430 363 0.162037 -0.06430049
Stationary 259.6527 430 363 0.162037 -0.06430049
Stationary 259.6673 430 363 0.162037 -0.06430049
Ended 259.6822 430 363 0.162037 -0.06430049
NextCandidatePanel 259.7728
Began 260.5899 386 479 0.06018519 0.2340534
Stationary 260.6074 386 479 0.06018519 0.2340534
Moved 260.6217 386 459.5648 0.06018519 0.1840658
Moved 260.6408 386 426.0068 0.06018519 0.0977542
Moved 260.6536 391.731 397.4446 0.0734513 0.02429154
Moved 260.6676 395.5473 369.8003 0.08228549 -0.04680994
Moved 260.6833 398.4182 354.4909 0.08893103 -0.08618602
Moved 260.6997 399 340.7621 0.09027779 -0.1214968
Ended 260.7142 401.4209 329.8956 0.09588162 -0.1494457
Accept 260.7604 7 traditional
Began 262.3315 334 551 -0.06018519 0.4192385
Stationary 262.3488 334 551 -0.06018519 0.4192385
Stationary 262.3615 334 551 -0.06018519 0.4192385
Stationary 262.3824 334 551 -0.06018519 0.4192385
Moved 262.3943 316.4355 526.0734 -0.1008439 0.355127
Moved 262.4087 300.9236 503.5253 -0.1367508 0.297133
Moved 262.4245 285.7249 476.6323 -0.1719331 0.2279636
Moved 262.4402 276.0284 458.0568 -0.1943787 0.1801871
Moved 262.4562 268.5914 445.5853 -0.211594 0.1481101
Moved 262.4712 259.4402 429.5925 -0.2327772 0.1069765
Moved 262.4867 251.3149 416.9724 -0.2515858 0.07451748
Moved 262.5015 246 404.5 -0.2638889 0.04243823
Moved 262.5167 240.9724 397.9449 -0.2755267 0.02557829
Moved 262.5323 236.6812 392.2416 -0.2854601 0.01090945
Moved 262.5492 234.2326 388.2326 -0.2911281 0.0005982246
Moved 262.5624 232.0619 385.0929 -0.296153 -0.007477238
Moved 262.5783 230.5995 382.199 -0.2995382 -0.01492033
Moved 262.5935 230 381.1494 -0.3009259 -0.01761998
Moved 262.6134 228.727 381 -0.3038726 -0.01800419
Stationary 262.6257 228.727 381 -0.3038726 -0.01800419
Stationary 262.6395 229 381 -0.3032407 -0.01800419
Stationary 262.6546 229 381 -0.3032407 -0.01800419
Moved 262.6706 229 388.9305 -0.3032407 0.00239333
Moved 262.6882 241.7505 401.4323 -0.2737256 0.03454793
Moved 262.7023 257.091 421.3092 -0.2382153 0.08567174
Moved 262.7173 274.7142 438.6592 -0.1974208 0.1302963
Moved 262.7332 293.3211 455.3486 -0.1543492 0.1732217
Moved 262.7483 316.8202 472.2134 -0.09995327 0.2165983
Moved 262.7634 340.0413 486.7758 -0.0462008 0.2540528
Moved 262.7781 364 499.5 0.009259283 0.2867798
Moved 262.7963 396.8424 513.9681 0.08528332 0.323992
Moved 262.8092 413.7144 521.6884 0.124339 0.3438486
Moved 262.825 427.6983 527.7445 0.156709 0.3594251
Moved 262.8484 449.3642 538.0186 0.2068616 0.3858501
Stationary 262.8591 449.3642 538.0186 0.2068616 0.3858501
Moved 262.8706 457.6699 541.2233 0.2260878 0.3940929
Moved 262.8871 464.5 545.5 0.2418981 0.4050925
Moved 262.9025 466.3895 546.3895 0.246272 0.4073804
Moved 262.9172 468.1409 547 0.2503262 0.4089505
Moved 262.9341 471 548.5 0.2569444 0.4128085
Moved 262.9485 471.0235 549 0.2569987 0.4140946
Stationary 262.9641 471.0235 549 0.2569987 0.4140946
Moved 262.9799 472 550 0.2592593 0.4166666
Stationary 262.9954 472 550 0.2592593 0.4166666
Ended 263.0079 473 550 0.2615741 0.4166666
Candidates 263.0983 12 ratio radio tap edu trap tasty rap ray treasury wrap yay essay
Began 264.0694 425 420 0.150463 0.08230445
Stationary 264.0879 425 420 0.150463 0.08230445
Stationary 264.1014 425 420 0.150463 0.08230445
Stationary 264.1164 425 420 0.150463 0.08230445
Stationary 264.1323 425 420 0.150463 0.08230445
Ended 264.1479 425 420 0.150463 0.08230445
NextCandidatePanel 264.2083
Began 264.8539 432 386 0.1666667 -0.005144111
Stationary 264.8734 432 386 0.1666667 -0.005144111
Stationary 264.889 432 386 0.1666667 -0.005144111
Stationary 264.9036 432 386 0.1666667 -0.005144111
Ended 264.9178 432 386 0.1666667 -0.005144111
NextCandidatePanel 264.9783
Began 266.2203 442 368 0.1898148 -0.05144041
Stationary 266.2329 442 368 0.1898148 -0.05144041
Stationary 266.245 442 368 0.1898148 -0.05144041
Stationary 266.2588 442 368 0.1898148 -0.05144041
Ended 266.2749 442 368 0.1898148 -0.05144041
NextCandidatePanel 266.3342
Began 266.8562 450 371 0.2083333 -0.04372435
