experience is hard to come by
Moved 2705.499 380.1994 236.7996 0.04675776 -0.3888901
Moved 2705.514 398.5651 249.3912 0.08927117 -0.356504
Moved 2705.531 418.5722 265.1639 0.1355838 -0.3159365
Moved 2705.546 432.1179 278.1179 0.1669396 -0.2826187
Moved 2705.56 450.6725 293.9537 0.2098901 -0.2418887
Moved 2705.576 459.5 303.5 0.2303241 -0.2173355
Moved 2705.591 474.7264 318.4434 0.2655704 -0.1789007
Moved 2705.607 487.6712 331.6711 0.2955351 -0.1448788
Moved 2705.622 498.4608 340.9739 0.320511 -0.120952
Moved 2705.637 508.3072 349.1205 0.3433038 -0.09999883
Moved 2705.653 519.5567 358.3219 0.3693443 -0.07633264
Moved 2705.669 530.3209 369.3667 0.3942612 -0.04792523
Moved 2705.683 538.9346 377.9346 0.4142005 -0.02588829
Moved 2705.699 542.0311 384.2435 0.4213682 -0.009661898
Moved 2705.714 547.1652 391.2203 0.4332528 0.008282563
Moved 2705.729 551.4299 396.9065 0.4431247 0.02290761
Moved 2705.746 556.7172 401.7172 0.4553638 0.03528065
Moved 2705.761 561.104 406.104 0.4655186 0.04656375
Moved 2705.776 567.2271 410.4203 0.4796924 0.05766543
Moved 2705.792 571.7473 413.4982 0.4901558 0.06558178
Moved 2705.807 575.9971 415.4986 0.4999934 0.07072672
Moved 2705.821 582.094 419.3205 0.5141065 0.08055671
Moved 2705.837 585.4146 421.2073 0.521793 0.08540957
Moved 2705.853 588.653 423.653 0.5292893 0.09169991
Moved 2705.872 590.0979 425.0979 0.5326341 0.09541629
Moved 2705.885 590 426.5 0.5324074 0.09902258
Moved 2705.899 590 431.8881 0.5324074 0.1128809
Moved 2705.915 578.1069 437.4059 0.5048772 0.1270728
Moved 2705.93 550.2395 448.8327 0.4403692 0.1564626
Moved 2705.946 524.2072 455.9564 0.3801092 0.1747847
Moved 2705.961 491.2516 463.1192 0.3038231 0.1932077
Moved 2705.976 461.44 466.7432 0.2348149 0.2025286
Moved 2705.991 430.3208 469.6072 0.1627796 0.2098949
Moved 2706.007 406.732 470.7512 0.1081759 0.2128375
Moved 2706.022 386.9513 471.8916 0.06238719 0.2157704
Moved 2706.038 355.2385 473.294 -0.01102199 0.2193774
Moved 2706.053 340.3609 473 -0.04546096 0.2186213
Moved 2706.069 325.0888 473 -0.08081302 0.2186213
Moved 2706.084 311.8934 473 -0.1113578 0.2186213
Moved 2706.099 299.679 473 -0.139632 0.2186213
Moved 2706.117 291 473 -0.1597222 0.2186213
Moved 2706.132 286.5 473 -0.1701389 0.2186213
Moved 2706.146 281.998 473 -0.1805603 0.2186213
Moved 2706.163 280.5595 473 -0.18389 0.2186213
Moved 2706.177 280 473.8784 -0.1851852 0.2208805
Stationary 2706.192 280 474 -0.1851852 0.2211934
Moved 2706.208 280 475.7773 -0.1851852 0.2257647
Moved 2706.223 303.1108 477.2164 -0.131688 0.2294659
Moved 2706.238 321.5 477 -0.08912037 0.2289094
Moved 2706.254 363.1699 477 0.007337829 0.2289094
Moved 2706.269 404.362 477 0.1026898 0.2289094
Moved 2706.285 427.1893 464.4527 0.1555307 0.1966375
Moved 2706.3 447.0092 457.6118 0.2014102 0.1790427
Moved 2706.316 464.2075 451.4377 0.241221 0.1631629
Moved 2706.331 478.5815 447.1255 0.2744943 0.1520718
Moved 2706.346 493.0847 442.7746 0.3080663 0.140881
Moved 2706.364 502.5961 439.9211 0.3300836 0.133542
Moved 2706.378 514.4664 438.0762 0.357561 0.1287968
Moved 2706.393 523.128 436.6453 0.3776111 0.1251165
Moved 2706.408 529.1907 436.2023 0.391645 0.1239771
Moved 2706.423 534.9622 434.7595 0.405005 0.120266
Moved 2706.446 540.241 433.8795 0.4172245 0.1180028
Stationary 2706.456 540.241 433.8795 0.4172245 0.1180028
Moved 2706.47 542.4052 434 0.4222344 0.1183127
Moved 2706.484 543.5 432.5 0.4247685 0.1144546
Moved 2706.501 544.0657 431.9343 0.426078 0.1129997
Moved 2706.518 545.5 430.5 0.4293981 0.1093106
Moved 2706.532 545 429.994 0.4282407 0.1080092
Moved 2706.547 545 428.5453 0.4282407 0.1042831
Moved 2706.561 523.2586 427.1049 0.3779134 0.1005783
Moved 2706.578 510.021 426.0018 0.3472709 0.09774113
Moved 2706.593 484.2918 424.5718 0.2877126 0.09406313
Moved 2706.609 463.9471 424 0.2406183 0.09259254
Moved 2706.625 442.2651 424 0.1904285 0.09259254
Moved 2706.64 420.0453 424 0.1389937 0.09259254
Moved 2706.656 402.772 424 0.09900927 0.09259254
Moved 2706.67 385.4729 428.3908 0.05896499 0.1038857
Moved 2706.686 373.2211 434.1116 0.0306045 0.1185996
Moved 2706.701 356.2109 440.6881 -0.008771122 0.1355146
Moved 2706.718 345.3792 445.7328 -0.03384441 0.1484896
Moved 2706.731 334.8567 450.0615 -0.05820219 0.159623
Moved 2706.747 327.6832 452.9267 -0.07480736 0.1669925
Moved 2706.763 321.3968 456.8016 -0.08935928 0.1769587
Moved 2706.778 315.6419 459.679 -0.1026807 0.1843596
Moved 2706.793 312.5 460.5 -0.1099537 0.1864711
Moved 2706.809 309.2041 461.8979 -0.117583 0.1900667
Moved 2706.824 306.319 462 -0.1242616 0.1903292
Moved 2706.84 305.2239 463 -0.1267965 0.1929011
Moved 2706.855 303.7789 463 -0.1301414 0.1929011
Stationary 2706.87 303.7789 463 -0.1301414 0.1929011
Moved 2706.885 303 463 -0.1319445 0.1929011
Stationary 2706.901 303 463 -0.1319445 0.1929011
Moved 2706.917 303 441.5638 -0.1319445 0.1377669
Moved 2706.931 312.7031 418.7501 -0.1094836 0.07908974
Moved 2706.947 322.6087 385.1498 -0.08655399 -0.007330694
Moved 2706.964 336.4435 345.5027 -0.05452906 -0.1093038
Moved 2706.979 357.9727 292.2673 -0.004692773 -0.2462262
Moved 2706.994 370.3334 269.1664 0.02391994 -0.3056419
Moved 2707.009 382.1916 246.8909 0.05136937 -0.3629351
Moved 2707.025 390.524 232.5831 0.07065734 -0.3997348
Moved 2707.04 400.2532 212.7924 0.09317864 -0.450637
Moved 2707.056 406.1642 200.6716 0.1068615 -0.4818117
Moved 2707.072 409.4556 192.6332 0.1144806 -0.5024868
Moved 2707.086 414.6629 184.0056 0.1265346 -0.5246769
Moved 2707.1 419.9882 173.6213 0.1388614 -0.5513855
Moved 2707.118 424.0637 165.8726 0.1482956 -0.5713154
Moved 2707.132 426.2106 161.5789 0.1532652 -0.5823589
Moved 2707.147 427.5784 157.2649 0.1564314 -0.5934545
Moved 2707.164 429.0118 153.9763 0.1597496 -0.6019127
Moved 2707.179 429 153 0.1597223 -0.6044239
Stationary 2707.194 429 153 0.1597223 -0.6044239
Stationary 2707.209 429 153 0.1597223 -0.6044239
Stationary 2707.223 429 153 0.1597223 -0.6044239
Moved 2707.24 420.5624 153 0.1401908 -0.6044239
Moved 2707.263 405.2917 166.1389 0.1048418 -0.5706304
Stationary 2707.273 405.2917 166.1389 0.1048418 -0.5706304
Moved 2707.286 396.637 171.9087 0.08480777 -0.5557905
Moved 2707.303 387.9422 179.3815 0.06468097 -0.5365702
Moved 2707.319 380.3942 186.6058 0.04720886 -0.5179892
Moved 2707.333 371.6418 193.7986 0.02694855 -0.4994893
Moved 2707.348 364.5064 199.7446 0.01043151 -0.4841959
Moved 2707.364 355.24 209.8685 -0.01101847 -0.4581571
Moved 2707.379 347.6903 218.8613 -0.02849465 -0.4350275
Moved 2707.395 341.0228 227.9658 -0.04392862 -0.4116106
Moved 2707.41 335.1957 238.1576 -0.0574174 -0.3853972
Moved 2707.426 330.3643 247.2714 -0.06860117 -0.3619564
Moved 2707.441 324.7293 267.765 -0.08164505 -0.3092465
Moved 2707.457 323 278 -0.08564815 -0.2829219
Moved 2707.471 321.3021 306.5256 -0.08957843 -0.2095536
Moved 2707.487 319.7012 329.4822 -0.09328434 -0.1505088
Moved 2707.503 320 345.1733 -0.09259259 -0.1101511
Moved 2707.518 318.8314 361.8547 -0.09529769 -0.06724605
Moved 2707.533 319 378.1423 -0.09490739 -0.02535424
Moved 2707.548 319 389.3976 -0.09490739 0.003594724
Moved 2707.565 319 396.4861 -0.09490739 0.02182639
Moved 2707.58 319 404.1408 -0.09490739 0.04151434
Moved 2707.595 319 410.2566 -0.09490739 0.05724424
Moved 2707.612 319 414.5 -0.09490739 0.0681584
Moved 2707.627 319 418.8238 -0.09490739 0.07927921
Moved 2707.642 319 421.7096 -0.09490739 0.08670159
Ended 2707.656 319 423 -0.09490739 0.09002049
Candidates 2707.83 12 experience experienced experiences whoever existence resource achieve source expense expected respect expects
Began 2708.473 393 284 0.07638891 -0.2674897
Stationary 2708.49 393 284 0.07638891 -0.2674897
Stationary 2708.504 393 284 0.07638891 -0.2674897
Stationary 2708.518 393 284 0.07638891 -0.2674897
Stationary 2708.538 393 284 0.07638891 -0.2674897
Moved 2708.55 393 295.9424 0.07638891 -0.2367737
Moved 2708.569 393 315.4584 0.07638891 -0.1865782
Moved 2708.582 393 336.0015 0.07638891 -0.1337411
Moved 2708.597 400.6994 361.3981 0.0942117 -0.06842067
Moved 2708.612 403.5763 392.7975 0.1008711 0.01233913
Moved 2708.628 406.0239 413.1553 0.1065367 0.06469974
Moved 2708.643 407.4548 430.4578 0.1098492 0.1092022
Moved 2708.659 409.8016 443.2064 0.1152814 0.1419916
Moved 2708.675 411.3395 450.6975 0.1188414 0.1612589
Moved 2708.695 414.9228 463.5366 0.127136 0.1942814
Ended 2708.707 415 464 0.1273148 0.1954732
Accept 2708.731 0 experience
Began 2709.303 376 332 0.03703703 -0.144033
Stationary 2709.322 376 332 0.03703703 -0.144033
Stationary 2709.337 376 332 0.03703703 -0.144033
Stationary 2709.352 376 332 0.03703703 -0.144033
Stationary 2709.367 376 332 0.03703703 -0.144033
Moved 2709.383 381.5521 341.5178 0.04988899 -0.1195529
Moved 2709.398 389.1564 353.8502 0.06749163 -0.08783387
Moved 2709.415 406 371.5 0.1064815 -0.04243827
Moved 2709.43 419.9973 387.7471 0.1388827 -0.0006504608
Moved 2709.445 437.2973 406.4888 0.178929 0.0475533
Moved 2709.46 454.1874 422.8061 0.2180264 0.08952176
Moved 2709.476 468.5744 439.6893 0.2513296 0.1329455
Moved 2709.491 478.5 451 0.2743055 0.162037
Moved 2709.506 489.5985 461.5985 0.2999965 0.1892965
Moved 2709.522 500.9667 471.5959 0.3263118 0.2150099
Moved 2709.538 506.5456 475.5455 0.3392258 0.2251685
Moved 2709.552 512.7969 479.8984 0.3536966 0.2363642
Moved 2709.569 517.1638 484.1638 0.3638051 0.2473349
Moved 2709.584 519.6487 485.8243 0.3695571 0.2516058
Moved 2709.599 521.2662 488.5324 0.3733013 0.258571
Moved 2709.616 522.7042 489 0.3766302 0.2597736
Moved 2709.63 523 490.1397 0.3773148 0.2627049
Stationary 2709.645 523 490 0.3773148 0.2623456
Moved 2709.661 523 491.5 0.3773148 0.2662036
Moved 2709.676 515.5806 492.0599 0.3601403 0.2676438
Moved 2709.691 499.4582 492 0.3228199 0.2674896
Moved 2709.707 473.9368 481.9667 0.2637425 0.2416839
Moved 2709.723 429.2962 464.6953 0.1604079 0.1972616
Moved 2709.738 381.9086 442.3961 0.05071441 0.1399077
Moved 2709.753 357.7253 430.3627 -0.005265475 0.1089574
Moved 2709.768 322.0584 409.035 -0.08782785 0.05410241
Moved 2709.784 306.2224 399.3677 -0.1244851 0.02923777
Moved 2709.8 288.7799 389.1216 -0.1648613 0.002884649
Moved 2709.824 267.9394 375.2424 -0.2131032 -0.03281276
Moved 2709.837 260.0487 370.2292 -0.2313688 -0.0457069
Stationary 2709.848 260.0487 370.2292 -0.2313688 -0.0457069
Moved 2709.86 254.893 366.6698 -0.2433032 -0.0548617
Moved 2709.877 250.4088 363.6059 -0.2536833 -0.06274211
Moved 2709.893 245.7263 361.3631 -0.2645225 -0.06851055
Moved 2709.907 242.8509 358.8509 -0.2711785 -0.07497206
Moved 2709.924 241.5 357.5 -0.2743055 -0.07844657
Moved 2709.939 240 357 -0.2777777 -0.07973259
Moved 2709.953 238.6142 355.6143 -0.2809855 -0.08329681
Ended 2709.969 238.6142 355.6143 -0.2809855 -0.08329681
Candidates 2710.151 12 its is his ita hits hours gotta goes irs puts ours ford
Began 2710.738 381 311 0.04861106 -0.1980453
Stationary 2710.757 381 311 0.04861106 -0.1980453
Stationary 2710.771 381 311 0.04861106 -0.1980453
Moved 2710.784 365.8834 311 0.01361887 -0.1980453
Moved 2710.801 352.6188 311 -0.01708617 -0.1980453
Moved 2710.819 336.8142 320.9302 -0.0536708 -0.1725047
Moved 2710.832 318.4881 323.8016 -0.09609237 -0.1651195
Moved 2710.848 300.9709 324 -0.1366413 -0.164609
Moved 2710.866 285.8258 325.3696 -0.1716995 -0.1610866
Moved 2710.88 270.7858 327.8254 -0.2065144 -0.1547701
Moved 2710.895 255.097 328 -0.242831 -0.1543211
Moved 2710.91 244.4525 328 -0.267471 -0.1543211
Moved 2710.926 233.0931 329.2383 -0.2937659 -0.151136
Moved 2710.941 226.5923 329 -0.3088141 -0.151749
Moved 2710.955 220.4951 329 -0.3229281 -0.151749
Ended 2710.971 220.4951 329 -0.3229281 -0.151749
Accept 2711.013 1 is
Began 2711.892 369 321 0.02083332 -0.1723252
Stationary 2711.913 369 321 0.02083332 -0.1723252
Stationary 2711.936 369 321 0.02083332 -0.1723252
Stationary 2711.947 369 321 0.02083332 -0.1723252
Stationary 2711.958 369 321 0.02083332 -0.1723252
Stationary 2711.973 369 321 0.02083332 -0.1723252
Stationary 2711.987 369 321 0.02083332 -0.1723252
Stationary 2712.003 369 321 0.02083332 -0.1723252
Moved 2712.019 380.9315 321 0.04845241 -0.1723252
Moved 2712.034 395.5174 321 0.08221617 -0.1723252
Moved 2712.05 408.4659 321 0.1121897 -0.1723252
Moved 2712.066 416.0082 321 0.1296485 -0.1723252
Moved 2712.081 423.1873 321 0.146267 -0.1723252
Moved 2712.097 426.9525 321 0.1549827 -0.1723252
Moved 2712.112 430.0721 321 0.162204 -0.1723252
Moved 2712.127 433.0521 321 0.169102 -0.1723252
Moved 2712.143 434.4649 321 0.1723725 -0.1723252
Moved 2712.158 435.9011 321 0.175697 -0.1723252
Moved 2712.174 436.5 321 0.1770833 -0.1723252
Moved 2712.189 436 321 0.1759259 -0.1723252
Moved 2712.206 427.5647 329.4352 0.1563998 -0.1506296
Moved 2712.22 418.5 332.5 0.1354167 -0.142747
Moved 2712.236 400.0753 336.1849 0.09276697 -0.1332693
Moved 2712.25 382.0164 338.1653 0.05096396 -0.1281758
Moved 2712.268 358.7254 342.2125 -0.002950529 -0.1177665
Moved 2712.281 341.4473 344.0461 -0.04294609 -0.1130502
Moved 2712.296 319.7265 346.9698 -0.09322569 -0.1055304
Moved 2712.313 301.1466 350.8471 -0.1362347 -0.09555793
Moved 2712.327 287.7041 353.7324 -0.1673517 -0.08813684
Moved 2712.342 272.9599 356.0067 -0.2014817 -0.08228733
Moved 2712.358 258.5341 357.9407 -0.2348747 -0.07731315
Moved 2712.381 235.3091 361.813 -0.2886362 -0.0673535
Stationary 2712.392 235.3091 361.813 -0.2886362 -0.0673535
Moved 2712.404 227.7261 363.2548 -0.3061896 -0.06364516
Moved 2712.419 220.5459 364.6908 -0.3228104 -0.05995173
Moved 2712.435 214.4723 367.2639 -0.3368697 -0.0533337
Moved 2712.45 210.289 368.1777 -0.3465532 -0.05098327
Moved 2712.466 206.6486 369.6757 -0.35498 -0.0471305
Moved 2712.481 203.771 371.1145 -0.3616411 -0.04342986
Moved 2712.498 203 372.1096 -0.3634259 -0.04087055
Moved 2712.513 202.0052 373 -0.3657286 -0.03858032
Moved 2712.53 202 375.8589 -0.3657407 -0.03122699
Moved 2712.543 202 382.3614 -0.3657407 -0.01450276
Moved 2712.559 215.4495 389.7247 -0.3346077 0.004435998
Moved 2712.574 243.6234 409.3364 -0.2693902 0.05487744
Moved 2712.59 262.5196 421.4055 -0.2256492 0.0859193
Moved 2712.604 280.1519 434.3639 -0.1848336 0.1192487
Moved 2712.62 294.5812 446.8836 -0.1514323 0.1514496
Moved 2712.636 307.353 457.0524 -0.1218681 0.1776038
Moved 2712.651 316.4559 463.8799 -0.1007965 0.1951644
Moved 2712.667 322.8382 469.0706 -0.0860227 0.2085147
Moved 2712.682 328.5132 473.3848 -0.07288619 0.2196111
Moved 2712.698 333.1438 475.5719 -0.06216704 0.2252363
Moved 2712.713 336.018 477.009 -0.05551383 0.2289326
Moved 2712.729 338.8955 478.4478 -0.04885301 0.2326331
Moved 2712.744 339.8875 478 -0.04655669 0.2314814
Moved 2712.759 341.3405 478 -0.04319325 0.2314814
Moved 2712.775 342.5 478 -0.04050925 0.2314814
Moved 2712.79 344.6981 470.3585 -0.035421 0.2118272
Moved 2712.811 345 457.2382 -0.03472224 0.1780818
Moved 2712.822 345 431.9004 -0.03472224 0.1129125
Moved 2712.836 345 408.2947 -0.03472224 0.0521984
Moved 2712.852 333.1779 386.8898 -0.06208807 -0.002855607
Moved 2712.868 328.8618 368.447 -0.07207925 -0.05029082
Moved 2712.883 326.0218 354.109 -0.07865324 -0.08716826
Moved 2712.898 324.7497 347.624 -0.08159791 -0.1038479
Moved 2712.914 321.868 338.6041 -0.08826841 -0.1270471
Moved 2712.929 319 328.5 -0.09490739 -0.1530351
Moved 2712.944 318.0565 324.2261 -0.0970914 -0.1640276
Moved 2712.96 316.6217 321.2433 -0.1004128 -0.1716992
Moved 2712.976 315.1795 316.5386 -0.1037511 -0.1838
Ended 2712.99 313.7367 313.4733 -0.1070911 -0.1916839
Candidates 2713.14 12 hard hats hearts hated sets hatred lawyers heard arts seth hates jets
Began 2713.573 382 249 0.05092591 -0.3575103
Stationary 2713.591 382 249 0.05092591 -0.3575103
Stationary 2713.606 382 249 0.05092591 -0.3575103
Stationary 2713.62 382 249 0.05092591 -0.3575103
Stationary 2713.637 382 249 0.05092591 -0.3575103
Moved 2713.652 382 272.8019 0.05092591 -0.2962914
Moved 2713.669 392.3773 298.9077 0.07494748 -0.229147
Moved 2713.683 394 336.5 0.07870366 -0.1324588
Moved 2713.7 398.6685 362.3469 0.08951049 -0.06598021
Moved 2713.715 403.3264 393.0672 0.1002927 0.01303288
Moved 2713.73 408.6169 418.0843 0.112539 0.07737724
Moved 2713.746 411.9724 433.8755 0.1203064 0.1179925
Moved 2713.766 416.275 445.3999 0.1302661 0.1476334
Moved 2713.778 418.7283 454.185 0.1359452 0.1702288
Ended 2713.792 422.9184 465.4492 0.1456445 0.1992004
Accept 2713.833 0 hard
Began 2714.25 398 308 0.08796295 -0.2057614
Stationary 2714.271 398 308 0.08796295 -0.2057614
Stationary 2714.285 398 308 0.08796295 -0.2057614
Stationary 2714.299 398 308 0.08796295 -0.2057614
Moved 2714.317 398 326.0479 0.08796295 -0.159342
Moved 2714.331 398 340.3009 0.08796295 -0.1226829
Moved 2714.347 398 361.7281 0.08796295 -0.06757179
Moved 2714.363 398 379.3879 0.08796295 -0.02215052
Moved 2714.377 398 398.9119 0.08796295 0.02806565
Moved 2714.393 398 424.1381 0.08796295 0.0929476
Moved 2714.409 406.2106 440.9025 0.1069691 0.136066
Moved 2714.424 405.6044 452.0443 0.1055658 0.1647228
Moved 2714.439 406 465.3644 0.1064815 0.1989826
Moved 2714.455 406 476.8326 0.1064815 0.2284788
Moved 2714.471 406 487.9242 0.1064815 0.2570066
Moved 2714.487 406 496.293 0.1064815 0.2785314
Moved 2714.502 406 501.9507 0.1064815 0.293083
Moved 2714.516 406 506.7781 0.1064815 0.3054992
Moved 2714.532 406 511.0955 0.1064815 0.3166036
Moved 2714.553 400.3151 512.6243 0.093322 0.3205356
Moved 2714.563 399 514.2399 0.09027779 0.3246911
Stationary 2714.578 399 514.2399 0.09027779 0.3246911
Moved 2714.593 399 515 0.09027779 0.326646
Moved 2714.61 409.9763 515 0.1156859 0.326646
Moved 2714.626 427.7107 500.3096 0.1567378 0.2888622
Moved 2714.64 447.6075 490.1963 0.2027951 0.2628505
Moved 2714.656 467.5886 480.7477 0.2490477 0.2385487
Moved 2714.67 486.7484 471.1354 0.2933992 0.2138257
Moved 2714.686 502.6123 462.4842 0.330121 0.1915745
Moved 2714.703 510.2287 458.2063 0.3477516 0.1805717
Moved 2714.718 521.5104 451.3497 0.3738667 0.1629364
Moved 2714.732 530.2556 446.8722 0.3941101 0.1514201
Moved 2714.748 536.2364 443.3818 0.4079546 0.1424427
Moved 2714.763 542.022 440.489 0.4213473 0.1350025
Moved 2714.778 547.0613 438.3129 0.4330123 0.1294055
Moved 2714.794 551.3776 436.8741 0.4430035 0.1257051
Ended 2714.811 553.362 435.819 0.4475972 0.1229912
Candidates 2714.883 12 to too top tip yo you trip tp ttp yup tripp trio
Began 2715.406 408 292 0.1111111 -0.2469136
Stationary 2715.426 408 292 0.1111111 -0.2469136
Moved 2715.44 408 303.3649 0.1111111 -0.217683
Moved 2715.457 408 323.6783 0.1111111 -0.1654365
Moved 2715.479 415.9492 381.9833 0.1295121 -0.01547519
Stationary 2715.49 415.9492 381.9833 0.1295121 -0.01547519
Moved 2715.502 416.5634 402.4507 0.1309337 0.03716751
Moved 2715.519 417.7383 420.8133 0.1336536 0.08439625
Moved 2715.534 420.185 438.1099 0.139317 0.1288833
Moved 2715.55 423 452 0.1458333 0.164609
Moved 2715.564 424.9326 459.8315 0.1503069 0.1847516
Ended 2715.58 427.8103 471.2411 0.1569682 0.2140973
Accept 2715.622 0 to
Began 2716.198 403 353 0.09953707 -0.09002065
Stationary 2716.212 403 353 0.09953707 -0.09002065
Stationary 2716.226 403 353 0.09953707 -0.09002065
Stationary 2716.242 403 353 0.09953707 -0.09002065
Stationary 2716.257 403 353 0.09953707 -0.09002065
Moved 2716.273 389.6714 342.1784 0.06868372 -0.1178539
Moved 2716.289 381.4642 334.4642 0.04968564 -0.1376949
Moved 2716.305 373.3495 325.4077 0.03090153 -0.1609885
Moved 2716.32 364.5271 314.4089 0.01047929 -0.1892776
Moved 2716.336 353.3994 300.8851 -0.01527915 -0.224061
Moved 2716.35 343.3378 288.4343 -0.03856996 -0.2560848
Moved 2716.366 334.6899 278.3049 -0.05858809 -0.2821375
Moved 2716.387 319.6461 256.3754 -0.0934117 -0.3385408
Stationary 2716.397 319.6461 256.3754 -0.0934117 -0.3385408
Moved 2716.411 314.7258 246.4517 -0.1048014 -0.3640647
Moved 2716.429 312.2138 241.4277 -0.1106161 -0.3769863
Moved 2716.444 309.414 237.121 -0.1170972 -0.3880634
Moved 2716.459 309 234.5365 -0.1180555 -0.3947107
Moved 2716.474 307.8257 232.8257 -0.1207738 -0.3991109
Stationary 2716.489 307.8257 232.8257 -0.1207738 -0.3991109
Stationary 2716.504 308 233 -0.1203704 -0.3986626
Stationary 2716.521 308 233 -0.1203704 -0.3986626
Moved 2716.536 326.7259 259.4107 -0.07702346 -0.3307338
Moved 2716.551 347.8466 287.7924 -0.0281329 -0.2577356
Moved 2716.567 373.467 320.5412 0.03117372 -0.1735052
Moved 2716.582 399.2612 347.1171 0.09088247 -0.1051515
Moved 2716.598 425.1563 377.0157 0.1508249 -0.02825168
Moved 2716.614 443.5498 395.8152 0.1934024 0.02010082
Moved 2716.628 463.1111 416.2619 0.2386832 0.07269
Moved 2716.644 476 427.5 0.2685185 0.1015946
Moved 2716.659 488.6651 439.957 0.2978359 0.1336341
Moved 2716.674 501.3928 450.0833 0.3272981 0.159679
Moved 2716.689 508.5186 456.9322 0.3437932 0.1772946
Moved 2716.709 514.0584 462.0584 0.3566167 0.1904794
Moved 2716.723 518.0395 464.5197 0.3658322 0.1968099
Moved 2716.736 519.9572 465 0.3702713 0.1980452
Moved 2716.751 521.3975 465 0.3736052 0.1980452
Moved 2716.77 522.3666 465 0.3758485 0.1980452
Moved 2716.784 510.8767 423.8995 0.3492516 0.09233392
Moved 2716.798 493.636 385.181 0.3093425 -0.007250632
Moved 2716.813 473.2664 326.1771 0.2621909 -0.1590097
Moved 2716.829 460.9942 272.7231 0.2337828 -0.2964941
Moved 2716.844 458.312 227.0465 0.2275739 -0.4139751
Moved 2716.859 458 192.1989 0.2268519 -0.5036038
Moved 2716.875 458 175.7117 0.2268519 -0.5460092
Moved 2716.891 458 151.5656 0.2268519 -0.6081133
Moved 2716.906 458 139.993 0.2268519 -0.6378779
Moved 2716.922 458 132.6637 0.2268519 -0.6567292
Moved 2716.937 458 126.9032 0.2268519 -0.6715453
Moved 2716.951 458 125.5355 0.2268519 -0.675063
Moved 2716.97 452.5929 133.2095 0.2143354 -0.6553255
Moved 2716.983 440.953 145.047 0.1873912 -0.6248791
Moved 2716.997 412.7242 188.1119 0.1220469 -0.5141154
Moved 2717.021 385.4959 245.3212 0.05901833 -0.3669724
Stationary 2717.033 385.4959 245.3212 0.05901833 -0.3669724
Moved 2717.044 374.0943 274.1132 0.03262579 -0.2929187
Moved 2717.059 363.6533 299.2706 0.008456607 -0.2282135
Moved 2717.075 350.2159 329.8535 -0.02264837 -0.1495537
