a good response to the question
Moved 2117.008 430.5077 387.5584 0.1632122 -0.001135853
Moved 2117.024 449.3419 406.3419 0.2068098 0.04717552
Moved 2117.04 467.0973 422.2361 0.2479103 0.08805584
Moved 2117.054 485.8308 439.4592 0.2912751 0.1323539
Moved 2117.07 496 445.5 0.3148148 0.1478908
Moved 2117.086 507.422 455.5871 0.3412546 0.173835
Moved 2117.101 514.791 461.4328 0.3583124 0.1888703
Moved 2117.117 518.5931 464.5931 0.3671136 0.1969986
Moved 2117.132 521.4684 467.4684 0.3737694 0.2043939
Moved 2117.148 523.6742 468.6742 0.3788754 0.2074953
Moved 2117.163 525.1144 469 0.3822093 0.2083333
Stationary 2117.178 525 469 0.3819444 0.2083333
Moved 2117.193 526 470 0.3842592 0.2109053
Stationary 2117.209 526 470 0.3842592 0.2109053
Stationary 2117.223 526 470 0.3842592 0.2109053
Stationary 2117.24 526 470 0.3842592 0.2109053
Stationary 2117.255 526 470 0.3842592 0.2109053
Moved 2117.27 518.4088 470 0.3666871 0.2109053
Moved 2117.285 511.863 458.4417 0.3515347 0.181177
Moved 2117.302 505.0708 455.7139 0.3358121 0.1741611
Moved 2117.317 490.3942 445.976 0.3018384 0.149115
Moved 2117.332 473.4622 435.9363 0.2626439 0.1232928
Moved 2117.349 449.8167 422.0356 0.2079089 0.08754004
Moved 2117.362 426.1523 409.4924 0.1531304 0.05527873
Moved 2117.379 404.7138 397.0474 0.1035043 0.02326989
Moved 2117.394 386.299 386.5911 0.0608773 -0.003623844
Moved 2117.409 374.6884 381.4038 0.03400087 -0.01696551
Moved 2117.424 353.6854 370.3427 -0.01461715 -0.04541483
Moved 2117.441 338.5808 361.7485 -0.04958148 -0.06751943
Moved 2117.456 327.0648 356.0324 -0.07623891 -0.08222124
Moved 2117.471 317.4835 350.2418 -0.09841784 -0.09711481
Moved 2117.486 307.4786 344.5592 -0.1215774 -0.1117304
Moved 2117.501 300.6954 339.4172 -0.1372792 -0.1249557
Moved 2117.518 296.1986 334.2482 -0.1476885 -0.1382504
Moved 2117.532 289.1453 328.5162 -0.1640155 -0.1529933
Moved 2117.548 284.5314 323.5314 -0.1746958 -0.1658143
Moved 2117.563 278.9496 316.687 -0.1876165 -0.1834182
Moved 2117.579 275.5934 311.89 -0.1953858 -0.1957561
Moved 2117.594 272.7076 307.5614 -0.2020658 -0.2068894
Moved 2117.609 269.8366 302.6733 -0.2087115 -0.2194618
Moved 2117.625 267.4594 299.4594 -0.2142143 -0.2277279
Moved 2117.641 265.8624 296.7248 -0.2179111 -0.2347614
Moved 2117.656 263.4183 293.8366 -0.2235687 -0.2421899
Moved 2117.67 261.9766 290.9532 -0.226906 -0.2496058
Moved 2117.688 260.538 288.076 -0.2302361 -0.2570063
Moved 2117.708 258 283.6528 -0.2361111 -0.2683827
Stationary 2117.72 258 283.6528 -0.2361111 -0.2683827
Moved 2117.732 256.5 282.5 -0.2395834 -0.2713478
Moved 2117.748 255.5 281.5 -0.2418981 -0.2739198
Ended 2117.763 256 282 -0.2407407 -0.2726338
Candidates 2118.023 12 is his its good of ups or ford puts upper opioid god
Began 2118.794 357 363 -0.006944438 -0.06430049
Stationary 2118.812 357 363 -0.006944438 -0.06430049
Stationary 2118.826 357 363 -0.006944438 -0.06430049
Stationary 2118.843 357 363 -0.006944438 -0.06430049
Moved 2118.856 357 340.4329 -0.006944438 -0.1223435
Moved 2118.872 348.6272 310.4893 -0.02632598 -0.1993589
Moved 2118.889 345.0783 291.6725 -0.03454104 -0.247756
Moved 2118.903 339.7191 266.6658 -0.0469465 -0.3120735
Moved 2118.918 337.6711 254.0262 -0.05168736 -0.3445827
Moved 2118.934 335.3413 241.072 -0.05708024 -0.3779012
Moved 2118.95 335 227.0042 -0.05787035 -0.4140839
Moved 2118.966 333.462 219.772 -0.06143053 -0.4326853
Moved 2118.979 333 213.0928 -0.06249999 -0.4498643
Moved 2118.996 331.5845 208.7535 -0.06577661 -0.4610249
Moved 2119.011 332 206.28 -0.06481484 -0.4673868
Stationary 2119.026 332 206 -0.06481484 -0.4681071
Ended 2119.044 332 204.5878 -0.06481484 -0.4717393
Accept 2119.085 3 good
Began 2119.594 393 355 0.07638891 -0.08487654
Stationary 2119.612 393 355 0.07638891 -0.08487654
Stationary 2119.626 393 355 0.07638891 -0.08487654
Stationary 2119.642 393 355 0.07638891 -0.08487654
Stationary 2119.657 393 355 0.07638891 -0.08487654
Stationary 2119.673 393 355 0.07638891 -0.08487654
Stationary 2119.688 393 355 0.07638891 -0.08487654
Stationary 2119.702 393 355 0.07638891 -0.08487654
Stationary 2119.719 393 355 0.07638891 -0.08487654
Moved 2119.734 373.1024 355 0.03032972 -0.08487654
Moved 2119.75 365.9561 370.4536 0.01378735 -0.04512967
Moved 2119.764 354.5277 381.4724 -0.01266743 -0.0167893
Moved 2119.781 343.0545 391.2023 -0.03922576 0.008236332
Moved 2119.798 331.5406 400.0945 -0.06587828 0.03110728
Moved 2119.813 324 406.5 -0.08333336 0.04758226
Moved 2119.828 317.3127 411.6873 -0.09881333 0.06092409
Moved 2119.843 308.9311 418.8907 -0.1182151 0.07945146
Moved 2119.858 304.1414 424.4782 -0.1293024 0.09382251
Moved 2119.874 299.8171 429.1829 -0.1393122 0.1059229
Moved 2119.891 294 436.5 -0.1527778 0.1247428
Moved 2119.905 291.2078 439.7922 -0.1592412 0.1332102
Moved 2119.928 286.2995 445.7006 -0.1706031 0.1484067
Stationary 2119.938 286.2995 445.7006 -0.1706031 0.1484067
Moved 2119.951 283.1843 451.7236 -0.1778142 0.1638982
Moved 2119.966 281.6543 454.6913 -0.1813557 0.1715312
Moved 2119.982 279.2119 457.5762 -0.1870095 0.1789511
Moved 2119.997 277.774 460.452 -0.190338 0.1863478
Moved 2120.012 276.3367 464.3267 -0.1936651 0.1963133
Moved 2120.028 274.8964 467.2072 -0.196999 0.203722
Moved 2120.043 273.8166 469.3669 -0.1994987 0.2092769
Moved 2120.058 273.3172 470.6828 -0.2006546 0.2126614
Moved 2120.074 271.8776 472.1224 -0.2039871 0.2163642
Moved 2120.09 271.4377 473 -0.2050052 0.2186213
Moved 2120.104 270.0005 473.9995 -0.2083322 0.2211921
Moved 2120.121 268.559 474 -0.2116689 0.2211934
Moved 2120.135 266.2358 474 -0.2170467 0.2211934
Moved 2120.15 265.0099 474 -0.2198845 0.2211934
Moved 2120.166 262.1519 474 -0.2265002 0.2211934
Moved 2120.181 257.3849 474 -0.237535 0.2211934
Moved 2120.197 253.0698 474 -0.2475237 0.2211934
Moved 2120.212 248.0218 464.7663 -0.2592089 0.1974441
Moved 2120.227 242.2722 459.2722 -0.272518 0.1833133
Moved 2120.243 237.5047 455.1285 -0.2835538 0.1726557
Moved 2120.258 233.6649 451.6649 -0.2924424 0.1637471
Moved 2120.274 231.8683 447.605 -0.2966011 0.1533051
Moved 2120.29 229.4278 445.8556 -0.3022504 0.1488055
Moved 2120.304 227.9904 443.9904 -0.3055777 0.1440081
Stationary 2120.32 227.9904 443.9904 -0.3055777 0.1440081
Moved 2120.334 228 443 -0.3055556 0.1414608
Stationary 2120.35 228 443 -0.3055556 0.1414608
Stationary 2120.366 228 443 -0.3055556 0.1414608
Moved 2120.381 228 440.2238 -0.3055556 0.1343203
Moved 2120.398 228 438.6704 -0.3055556 0.1303251
Moved 2120.413 228 433.6766 -0.3055556 0.1174808
Moved 2120.428 228 428.153 -0.3055556 0.103274
Moved 2120.444 232.5381 417.4619 -0.2950507 0.07577652
Moved 2120.459 235 401.9967 -0.2893518 0.03599967
Moved 2120.475 235 389.5 -0.2893518 0.003857946
Moved 2120.49 230.101 368.2019 -0.3006922 -0.05092102
Moved 2120.511 217.0078 326.5294 -0.3310004 -0.1581033
Stationary 2120.523 217.0078 326.5294 -0.3310004 -0.1581033
Moved 2120.536 214.1324 314.4633 -0.3376566 -0.1891377
Moved 2120.551 211.2574 304.4009 -0.3443115 -0.2150182
Moved 2120.567 210.189 298.756 -0.3467847 -0.2295371
Moved 2120.582 210 292.8167 -0.3472222 -0.2448131
Moved 2120.598 210 291.5647 -0.3472222 -0.2480333
Moved 2120.612 210 290.1233 -0.3472222 -0.2517406
Moved 2120.628 210 288.6857 -0.3472222 -0.2554381
Stationary 2120.645 210 289 -0.3472222 -0.2546296
Stationary 2120.659 210 289 -0.3472222 -0.2546296
Moved 2120.675 219.5353 293.4367 -0.3251498 -0.2432184
Moved 2120.691 227.4516 302.4516 -0.306825 -0.2200319
Moved 2120.705 234.9401 307.6715 -0.2894906 -0.2066063
Moved 2120.721 255.285 323.028 -0.2423958 -0.167109
Moved 2120.737 273.9505 334.5432 -0.1991887 -0.137492
Moved 2120.751 296.9486 348.9678 -0.1459524 -0.1003914
Moved 2120.767 320.0806 362.4828 -0.09240597 -0.06563061
Moved 2120.782 345.7674 375.3837 -0.03294592 -0.03244942
Moved 2120.797 366.4647 383.9859 0.01496464 -0.01032441
Moved 2120.813 381.9887 390.5666 0.05089978 0.006601232
Moved 2120.829 407.1628 400.3967 0.1091733 0.03188435
Moved 2120.844 424.1898 406.1353 0.1485874 0.04664429
Moved 2120.859 441.5373 411.8458 0.1887438 0.06133166
Moved 2120.876 456.524 416.6096 0.2234353 0.07358433
Moved 2120.89 468.826 420.2065 0.2519121 0.08283556
Moved 2120.906 478.5 423 0.2743055 0.09002049
Moved 2120.921 488.4203 425.4734 0.2972692 0.09638225
Moved 2120.937 496.5359 427.0894 0.3160554 0.1005384
Moved 2120.953 503.5 428.5 0.3321759 0.1041665
Moved 2120.968 508.8667 428 0.3445988 0.1028806
Moved 2120.983 511.8083 428 0.3514082 0.1028806
Moved 2120.999 515.6934 428 0.3604013 0.1028806
Moved 2121.018 517.2845 428 0.3640845 0.1028806
Moved 2121.029 518.5 428 0.3668982 0.1028806
Moved 2121.044 520 428 0.3703704 0.1028806
Moved 2121.06 521.2589 428 0.3732845 0.1028806
Stationary 2121.075 521 428 0.3726852 0.1028806
Stationary 2121.09 521 428 0.3726852 0.1028806
Stationary 2121.106 521 428 0.3726852 0.1028806
Moved 2121.121 511.9057 428 0.3516335 0.1028806
Moved 2121.138 504.709 428 0.3349745 0.1028806
Moved 2121.152 494.6321 428 0.3116483 0.1028806
Moved 2121.168 480.6923 428 0.2793804 0.1028806
Moved 2121.183 461.6377 414.5953 0.2352725 0.06840356
Moved 2121.198 438.4128 399.0804 0.1815111 0.02849889
Moved 2121.213 418.0398 381.7484 0.1343514 -0.01607918
Moved 2121.229 403.8655 364.28 0.1015405 -0.06100823
Moved 2121.245 392.1685 349.7106 0.07446419 -0.09848104
Moved 2121.26 382.7044 331.919 0.05255659 -0.1442412
Moved 2121.276 372.3485 306.5961 0.0285846 -0.2093722
Moved 2121.291 367.3182 287.0456 0.01694033 -0.2596565
Moved 2121.307 364.6856 267.1136 0.01084636 -0.3109218
Moved 2121.322 362.897 250.8672 0.006706019 -0.3527078
Moved 2121.337 362 236.021 0.004629592 -0.3908926
Moved 2121.352 362 221.2036 0.004629592 -0.4290031
Moved 2121.368 362 211.6552 0.004629592 -0.4535618
Moved 2121.384 362 201.5428 0.004629592 -0.4795708
Moved 2121.399 362 193.3777 0.004629592 -0.5005718
Moved 2121.413 362 186.1345 0.004629592 -0.5192013
Moved 2121.428 369.8101 179.7596 0.02270857 -0.5355976
Moved 2121.445 372.4949 174.0101 0.02892345 -0.5503855
Moved 2121.46 373.6895 168.9314 0.03168871 -0.5634482
Moved 2121.479 374.8531 165.4407 0.03438215 -0.5724262
Moved 2121.491 376.2431 162.5138 0.03759981 -0.5799543
Moved 2121.507 377.6776 160.6448 0.04092047 -0.5847614
Moved 2121.522 379.1213 160 0.04426231 -0.5864198
Moved 2121.537 379 159 0.04398147 -0.5889918
Stationary 2121.552 379 159 0.04398147 -0.5889918
Stationary 2121.568 379 159 0.04398147 -0.5889918
Stationary 2121.583 379 159 0.04398147 -0.5889918
Moved 2121.599 367.4158 167.6881 0.01716624 -0.5666459
Moved 2121.613 357.1816 177.8184 -0.006524026 -0.5405907
Moved 2121.63 344.4222 187.8938 -0.03605971 -0.5146765
Moved 2121.645 331.5117 199.2118 -0.06594504 -0.4855664
Moved 2121.659 318.4728 212.5271 -0.09612768 -0.4513192
Moved 2121.675 305.5302 225.4698 -0.1260875 -0.4180302
Moved 2121.691 293.5 237.5 -0.1539352 -0.3870885
Moved 2121.707 284.3122 246.6877 -0.1752032 -0.3634575
Moved 2121.722 271.3327 259.6673 -0.2052484 -0.3300739
Moved 2121.738 262.2366 269.4438 -0.2263041 -0.3049284
Moved 2121.753 253.2981 279.8188 -0.2469951 -0.2782438
Moved 2121.769 246.2119 290.3458 -0.2633984 -0.2511684
Moved 2121.783 240.0092 298.9862 -0.2777565 -0.228945
Moved 2121.798 232.7978 307.6426 -0.2944494 -0.2066806
Moved 2121.815 229.3566 312.739 -0.3024153 -0.1935725
Moved 2121.83 226.0104 318.9791 -0.3101611 -0.1775229
Moved 2121.847 221.687 326.1884 -0.3201691 -0.1589805
Moved 2121.861 220.2653 330.6021 -0.32346 -0.1476284
Moved 2121.883 219 343.0077 -0.3263889 -0.115721
Stationary 2121.894 219 343.0077 -0.3263889 -0.115721
Moved 2121.907 219 349.9572 -0.3263889 -0.09784682
Moved 2121.923 219 353.7781 -0.3263889 -0.08801919
Moved 2121.938 219 360.1212 -0.3263889 -0.07170469
Moved 2121.954 219 363.2916 -0.3263889 -0.06355058
Moved 2121.969 219 366.7672 -0.3263889 -0.05461115
Moved 2121.983 219 369.0289 -0.3263889 -0.0487939
Moved 2122 226.4733 372.4199 -0.3090896 -0.04007245
Moved 2122.015 227.9151 375.8301 -0.3057522 -0.03130132
Moved 2122.03 230.0571 379.0856 -0.3007938 -0.02292798
Moved 2122.048 231.4721 383.4164 -0.2975183 -0.01178898
Moved 2122.061 233.9146 386.7437 -0.2918644 -0.003231307
Moved 2122.076 236.7154 395.1461 -0.2853811 0.01837985
Moved 2122.092 238.7982 398.1929 -0.2805597 0.02621631
Moved 2122.107 240.237 403.9478 -0.2772292 0.04101804
Moved 2122.121 241.6806 408.7224 -0.2738875 0.05329834
Moved 2122.139 242.8281 413.3124 -0.2712313 0.06510377
Moved 2122.153 244.2022 420.0112 -0.2680504 0.08233321
Moved 2122.169 245.6577 425.6307 -0.2646813 0.09678679
Moved 2122.184 247.088 430.2641 -0.2613703 0.1087038
Moved 2122.199 247 436 -0.2615741 0.1234567
Moved 2122.215 247 441.9246 -0.2615741 0.138695
Moved 2122.23 247 447.6707 -0.2615741 0.153474
Moved 2122.247 247 450.9771 -0.2615741 0.1619781
Moved 2122.265 247 454.8944 -0.2615741 0.1720535
Moved 2122.276 247 457.8044 -0.2615741 0.1795379
Moved 2122.292 247 460.6847 -0.2615741 0.1869462
Moved 2122.307 247 463.5742 -0.2615741 0.1943778
Moved 2122.323 247 465.4438 -0.2615741 0.1991868
Moved 2122.339 247 468.3267 -0.2615741 0.2066014
Moved 2122.354 247 469.5 -0.2615741 0.2096193
Moved 2122.369 247 470 -0.2615741 0.2109053
Moved 2122.384 247 471.1501 -0.2615741 0.2138634
Ended 2122.402 247 471 -0.2615741 0.2134772
Candidates 2122.613 12 healthcare realize reduce sauce designs reduces wallace response alice africa size activate
Began 2123.767 342 418 -0.04166668 0.07716041
Stationary 2123.787 342 418 -0.04166668 0.07716041
Stationary 2123.802 342 418 -0.04166668 0.07716041
Stationary 2123.817 342 418 -0.04166668 0.07716041
Ended 2123.831 342 418 -0.04166668 0.07716041
NextCandidatePanel 2123.875
Began 2124.847 390 430 0.06944448 0.1080246
Stationary 2124.865 390 430 0.06944448 0.1080246
Stationary 2124.879 390 430 0.06944448 0.1080246
Moved 2124.897 390 412.392 0.06944448 0.06273666
Moved 2124.91 382.7446 384.2339 0.05264958 -0.009686426
Moved 2124.926 376.6361 349.8165 0.03850947 -0.09820875
Moved 2124.949 370.5414 296.0191 0.02440145 -0.2365764
Stationary 2124.96 370.5414 296.0191 0.02440145 -0.2365764
Moved 2124.971 369.7772 281.8809 0.02263238 -0.2729402
Moved 2124.987 369.255 266.2947 0.0214236 -0.3130279
Moved 2125.002 369 256.5593 0.02083332 -0.3380677
Moved 2125.018 368 251.6239 0.01851857 -0.3507615
Moved 2125.032 366.8703 248.7406 0.01590351 -0.3581775
Ended 2125.047 366.8703 248.7406 0.01590351 -0.3581775
Accept 2125.075 7 response
Began 2125.523 388 358 0.06481478 -0.07716057
Stationary 2125.544 388 358 0.06481478 -0.07716057
Stationary 2125.557 388 358 0.06481478 -0.07716057
Stationary 2125.573 388 358 0.06481478 -0.07716057
Stationary 2125.588 388 358 0.06481478 -0.07716057
Moved 2125.603 388 372.5569 0.06481478 -0.03972002
Moved 2125.619 382.6822 383.8372 0.05250513 -0.01070698
Moved 2125.635 379.1927 396.8435 0.04442761 0.02274552
Moved 2125.652 376.3629 412.504 0.03787716 0.06302472
Moved 2125.665 373.4961 429.2714 0.03124098 0.1061505
Moved 2125.68 371.8081 440.3431 0.0273337 0.1346273
Moved 2125.697 370.368 454.0557 0.02400011 0.1698962
Moved 2125.716 370 464.5021 0.02314816 0.1967645
Moved 2125.727 370 471.5 0.02314816 0.2147633
Moved 2125.743 370 479.5251 0.02314816 0.2354039
Moved 2125.758 370 486.217 0.02314816 0.2526156
Moved 2125.774 370 491.4288 0.02314816 0.2660206
Moved 2125.789 370 496.6705 0.02314816 0.2795023
Moved 2125.804 370 499.7131 0.02314816 0.2873279
Moved 2125.82 375.5676 503.3861 0.03603607 0.2967749
Moved 2125.835 377 506.3988 0.03935188 0.3045236
Moved 2125.85 378.5 507.5 0.04282405 0.3073559
Moved 2125.865 378.7728 509.5456 0.04345556 0.3126172
Moved 2125.881 379 510 0.04398147 0.3137859
Moved 2125.897 380 511.6496 0.04629632 0.3180287
Moved 2125.912 380 512.5 0.04629632 0.3202159
Moved 2125.927 381 513 0.04861106 0.321502
Stationary 2125.943 381 513 0.04861106 0.321502
Stationary 2125.957 381 513 0.04861106 0.321502
Moved 2125.972 382.3852 513 0.05181769 0.321502
Moved 2125.988 383.9545 513 0.0554502 0.321502
Moved 2126.004 388.1752 513 0.06522039 0.321502
Moved 2126.02 394.9915 513 0.08099884 0.321502
Moved 2126.041 403.6373 504.0898 0.1010122 0.2985849
Moved 2126.052 416.3591 501.1738 0.1304609 0.2910847
Moved 2126.065 427.0301 498.8528 0.1551623 0.2851152
Moved 2126.083 435.2475 496.6881 0.1741839 0.2795476
Moved 2126.098 447.6371 496.3376 0.2028636 0.278646
Moved 2126.111 459.8975 496 0.2312441 0.2777777
Moved 2126.126 469.2157 495 0.2528141 0.2752057
Moved 2126.143 476.9143 495 0.2706349 0.2752057
Moved 2126.157 484.0414 495 0.2871328 0.2752057
Moved 2126.172 488.5557 495 0.2975827 0.2752057
Moved 2126.189 492.9094 495 0.3076606 0.2752057
Moved 2126.204 497.1982 495 0.3175885 0.2752057
Moved 2126.219 501.5212 495 0.3275955 0.2752057
Moved 2126.234 504.5673 495 0.3346465 0.2752057
Moved 2126.25 507.4445 495 0.3413068 0.2752057
Moved 2126.265 510.3257 495 0.3479761 0.2752057
Moved 2126.28 513.204 495 0.354639 0.2752057
Moved 2126.299 514.7673 495 0.3582576 0.2752057
Moved 2126.311 517.2615 495 0.3640313 0.2752057
Ended 2126.331 521 495 0.3726852 0.2752057
Candidates 2126.431 12 to too top trip rio tip tripp trio http tp ttp ri
Began 2126.832 421 363 0.1412037 -0.06430049
Stationary 2126.851 421 363 0.1412037 -0.06430049
Moved 2126.866 421 383.3815 0.1412037 -0.01187878
Moved 2126.886 421 397.6747 0.1412037 0.02488336
Moved 2126.899 421 417.9582 0.1412037 0.07705288
Moved 2126.913 421 431.2982 0.1412037 0.1113637
Moved 2126.928 421 440.8 0.1412037 0.1358026
Moved 2126.945 421 446.4412 0.1412037 0.1503117
Moved 2126.959 431.0372 449.5093 0.164438 0.1582028
Ended 2126.974 430 452 0.162037 0.164609
Accept 2127.017 0 to
Began 2127.404 397 361 0.0856481 -0.06944452
Stationary 2127.421 397 361 0.0856481 -0.06944452
Stationary 2127.435 397 361 0.0856481 -0.06944452
Stationary 2127.451 397 361 0.0856481 -0.06944452
Moved 2127.467 397 382.0677 0.0856481 -0.01525785
Moved 2127.487 384.1184 400.6068 0.05582969 0.03242473
Moved 2127.505 377.0536 437.4703 0.03947586 0.1272384
Stationary 2127.516 377.0536 437.4703 0.03947586 0.1272384
Moved 2127.528 375.3745 449.7533 0.03558904 0.1588304
Moved 2127.546 374.084 468.2435 0.03260195 0.2063876
Moved 2127.56 374 482.5572 0.03240744 0.2432026
Moved 2127.575 374 489.9103 0.03240744 0.2621149
Moved 2127.593 374 495.8721 0.03240744 0.2774487
Moved 2127.605 374 499.9645 0.03240744 0.2879745
Moved 2127.621 374 503.1921 0.03240744 0.2962758
Moved 2127.636 374 504.1198 0.03240744 0.2986619
Stationary 2127.652 374 504.1198 0.03240744 0.2986619
Moved 2127.667 374 505 0.03240744 0.3009258
Stationary 2127.681 374 505 0.03240744 0.3009258
Stationary 2127.698 374 505 0.03240744 0.3009258
Moved 2127.713 383.7192 505 0.05490561 0.3009258
Moved 2127.729 389.1944 497.0139 0.06757964 0.2803856
Moved 2127.746 395.6301 487.4932 0.08247703 0.2558981
Moved 2127.76 404.1056 474.8417 0.1020962 0.2233582
Moved 2127.779 411.7169 459.5661 0.1197151 0.1840691
Moved 2127.794 419.157 445.9175 0.1369374 0.1489646
Moved 2127.807 424.0044 434.9869 0.1481583 0.1208511
Moved 2127.822 429.4413 423.1174 0.1607438 0.09032238
Moved 2127.837 433.088 412.7358 0.1691853 0.06362087
Moved 2127.852 436.1695 406.3842 0.1763182 0.04728442
Moved 2127.868 439.1532 398.5405 0.1832249 0.02711013
Moved 2127.883 440.5114 392.9542 0.1863691 0.01274223
Moved 2127.899 441.95 388.1499 0.1896991 0.0003855513
Moved 2127.914 443.3822 383.8535 0.1930142 -0.01066483
Moved 2127.929 444.822 379.356 0.1963472 -0.02223254
Moved 2127.945 445 376.4913 0.1967593 -0.02960064
Moved 2127.96 446.5 372.5 0.2002315 -0.03986633
Moved 2127.975 446 369.4985 0.199074 -0.04758615
Moved 2127.991 446 365.0071 0.199074 -0.05913816
Moved 2128.007 446.771 361.687 0.2008588 -0.06767751
Moved 2128.021 447 358.5987 0.2013889 -0.07562064
Moved 2128.037 447 354.7111 0.2013889 -0.08561962
Moved 2128.056 447 351.8414 0.2013889 -0.09300067
Stationary 2128.067 447 351.8414 0.2013889 -0.09300067
Moved 2128.083 447 350.3722 0.2013889 -0.09677934
Stationary 2128.1 447 350 0.2013889 -0.09773669
Moved 2128.114 447 349 0.2013889 -0.1003086
Stationary 2128.129 447 349 0.2013889 -0.1003086
Moved 2128.145 431.861 349 0.1663449 -0.1003086
Moved 2128.16 424.2596 357.2006 0.1487491 -0.07921658
Moved 2128.177 414.2086 366.5355 0.1254829 -0.05520722
Moved 2128.192 406.0194 376.2281 0.1065265 -0.03027747
Moved 2128.208 393.6186 388.1501 0.07782082 0.0003861007
Moved 2128.223 383.5432 399.665 0.05449801 0.03000251
Moved 2128.237 375.7687 407.8776 0.03650159 0.05112538
Moved 2128.253 368.5266 418.7575 0.01973738 0.07910877
Moved 2128.269 361.5 425.5 0.003472269 0.09645053
Moved 2128.284 354.1998 437.6804 -0.01342644 0.1277786
Moved 2128.299 349.7863 445.374 -0.02364288 0.1475669
Moved 2128.321 339.1385 462.723 -0.04829054 0.1921887
Stationary 2128.333 339.1385 462.723 -0.04829054 0.1921887
Moved 2128.345 334.8184 468.5754 -0.05829071 0.2072413
Moved 2128.361 331.338 475.3239 -0.06634712 0.2245985
Moved 2128.376 327.1763 481.0983 -0.07598087 0.2394504
Moved 2128.393 324.5724 487.1415 -0.08200844 0.2549935
Moved 2128.406 323.0993 490.7021 -0.08541827 0.2641515
Moved 2128.422 320.3882 494.9177 -0.0916939 0.274994
Moved 2128.439 319.2519 497.4963 -0.0943244 0.2816261
Moved 2128.454 317.8076 500.3849 -0.09766767 0.2890557
Moved 2128.469 317 503.6377 -0.09953702 0.297422
Moved 2128.484 315.9252 504 -0.1020251 0.2983539
Moved 2128.5 316 505.5 -0.1018519 0.3022119
Moved 2128.514 316 508.2473 -0.1018519 0.3092779
Ended 2128.53 316 510.5 -0.1018519 0.3150719
Candidates 2128.666 12 the there threw they further tiger trigger right huge turkey tight either
Began 2129.066 388 371 0.06481478 -0.04372435
Stationary 2129.086 388 371 0.06481478 -0.04372435
Moved 2129.101 388 385.7996 0.06481478 -0.005659448
Moved 2129.116 388 398.6099 0.06481478 0.02728866
Moved 2129.131 388 413.3934 0.06481478 0.06531229
Moved 2129.147 388 426.679 0.06481478 0.09948287
Moved 2129.161 388 438.1395 0.06481478 0.1289596
Moved 2129.177 388 446.1368 0.06481478 0.1495289
