good jobs for those with education
Moved 1291.933 391.1483 393.8516 0.07210265 0.01505039
Moved 1291.964 392.0035 393 0.07408231 0.01285996
Moved 1291.995 416.012 439.931 0.1296575 0.1335672
Moved 1292.025 452.5457 502.265 0.2142262 0.2938914
Moved 1292.056 475.9576 537.356 0.2684205 0.3841459
Moved 1292.087 480 549.5507 0.2777778 0.415511
Moved 1292.117 480 554.6669 0.2777778 0.42867
Moved 1292.148 452.7431 547.4954 0.214683 0.4102246
Moved 1292.179 356.9178 478.2313 -0.007134627 0.2320762
Moved 1292.21 295.4996 431.3156 -0.1493066 0.1114082
Moved 1292.24 258.6916 407.9227 -0.2345102 0.05124139
Moved 1292.271 230.2989 396.8621 -0.300234 0.02279344
Moved 1292.302 213.5 391.5 -0.3391204 0.009002057
Moved 1292.333 206.7526 391 -0.3547393 0.007715971
Moved 1292.363 206 400.8901 -0.3564815 0.03315344
Moved 1292.394 220.8702 438.7404 -0.3220598 0.1305051
Moved 1292.425 237.8441 472.6881 -0.2827684 0.2178191
Moved 1292.456 260.3145 510.1909 -0.2307534 0.314277
Moved 1292.486 277.5851 530.6826 -0.1907753 0.3669818
Moved 1292.517 283.9666 538.9332 -0.1760032 0.3882027
Moved 1292.548 286.5143 542.5143 -0.1701059 0.3974131
Ended 1292.578 290.7863 544.3931 -0.160217 0.4022456
Candidates 1292.64 13 those the throat hide first guitar house choose thrust tide diary apart assist
Began 1293.009 260 427 -0.2314815 0.1003086
Stationary 1293.04 260 427 -0.2314815 0.1003086
Moved 1293.07 299.1852 427 -0.140775 0.1003086
Moved 1293.101 378.1343 427 0.04197766 0.1003086
Moved 1293.132 418.4154 427 0.1352209 0.1003086
Moved 1293.162 446.3947 435 0.1999877 0.1208847
Ended 1293.193 455.4957 435 0.2210549 0.1208847
Accept 1293.255 0 those
Began 1293.439 185 469 -0.4050926 0.2083333
Stationary 1293.47 185 469 -0.4050926 0.2083333
Moved 1293.5 221.9041 469 -0.3196664 0.2083333
Moved 1293.531 331.3013 494.9559 -0.06643216 0.2750922
Moved 1293.562 382.5643 506.3129 0.05223215 0.3043025
Moved 1293.593 404.1418 509.306 0.1021802 0.3120008
Moved 1293.624 418.7015 510 0.1358832 0.3137859
Moved 1293.654 421.7826 510 0.1430153 0.3137859
Moved 1293.685 422.5 510 0.144676 0.3137859
Moved 1293.716 388.6493 513.4536 0.06631782 0.3226686
Moved 1293.746 323.629 516 -0.0841922 0.329218
Moved 1293.777 290.2251 516 -0.1615159 0.329218
Moved 1293.808 278.6206 516 -0.1883783 0.329218
Moved 1293.839 276 506.1887 -0.1944444 0.3039833
Moved 1293.869 298.9103 495.9767 -0.1414114 0.2777179
Moved 1293.9 325.7596 473.2104 -0.07926032 0.2191624
Moved 1293.931 347.0563 450.101 -0.02996226 0.1597245
Moved 1293.962 360.2556 433.0352 0.0005916754 0.1158311
Moved 1293.992 372.6734 416.1583 0.02933661 0.07242344
Ended 1294.023 382 407 0.05092591 0.04886827
Candidates 1294.115 13 with worth query weird surf truth study growth word work quiet request retired
Began 1294.453 258 429 -0.2361111 0.1054526
Moved 1294.484 283.4954 429 -0.1770939 0.1054526
Moved 1294.515 369.3157 440.5504 0.02156407 0.1351603
Moved 1294.546 433.5 447.5 0.1701389 0.1530349
Moved 1294.576 452.5602 450 0.2142596 0.1594649
Moved 1294.607 466.7883 450.9471 0.2471952 0.1619008
Ended 1294.638 467 451 0.2476852 0.162037
Accept 1294.73 0 with
Began 1294.853 268 532 -0.212963 0.3703703
Stationary 1294.884 268 532 -0.212963 0.3703703
Moved 1294.914 268 509.3877 -0.212963 0.3122111
Moved 1294.945 268 481.9142 -0.212963 0.2415487
Moved 1294.976 278.7766 453.5293 -0.1880172 0.1685423
Moved 1295.007 280.2116 433.7304 -0.1846954 0.1176192
Moved 1295.037 282.0809 423.7573 -0.1803683 0.09196814
Moved 1295.068 282 420.417 -0.1805555 0.08337695
Moved 1295.099 283 417.5493 -0.1782407 0.07600125
Moved 1295.13 283 416.6271 -0.1782407 0.07362934
Moved 1295.16 284 416 -0.1759259 0.07201634
Moved 1295.191 284 414.6871 -0.1759259 0.06863967
Moved 1295.222 285.1996 415 -0.1731491 0.06944436
Moved 1295.252 285 414 -0.1736111 0.06687239
Stationary 1295.283 285 414 -0.1736111 0.06687239
Moved 1295.314 285 412.7773 -0.1736111 0.06372754
Moved 1295.345 285 410 -0.1736111 0.05658428
Moved 1295.375 285 408 -0.1736111 0.05144025
Moved 1295.406 288.462 408 -0.1655971 0.05144025
Moved 1295.437 356.6637 465.5215 -0.007722925 0.1993864
Moved 1295.468 397.1563 497.2617 0.0860098 0.2810229
Moved 1295.498 410 508.5 0.1157407 0.3099279
Moved 1295.529 410 509 0.1157407 0.3112139
Moved 1295.56 392.4607 491.4606 0.07514039 0.2661024
Moved 1295.591 304.8569 367.1642 -0.127646 -0.05359013
Moved 1295.621 264.1197 274.9012 -0.2219452 -0.2908919
Moved 1295.652 253.199 244.5969 -0.2472246 -0.3688351
Moved 1295.683 249.726 233.1781 -0.2552638 -0.3982045
Moved 1295.714 246.8557 230 -0.261908 -0.4063786
Moved 1295.744 234.7976 249.4048 -0.2898203 -0.3564692
Moved 1295.775 209.4803 304.2993 -0.3484253 -0.2152796
Moved 1295.806 193.2822 353.0122 -0.3859208 -0.08998925
Moved 1295.837 192 383.4575 -0.3888888 -0.01168341
Moved 1295.867 216.5693 430.8215 -0.3320154 0.1101374
Moved 1295.898 263.7749 470.4077 -0.2227434 0.2119539
Moved 1295.929 326.4749 498.825 -0.0776045 0.2850435
Moved 1295.959 386.7058 512.451 0.06181895 0.3200899
Moved 1295.99 437.7058 517.9804 0.1798746 0.3343117
Moved 1296.021 464.9478 518 0.2429348 0.3343621
Moved 1296.052 479.5 507.5 0.2766204 0.3073559
Moved 1296.082 484 467.2089 0.287037 0.2037264
Moved 1296.113 453.8965 370.0767 0.2173531 -0.04609912
Moved 1296.144 441.0078 337.0194 0.1875179 -0.1311229
Moved 1296.175 434.5216 317.0577 0.1725037 -0.1824648
Moved 1296.205 427.2844 295.1377 0.155751 -0.2388434
Moved 1296.236 423.7659 285.2976 0.1476061 -0.2641522
Moved 1296.267 424 282.896 0.1481481 -0.2703293
Stationary 1296.297 424 283 0.1481481 -0.2700618
Ended 1296.328 424 283 0.1481481 -0.2700618
Candidates 1296.451 13 education fixation resignation succession reduction situation remain suggestion estimation discretion degradation section relating
Began 1296.82 250 409 -0.2546296 0.05401234
Stationary 1296.851 250 409 -0.2546296 0.05401234
Moved 1296.881 283.2984 409 -0.1775501 0.05401234
Moved 1296.912 344.799 409 -0.03518755 0.05401234
Moved 1296.943 385.622 409 0.0593101 0.05401234
Moved 1296.974 416.0863 413.7338 0.1298293 0.06618755
Ended 1297.004 434 417 0.1712963 0.0745884
Accept 1297.066 0 education
Began 1297.189 295 405 -0.150463 0.04372424
Moved 1297.22 307.7185 405 -0.121022 0.04372424
Moved 1297.25 354 405 -0.01388888 0.04372424
Moved 1297.281 400.7961 419.0868 0.09443542 0.0799557
Moved 1297.312 447.0502 427.7075 0.2015051 0.1021283
Moved 1297.343 494.2322 436.5387 0.3107226 0.1248422
Moved 1297.373 530.7239 443.636 0.3951943 0.1430966
Moved 1297.404 561.9692 448.4974 0.4675213 0.1556003
Moved 1297.435 587.1359 454.0302 0.5257775 0.1698307
Moved 1297.465 608.3066 456.8845 0.5747839 0.1771719
Moved 1297.496 621.0185 460.5092 0.6042094 0.1864948
Moved 1297.527 628.6871 462.2291 0.6219609 0.1909183
Ended 1297.558 637.5067 465.1689 0.6423766 0.1984795
PhraseEnd 1297.619
