is there any indication of this
Moved 2025.567 311.1158 426.5123 -0.1131579 0.09905411
Moved 2025.598 333.0946 401.223 -0.06228095 0.03400956
Moved 2025.628 349.3783 378.9326 -0.02458726 -0.02332161
Moved 2025.659 357.9203 364.6395 -0.004814218 -0.06008359
Moved 2025.69 366.1021 351.8638 0.01412531 -0.09294298
Moved 2025.721 370.5904 342.2288 0.02451479 -0.1177243
Moved 2025.751 373.1331 337.7338 0.03040075 -0.1292857
Moved 2025.782 375.3494 334.6506 0.03553102 -0.1372157
Moved 2025.813 375 332.5 0.03472219 -0.142747
Moved 2025.844 375 331.8478 0.03472219 -0.1444243
Moved 2025.874 368.0467 332 0.01862665 -0.144033
Moved 2025.905 357.7618 332 -0.005180935 -0.144033
Moved 2025.936 340.3891 349.0078 -0.04539559 -0.1002886
Moved 2025.967 324.8534 357.0733 -0.08135795 -0.07954405
Moved 2025.997 304.782 367.5113 -0.1278196 -0.05269737
Moved 2026.028 286.6551 377.7472 -0.16978 -0.02637047
Moved 2026.059 267.1422 391.7759 -0.2149485 0.009711622
Moved 2026.089 251.564 401.9573 -0.2510092 0.03589826
Moved 2026.12 237.2859 411.1427 -0.2840603 0.05952328
Moved 2026.151 226.7023 417.2233 -0.3085595 0.07516268
Moved 2026.182 217.5046 422.8716 -0.3298505 0.0896902
Moved 2026.212 209.4864 431.6848 -0.3484111 0.1123579
Moved 2026.243 201.8317 443.3367 -0.3661304 0.1423267
Moved 2026.274 198.0532 455.8138 -0.3748769 0.1744181
Moved 2026.304 198 471.5 -0.375 0.2147633
Moved 2026.335 198 484.327 -0.375 0.2477545
Moved 2026.366 198 494.4714 -0.375 0.2738462
Moved 2026.397 203.8467 501.3409 -0.361466 0.2915147
Moved 2026.427 211.1322 509.1322 -0.3446013 0.3115539
Moved 2026.458 220.6932 515.8466 -0.3224695 0.3288236
Moved 2026.489 230.8915 520.9457 -0.2988623 0.3419385
Moved 2026.52 248.3974 526.4795 -0.2583393 0.3561715
Moved 2026.55 268.092 530.2989 -0.2127499 0.365995
Moved 2026.581 282.2426 531 -0.1799939 0.3677982
Moved 2026.612 294.0419 532.4084 -0.1526808 0.3714206
Moved 2026.642 301.9402 532 -0.1343976 0.3703703
Moved 2026.673 308.3932 532 -0.1194601 0.3703703
Moved 2026.704 310.7438 532 -0.114019 0.3703703
Moved 2026.735 312.143 532 -0.1107801 0.3703703
Stationary 2026.765 312 532 -0.1111111 0.3703703
Moved 2026.796 298.3829 532 -0.1426321 0.3703703
Moved 2026.827 278.458 523.3511 -0.1887547 0.3481252
Moved 2026.857 251.7634 521 -0.2505477 0.3420781
Moved 2026.888 237.9769 521 -0.2824609 0.3420781
Moved 2026.919 212.8072 521 -0.340724 0.3420781
Moved 2026.95 201.2141 521 -0.3675599 0.3420781
Moved 2026.98 194.9786 521 -0.381994 0.3420781
Ended 2027.011 192.7343 521 -0.387189 0.3420781
Candidates 2027.103 13 share there free ensure better charter fee far here the lawyer where estate
Began 2028.178 332 380 -0.06481484 -0.02057613
Stationary 2028.209 332 380 -0.06481484 -0.02057613
Stationary 2028.24 332 380 -0.06481484 -0.02057613
Moved 2028.271 332 394.3321 -0.06481484 0.01628613
Moved 2028.301 349.9677 411.3482 -0.02322301 0.06005185
Moved 2028.332 354.2095 418.3491 -0.01340399 0.07805836
Moved 2028.363 364.0382 436.0764 0.009347597 0.1236531
Moved 2028.394 370.4519 448.1297 0.02419412 0.1546545
Moved 2028.423 376.5 456 0.03819446 0.174897
Moved 2028.455 382.036 464.054 0.05100926 0.1956121
Moved 2028.486 388.1281 471.6922 0.06511142 0.2152576
Moved 2028.516 393.1856 477.1856 0.07681857 0.2293868
Ended 2028.547 399.5 483.5 0.09143522 0.2456274
Accept 2028.609 1 there
Began 2029.008 163 315 -0.4560185 -0.1877573
Stationary 2029.039 163 315 -0.4560185 -0.1877573
Stationary 2029.069 163 315 -0.4560185 -0.1877573
Stationary 2029.1 163 315 -0.4560185 -0.1877573
Moved 2029.131 182.31 325.2986 -0.4113195 -0.161269
Moved 2029.162 243.6748 364.0049 -0.2692713 -0.06171583
Moved 2029.192 277.157 382.5544 -0.1917662 -0.01400614
Moved 2029.223 297.1561 394.5781 -0.1454719 0.01691885
Moved 2029.254 308.5981 399.6392 -0.1189859 0.02993619
Moved 2029.284 316.8566 402 -0.09986898 0.03600815
Moved 2029.315 327 402 -0.07638887 0.03600815
Moved 2029.346 339.2471 382.6293 -0.04803906 -0.01381352
Moved 2029.377 348.7545 359.9882 -0.02603134 -0.07204699
Moved 2029.407 360.4912 325.6535 0.001137157 -0.1603563
Moved 2029.438 368.2831 299.723 0.01917382 -0.2270499
Moved 2029.469 374.9331 283.1337 0.03456742 -0.2697178
Moved 2029.5 380.3446 271.1385 0.04709393 -0.3005697
Moved 2029.53 386.5477 259.9045 0.06145308 -0.3294636
Moved 2029.561 391.6632 249.342 0.07329444 -0.3566305
Moved 2029.592 398.7798 241.2202 0.08976798 -0.3775201
Moved 2029.622 402.1344 234.5968 0.09753336 -0.3945557
Moved 2029.653 406.4305 226.1389 0.107478 -0.4163094
Moved 2029.684 410.2579 214.9684 0.1163377 -0.4450402
Moved 2029.715 412.8253 206.5242 0.1222807 -0.4667589
Moved 2029.745 414 201.8944 0.125 -0.4786667
Moved 2029.776 415 199.3982 0.1273148 -0.485087
Moved 2029.807 415 199 0.1273148 -0.4861111
Moved 2029.838 415 203.8347 0.1273148 -0.4736761
Moved 2029.868 415 221.5249 0.1273148 -0.4281767
Moved 2029.899 399.7513 246.4974 0.09201675 -0.363947
Moved 2029.93 386.0082 280.9802 0.06020427 -0.2752568
Moved 2029.96 372 312.5 0.02777775 -0.1941873
Moved 2029.991 359.8944 338.3603 -0.0002444784 -0.1276741
Moved 2030.022 345.639 367.4024 -0.03324295 -0.05297743
Moved 2030.053 334.3434 396.1414 -0.05939017 0.02093986
Moved 2030.083 325.6334 416.6442 -0.07955229 0.07367323
Moved 2030.114 318.4796 436.5614 -0.09611215 0.1249006
Moved 2030.145 312.515 451.9701 -0.1099191 0.1645321
Moved 2030.175 309.2119 464.9404 -0.117565 0.197892
Moved 2030.206 306.6676 476.3295 -0.1234545 0.227185
Moved 2030.237 304.3108 487.757 -0.1289103 0.2565764
Moved 2030.268 304 494.4488 -0.1296296 0.2737879
Moved 2030.298 304 498.705 -0.1296296 0.2847349
Ended 2030.329 304 501 -0.1296296 0.2906378
Candidates 2030.452 13 and same any anne came game danger sand end anger sandy andy candy
Began 2031.773 405 283 0.1041667 -0.2700618
Stationary 2031.804 405 283 0.1041667 -0.2700618
Moved 2031.834 405 300.0345 0.1041667 -0.2262486
Moved 2031.865 392.2469 320.8891 0.07464547 -0.1726104
Moved 2031.896 384.6647 343.1177 0.0570942 -0.1154379
Moved 2031.927 376.2747 365.8131 0.03767302 -0.05706512
Moved 2031.957 369.3164 384.3671 0.02156585 -0.009343849
Moved 2031.988 365.2215 395.8923 0.01208683 0.02029898
Moved 2032.019 360.9983 404.0026 0.002310773 0.04115882
Moved 2032.05 357.5 411.5 -0.005787015 0.06044234
Moved 2032.08 353.9029 417.0971 -0.01411369 0.07483812
Moved 2032.111 353 420.6351 -0.01620372 0.08393785
Moved 2032.142 353 422.9208 -0.01620372 0.08981688
Ended 2032.172 353 423 -0.01620372 0.09002049
Accept 2032.234 2 any
Began 2032.848 466 500 0.2453704 0.2880658
Stationary 2032.879 466 500 0.2453704 0.2880658
Stationary 2032.91 466 500 0.2453704 0.2880658
Stationary 2032.94 466 500 0.2453704 0.2880658
Stationary 2032.971 466 500 0.2453704 0.2880658
Stationary 2033.002 466 500 0.2453704 0.2880658
Stationary 2033.033 466 500 0.2453704 0.2880658
Moved 2033.063 456.2409 488.2891 0.2227798 0.257945
Moved 2033.094 447.6951 469.3903 0.202998 0.209337
Moved 2033.125 431.4871 424.9037 0.1654795 0.094917
Moved 2033.156 411.9046 363.0154 0.1201497 -0.06426069
Moved 2033.186 405.1866 336.0264 0.1045986 -0.1336769
Moved 2033.217 400.6977 314.6398 0.09420772 -0.1886837
Moved 2033.248 400 298.0042 0.09259263 -0.2314709
Moved 2033.278 400 284.6682 0.09259263 -0.2657712
Moved 2033.309 400 273.4937 0.09259263 -0.2945122
Moved 2033.34 400 262.7034 0.09259263 -0.3222651
Moved 2033.371 400 254.7908 0.09259263 -0.3426164
Moved 2033.401 408.173 248.6649 0.1115116 -0.3583721
Moved 2033.432 408 244.2804 0.1111111 -0.3696492
Moved 2033.463 408 242.0172 0.1111111 -0.3754702
Moved 2033.494 408 239.5 0.1111111 -0.3819445
Moved 2033.524 409 237.9109 0.113426 -0.3860317
Moved 2033.555 409 236.6771 0.113426 -0.389205
Moved 2033.586 409 235.7131 0.113426 -0.3916844
Moved 2033.616 410.0781 234.9219 0.1159214 -0.3937195
Stationary 2033.647 410.0781 234.9219 0.1159214 -0.3937195
Moved 2033.678 410 233.8337 0.1157407 -0.3965182
Moved 2033.708 410 232.8444 0.1157407 -0.3990629
Moved 2033.739 411.1225 233 0.1183391 -0.3986626
Moved 2033.77 411 231.5 0.1180555 -0.4025207
Moved 2033.801 411 232 0.1180555 -0.4012346
Moved 2033.831 411 231 0.1180555 -0.4038066
Stationary 2033.862 411 231 0.1180555 -0.4038066
Stationary 2033.893 411 231 0.1180555 -0.4038066
Stationary 2033.924 411 231 0.1180555 -0.4038066
Moved 2033.954 405.9292 236.0708 0.1063175 -0.3907645
Moved 2033.985 391.3969 249.603 0.07267813 -0.3559594
Moved 2034.016 375.7042 262.6339 0.03635227 -0.3224439
Moved 2034.047 359.842 279.158 -0.0003656248 -0.2799436
Moved 2034.077 346.8105 293.5544 -0.03053134 -0.2429156
Moved 2034.108 331.9068 309.0931 -0.0650305 -0.2029498
Moved 2034.139 317.6347 325.9262 -0.09806786 -0.1596549
Moved 2034.169 306.5603 340.5496 -0.123703 -0.1220432
Moved 2034.2 299.2137 351.3105 -0.1407091 -0.09436595
Moved 2034.231 293.2216 366.446 -0.1545796 -0.05543728
Moved 2034.261 289.1507 381.1232 -0.164003 -0.01768716
Moved 2034.292 288.0046 391.9817 -0.1666561 0.01024093
Moved 2034.323 288 398.6711 -0.1666667 0.02744631
Moved 2034.354 288 409.165 -0.1666667 0.05443675
Moved 2034.384 306.2985 421.9154 -0.1243091 0.0872309
Moved 2034.415 327.296 437.5307 -0.07570366 0.1273937
Moved 2034.446 357.0579 456.0975 -0.006810526 0.1751479
Moved 2034.477 435.8864 488.499 0.175663 0.2584849
Moved 2034.507 462.7783 503.2703 0.2379127 0.2964769
Moved 2034.538 482.4674 513.2337 0.2834893 0.3221031
Moved 2034.569 497.1208 521.0604 0.3174092 0.3422333
Moved 2034.599 507.7194 527.1462 0.341943 0.3578863
Moved 2034.63 513.2459 530.123 0.3547359 0.3655426
Moved 2034.661 516.6641 532.6641 0.3626484 0.3720784
Moved 2034.692 518.2903 534.2903 0.3664127 0.3762609
Moved 2034.722 519.2368 535.2368 0.3686038 0.3786954
Moved 2034.753 519 536.3314 0.3680556 0.3815107
Stationary 2034.784 519 536.3314 0.3680556 0.3815107
Moved 2034.815 519 537.1327 0.3680556 0.3835716
Stationary 2034.845 519 537 0.3680556 0.3832304
Stationary 2034.876 519 537 0.3680556 0.3832304
Stationary 2034.907 519 537 0.3680556 0.3832304
Moved 2034.937 504.3936 526.1614 0.3342445 0.3553533
Moved 2034.968 483.9971 503.9971 0.2870304 0.2983464
Moved 2034.999 437.9039 453.0991 0.180333 0.1674358
Moved 2035.03 396.3422 404.6256 0.0841255 0.04276134
Moved 2035.06 375.7782 378.7043 0.03652364 -0.02390873
Moved 2035.091 357.2783 355.134 -0.006300261 -0.08453204
Moved 2035.122 344.5943 338.9131 -0.03566141 -0.1262522
Moved 2035.152 336.3106 328.0809 -0.05483647 -0.1541131
Moved 2035.183 327 316.5 -0.07638887 -0.1838992
Moved 2035.214 319.0341 303.0568 -0.0948285 -0.2184752
Moved 2035.245 313.9251 294.3876 -0.1066549 -0.2407726
Moved 2035.275 308.8199 286.7299 -0.1184724 -0.2604685
Moved 2035.306 305 282 -0.1273148 -0.2726338
Moved 2035.337 303.0913 280.0912 -0.1317332 -0.2775432
Moved 2035.368 301.541 277.541 -0.1353217 -0.2841024
Moved 2035.398 299.981 276 -0.138933 -0.288066
Moved 2035.429 298.5 275 -0.1423611 -0.2906379
Moved 2035.46 297.1894 274 -0.1453948 -0.2932099
Moved 2035.49 293.2898 273 -0.1544218 -0.295782
Moved 2035.521 285.3427 273 -0.1728179 -0.295782
Moved 2035.552 270.7976 288.7449 -0.2064871 -0.2552857
Moved 2035.583 251.3554 310.8594 -0.2514921 -0.1984069
Moved 2035.613 226.4057 343.4591 -0.3092462 -0.1145601
Moved 2035.644 202.5488 372.7628 -0.3644703 -0.03919036
Moved 2035.675 183.3131 396.0707 -0.4089975 0.02075808
Moved 2035.706 172.0666 408.9333 -0.435031 0.05384084
Moved 2035.736 165.5996 416.4004 -0.4500009 0.07304616
Moved 2035.767 163.247 420.506 -0.4554467 0.08360583
Moved 2035.798 162 423.3044 -0.4583334 0.09080333
Moved 2035.828 161 425.5 -0.4606481 0.09645053
Moved 2035.859 161 430.1335 -0.4606481 0.1083681
Moved 2035.89 180.9238 444.0773 -0.4145283 0.1442318
Moved 2035.921 207.7957 458.9795 -0.3523248 0.1825603
Moved 2035.951 240.0568 471.1631 -0.2776463 0.2138969
Moved 2035.982 272.7461 479.9414 -0.2019765 0.2364747
Moved 2036.013 307 489 -0.1226852 0.2597736
Moved 2036.043 335.7833 500.2849 -0.05605717 0.2887984
Moved 2036.074 370.2797 512.8634 0.02379566 0.3211506
Moved 2036.105 407.6617 522.5616 0.1103281 0.3460945
Moved 2036.136 436.0104 527.8021 0.17595 0.3595731
Moved 2036.166 461.4347 532.887 0.2348026 0.3726515
Moved 2036.197 480.012 536.4471 0.2778054 0.3818082
Moved 2036.228 496.4061 538.7723 0.3157548 0.3877887
Moved 2036.259 509.6025 540 0.346302 0.3909464
Moved 2036.289 520.444 541.861 0.3713982 0.395733
Moved 2036.32 528.3936 542 0.3898001 0.3960905
Moved 2036.351 536.6423 543 0.4088943 0.3986624
Moved 2036.381 545.8237 543 0.4301476 0.3986624
Moved 2036.412 555.7418 543 0.4531061 0.3986624
Moved 2036.443 567.8041 543 0.4810281 0.3986624
Moved 2036.474 581.5 533.5 0.5127315 0.3742283
Moved 2036.504 592.2491 527.8132 0.5376136 0.3596017
Moved 2036.535 595 519.9194 0.5439815 0.3392988
Moved 2036.566 587.1567 500.5422 0.5258256 0.2894604
Moved 2036.596 564.4394 471.1956 0.4732393 0.2139804
Moved 2036.627 540.2888 443.3465 0.4173351 0.142352
Moved 2036.658 513.5 415.5 0.3553241 0.07073037
Moved 2036.689 488.8947 391.6512 0.2983672 0.009390984
Moved 2036.719 455.5553 360.5554 0.2211929 -0.07058815
Moved 2036.75 433.1427 338.9998 0.1693118 -0.1260293
Moved 2036.781 416.6786 322.2917 0.1312006 -0.1690027
Moved 2036.812 404.6122 310.6122 0.1032691 -0.1990426
Moved 2036.842 395.2965 301.2965 0.08170485 -0.2230029
Moved 2036.873 388.4387 294.4387 0.06583035 -0.2406413
Moved 2036.904 381.9995 287.9995 0.05092471 -0.257203
Ended 2036.934 378.5 283 0.04282405 -0.2700618
Candidates 2037.027 13 indication information indicating medication innovation occupation induction incubation obligation imagination publication inflation inspiration
Began 2038.194 359 348 -0.002314796 -0.1028807
Stationary 2038.225 359 348 -0.002314796 -0.1028807
Stationary 2038.255 359 348 -0.002314796 -0.1028807
Stationary 2038.286 359 348 -0.002314796 -0.1028807
Moved 2038.317 376.5 348 0.03819446 -0.1028807
Moved 2038.348 389.6369 358.8547 0.06860396 -0.07496209
Moved 2038.378 402.3189 361.4638 0.09796052 -0.06825153
Moved 2038.409 412.0843 364.0211 0.1205656 -0.06167431
Moved 2038.44 419.5 365.5 0.1377314 -0.05787045
Moved 2038.471 424.6331 365 0.1496137 -0.05915646
Moved 2038.501 430.7367 366.3683 0.1637423 -0.05563704
Moved 2038.532 436.8506 366 0.1778949 -0.05658444
Ended 2038.563 438 366 0.1805556 -0.05658444
Accept 2038.624 0 indication
Began 2038.87 532 581 0.3981481 0.496399
Stationary 2038.901 532 581 0.3981481 0.496399
Moved 2038.931 520.1988 581 0.3708305 0.496399
Moved 2038.962 495.1004 560.5502 0.3127325 0.4438019
Moved 2038.993 469.2688 549.488 0.2529371 0.4153498
Moved 2039.024 435.8683 538.2894 0.175621 0.3865468
Moved 2039.054 408.4627 531.1157 0.1121822 0.3680957
Moved 2039.085 381.1496 523.3832 0.04895747 0.3482077
Moved 2039.116 364.6384 518.4681 0.01073708 0.3355661
Moved 2039.146 346.0308 511.2615 -0.03233612 0.3170306
Moved 2039.177 333.0612 505.6367 -0.06235828 0.3025635
Moved 2039.208 322.688 500.344 -0.08637046 0.2889506
Moved 2039.239 314.9698 494.6465 -0.1042367 0.2742965
Moved 2039.269 308.7363 489.7363 -0.1186659 0.2616675
Moved 2039.3 304.3253 483.6506 -0.1288767 0.2460148
Moved 2039.331 300.7767 478.5535 -0.1370909 0.2329049
Moved 2039.362 296.2926 468.8778 -0.1474708 0.2080189
Moved 2039.392 292.7543 462.2628 -0.1556614 0.1910051
Moved 2039.423 287.5875 451.9791 -0.1676215 0.1645553
Moved 2039.454 284.8441 446.6883 -0.1739719 0.1509472
Moved 2039.484 280 436 -0.1851852 0.1234567
Ended 2039.515 278.5 424 -0.1886574 0.09259254
Candidates 2039.607 13 or our per puts it press its of port pre out pure potter
Began 2041.174 366 285 0.01388888 -0.2649178
Stationary 2041.205 366 285 0.01388888 -0.2649178
Moved 2041.236 346.0376 285 -0.03232032 -0.2649178
Moved 2041.266 326.1974 285 -0.0782467 -0.2649178
Moved 2041.297 314.1894 285 -0.106043 -0.2649178
Moved 2041.328 298.8289 292 -0.1415997 -0.2469136
Moved 2041.359 290.8463 294 -0.1600779 -0.2417696
Ended 2041.389 290 295.5 -0.162037 -0.2379116
Cancel 2041.451
Began 2041.696 504 389 0.3333333 0.002572016
Stationary 2041.727 504 389 0.3333333 0.002572016
Stationary 2041.758 504 389 0.3333333 0.002572016
Stationary 2041.789 504 389 0.3333333 0.002572016
Moved 2041.819 493.7669 389 0.3096455 0.002572016
Moved 2041.85 476.8691 375.0681 0.2705304 -0.03326125
Moved 2041.881 448.3447 362.3129 0.2045015 -0.06606765
Moved 2041.911 413.7361 345.8681 0.1243892 -0.1083639
Moved 2041.942 385.9662 333.5229 0.06010692 -0.1401161
Moved 2041.973 362.4459 324.7657 0.005661746 -0.1626396
Moved 2042.004 343.7299 319.6371 -0.03766214 -0.1758305
Moved 2042.034 330.4012 314.5605 -0.0685157 -0.1888878
Moved 2042.065 319.3944 310.1972 -0.09399449 -0.2001102
Moved 2042.096 307.5934 306.0374 -0.1213117 -0.2108093
Moved 2042.126 296.8648 302.9324 -0.1461462 -0.2187952
Moved 2042.157 286.6201 299.405 -0.1698609 -0.2278678
Moved 2042.188 279.5553 297.1388 -0.1862147 -0.2336966
Moved 2042.219 272.1973 294.5986 -0.2032469 -0.2402299
Moved 2042.249 266.0895 293.0447 -0.2173855 -0.2442265
Moved 2042.28 262.5152 293 -0.2256593 -0.2443416
Moved 2042.311 260.5 293 -0.2303241 -0.2443416
Moved 2042.342 260 293 -0.2314815 -0.2443416
Ended 2042.372 260 293 -0.2314815 -0.2443416
Candidates 2042.495 13 la mhc pc jobs kb ins jz ld pbs md kinds las ic
Began 2043.171 390 256 0.06944448 -0.3395062
Stationary 2043.202 390 256 0.06944448 -0.3395062
Moved 2043.232 374.5493 256 0.033679 -0.3395062
Moved 2043.263 351.9907 261.0969 -0.01854013 -0.3263969
Moved 2043.294 327.9174 267.015 -0.07426514 -0.3111754
Moved 2043.325 304.119 272.1088 -0.1293541 -0.298074
Moved 2043.355 291.5548 275.1113 -0.158438 -0.2903516
Moved 2043.386 284.3523 276.6477 -0.1751104 -0.2864
Moved 2043.417 281.0795 278 -0.1826864 -0.2829219
Ended 2043.448 281 278 -0.1828704 -0.2829219
Cancel 2043.509
Began 2043.693 512 466 0.3518519 0.2006171
Stationary 2043.724 512 466 0.3518519 0.2006171
Stationary 2043.755 512 466 0.3518519 0.2006171
Stationary 2043.785 512 466 0.3518519 0.2006171
Stationary 2043.816 512 466 0.3518519 0.2006171
Stationary 2043.847 512 466 0.3518519 0.2006171
Stationary 2043.878 512 466 0.3518519 0.2006171
Stationary 2043.908 512 466 0.3518519 0.2006171
Stationary 2043.939 512 466 0.3518519 0.2006171
Stationary 2043.97 512 466 0.3518519 0.2006171
Stationary 2044 512 466 0.3518519 0.2006171
Stationary 2044.031 512 466 0.3518519 0.2006171
Stationary 2044.062 512 466 0.3518519 0.2006171
Moved 2044.093 500.2203 466 0.324584 0.2006171
Moved 2044.123 501.9655 466 0.3286239 0.2006171
Moved 2044.154 500.7788 466 0.3258768 0.2006171
Stationary 2044.185 500.7788 466 0.3258768 0.2006171
Moved 2044.215 500 466 0.324074 0.2006171
Moved 2044.246 496.8523 466 0.3167877 0.2006171
Moved 2044.277 487.2506 466 0.2945615 0.2006171
Moved 2044.308 445.0575 443.2345 0.1968923 0.1420639
Moved 2044.338 408.1189 418.8854 0.1113864 0.07943773
Moved 2044.369 363.4252 387.2943 0.00792861 -0.001815082
Moved 2044.4 331.8447 359.8447 -0.0651744 -0.07241598
Moved 2044.431 313.3914 343.1926 -0.1078902 -0.1152454
Moved 2044.461 298.5977 332.8782 -0.1421349 -0.1417742
Moved 2044.492 289.7183 327.3592 -0.1626891 -0.1559691
Moved 2044.523 283.2477 323.6238 -0.1776673 -0.1655765
Moved 2044.554 280.2867 321.2867 -0.1845216 -0.1715877
Ended 2044.584 279 319.8175 -0.1875 -0.1753666
Candidates 2044.707 13 of if pc oz off ic iv ogc is old odds odd pigs
Began 2045.444 355 319 -0.01157408 -0.1774692
Stationary 2045.475 355 319 -0.01157408 -0.1774692
Stationary 2045.506 355 319 -0.01157408 -0.1774692
Moved 2045.537 378.4682 324.8087 0.04275054 -0.1625292
Moved 2045.567 402.6949 330.1158 0.09883086 -0.1488791
Moved 2045.598 421.7049 332 0.1428354 -0.144033
Moved 2045.629 433.5021 332 0.1701436 -0.144033
Moved 2045.66 439.4335 333 0.1838738 -0.141461
Ended 2045.69 443 333 0.1921296 -0.141461
Accept 2045.752 0 of
Began 2046.335 313 503 -0.1087963 0.2957818
Stationary 2046.366 313 503 -0.1087963 0.2957818
Stationary 2046.397 313 503 -0.1087963 0.2957818
Stationary 2046.427 313 503 -0.1087963 0.2957818
Moved 2046.458 330.0587 482.7648 -0.06930847 0.2437365
Moved 2046.489 359.7671 436.7377 -0.000539124 0.125354
Moved 2046.52 380.0946 394.4459 0.04651536 0.01657886
Moved 2046.55 395.4369 365.3656 0.0820299 -0.05821612
Moved 2046.581 400.0458 354.9083 0.09269873 -0.08511241
Moved 2046.612 405.0165 348.967 0.1042048 -0.1003934
Moved 2046.643 409.127 348 0.1137199 -0.1028807
Moved 2046.673 414.2196 348 0.1255084 -0.1028807
Moved 2046.704 422.1483 364.0096 0.1438619 -0.06170375
Moved 2046.735 438.3706 404.4715 0.1814134 0.04236496
Moved 2046.765 449.8329 443.8733 0.2079465 0.1437069
Moved 2046.796 455.0042 463.0298 0.2199172 0.1929778
Moved 2046.827 458.1791 475.8956 0.2272664 0.2260689
Moved 2046.858 458 485.1249 0.2268519 0.2498067
Moved 2046.888 458 494 0.2268519 0.2726337
Moved 2046.919 448.3751 497.0695 0.2045719 0.2805284
Moved 2046.95 444.5523 500.3358 0.195723 0.2889294
Moved 2046.98 433.6223 503.3511 0.170422 0.2966847
Moved 2047.011 420.8669 507.4532 0.1408955 0.3072356
Moved 2047.042 408.3275 509.7787 0.1118692 0.3132169
Moved 2047.073 394.8644 511 0.08070458 0.3163579
Moved 2047.103 377 511 0.03935188 0.3163579
Moved 2047.134 345.1753 493.0876 -0.03431643 0.2702871
Moved 2047.165 301.4243 462.4971 -0.1355918 0.1916076
Moved 2047.196 266.0319 433.8845 -0.2175187 0.1180156
Moved 2047.226 236.2969 404.7672 -0.2863497 0.04312554
Moved 2047.257 217.9742 385.9741 -0.3287635 -0.005210633
Moved 2047.288 204.8137 369.8137 -0.3592275 -0.04677541
Ended 2047.318 201 364 -0.3680556 -0.06172839
Candidates 2047.441 13 this third skirts enjoyed skies whoa his relies shots showed buys gotta allows
Began 2048.086 302 370 -0.1342593 -0.04629637
Stationary 2048.117 302 370 -0.1342593 -0.04629637
Moved 2048.148 326.4951 370 -0.07755767 -0.04629637
Moved 2048.179 356 370 -0.009259283 -0.04629637
Moved 2048.209 376.9453 370 0.03922522 -0.04629637
Moved 2048.24 390.9653 370 0.07167885 -0.04629637
Moved 2048.271 398.8902 370 0.09002357 -0.04629637
Moved 2048.302 406.9446 370 0.108668 -0.04629637
Ended 2048.332 406.9446 370 0.108668 -0.04629637
Accept 2048.394 0 this
Began 2048.793 529 341 0.3912036 -0.1208849
Stationary 2048.824 529 341 0.3912036 -0.1208849
Stationary 2048.854 529 341 0.3912036 -0.1208849
Stationary 2048.885 529 341 0.3912036 -0.1208849
Moved 2048.916 542.1397 341 0.4216197 -0.1208849
Moved 2048.947 555.6744 341 0.4529501 -0.1208849
Moved 2048.977 571.0264 341 0.488487 -0.1208849
