I just cannot figure this out
Moved 463.8937 540 468.0593 0.4166667 0.2059137
Moved 463.9245 541 470 0.4189815 0.2109053
Moved 463.9552 530.7482 472 0.3952504 0.2160493
Moved 463.9859 487.069 454.5345 0.2941412 0.1711277
Moved 464.0167 454.4211 441.3684 0.2185672 0.1372643
Moved 464.0474 434.3898 434.478 0.1721985 0.119542
Moved 464.0781 422.8422 431.9684 0.145468 0.1130876
Moved 464.1088 415.2032 430 0.1277852 0.1080246
Moved 464.1396 410.4427 429 0.1167655 0.1054526
Ended 464.1703 408 429 0.1111111 0.1054526
Accept 464.293 0 just
Candidates 464.293 13 came any about cable vanity candy baby danny same want game habit campus
Began 465.8909 385.497 336 0.05902092 -0.1337449
Moved 465.9217 358.3435 336 -0.003834565 -0.1337449
Moved 465.9525 320.4641 319.5811 -0.09151821 -0.1759746
Moved 465.9831 290.469 314.2469 -0.1609514 -0.1896943
Moved 466.0139 265.2505 312 -0.2193274 -0.1954732
Moved 466.0446 245.1327 312 -0.2658965 -0.1954732
Moved 466.0753 229.5637 310.7127 -0.3019359 -0.1987843
Moved 466.106 218.7159 310.1432 -0.3270467 -0.200249
Moved 466.1368 209.8235 310 -0.3476308 -0.2006174
Moved 466.1675 201.8088 309 -0.3661833 -0.2031893
Moved 466.1982 195.0714 309 -0.3817791 -0.2031893
Moved 466.229 188.0046 307.0015 -0.3981376 -0.2083295
Moved 466.2597 178.3667 306.1223 -0.4204474 -0.210591
Moved 466.2904 168.7526 304.2509 -0.4427023 -0.2154043
Moved 466.3212 162.4556 301.8185 -0.4572786 -0.2216601
Moved 466.3519 154.6361 298.8787 -0.4753793 -0.2292215
Moved 466.3826 147.0259 295.0129 -0.4929956 -0.2391643
Moved 466.4133 141.302 292.151 -0.5062455 -0.2465253
Moved 466.4441 136.1824 291 -0.5180963 -0.2494857
Moved 466.4748 130.4389 289 -0.5313915 -0.2546296
Moved 466.5056 125.7004 288 -0.5423602 -0.2572017
Moved 466.5363 122.2422 288 -0.5503653 -0.2572017
Moved 466.567 119.4534 287 -0.5568209 -0.2597736
Moved 466.5977 117.79 287 -0.5606712 -0.2597736
Moved 466.6284 117 287 -0.5625001 -0.2597736
Moved 466.6591 116 287 -0.5648147 -0.2597736
Ended 466.6898 116 287 -0.5648147 -0.2597736
Accept 466.7513 0 came
Delete 466.7513 LeftSwipe
Began 467.3966 448 355 0.2037037 -0.08487654
Stationary 467.4274 448 355 0.2037037 -0.08487654
Moved 467.4581 442.9848 338.2684 0.1920945 -0.1279106
Moved 467.4888 428.6414 309.2828 0.1588922 -0.2024619
Moved 467.5196 420.6193 289.9849 0.1403225 -0.2520966
Moved 467.5503 411.0434 276.0542 0.118156 -0.2879265
Moved 467.581 399.5568 263.5568 0.09156664 -0.32007
Moved 467.6117 393 255.5 0.07638891 -0.3407922
Moved 467.6425 382.9814 243.7268 0.05319775 -0.371073
Moved 467.6732 378.9489 235.9233 0.04386326 -0.3911437
Moved 467.7039 377 228.3275 0.03935188 -0.4106803
Moved 467.7346 376 222.3356 0.03703703 -0.4260917
Moved 467.7654 375 217.3707 0.03472219 -0.4388613
Moved 467.7961 375 214.8031 0.03472219 -0.4454654
Moved 467.8268 372.9275 214 0.02992471 -0.4475308
Moved 467.8575 370.8226 214 0.02505243 -0.4475308
Moved 467.8882 356.187 233.7506 -0.008826305 -0.396732
Moved 467.9189 338.6582 258.3454 -0.04940232 -0.3334738
Moved 467.9497 319.472 285.3931 -0.09381478 -0.2639065
Moved 467.9804 302.891 307.6636 -0.1321968 -0.2066267
Moved 468.0112 292.398 322.903 -0.1564861 -0.1674307
Moved 468.0419 284 336 -0.1759259 -0.1337449
Moved 468.0726 279.0948 344.8104 -0.1872806 -0.1110844
Moved 468.1034 276.1711 352.6578 -0.1940483 -0.09090078
Moved 468.1341 274.2996 359.4008 -0.1983806 -0.07355756
Moved 468.1648 273 363.5 -0.2013889 -0.06301456
Moved 468.1955 272 366.5 -0.2037037 -0.05529835
Moved 468.2263 271 368.5 -0.2060186 -0.0501544
Moved 468.257 271 369.249 -0.2060186 -0.04822805
Moved 468.2877 290.0684 370 -0.1618787 -0.04629637
Moved 468.3184 322.5571 358.6986 -0.08667345 -0.07536373
Moved 468.3492 350.2541 344.3033 -0.02256006 -0.1123887
Moved 468.3799 385.1445 322.9157 0.05820483 -0.1673979
Moved 468.4106 411.6624 303.8608 0.119589 -0.2164075
Moved 468.4413 433.4479 285.9601 0.1700183 -0.2624483
Moved 468.472 446.1071 273.8929 0.1993219 -0.2934853
Moved 468.5028 454.6451 262.4733 0.2190858 -0.3228569
Moved 468.5335 462.1622 250.1171 0.2364865 -0.3546372
Moved 468.5643 468.7515 238.6647 0.2517395 -0.384093
Moved 468.595 474.9054 229.642 0.2659847 -0.4072995
Moved 468.6257 479.9852 223.0222 0.2777434 -0.4243256
Moved 468.6565 484.8665 214.267 0.2890429 -0.4468443
Moved 468.6872 487.7397 208.2604 0.2956937 -0.4622933
Moved 468.7179 491.5 203 0.3043981 -0.4758231
Moved 468.7487 495.2501 197.7499 0.3130789 -0.4893266
Moved 468.7794 498 193.0133 0.3194444 -0.5015091
Moved 468.8101 500.8667 190.1333 0.3260803 -0.5089164
Moved 468.8407 502 187.6938 0.3287037 -0.5151907
Moved 468.8715 504.5 185.5 0.3344907 -0.5208334
Moved 468.9023 506.0733 183.9268 0.3381327 -0.5248798
Moved 468.933 507.0041 182.996 0.3402872 -0.5272737
Moved 468.9637 507 181.775 0.3402778 -0.5304141
Moved 468.9945 508.3729 182 0.3434558 -0.5298353
Moved 469.0252 509.1337 181 0.345217 -0.5324075
Moved 469.0559 509 180 0.3449074 -0.5349795
Stationary 469.0866 509 180 0.3449074 -0.5349795
Stationary 469.1174 509 180 0.3449074 -0.5349795
Moved 469.1481 509 187.3145 0.3449074 -0.5161666
Moved 469.1788 509 206.6541 0.3449074 -0.4664247
Moved 469.2096 509 241.0814 0.3449074 -0.377877
Moved 469.2403 510.7162 275.4459 0.3488801 -0.2894909
Moved 469.271 516 305 0.3611111 -0.2134774
Moved 469.3017 523.186 329.8371 0.3777454 -0.1495959
Moved 469.3324 529.9222 349.7667 0.3933385 -0.09833661
Moved 469.3632 537.5081 370.5244 0.4108984 -0.04494757
Moved 469.3939 543.8901 388.3737 0.4256716 0.000960974
Moved 469.4246 552.7444 406.4889 0.4461677 0.04755365
Moved 469.4554 561.3707 422.8651 0.4661359 0.08967348
Moved 469.4861 570.9785 437.9677 0.488376 0.1285177
Moved 469.5168 581.5 452 0.5127315 0.164609
Moved 469.5475 590.185 462.185 0.5328357 0.1908049
Moved 469.5783 598.7885 472.7885 0.5527512 0.2180774
Moved 469.609 605.6127 482.6127 0.5685479 0.2433454
Moved 469.6397 610.7043 490.4085 0.5803339 0.2633963
Moved 469.6704 614.5784 496.5784 0.5893018 0.2792653
Moved 469.7012 617.4523 500.4523 0.5959544 0.289229
Moved 469.7319 618 502.9893 0.5972223 0.2957542
Moved 469.7627 619.8638 505 0.6015365 0.3009258
Moved 469.7934 620 507.5 0.6018518 0.3073559
Moved 469.8241 620 508 0.6018518 0.3086419
Moved 469.8549 621 510.1147 0.6041667 0.314081
Stationary 469.8856 621 510 0.6041667 0.3137859
Moved 469.9163 609.5388 510 0.5776359 0.3137859
Moved 469.9471 595.1429 510 0.5443124 0.3137859
Moved 469.9778 561.5108 497.1277 0.4664602 0.2806782
Moved 470.0085 536.8757 487.6788 0.4094344 0.2563753
Moved 470.0392 521.8531 482.9413 0.3746601 0.2441905
Moved 470.0699 508.8115 480.4529 0.3444709 0.2377903
Moved 470.1007 493.8778 476.1511 0.3099025 0.226726
Moved 470.1313 482.8193 472.7048 0.2843039 0.2178622
Moved 470.1621 475.3035 470.1011 0.2669062 0.2111654
Moved 470.1928 466.7831 468 0.247183 0.2057612
Moved 470.2236 456.5562 466.389 0.2235096 0.2016179
Moved 470.2543 446.5405 464.5135 0.2003252 0.1967938
Moved 470.285 435.6063 462.5355 0.1750145 0.1917064
Moved 470.3157 432.1971 463 0.1671229 0.1929011
Moved 470.3464 426.4525 462 0.1538253 0.1903292
Moved 470.3772 421 462 0.1412037 0.1903292
Moved 470.4079 416.7006 462 0.1312514 0.1903292
Moved 470.4387 412.9787 462 0.122636 0.1903292
Moved 470.4693 411.0916 462 0.1182677 0.1903292
Ended 470.5001 411 462 0.1180555 0.1903292
Candidates 470.5923 13 about vanity vampire cannot cable admit favor family value senior any came habit
Began 471.637 414 313 0.125 -0.1929013
Stationary 471.6678 414 313 0.125 -0.1929013
Moved 471.6985 395.9505 333.0693 0.08321881 -0.1412828
Moved 471.7292 376.7148 353.2852 0.03869176 -0.08928723
Moved 471.7599 362.6041 369.7952 0.006028017 -0.04682305
Moved 471.7906 344.3532 392.9213 -0.03621941 0.01265749
Moved 471.8214 330.2505 412.0492 -0.06886447 0.06185481
Moved 471.8521 320.649 425.1346 -0.09109015 0.09551087
Moved 471.8828 311.2285 436.7715 -0.112897 0.1254409
Moved 471.9136 303.6058 444.9294 -0.1305421 0.1464233
Moved 471.9443 295 453 -0.150463 0.167181
Moved 471.975 292.2636 455.7363 -0.1567971 0.1742189
Moved 472.0058 287.2676 459.7324 -0.168362 0.1844967
Moved 472.0365 284.3909 462.6091 -0.175021 0.1918957
Moved 472.0672 282.5199 465.4801 -0.1793522 0.1992801
Moved 472.0979 282 466 -0.1805555 0.2006171
Moved 472.1287 281 467.8552 -0.1828704 0.2053889
Moved 472.1594 281 468.5 -0.1828704 0.2070472
Moved 472.1902 279.9606 469.0394 -0.1852763 0.2084345
Moved 472.2209 279 471.1463 -0.1875 0.2138536
Moved 472.2516 277.987 472.013 -0.1898448 0.2160828
Moved 472.2823 277.1147 472 -0.1918642 0.2160493
Moved 472.313 276 472 -0.1944444 0.2160493
Moved 472.3438 263.562 488.3008 -0.2232362 0.2579754
Moved 472.3745 255.6831 504.7923 -0.2414744 0.3003916
Moved 472.4052 251.2104 512.3687 -0.2518277 0.3198783
Moved 472.4359 248.3991 518.2018 -0.2583354 0.3348811
Moved 472.4667 244.5238 522.4762 -0.2673061 0.3458749
Moved 472.4974 239.2993 528.7007 -0.2793998 0.3618844
Moved 472.5281 236.1174 532.7653 -0.2867653 0.3723386
Moved 472.5589 228.619 544.5715 -0.3041226 0.4027043
Moved 472.5896 224.9341 551.1318 -0.3126526 0.4195777
Moved 472.6203 223.5 552.5 -0.3159722 0.4230966
Moved 472.6511 220.9946 558.0108 -0.3217717 0.4372705
Moved 472.6818 219.5 561.5 -0.3252315 0.4462448
Ended 472.7125 218.8397 562.1603 -0.3267601 0.4479432
Accept 472.7739 3 cannot
Began 473.7879 408 356 0.1111111 -0.0823046
Stationary 473.8187 408 356 0.1111111 -0.0823046
Moved 473.8494 387.7324 356 0.06419529 -0.0823046
Moved 473.8802 361.0914 346.6971 0.002526442 -0.1062316
Moved 473.9109 346.5542 342.759 -0.03112445 -0.1163606
Moved 473.9416 336.4284 340.8094 -0.05456393 -0.1213749
Moved 473.9723 330.8676 341 -0.06743599 -0.1208849
Moved 474.003 327.5 339.5 -0.07523149 -0.1247429
Moved 474.0338 325.5443 340 -0.07975847 -0.1234569
Moved 474.0645 323.5 340 -0.08449072 -0.1234569
Moved 474.0952 322 340 -0.08796295 -0.1234569
Stationary 474.1259 322 340 -0.08796295 -0.1234569
Moved 474.1567 327.7579 355.1182 -0.0746344 -0.08457262
Moved 474.1874 352.108 381.6188 -0.01826858 -0.0164127
Moved 474.2181 382.3464 408.5562 0.05172789 0.05287064
Moved 474.2489 407.1923 425.4346 0.1092415 0.09628248
Moved 474.2796 427.5808 440.7836 0.1564371 0.1357602
Moved 474.3103 446.3492 452.6794 0.1998824 0.1663563
Moved 474.341 460 461.5 0.2314815 0.1890431
Moved 474.3718 469.2144 466.1072 0.252811 0.2008929
Moved 474.4025 475.8262 469.9131 0.2681162 0.2106818
Moved 474.4332 478.7963 472 0.2749914 0.2160493
Moved 474.464 481.2562 473 0.2806855 0.2186213
Moved 474.4947 482.5 474 0.2835648 0.2211934
Moved 474.5254 483.3193 475.3193 0.2854612 0.2245866
Moved 474.5561 484 476 0.287037 0.2263374
Stationary 474.5869 484 476 0.287037 0.2263374
Moved 474.6176 469.0469 457.4844 0.2524235 0.178715
Moved 474.6483 460.1298 436.2595 0.2317819 0.1241242
Moved 474.679 453.3264 414.3057 0.2160333 0.06765852
Moved 474.7097 446.0049 393.3448 0.1990854 0.01374692
Moved 474.7405 438.9327 372.7981 0.1827146 -0.03909963
Moved 474.7712 432.1702 355.5107 0.1670607 -0.08356313
Moved 474.802 426.0917 345.1835 0.1529901 -0.1101248
Moved 474.8327 421.1772 338.3544 0.1416139 -0.1276894
Moved 474.8634 417.3049 331.6099 0.1326503 -0.1450364
Moved 474.8941 414.5 327 0.1261574 -0.1568931
Moved 474.9249 411.9383 323.9382 0.1202274 -0.164768
Moved 474.9557 410 321.0547 0.1157407 -0.1721845
Moved 474.9864 408 319 0.1111111 -0.1774692
Moved 475.0171 406.7544 317.7545 0.1082278 -0.1806728
Moved 475.0478 405 317 0.1041667 -0.1826131
Moved 475.0785 402.9 317 0.09930551 -0.1826131
Moved 475.1093 400.0159 339.8888 0.09262939 -0.1237429
Moved 475.14 400 359.3944 0.09259263 -0.07357413
Moved 475.1707 412.4663 379.566 0.1214498 -0.02169236
Moved 475.2014 431.7652 400.7652 0.1661232 0.03283218
Moved 475.2322 451.9483 417.2488 0.2128433 0.07522822
Moved 475.2629 473.7439 433.0662 0.2632961 0.115911
Moved 475.2936 490.6492 447.6492 0.3024286 0.1534186
Moved 475.3244 499.2459 456.2459 0.3223285 0.1755296
Moved 475.3551 505.9209 461.9209 0.3377798 0.1901257
Moved 475.3858 509.8261 466.6523 0.3468198 0.2022949
Moved 475.4166 511.6853 468.6854 0.3511234 0.207524
Moved 475.4473 512 471.5 0.3518519 0.2147633
Moved 475.478 513 474.053 0.3541666 0.2213297
Moved 475.5087 506.5091 477.8546 0.3391414 0.2311073
Moved 475.5394 476.3989 479 0.2694418 0.2340534
Moved 475.5702 443.8627 479 0.1941267 0.2340534
Moved 475.601 409.6371 467.5704 0.1149007 0.2046563
Moved 475.6317 392.5576 466 0.07536481 0.2006171
Moved 475.6624 381.1124 465 0.04887124 0.1980452
Moved 475.6931 371.0938 465 0.02568016 0.1980452
Moved 475.7238 356.2393 462.6479 -0.008705209 0.1919955
Moved 475.7545 343.0925 462 -0.03913765 0.1903292
Moved 475.7853 333.4728 461 -0.06140545 0.1877571
Moved 475.816 325.6696 461 -0.07946863 0.1877571
Moved 475.8467 319.9236 461 -0.09276935 0.1877571
Moved 475.8775 315.5882 461 -0.102805 0.1877571
Moved 475.9082 313.0565 461 -0.1086655 0.1877571
Moved 475.9389 311.1855 461 -0.1129964 0.1877571
Moved 475.9697 307.3169 461 -0.1219517 0.1877571
Moved 476.0004 303 461 -0.1319445 0.1877571
Moved 476.0311 299.951 461 -0.1390024 0.1877571
Moved 476.0618 296.0763 461 -0.1479716 0.1877571
Moved 476.0925 293.2069 468.7931 -0.1546136 0.2078011
Moved 476.1233 290.7447 470.2553 -0.1603132 0.211562
Moved 476.154 289.5 471 -0.1631944 0.2134772
Ended 476.1848 289 472.0959 -0.1643519 0.2162959
Candidates 476.3076 13 figure the for studies this figures site authors rights single dispute figured suicide
Began 477.8441 399 323 0.09027779 -0.1671811
Stationary 477.8748 399 323 0.09027779 -0.1671811
Stationary 477.9055 399 323 0.09027779 -0.1671811
Moved 477.9357 390.8376 349.4617 0.07138331 -0.09912106
Moved 477.9669 391 387.4802 0.07175922 -0.001337067
Moved 477.9977 391 422.9279 0.07175922 0.08983494
Moved 478.0284 394.3442 442.3887 0.07950038 0.1398886
Moved 478.0591 399.3524 455.4096 0.09109349 0.1733786
Moved 478.0898 400 461.4293 0.09259263 0.1888614
Moved 478.1206 401.5 464.5 0.0960648 0.1967592
Moved 478.1513 404.1061 464 0.1020976 0.1954732
Moved 478.182 408.4961 452.0079 0.1122594 0.1646292
Moved 478.2128 423.4403 425.4794 0.1468526 0.09639763
Moved 478.2435 431.7153 405.7591 0.1660077 0.0456766
Moved 478.2742 438.4821 383.0714 0.1816717 -0.01267649
Moved 478.3049 442.6178 362.6757 0.1912449 -0.06513462
Moved 478.3356 447.5001 346.9995 0.2025466 -0.105454
Moved 478.3664 451.0426 338.9149 0.2107467 -0.1262478
Moved 478.3971 453.9166 337 0.2173996 -0.1311728
Moved 478.4278 467.494 367.8367 0.2488287 -0.05186041
Moved 478.4586 477.5 401.5 0.2719907 0.03472222
Moved 478.4893 487.4741 432.5803 0.295079 0.1146613
Moved 478.52 498.1001 455.2001 0.3196761 0.1728397
Moved 478.5507 506.701 472.4019 0.3395856 0.2170831
Moved 478.5815 510.4688 482.8752 0.3483074 0.2440206
Moved 478.6122 497.0579 490 0.3172636 0.2623456
Moved 478.6429 426.5422 465.2465 0.1540328 0.1986791
Moved 478.6736 394.3621 450.2241 0.0795418 0.1600413
Moved 478.7044 358.9293 425.4126 -0.00247856 0.09622574
Moved 478.7351 329.0853 404.0682 -0.07156188 0.04132765
Moved 478.7658 307.4319 388.5325 -0.1216854 0.001369641
Moved 478.7966 294.4839 377.3871 -0.1516576 -0.02729644
Moved 478.8273 281.7758 365.0345 -0.1810744 -0.05906776
Moved 478.8581 272.1888 355.1888 -0.2032667 -0.08439106
Moved 478.8888 266.0711 349.5356 -0.2174279 -0.0989311
Moved 478.9195 261.9488 343.9488 -0.2269703 -0.1133005
Ended 478.9502 260 341 -0.2314815 -0.1208849
Accept 479.0424 0 figure
Candidates 479.0424 13 this third thus those its toys is does tours fits us yours types
Began 479.9488 368 353 0.01851857 -0.09002065
Stationary 479.9795 368 353 0.01851857 -0.09002065
Stationary 480.0103 368 353 0.01851857 -0.09002065
Moved 480.041 405.907 374.9535 0.1062661 -0.03355591
Moved 480.0717 439.5891 396.0123 0.184234 0.0206078
Moved 480.1024 462.1435 409.9391 0.2364432 0.05642777
Moved 480.1332 477.4187 420.814 0.2718025 0.08439814
Moved 480.1638 487.7136 430.7136 0.2956333 0.1098599
Moved 480.1946 500.1962 443.1962 0.3245283 0.1419655
Moved 480.2253 508.8395 452.7593 0.3445359 0.1665619
Moved 480.256 512.5985 458.7955 0.3532373 0.1820872
Moved 480.2868 515.33 463.33 0.35956 0.1937498
Moved 480.3175 516 468.1995 0.3611111 0.2062744
Moved 480.3483 516 472.4939 0.3611111 0.2173196
Moved 480.379 516 475.9992 0.3611111 0.2263354
Moved 480.4097 492.1517 479.872 0.3059067 0.2362963
Moved 480.4404 479.1545 480 0.2758206 0.2366254
Moved 480.4712 452.7537 480 0.2147075 0.2366254
Moved 480.5019 437.1001 480 0.1784724 0.2366254
Moved 480.5326 426.8001 480 0.1546298 0.2366254
Moved 480.5633 419.6223 480 0.1380145 0.2366254
Moved 480.594 414.0311 480 0.1250721 0.2366254
Moved 480.6248 406.44 480 0.1074999 0.2366254
Moved 480.6555 397.827 480 0.08756249 0.2366254
Moved 480.6862 387.6105 480 0.06391317 0.2366254
