a good response to the question
Moved 63.98228 304.6968 432.9097 -0.1280167 0.1155083
Moved 64.01304 300.6553 436.1723 -0.1373719 0.1238998
Moved 64.04374 294.7805 440.4797 -0.1509711 0.1349785
Moved 64.07448 288.7712 443.6144 -0.1648814 0.143041
Moved 64.10518 284.0309 446 -0.1758544 0.1491768
Moved 64.13594 280.6417 448.3583 -0.1836998 0.1552424
Moved 64.16665 278.1087 449.8913 -0.1895631 0.1591853
Moved 64.19735 276.673 450 -0.1928865 0.1594649
Moved 64.22813 274.365 451 -0.1982291 0.162037
Moved 64.25882 272.8996 452 -0.2016212 0.164609
Moved 64.2896 270.9882 453.0118 -0.2060459 0.1672115
Moved 64.3203 268.1144 453 -0.2126982 0.167181
Moved 64.35102 261.4941 453 -0.2280228 0.167181
Moved 64.38175 254.1079 443.9184 -0.2451206 0.143823
Moved 64.41251 244.5021 436.3361 -0.2673562 0.1243213
Moved 64.4432 233.851 412.6276 -0.2920114 0.06334246
Moved 64.47392 230.3232 392.2626 -0.3001777 0.01096337
Moved 64.50465 230 375.7801 -0.3009259 -0.03142981
Moved 64.53541 230 366.3939 -0.3009259 -0.05557142
Moved 64.56612 230 360.8248 -0.3009259 -0.06989514
Moved 64.59689 230 358.5 -0.3009259 -0.07587456
Moved 64.62761 292.2043 389.781 -0.1569345 0.004580698
Moved 64.65834 406.9808 463.665 0.1087519 0.1946117
Moved 64.68907 439.3337 479.8446 0.1836428 0.2362257
Moved 64.7198 469.7782 494.4446 0.2541162 0.2737773
Moved 64.75053 490.7843 503.5137 0.3027415 0.2971031
Moved 64.78126 498.6282 506.6282 0.3208986 0.3051136
Moved 64.81196 499 507 0.3217593 0.3060699
Moved 64.84265 473.0511 507 0.2616923 0.3060699
Moved 64.87343 385.6512 491.9044 0.05937776 0.2672438
Moved 64.90415 313.7575 472.2525 -0.1070429 0.2166987
Moved 64.93488 282.8758 459.864 -0.1785282 0.1848352
Moved 64.96559 258.6923 445.1827 -0.2345087 0.1470747
Moved 64.99632 244.8613 432.8613 -0.2665248 0.1153838
Moved 65.02705 234.3133 423.3133 -0.2909414 0.09082633
Moved 65.05782 224.7353 412.3137 -0.3131128 0.06253502
Moved 65.08851 216.124 401.832 -0.3330464 0.03557597
Moved 65.11927 209.6819 391.5229 -0.3479585 0.009060926
Moved 65.15 204.5401 379.6202 -0.359861 -0.02155288
Moved 65.18069 197.811 359.8384 -0.3754376 -0.07243223
Moved 65.21146 194.5301 343.1807 -0.3830321 -0.1152759
Moved 65.24212 194 336.3177 -0.3842593 -0.1329278
Moved 65.2729 215.2193 335 -0.3351406 -0.1363169
Moved 65.30364 306.0715 367.5313 -0.1248345 -0.05264604
Moved 65.33437 351.8279 390.7243 -0.01891692 0.007006876
Moved 65.3651 370.7548 400.3774 0.02489547 0.03183486
Moved 65.39583 393.9802 408.9926 0.07865777 0.05399307
Moved 65.42653 405.5986 412.8662 0.1055523 0.06395622
Moved 65.45728 409.7405 413 0.11514 0.06430033
Moved 65.48798 411 385.8874 0.1180555 -0.005433785
Moved 65.51875 395.0569 320.2278 0.08115033 -0.1743112
Moved 65.54942 385.8966 284.6555 0.05994588 -0.2658039
Moved 65.58018 374.3407 257.6815 0.03319611 -0.3351814
Moved 65.61091 360.9148 235.6637 0.002117554 -0.3918115
Moved 65.64164 347.4916 223.7932 -0.02895469 -0.4223425
Moved 65.67239 317.6701 220 -0.09798595 -0.4320988
Moved 65.70311 277.1854 242.1226 -0.1917004 -0.3751991
Moved 65.73381 235.6248 274.146 -0.2879055 -0.2928344
Moved 65.76457 206.681 296.3592 -0.354905 -0.2357017
Moved 65.7953 184.5553 314.0955 -0.4061219 -0.1900838
Moved 65.826 172.4546 328.4318 -0.4341329 -0.1532105
Moved 65.85671 166.4881 341.0238 -0.4479443 -0.1208237
Moved 65.88745 166 352.137 -0.4490741 -0.09224024
Moved 65.9182 175.8894 366.5929 -0.4261821 -0.05505942
Moved 65.94892 198.9793 396.9773 -0.372733 0.02308975
Moved 65.97962 214.5109 413.5109 -0.3367803 0.06561448
Moved 66.01036 220.5167 418.7584 -0.3228779 0.07911094
Ended 66.04112 224 420.5 -0.3148148 0.08359041
Accept 66.19472 0 good
Candidates 66.19472 13 friends friend respective source residence returns questions resources works september towns depends sources
Began 67.33165 384 379 0.0555556 -0.02314815
Stationary 67.36242 384 379 0.0555556 -0.02314815
Stationary 67.39318 384 379 0.0555556 -0.02314815
Moved 67.4239 356.2347 379 -0.008715938 -0.02314815
Moved 67.45462 303.673 379 -0.1303865 -0.02314815
Moved 67.48528 227.2131 379 -0.307377 -0.02314815
Moved 67.51604 151.1411 369 -0.4834697 -0.04886839
Moved 67.5468 91.96637 348.8938 -0.6204482 -0.1005818
Ended 67.57749 85 343 -0.6365741 -0.1157408
Accept 67.63898 0 friends
Delete 67.63898 LeftSwipe
Backspace 68.77586
Began 69.17536 327 355 -0.07638887 -0.08487654
Moved 69.20614 313.9856 346.7181 -0.1065147 -0.1061777
Moved 69.23682 280.1841 340.8834 -0.1847589 -0.1211848
Moved 69.26755 257.1096 338.3014 -0.2381721 -0.1278257
Moved 69.29826 232.8661 338 -0.2942913 -0.1286009
Moved 69.32899 216.3352 338 -0.3325574 -0.1286009
Moved 69.35945 203.1754 338 -0.3630199 -0.1286009
Moved 69.39048 197.5755 338 -0.3759827 -0.1286009
Moved 69.42117 192.857 338 -0.386905 -0.1286009
Moved 69.45195 189.5556 338 -0.3945473 -0.1286009
Moved 69.48265 187.8468 338 -0.3985027 -0.1286009
Moved 69.5134 187 338 -0.4004629 -0.1286009
Moved 69.54411 187 345 -0.4004629 -0.1105968
Moved 69.57482 185.9228 346.0771 -0.4029564 -0.1078263
Ended 69.60558 186 346 -0.4027778 -0.1080248
Candidates 69.69773 13 a s as ss sa add d da aa ga aaa has fda
Began 70.09725 241 306 -0.275463 -0.2109054
Stationary 70.12796 241 306 -0.275463 -0.2109054
Moved 70.15872 264.3143 340.4111 -0.2214946 -0.1223995
Moved 70.18906 328.314 412.314 -0.07334729 0.06253584
Moved 70.22009 366.1003 447.3717 0.01412114 0.152705
Moved 70.25088 387.0616 462.0308 0.06264259 0.1904083
Moved 70.2816 393.416 467.208 0.07735183 0.2037242
Moved 70.31235 394 468 0.07870366 0.2057612
Moved 70.34307 377.565 459.9454 0.0406597 0.1850448
Moved 70.37379 319.5633 422.0385 -0.09360358 0.0875475
Moved 70.40453 254.6636 383.5981 -0.2438343 -0.01132172
Moved 70.43521 222.3799 363.9199 -0.318565 -0.06193444
Moved 70.46597 194.0649 344.5487 -0.3841089 -0.1117574
Moved 70.49669 170.043 326.9019 -0.4397154 -0.1571455
Moved 70.52744 151.1046 311.5871 -0.4835543 -0.1965353
Moved 70.55816 138.9235 301.9235 -0.5117512 -0.2213902
Moved 70.58889 132.1069 297.1069 -0.5275303 -0.2337785
Moved 70.61961 130.2335 297 -0.531867 -0.2340535
Ended 70.65033 129.5 297 -0.5335647 -0.2340535
Accept 70.74248 0 a
Candidates 70.74248 13 good is odds god odd gods foods tips oops us food hours id
Began 71.26488 297 306 -0.1458333 -0.2109054
Stationary 71.29558 297 306 -0.1458333 -0.2109054
Stationary 71.32635 297 306 -0.1458333 -0.2109054
Stationary 71.35708 297 306 -0.1458333 -0.2109054
Moved 71.3878 297 323.6277 -0.1458333 -0.1655666
Moved 71.4185 297 357.692 -0.1458333 -0.07795287
Moved 71.44921 286.6462 389.1227 -0.1698004 0.002887592
Moved 71.47993 279.838 409.3241 -0.1855603 0.05484589
Moved 71.51064 272.116 422.1401 -0.2034353 0.0878088
Moved 71.5414 264.0002 431.9998 -0.2222217 0.113168
Moved 71.57217 258.2631 436.3684 -0.235502 0.1244043
Moved 71.60292 253.1398 438.9301 -0.2473616 0.1309931
Moved 71.63363 246.4505 439.7748 -0.2628461 0.1331655
Moved 71.66434 226.6463 440 -0.3086892 0.1337448
Moved 71.69508 217.4366 440 -0.3300078 0.1337448
Moved 71.72581 204.9403 432.9164 -0.3589345 0.1155257
Moved 71.75651 193.4548 429.2274 -0.3855214 0.1060374
Moved 71.78722 186.4788 425.4788 -0.4016695 0.09639587
Moved 71.81794 181 416 -0.4143519 0.07201634
Moved 71.8487 176.6378 397.7322 -0.4244495 0.02503144
Moved 71.87942 173.9567 372.6534 -0.4306558 -0.03947167
Moved 71.91016 174 354.4728 -0.4305556 -0.08623264
Moved 71.94089 174 343.7287 -0.4305556 -0.1138665
Moved 71.97163 184.3101 336.4225 -0.4066896 -0.1326583
Moved 72.00234 255.8722 363.9361 -0.2410367 -0.06189283
Moved 72.03309 349.5988 421.3467 -0.0240768 0.08576809
Moved 72.06377 409.2947 463.0646 0.1141081 0.1930672
Moved 72.09456 447.7555 487.8533 0.2031376 0.2568242
Moved 72.12528 472.6902 502.3451 0.2608569 0.2940973
Moved 72.15601 479.8215 506.9108 0.2773646 0.3058404
Moved 72.18647 482.7524 507 0.2841491 0.3060699
Moved 72.21742 484 507 0.287037 0.3060699
Stationary 72.24818 484 507 0.287037 0.3060699
Stationary 72.27892 484 507 0.287037 0.3060699
Moved 72.30959 473.4163 496.2775 0.2625377 0.2784915
Moved 72.34037 457.8252 487.043 0.2264472 0.2547401
Moved 72.37108 433 469.5 0.1689814 0.2096193
Moved 72.40181 403.0481 441.048 0.09964833 0.1364404
Moved 72.4325 375.7642 390.4694 0.03649116 0.006351196
Moved 72.46328 358.4966 331.8872 -0.003480017 -0.1443231
Moved 72.49397 352.357 299.1418 -0.0176922 -0.2285447
Moved 72.52473 344.4188 263.3844 -0.03606766 -0.3205135
Moved 72.55547 337.6773 241.8705 -0.05167296 -0.3758475
Moved 72.58616 329.8908 224.7817 -0.06969715 -0.4198001
Moved 72.61692 321.5998 212.5999 -0.0888893 -0.451132
Moved 72.64764 305.6801 209 -0.1257406 -0.4603909
Moved 72.67834 264.4503 236.5092 -0.2211798 -0.3896369
Moved 72.7091 226.922 274.078 -0.3080509 -0.2930093
Moved 72.73983 195.2535 298.4977 -0.3813576 -0.2302014
Moved 72.77055 172.0104 312.4948 -0.4351611 -0.1942006
Moved 72.80127 141.2393 328.7204 -0.5063905 -0.1524682
Moved 72.83196 135.0337 333.9663 -0.5207553 -0.1389756
Moved 72.86273 126.3812 343.4918 -0.5407843 -0.114476
Moved 72.8934 123 352.7041 -0.548611 -0.0907817
Moved 72.92417 136.5 380.5 -0.5173611 -0.0192902
Moved 72.9549 169.011 424.4751 -0.4421041 0.09381447
Moved 72.98563 193.1114 453.1114 -0.3863162 0.1674675
Moved 73.01632 211.4401 470.5521 -0.3438888 0.2123252
Moved 73.0471 218.8904 478.8904 -0.3266426 0.2337715
Ended 73.07782 221.2785 481.2786 -0.3211145 0.2399139
Accept 73.13921 0 good
Candidates 73.13921 13 response twice estimate resolve reduce wonder designer wine river resource regular soccer robert
Began 73.56945 266 284 -0.2175926 -0.2674897
Moved 73.60017 255.3498 310.9505 -0.2422458 -0.1981727
Moved 73.63091 245.4674 356.4567 -0.2651218 -0.08112998
Moved 73.66161 245 391.0901 -0.2662037 0.007947874
Moved 73.69238 251.8019 413.8303 -0.2504585 0.06643578
Moved 73.7231 258.5282 428.2136 -0.2348884 0.10343
Moved 73.75377 266.8573 434.7144 -0.215608 0.12015
Moved 73.78452 289.9861 437 -0.1620692 0.1260288
Moved 73.81525 317.1943 438 -0.09908731 0.1286007
Moved 73.84599 342.9061 438 -0.03956924 0.1286007
Moved 73.87672 360.5 438 0.001157423 0.1286007
Moved 73.90741 386.3552 438 0.06100734 0.1286007
Moved 73.93816 405.2714 438 0.104795 0.1286007
Moved 73.96889 416.3718 438 0.1304903 0.1286007
Ended 73.99964 419 438 0.1365741 0.1286007
Accept 74.03037 0 response
Candidates 74.03037 13 to too top tip trip rio group tp you trio up grip rip
Began 74.27615 287 302 -0.1689815 -0.2211935
Stationary 74.30689 287 302 -0.1689815 -0.2211935
Stationary 74.33767 287 302 -0.1689815 -0.2211935
Moved 74.36838 255.9492 355.858 -0.2408584 -0.08266967
Moved 74.39908 244.2186 392.1255 -0.2680124 0.01061071
Moved 74.42982 241 415.8759 -0.275463 0.07169727
Moved 74.46056 241 430.0693 -0.275463 0.108203
Moved 74.49129 249.0352 437.6784 -0.256863 0.1277736
Moved 74.52199 261.3181 438 -0.2284304 0.1286007
Moved 74.55274 290.6673 407.9991 -0.1604923 0.05143789
Moved 74.58346 304.5919 363.0404 -0.1282595 -0.06419656
Moved 74.61417 307 341.3422 -0.1226852 -0.1200046
Moved 74.64486 307 330.1504 -0.1226852 -0.1487903
Moved 74.67562 294.0108 324.5027 -0.1527528 -0.1633162
Moved 74.70638 253.1825 336.2723 -0.2472628 -0.1330444
Moved 74.7371 218.1214 360.4443 -0.3284226 -0.07087386
Moved 74.76778 181.9444 390.3232 -0.4121658 0.005975417
Moved 74.79855 161.5747 410.6379 -0.4593179 0.05822511
Moved 74.82928 155.5205 422.9182 -0.4733323 0.08981001
Ended 74.85998 155.5205 422.9182 -0.4733323 0.08981001
Accept 74.95213 0 to
Candidates 74.95213 13 the rude threw rugged ride further use there rides rise trigger refer either
Began 75.16726 293 306 -0.1550926 -0.2109054
Stationary 75.19801 293 306 -0.1550926 -0.2109054
Moved 75.22874 250.532 321.6755 -0.2533983 -0.1705877
Moved 75.25944 210.2507 336.3233 -0.3466418 -0.1329134
Moved 75.2902 151.3911 359.8153 -0.4828911 -0.07249157
Moved 75.32094 123.7073 374.1254 -0.5469738 -0.03568571
Moved 75.35112 110.2604 380.8264 -0.578101 -0.01845066
Moved 75.38235 106.5202 386.9596 -0.5867589 -0.002675979
Moved 75.41311 106 395.6991 -0.5879629 0.01980208
Moved 75.44381 161.8035 418.4791 -0.4587882 0.07839274
Moved 75.47456 244.4048 438.084 -0.2675816 0.1288168
Moved 75.50526 316.5411 443 -0.1005993 0.1414608
Moved 75.53602 344.9877 443 -0.03475075 0.1414608
Moved 75.56675 357.1453 443 -0.006608069 0.1414608
Moved 75.59748 361 435.1295 0.002314846 0.1212178
Moved 75.62819 352.8487 433.5179 -0.01655395 0.1170729
Moved 75.6589 308.3298 433 -0.119607 0.1157406
Moved 75.68964 255.0479 433 -0.2429447 0.1157406
Moved 75.72035 223.7308 440 -0.3154379 0.1337448
Moved 75.7511 203.517 440 -0.3622292 0.1337448
Moved 75.78181 189.4026 428.1688 -0.3949015 0.1033148
Moved 75.81255 178.1641 405.7014 -0.4209164 0.04552817
Moved 75.84329 171.8452 359.1428 -0.4355435 -0.07422121
Moved 75.87395 170 328.6515 -0.4398148 -0.1526453
Moved 75.90475 170 316.1933 -0.4398148 -0.184688
Moved 75.93544 170 315 -0.4398148 -0.1877573
Moved 75.9662 211.977 345.6415 -0.3426458 -0.1089469
Moved 75.99689 264.9233 394.7284 -0.220085 0.0173055
Moved 76.0276 302.2127 423.0091 -0.1337669 0.09004392
Moved 76.05836 335.5222 443.0679 -0.05666147 0.1416355
Moved 76.08907 352.4038 450.9615 -0.01758377 0.161938
Moved 76.11983 366.7471 452 0.0156183 0.164609
Moved 76.15056 378.3355 452 0.04244337 0.164609
Moved 76.18126 393.1824 426.1803 0.07681102 0.09820031
Moved 76.21197 402.5977 390.8276 0.09860575 0.007272689
Moved 76.24271 405.4875 356.1506 0.1052951 -0.08191717
Moved 76.27347 405 312.5065 0.1041667 -0.1941706
Moved 76.3042 405 269.2889 0.1041667 -0.3053268
Moved 76.33492 399.6406 242.1094 0.09176064 -0.3752331
Moved 76.36565 394.591 211.9324 0.08007179 -0.4528489
Moved 76.39635 389.8517 180.6658 0.06910125 -0.5332671
Moved 76.42708 384.9904 156.9427 0.05784829 -0.594283
Ended 76.4578 384 149 0.0555556 -0.6147119
Accept 76.48856 0 the
Candidates 76.48856 13 question equation retain quotation depression situation wisdom restoration saturation austin station duration suggestion
Began 76.88802 143 412 -0.5023148 0.06172835
Moved 76.91872 159.6627 412 -0.4637437 0.06172835
Moved 76.94946 230.5291 434.2494 -0.2997012 0.1189541
Moved 76.98021 330.8452 458.2254 -0.06748791 0.1806208
Moved 77.0109 406.7508 473.6975 0.1082195 0.2204153
Moved 77.04165 454.0581 480.8823 0.2177271 0.2388946
Moved 77.07239 489.6311 485.3026 0.300072 0.2502639
Moved 77.1031 511.0591 488 0.3496739 0.2572016
Moved 77.13384 521.365 488 0.3735301 0.2572016
Ended 77.16455 526 488 0.3842592 0.2572016
Accept 77.22598 0 question
PhraseEnd 77.22598
