I can still feel your presence
Moved 855.7651 372.7255 402.7255 0.02945721 0.03787425
Moved 855.7958 375.6003 406.8001 0.03611177 0.04835415
Moved 855.8265 388.1789 407 0.06522894 0.04886827
Moved 855.8573 418.0323 391.7365 0.1343341 0.009610368
Moved 855.888 444.7378 375.2039 0.1961523 -0.03291173
Moved 855.9188 464.9753 362.1404 0.2429985 -0.06651136
Moved 855.9495 483.4899 350.7061 0.2858563 -0.09592071
Moved 855.9802 495.4628 343.3581 0.3135714 -0.1148198
Moved 856.0109 506 338 0.337963 -0.1286009
Moved 856.0416 508.9222 336.0778 0.3447275 -0.1335448
Moved 856.0724 512 333.3552 0.3518519 -0.1405474
Moved 856.1031 513 331.628 0.3541666 -0.1449898
Ended 856.1339 514.5 332 0.3576389 -0.144033
Accept 856.2875 0 I
Candidates 856.2875 13 can call cash am ask ball screen dh van csn cdk ash ah
Began 857.1173 480 394 0.2777778 0.01543206
Stationary 857.148 480 394 0.2777778 0.01543206
Stationary 857.1787 480 394 0.2777778 0.01543206
Moved 857.2095 443.7903 394 0.193959 0.01543206
Moved 857.2401 423.951 394 0.1480348 0.01543206
Moved 857.2709 400.8878 394 0.09464761 0.01543206
Moved 857.3017 386.7183 394 0.06184786 0.01543206
Moved 857.3324 377.2806 394 0.04000137 0.01543206
Moved 857.3631 372.7654 394 0.0295496 0.01543206
Moved 857.3939 369.6551 394 0.02234985 0.01543206
Moved 857.4246 368.6462 394 0.02001435 0.01543206
Stationary 857.4553 369 394 0.02083332 0.01543206
Moved 857.4861 384.9889 411.9889 0.05784472 0.06169978
Moved 857.5168 396.5583 421.5583 0.08462568 0.08631243
Moved 857.5475 408.5388 435.1735 0.1123583 0.121331
Moved 857.5782 417.0255 446.0341 0.1320035 0.1492644
Moved 857.6089 427.9395 457.9395 0.1572673 0.1798853
Moved 857.6397 441.7512 466.3756 0.1892388 0.2015833
Moved 857.6704 458.2334 472.5286 0.2273921 0.2174089
Moved 857.7012 483.5045 476.5913 0.2858902 0.2278582
Moved 857.7319 510.0863 479.3087 0.3474221 0.2348473
Moved 857.7626 538.3297 481 0.4128001 0.2391974
Moved 857.7933 557.2823 481 0.4566721 0.2391974
Moved 857.8241 573.9451 481 0.4952432 0.2391974
Moved 857.8548 586.0914 481 0.5233597 0.2391974
Moved 857.8856 596.9551 481 0.5485072 0.2391974
Moved 857.9163 603.4276 481 0.5634897 0.2391974
Moved 857.947 607.647 481 0.573257 0.2391974
Moved 857.9778 611.3688 481 0.5818721 0.2391974
Moved 858.0085 614.0945 481 0.5881817 0.2391974
Moved 858.0392 616.5 469 0.5937499 0.2083333
Moved 858.0699 621.2245 455.4285 0.6046863 0.1734272
Moved 858.1007 623.9488 429.4611 0.6109926 0.1066385
Moved 858.1315 627.345 404.2748 0.6188543 0.04185896
Moved 858.1621 631.0325 381.7728 0.62739 -0.01601663
Moved 858.1929 632.7671 364.1644 0.6314054 -0.06130547
Moved 858.2236 635.4901 350.5493 0.6377086 -0.09632385
Moved 858.2543 637.2147 343.5707 0.6417006 -0.1142729
Moved 858.285 637 338.0374 0.6412038 -0.1285048
Ended 858.3158 637 338.0374 0.6412038 -0.1285048
Accept 858.408 0 can
Candidates 858.408 13 still silk full soil son fill soul dull fail aol doll gain feel
Began 859.4222 519 422 0.3680556 0.08744851
Stationary 859.4529 519 422 0.3680556 0.08744851
Stationary 859.4836 519 422 0.3680556 0.08744851
Moved 859.5143 498.5967 422 0.3208258 0.08744851
Moved 859.5451 484.5709 422 0.2883585 0.08744851
Moved 859.5758 472.6483 422 0.2607599 0.08744851
Moved 859.6064 464.5 422 0.2418981 0.08744851
Moved 859.6373 460.7776 422 0.2332816 0.08744851
Moved 859.668 457.345 422 0.2253357 0.08744851
Moved 859.6987 453.6159 422 0.2167034 0.08744851
Moved 859.7295 450.9027 422 0.210423 0.08744851
Moved 859.7602 448.5 432.5 0.2048611 0.1144546
Moved 859.791 443.55 443.1251 0.1934027 0.1417826
Moved 859.8217 442.0547 452.781 0.1899415 0.1666177
Moved 859.8524 439.3305 463.3474 0.1836355 0.1937947
Moved 859.8831 435.9489 475.1276 0.1758078 0.2240936
Moved 859.9138 432.2445 490.7773 0.1672328 0.2643448
Moved 859.9446 427.0224 502.9552 0.1551444 0.2956666
Moved 859.9753 424.794 510.618 0.149986 0.3153756
Moved 860.006 423 515.2405 0.1458333 0.3272645
Moved 860.0368 422 518.3439 0.1435185 0.3352466
Moved 860.0676 422 520.0526 0.1435185 0.3396414
Stationary 860.0983 422 520 0.1435185 0.3395061
Stationary 860.129 422 520 0.1435185 0.3395061
Moved 860.1597 446.1369 500.7552 0.1993909 0.2900082
Moved 860.1904 472.754 475.86 0.2610046 0.2259774
Moved 860.2211 506.3863 444.6136 0.3388573 0.1456112
Moved 860.2519 536.5995 419.9203 0.4087952 0.08209959
Moved 860.2827 556.9601 405.03 0.4559262 0.04380136
Moved 860.3134 570.0439 398.1649 0.4862129 0.02614414
Moved 860.3441 581.0974 393.6017 0.5117995 0.01440774
Moved 860.3748 594.9974 388.3342 0.5439754 0.0008595627
Moved 860.4056 605.2181 382.8909 0.5676344 -0.01314069
Moved 860.4363 613.3412 380.2196 0.5864379 -0.02001138
Moved 860.467 620.3383 379 0.602635 -0.02314815
Moved 860.4977 632.3536 378 0.6304483 -0.02572024
Moved 860.5285 643.66 378 0.6566203 -0.02572024
Ended 860.5592 651 378 0.673611 -0.02572024
Accept 860.6821 0 still
Candidates 860.6821 13 seem feel em seen farm desk en arm week all deal term fall
Began 861.512 437 362 0.1782407 -0.06687243
Stationary 861.5427 437 362 0.1782407 -0.06687243
Moved 861.5734 427.0646 376.5197 0.1552421 -0.02952764
Moved 861.6041 418.6791 401.3022 0.1358312 0.03421336
Moved 861.6348 410.0171 429.1945 0.1157802 0.1059529
Moved 861.6656 406 451.7209 0.1064815 0.1638913
Moved 861.6963 402.6421 476.4683 0.09870856 0.2275419
Moved 861.7271 402 498.6158 0.09722222 0.2845057
Moved 861.7578 402 514.8417 0.09722222 0.3262389
Moved 861.7885 400.5884 536.7042 0.0939547 0.3824695
Moved 861.8192 398.8643 548.6786 0.08996368 0.4132679
Moved 861.8499 399 559.0095 0.09027779 0.4398391
Moved 861.8807 399 567.8988 0.09027779 0.4627025
Moved 861.9114 399 574.028 0.09027779 0.478467
Moved 861.9421 399 578.7377 0.09027779 0.4905804
Moved 861.9729 399 583.2184 0.09027779 0.502105
Moved 862.0036 399 585.8681 0.09027779 0.50892
Moved 862.0344 398 589.5886 0.08796295 0.5184892
Moved 862.0651 398 591.5 0.08796295 0.5234053
Moved 862.0958 397.3163 593.6837 0.08638033 0.5290217
Moved 862.1266 397 595.0383 0.0856481 0.5325059
Moved 862.1573 397 597.5 0.0856481 0.5388373
Moved 862.188 395.7579 598.2421 0.08277298 0.540746
Moved 862.2187 396 600.1096 0.08333336 0.5455494
Stationary 862.2495 396 600.1096 0.08333336 0.5455494
Moved 862.2802 394.6505 602.3494 0.08020957 0.5513102
Stationary 862.311 395 602 0.08101851 0.5504114
Expand 862.311
Ended 862.3417 395 602 0.08101851 0.5504114
Accept 862.4645 1 feel
Began 863.1714 384 336 0.0555556 -0.1337449
Stationary 863.2021 384 336 0.0555556 -0.1337449
Moved 863.233 407.0705 373.2939 0.1089594 -0.03782445
Moved 863.2637 418.898 400.9553 0.136338 0.03332115
Moved 863.2943 426.5991 428.0967 0.1541645 0.1031293
Moved 863.3251 431.0288 446.144 0.1644185 0.1495472
Moved 863.3558 434.5 457.5 0.1724537 0.1787551
Moved 863.3865 442.1768 464.1768 0.1902239 0.1959277
Moved 863.4173 457.2609 468.5652 0.2251408 0.2072151
Moved 863.4481 491.5497 472 0.3045132 0.2160493
Moved 863.4788 520.8809 472 0.3724095 0.2160493
Moved 863.5095 545.217 472 0.4287429 0.2160493
Moved 863.5403 561.3995 472 0.4662026 0.2160493
Moved 863.571 573.8103 472 0.4949312 0.2160493
Moved 863.6017 583.0862 472 0.5164033 0.2160493
Moved 863.6324 589.1774 472 0.5305033 0.2160493
Moved 863.6631 592.8042 472 0.5388986 0.2160493
Moved 863.6938 594.2601 472 0.5422686 0.2160493
Stationary 863.7246 594 472 0.5416667 0.2160493
Moved 863.7554 575.3311 472 0.4984515 0.2160493
Moved 863.7861 524.2917 452.4306 0.380305 0.1657165
Moved 863.8168 485.0129 438.671 0.2893819 0.1303265
Moved 863.8476 468.3792 437 0.2508776 0.1260288
Moved 863.8782 455.0382 435.7596 0.2199959 0.1228383
Moved 863.909 444.1516 436 0.1947954 0.1234567
Moved 863.9396 434.5 436 0.1724537 0.1234567
Moved 863.9705 421.5876 445.7424 0.1425639 0.1485143
Moved 864.0013 404.7436 455.4423 0.1035731 0.1734627
Moved 864.032 392.3929 464.6071 0.07498363 0.1970345
Moved 864.0627 383.2856 471.7858 0.05390177 0.2154984
Moved 864.0934 372.4994 480.5007 0.02893369 0.2379132
Moved 864.1241 362.9619 490.3842 0.006856223 0.2633336
Moved 864.1544 354.8626 497.1375 -0.01189217 0.2807032
Ended 864.1856 351.6335 499.3665 -0.01936679 0.2864363
Candidates 864.2778 13 your it for type our or put out got upper guilty pity poor
Began 865.3535 352 355 -0.01851852 -0.08487654
Stationary 865.3842 352 355 -0.01851852 -0.08487654
Stationary 865.4149 352 355 -0.01851852 -0.08487654
Stationary 865.4456 352 355 -0.01851852 -0.08487654
Moved 865.4764 383.7858 367.8929 0.05505969 -0.05171591
Moved 865.5071 435.0597 392.8783 0.1737492 0.01254698
Moved 865.5378 461.3352 407.0845 0.2345722 0.04908573
Moved 865.5685 484.2707 421.1934 0.2876635 0.08537378
Moved 865.5993 500.5786 430.4735 0.3254135 0.1092425
Moved 865.63 513.9714 439.5828 0.3564152 0.1326718
Moved 865.6608 521.8445 445.8445 0.37464 0.1487769
Moved 865.6915 526.6483 449.6483 0.3857599 0.1585602
Moved 865.7222 529.052 453.1039 0.3913241 0.1674483
Moved 865.7529 530 455.7798 0.3935185 0.1743307
Moved 865.7837 530 459.5 0.3935185 0.1838991
Moved 865.8144 530 465.4531 0.3935185 0.1992105
Moved 865.8451 499.8433 473.7892 0.3237113 0.2206511
Moved 865.8759 467.0871 478.326 0.2478868 0.23232
Moved 865.9066 442.5661 479 0.1911252 0.2340534
Moved 865.9374 420 479 0.1388889 0.2340534
Moved 865.9681 398.7926 480 0.08979777 0.2366254
Moved 865.9988 382.5569 480 0.05221515 0.2366254
Moved 866.0295 372.5771 480 0.02911359 0.2366254
Moved 866.0602 364.0574 480 0.009392103 0.2366254
Moved 866.091 354.5135 480 -0.01270026 0.2366254
Moved 866.1218 345.0768 480 -0.03454447 0.2366254
Moved 866.1525 335.943 480 -0.05568753 0.2366254
Moved 866.1832 329.279 480 -0.07111345 0.2366254
Moved 866.214 322.6216 480 -0.08652419 0.2366254
Moved 866.2447 318.1811 480 -0.09680301 0.2366254
Moved 866.2755 313.7448 480 -0.1070722 0.2366254
Moved 866.3062 309.9781 480 -0.1157914 0.2366254
Moved 866.3369 305.5217 480 -0.1261071 0.2366254
Moved 866.3676 302.5437 480 -0.1330006 0.2366254
Moved 866.3984 298.8335 480 -0.1415891 0.2366254
Moved 866.4291 296.5 480 -0.1469907 0.2366254
Moved 866.4598 293.7367 480 -0.1533873 0.2366254
Moved 866.4905 292.0258 480 -0.1573476 0.2366254
Moved 866.5212 290.6722 480 -0.1604811 0.2366254
Moved 866.552 288.5 480 -0.1655093 0.2366254
Moved 866.5827 287.7701 480 -0.1671987 0.2366254
Moved 866.6135 286.5 480 -0.1701389 0.2366254
Moved 866.6442 287 480 -0.1689815 0.2366254
Stationary 866.6749 287 480 -0.1689815 0.2366254
Moved 866.7057 287 470.4651 -0.1689815 0.2121015
Moved 866.7364 287 464.7299 -0.1689815 0.1973504
Moved 866.7672 287 455.8702 -0.1689815 0.1745633
Moved 866.7979 282.5075 442.5226 -0.1793807 0.1402329
Moved 866.8286 275.084 429.14 -0.1965648 0.1058127
Moved 866.8593 265.9131 413.5217 -0.2177938 0.06564226
Moved 866.8901 259.6901 404.5867 -0.232199 0.04266126
Moved 866.9208 254.175 396.35 -0.2449653 0.02147635
Moved 866.9515 249.4536 390.9072 -0.2558945 0.007477356
Moved 866.9822 247.729 387.7291 -0.2598865 -0.0006968887
Moved 867.013 247 385.5 -0.2615741 -0.006430119
Moved 867.0437 247 384.9969 -0.2615741 -0.007723977
Moved 867.0745 247 384 -0.2615741 -0.01028807
Stationary 867.1052 247 384 -0.2615741 -0.01028807
Moved 867.1359 259.8737 400.3105 -0.2317739 0.03166265
Moved 867.1666 271.7553 416.5718 -0.2042702 0.073487
Moved 867.1974 280.995 433.3199 -0.1828821 0.1165634
Moved 867.2281 288.1152 446.192 -0.1663999 0.1496707
Moved 867.2589 295.5393 460.0786 -0.1492146 0.1853871
Moved 867.2896 302.4438 469.9251 -0.1332319 0.2107126
Moved 867.3203 308.6107 477.6107 -0.1189568 0.23048
Moved 867.3511 313.2766 482.2766 -0.1081559 0.2424809
Moved 867.3818 317.7351 487.735 -0.09783547 0.2565202
Moved 867.4125 320.0846 490.0846 -0.09239668 0.2625633
Moved 867.4432 322.8064 492 -0.08609637 0.2674896
Moved 867.474 324.2146 493.2147 -0.0828365 0.2706137
Moved 867.5047 327.9443 493 -0.07420291 0.2700616
Moved 867.5354 335.6729 486.986 -0.05631278 0.2545934
Moved 867.5662 350.3646 467.2413 -0.02230411 0.2038098
Moved 867.5966 362.5468 447.1797 0.005895495 0.1522112
Moved 867.6277 380.3716 415.2202 0.04715641 0.0700106
Moved 867.6584 400.2202 377.763 0.09310225 -0.02632981
Moved 867.6891 414.3938 349.3436 0.1259116 -0.09942489
Ended 867.7198 417 345 0.1319444 -0.1105968
Began 867.7505 449 299 0.2060185 -0.2289095
Stationary 867.7813 449 299 0.2060185 -0.2289095
Stationary 867.812 449 299 0.2060185 -0.2289095
Accept 867.812 0 your
Candidates 867.812 13 hotel path own pearl item powell paul oath push park york pork poem
Stationary 867.8428 449 299 0.2060185 -0.2289095
Moved 867.8735 457.6197 290 0.2259714 -0.2520577
Moved 867.9042 458 288.662 0.2268519 -0.2554991
Stationary 867.9349 458 289 0.2268519 -0.2546296
Stationary 867.9657 458 289 0.2268519 -0.2546296
Moved 867.9964 444.9219 288 0.1965784 -0.2572017
Ended 868.0271 436 288 0.1759259 -0.2572017
Began 868.0579 388 297 0.06481478 -0.2340535
Moved 868.0886 363.5261 307.5925 0.00816216 -0.2068095
Moved 868.1194 340.4529 316.5849 -0.04524797 -0.1836809
Moved 868.15 323 323 -0.08564815 -0.1671811
Moved 868.1808 309.4545 328.7727 -0.1170034 -0.1523336
Accept 868.1808 0 hotel
Candidates 868.1808 13 g f h hh d j v hs b dh c s has
Moved 868.2115 303.3915 333.8255 -0.1310382 -0.1393378
Moved 868.2423 302 342.3464 -0.1342593 -0.1174218
Moved 868.273 302 362.0506 -0.1342593 -0.06674237
Moved 868.3038 312.9448 389.2516 -0.108924 0.00321918
Moved 868.3345 318.355 404.8875 -0.09640053 0.0434348
Moved 868.3652 321 414.8083 -0.09027779 0.06895144
Moved 868.3959 323.2181 420.4363 -0.0851432 0.08342656
Ended 868.4267 323 421 -0.08564815 0.08487643
Accept 868.5189 0 g
Candidates 868.5189 13 free e dr fee de few get fe st r see set feet
Began 869.5945 465 375 0.2430555 -0.03343629
Stationary 869.6253 465 375 0.2430555 -0.03343629
Moved 869.6561 451.3902 375 0.2115514 -0.03343629
Moved 869.6868 433.9706 381.0294 0.1712282 -0.01792845
Moved 869.7174 415.4456 386.4441 0.1283464 -0.004001861
Moved 869.7482 389.8979 394.0306 0.06920815 0.0155109
Moved 869.7789 362.1279 402.468 0.004925728 0.03721198
Moved 869.8096 342.8387 406.4516 -0.0397252 0.04745778
Moved 869.8404 327.9702 409.7228 -0.07414301 0.05587134
Moved 869.8711 312.1141 412.5772 -0.110847 0.06321295
Moved 869.9019 299.8049 414 -0.1393405 0.06687239
Moved 869.9326 288.9166 416 -0.1645448 0.07201634
Moved 869.9633 280.7895 417 -0.1833576 0.0745884
Moved 869.9941 274.7485 419.1257 -0.1973413 0.08005586
Moved 870.0248 264.5953 420 -0.2208443 0.08230445
Moved 870.0555 260.3827 420 -0.2305956 0.08230445
Moved 870.0863 258.0407 420 -0.236017 0.08230445
Moved 870.117 253.6102 420 -0.2462726 0.08230445
Moved 870.1477 250.5846 421 -0.2532763 0.08487643
Moved 870.1785 246.2952 421 -0.2632055 0.08487643
Moved 870.2092 241.9546 421 -0.2732532 0.08487643
Moved 870.2399 236.518 421 -0.285838 0.08487643
Moved 870.2706 232.0758 421 -0.2961209 0.08487643
Moved 870.3014 227.3843 421 -0.3069808 0.08487643
Moved 870.3322 222.8765 421 -0.3174155 0.08487643
Moved 870.3629 219.1576 421 -0.326024 0.08487643
Moved 870.3936 216.4344 421 -0.3323278 0.08487643
Moved 870.4243 214.0317 421 -0.3378896 0.08487643
Moved 870.4551 212.6672 421 -0.3410482 0.08487643
Moved 870.4858 208.5867 414 -0.3504937 0.06687239
Moved 870.5165 206.8636 412.8636 -0.3544824 0.06394947
Moved 870.5472 204.5 413 -0.3599537 0.06430033
Moved 870.578 202.7686 412 -0.3639617 0.06172835
Moved 870.6087 200.5 412 -0.369213 0.06172835
Moved 870.6395 199.6622 410.6622 -0.3711524 0.05828739
Moved 870.6702 198.693 411 -0.3733957 0.05915629
Moved 870.7009 197.7638 411 -0.3755466 0.05915629
Stationary 870.7316 197.7638 411 -0.3755466 0.05915629
Moved 870.7624 197 411 -0.3773148 0.05915629
Ended 870.7931 197 411 -0.3773148 0.05915629
Accept 870.8546 0 free
Delete 870.8546 LeftSwipe
Began 871.2234 413 375 0.1226852 -0.03343629
Stationary 871.2542 413 375 0.1226852 -0.03343629
Moved 871.2849 387.3844 375 0.06338984 -0.03343629
Moved 871.3156 362.6803 375 0.006204347 -0.03343629
Moved 871.3464 343.1851 375 -0.03892342 -0.03343629
Moved 871.3771 324.074 375 -0.08316194 -0.03343629
Moved 871.4078 308.7275 375 -0.1186863 -0.03343629
Moved 871.4385 294.6783 375 -0.1512076 -0.03343629
Moved 871.4693 283.3341 375 -0.1774673 -0.03343629
Moved 871.5 267.756 375 -0.2135278 -0.03343629
Moved 871.5307 263.6602 375 -0.2230087 -0.03343629
Moved 871.5615 258 375 -0.2361111 -0.03343629
Moved 871.5922 250.3847 375 -0.2537391 -0.03343629
Moved 871.6229 244.2351 375 -0.2679743 -0.03343629
Moved 871.6536 238.7175 375 -0.2807465 -0.03343629
Moved 871.6844 233.9131 375 -0.2918678 -0.03343629
Moved 871.7151 228.4551 375 -0.3045022 -0.03343629
Moved 871.7458 223.0068 375 -0.3171138 -0.03343629
Moved 871.7766 217.7826 375 -0.329207 -0.03343629
Moved 871.8074 211.7897 375 -0.3430793 -0.03343629
Moved 871.8381 205.024 375 -0.3587409 -0.03343629
Moved 871.8688 199.9165 375 -0.3705635 -0.03343629
Moved 871.8995 195.2336 375 -0.3814036 -0.03343629
Moved 871.9302 191.8006 375 -0.3893506 -0.03343629
Moved 871.961 189.0793 375 -0.3956498 -0.03343629
Moved 871.9918 185.3589 375 -0.4042618 -0.03343629
Moved 872.0225 181.6963 375 -0.41274 -0.03343629
Moved 872.0532 177.883 375 -0.4215671 -0.03343629
Moved 872.0839 176.039 375 -0.4258357 -0.03343629
Moved 872.1146 170.5947 375 -0.4384382 -0.03343629
Moved 872.1454 166.6303 375 -0.447615 -0.03343629
Moved 872.1761 162.7062 375 -0.4566987 -0.03343629
Moved 872.2068 158.9635 375 -0.4653624 -0.03343629
Moved 872.2375 156.2579 375 -0.4716251 -0.03343629
Moved 872.2683 152.8824 375 -0.4794388 -0.03343629
Moved 872.299 150.1238 375 -0.4858246 -0.03343629
Moved 872.3298 148 375 -0.4907407 -0.03343629
Moved 872.3605 145.6837 375 -0.4961026 -0.03343629
Moved 872.3912 144.5 375 -0.4988426 -0.03343629
Moved 872.4219 142.9402 375 -0.5024532 -0.03343629
Moved 872.4527 140.9212 375 -0.5071269 -0.03343629
Stationary 872.4835 140.9212 375 -0.5071269 -0.03343629
Moved 872.5142 138.7981 375 -0.5120414 -0.03343629
Stationary 872.5449 138.7981 375 -0.5120414 -0.03343629
Ended 872.5756 139 375 -0.511574 -0.03343629
Delete 872.6678 LeftSwipe
Began 873.0366 440 390 0.1851852 0.005143954
Moved 873.0674 428.8891 390 0.1594655 0.005143954
Moved 873.0981 405.7967 390 0.1060108 0.005143954
Moved 873.1288 372.4784 390 0.02888511 0.005143954
Moved 873.1596 345.3964 390 -0.03380458 0.005143954
Moved 873.1903 324.2006 390 -0.08286893 0.005143954
Moved 873.221 307.1496 390 -0.1223388 0.005143954
Moved 873.2518 291.762 390 -0.1579583 0.005143954
Moved 873.2825 279.959 390 -0.18528 0.005143954
Moved 873.3132 266.3421 390 -0.2168008 0.005143954
Moved 873.3439 254.5895 390 -0.2440058 0.005143954
Moved 873.3747 245 390 -0.2662037 0.005143954
Moved 873.4055 232.9503 390 -0.2940965 0.005143954
Moved 873.4362 227.8906 390 -0.3058088 0.005143954
Moved 873.4669 221.1351 390 -0.3214465 0.005143954
Moved 873.4977 214.2629 383.9202 -0.3373544 -0.0104934
Moved 873.5284 206.3562 383 -0.355657 -0.01286016
Moved 873.5591 197.2055 381.7352 -0.3768392 -0.01611333
Moved 873.5898 190.0146 382 -0.3934846 -0.01543218
Moved 873.6206 184.3347 382 -0.4066328 -0.01543218
Moved 873.6513 177.9139 380.957 -0.4214955 -0.01811487
Moved 873.682 173.4593 381 -0.4318071 -0.01800419
Moved 873.7128 168.0188 381 -0.444401 -0.01800419
Moved 873.7435 165.0986 381 -0.4511606 -0.01800419
Moved 873.7742 162.3777 381 -0.4574592 -0.01800419
Moved 873.805 159.6531 381 -0.4637659 -0.01800419
Moved 873.8357 157.966 381 -0.4676713 -0.01800419
Moved 873.8664 155.5565 381 -0.4732488 -0.01800419
Moved 873.8972 153.833 381 -0.4772385 -0.01800419
Moved 873.9279 152.6462 381 -0.4799856 -0.01800419
Moved 873.9586 151.874 381 -0.4817731 -0.01800419
Moved 873.9893 149.9883 381 -0.4861383 -0.01800419
Stationary 874.02 149.9883 381 -0.4861383 -0.01800419
Moved 874.0508 149 381 -0.4884259 -0.01800419
Ended 874.0815 149 381 -0.4884259 -0.01800419
Delete 874.143 LeftSwipe
Began 875.3109 362 282 0.004629592 -0.2726338
Stationary 875.3416 362 282 0.004629592 -0.2726338
Stationary 875.3723 362 282 0.004629592 -0.2726338
Moved 875.403 392.9648 302.4824 0.07630745 -0.2199527
Moved 875.4338 428.1246 326.3836 0.1576959 -0.1584785
Moved 875.4645 459.9468 348.4288 0.2313583 -0.1017777
Moved 875.4953 492.1407 367.0704 0.3058813 -0.05383134
Moved 875.526 498.9398 371.1085 0.32162 -0.04344532
Moved 875.5568 511.2826 380.2826 0.3501911 -0.01984938
Moved 875.5875 517.6088 387.6088 0.3648353 -0.001006146
Moved 875.6182 520.5 393 0.3715278 0.01285996
Moved 875.6489 521 396.9359 0.3726852 0.02298308
Moved 875.6796 521 402.3162 0.3726852 0.0368214
Moved 875.7104 521 409.1376 0.3726852 0.05436634
Moved 875.7411 505.3929 413.2024 0.3365575 0.06482092
Moved 875.7718 482.2802 416.4766 0.2830561 0.07324226
Moved 875.8026 461.1599 418 0.2341663 0.07716041
Moved 875.8332 429.0768 418 0.1599 0.07716041
Moved 875.864 402.5 418 0.09837966 0.07716041
Moved 875.8948 374.3858 410.6091 0.03330042 0.05815101
Moved 875.9255 352.0009 408.2501 -0.01851633 0.0520836
Moved 875.9562 323.1443 405.5953 -0.08531407 0.04525542
Moved 875.9869 300.4369 406 -0.1378776 0.04629618
Moved 876.0177 278.9298 405 -0.1876624 0.04372424
Moved 876.0484 260.3737 405 -0.2306165 0.04372424
Moved 876.0792 250.0921 405 -0.2544164 0.04372424
Moved 876.1099 244.3966 405 -0.2676004 0.04372424
Moved 876.1406 239.8889 405 -0.278035 0.04372424
Moved 876.1713 239 405 -0.2800926 0.04372424
Stationary 876.2021 239 405 -0.2800926 0.04372424
Moved 876.2328 247.7147 397.1268 -0.2599198 0.02347436
Moved 876.2635 259.7572 387.9321 -0.2320436 -0.0001746048
Moved 876.2943 266.8234 380.765 -0.2156866 -0.01860866
Moved 876.325 270.1246 377.8754 -0.2080449 -0.02604057
Moved 876.3558 272.5015 373.4985 -0.2025428 -0.03729824
Moved 876.3865 273 362.2471 -0.2013889 -0.06623696
Moved 876.4172 273 357.2098 -0.2013889 -0.07919279
Moved 876.4479 273 346 -0.2013889 -0.1080248
Moved 876.4787 262.8292 336.6583 -0.2249325 -0.1320517
Moved 876.5094 258.3864 324.5797 -0.2352166 -0.1631183
Moved 876.5402 256.5255 317.5767 -0.2395242 -0.18113
Moved 876.5709 255 313.2709 -0.2430556 -0.1922046
Moved 876.6016 253 306.9201 -0.2476852 -0.2085389
Moved 876.6323 250.7372 302.7372 -0.2529232 -0.2192974
Moved 876.663 250 299.0167 -0.2546296 -0.2288667
Moved 876.6938 250 296.6738 -0.2546296 -0.2348925
Moved 876.7245 249 294.5 -0.2569445 -0.2404836
Moved 876.7552 249 293.7532 -0.2569445 -0.2424042
Moved 876.786 249 292.855 -0.2569445 -0.2447145
Stationary 876.8167 249 292.855 -0.2569445 -0.2447145
Moved 876.8475 256.775 307.6545 -0.2389468 -0.2066499
Moved 876.8782 273.6261 334.8145 -0.1999396 -0.1367942
Moved 876.9089 293.2351 368.3159 -0.1545484 -0.05062801
Moved 876.9397 304.1271 391.1906 -0.1293355 0.008206269
Moved 876.9704 312.746 409.9893 -0.1093843 0.05655681
Moved 877.0012 319.9475 425.8688 -0.09271409 0.09739903
