electric cars need big fuel cells
Moved 663.1812 465.2008 500.6834 0.2435203 0.2898235
Moved 663.2119 425.7111 498.1427 0.152109 0.2832887
Moved 663.2426 379.5658 494.174 0.04529108 0.2730811
Moved 663.2733 351.959 490.7198 -0.01861334 0.264197
Moved 663.3041 330.6185 486.6053 -0.06801282 0.2536144
Moved 663.3348 317.7372 485 -0.09783065 0.2494856
Moved 663.3655 311.3801 485 -0.112546 0.2494856
Moved 663.3962 310 485 -0.1157407 0.2494856
Moved 663.4269 309 485 -0.1180555 0.2494856
Stationary 663.4577 309 485 -0.1180555 0.2494856
Moved 663.4884 309 492.3309 -0.1180555 0.2683406
Moved 663.5192 349.5376 505.3381 -0.02421861 0.3017955
Moved 663.5499 383.3258 509.0272 0.05399485 0.3112838
Moved 663.5806 409.264 512.5849 0.114037 0.3204344
Moved 663.6113 431.1542 514 0.1647087 0.324074
Moved 663.642 447.0372 515 0.201475 0.326646
Moved 663.6727 456.9336 515 0.2243833 0.326646
Moved 663.7035 463 515 0.2384259 0.326646
Moved 663.7342 466.0978 507.3153 0.2455968 0.3068808
Moved 663.765 468.3596 498.2017 0.2508325 0.2834406
Moved 663.7957 448.9092 449.5456 0.2058084 0.1582962
Moved 663.8264 390.2957 350.78 0.07012893 -0.09573045
Moved 663.8571 369.8369 317.7644 0.02277056 -0.1806472
Moved 663.8878 354.2021 290.9178 -0.01342108 -0.2496969
Moved 663.9186 341.8034 274.0043 -0.04212166 -0.2931989
Moved 663.9493 333.911 261.1851 -0.06039118 -0.3261701
Moved 663.98 330.1024 254.2048 -0.06920735 -0.3441234
Moved 664.0107 326.8431 249.6862 -0.07675205 -0.3557455
Moved 664.0414 325.2985 248 -0.08032749 -0.3600824
Moved 664.0722 322.7656 248 -0.0861908 -0.3600824
Moved 664.103 320.2128 248 -0.09209995 -0.3600824
Moved 664.1337 312.8841 266.2607 -0.1090645 -0.3131154
Moved 664.1644 296.9322 294.7166 -0.1459902 -0.2399265
Moved 664.1951 266.5237 367.0264 -0.2163804 -0.05394437
Moved 664.2258 255.2964 396.4072 -0.2423695 0.02162352
Moved 664.2565 247.1137 414.7725 -0.2613108 0.06885932
Moved 664.2873 241 426 -0.275463 0.09773654
Moved 664.318 237.9274 431.0726 -0.2825755 0.1107834
Ended 664.3488 237.9274 431.0726 -0.2825755 0.1107834
Candidates 664.4409 13 telephone this lyrics politics repetitive introduced positive introduce relative institutions moreover enterprise relatives
Began 665.9772 372 384 0.02777775 -0.01028807
Stationary 666.0079 372 384 0.02777775 -0.01028807
Ended 666.0386 372 384 0.02777775 -0.01028807
NextCandidatePanel 666.1
Began 667.3598 399 388 0.09027779 -3.924585E-08
Stationary 667.3905 399 388 0.09027779 -3.924585E-08
Moved 667.4213 355.7514 388 -0.009834767 -3.924585E-08
Moved 667.452 319.5522 379.296 -0.09362926 -0.02238678
Moved 667.4827 295.243 379 -0.1499006 -0.02314815
Moved 667.5134 275.8077 383.7163 -0.1948895 -0.01101772
Ended 667.5441 268 392.5 -0.212963 0.01157403
Cancel 667.6056
Began 668.6196 274 492 -0.199074 0.2674896
Stationary 668.6503 274 492 -0.199074 0.2674896
Stationary 668.681 274 492 -0.199074 0.2674896
Stationary 668.7118 274 492 -0.199074 0.2674896
Stationary 668.7424 274 492 -0.199074 0.2674896
Stationary 668.7732 274 492 -0.199074 0.2674896
Stationary 668.8039 274 492 -0.199074 0.2674896
Stationary 668.8346 274 492 -0.199074 0.2674896
Stationary 668.8654 274 492 -0.199074 0.2674896
Stationary 668.8961 274 492 -0.199074 0.2674896
Stationary 668.9269 274 492 -0.199074 0.2674896
Stationary 668.9576 274 492 -0.199074 0.2674896
Stationary 668.9883 274 492 -0.199074 0.2674896
Stationary 669.019 274 492 -0.199074 0.2674896
Moved 669.0497 297.1237 492 -0.1455469 0.2674896
Moved 669.0804 379 477.5 0.04398147 0.2301954
Moved 669.1112 447.708 458.4698 0.2030278 0.1812493
Moved 669.1419 482.5 444 0.2835648 0.1440329
Moved 669.1726 492.8342 440.6497 0.3074867 0.1354159
Moved 669.2033 513.6302 434.0137 0.3556255 0.1183478
Moved 669.2341 526.3381 428.6647 0.3850418 0.1045903
Moved 669.2648 535.3517 424.7655 0.4059069 0.09456144
Moved 669.2955 542.3524 421.3238 0.4221119 0.08570921
Moved 669.3262 546.4452 418.7774 0.4315861 0.07915987
Moved 669.357 548.5 418 0.4363426 0.07716041
Moved 669.3876 535.8545 417 0.4070706 0.0745884
Moved 669.4184 499.2198 423.9036 0.3222682 0.09234463
Moved 669.4492 456.6915 441.8148 0.2238228 0.1384124
Moved 669.4799 415 457 0.1273148 0.1774691
Moved 669.5106 376.8739 468.7503 0.03905992 0.207691
Moved 669.5413 344.5238 478.9927 -0.03582453 0.2340346
Moved 669.572 326.6161 485.1097 -0.07727762 0.2497676
Moved 669.6028 312.5 490 -0.1099537 0.2623456
Moved 669.6335 299.6889 493.7244 -0.1396091 0.2719249
Moved 669.6642 292.1549 496.4225 -0.1570487 0.2788645
Moved 669.6949 286.0203 499 -0.1712493 0.2854938
Moved 669.7257 282.5 500 -0.1793981 0.2880658
Moved 669.7564 280.1788 501.8212 -0.1847712 0.2927499
Moved 669.7871 278.9001 502 -0.1877311 0.2932098
Moved 669.8179 277.6748 503.3252 -0.1905675 0.2966182
Moved 669.8486 276.5283 503 -0.1932216 0.2957818
Moved 669.8793 277 485.0587 -0.1921296 0.2496364
Moved 669.91 292.499 444.9034 -0.1562523 0.1463563
Moved 669.9408 305.353 400.5878 -0.1264977 0.0323761
Moved 669.9715 312.7468 365.5194 -0.1093825 -0.05782044
Moved 670.0023 317.6072 338.3212 -0.09813155 -0.1277747
Moved 670.033 321.1457 315.9799 -0.08994048 -0.1852371
Moved 670.0637 323.692 302.2318 -0.08404617 -0.2205974
Moved 670.0944 326.1629 290.5113 -0.07832661 -0.2507426
Moved 670.1251 327.7761 285.4478 -0.07459237 -0.263766
Moved 670.1558 328 283.9578 -0.07407407 -0.2675984
Moved 670.1866 328.5944 281.4056 -0.07269824 -0.2741625
Moved 670.2173 329 279.5 -0.07175927 -0.2790638
Moved 670.248 329 277.6071 -0.07175927 -0.2839324
Moved 670.2787 330.5 278 -0.06828706 -0.2829219
Moved 670.3094 330 276.9247 -0.06944443 -0.2856877
Stationary 670.3402 330 276.9247 -0.06944443 -0.2856877
Stationary 670.3709 330 276.9247 -0.06944443 -0.2856877
Stationary 670.4017 330 277 -0.06944443 -0.2854939
Moved 670.4324 331 280.1666 -0.06712963 -0.2773494
Moved 670.4631 331.9883 294.9182 -0.06484186 -0.239408
Moved 670.4938 336.506 331.554 -0.05438432 -0.1451802
Moved 670.5245 343.3419 382.1744 -0.03856028 -0.0149836
Moved 670.5553 347.6818 416.4315 -0.02851442 0.07312621
Moved 670.5859 350.8876 441.8763 -0.02109344 0.1385706
Moved 670.6168 351 457.8604 -0.02083332 0.179682
Moved 670.6475 351 471.6998 -0.02083332 0.2152772
Moved 670.6782 351 480.9454 -0.02083332 0.2390569
Moved 670.7089 351 487.5807 -0.02083332 0.256123
Moved 670.7397 351 492.056 -0.02083332 0.2676336
Moved 670.7704 351 496.2382 -0.02083332 0.2783904
Moved 670.8011 351 499.1758 -0.02083332 0.2859459
Moved 670.8318 351 501.7261 -0.02083332 0.2925054
Moved 670.8625 351 503.968 -0.02083332 0.2982715
Moved 670.8933 351 505.2625 -0.02083332 0.3016009
Moved 670.924 351 506.3322 -0.02083332 0.3043523
Moved 670.9547 341.3639 506 -0.04313916 0.3034978
Moved 670.9855 331.2304 506 -0.06659622 0.3034978
Moved 671.0162 322.7851 506 -0.08614554 0.3034978
Moved 671.0469 317.9236 506 -0.09739896 0.3034978
Moved 671.0776 307.3007 506 -0.1219892 0.3034978
Moved 671.1083 298.7296 499 -0.1418296 0.2854938
Moved 671.139 292.2325 498 -0.1568692 0.2829217
Moved 671.1698 290.5 498 -0.1608796 0.2829217
Moved 671.2005 289.8971 498 -0.1622752 0.2829217
Stationary 671.2313 289.8971 498 -0.1622752 0.2829217
Moved 671.262 311.694 510.5597 -0.1118195 0.3152255
Moved 671.2927 354.2357 519.4817 -0.01334329 0.338173
Moved 671.3234 391.5121 523.3675 0.07294476 0.3481673
Moved 671.3541 413.7694 525 0.1244661 0.3523662
Moved 671.3848 433.612 525 0.1703981 0.3523662
Moved 671.4156 445.0333 525 0.1968363 0.3523662
Moved 671.4464 453.9395 515.8079 0.2174525 0.3287239
Moved 671.4771 459.1179 513.8821 0.2294395 0.3237709
Moved 671.5078 463.1097 505.5611 0.2386799 0.302369
Moved 671.5385 451.5237 471.098 0.2118606 0.2137292
Moved 671.5692 402.8282 382.8152 0.09913932 -0.01333551
Moved 671.6 380.1213 340.6306 0.04657716 -0.121835
Moved 671.6307 357.7404 303.5674 -0.005230506 -0.2171621
Moved 671.6614 342.9679 283.3615 -0.03942624 -0.2691321
Moved 671.6921 333.7109 271.5663 -0.06085445 -0.2994694
Moved 671.7228 330.6994 268.6994 -0.06782547 -0.3068432
Ended 671.7535 331 268 -0.06712963 -0.308642
Candidates 671.815 13 electric election electron selection selecting elevation atlantic television reflecting specific reflection collection appendix
Began 672.4296 383 427 0.05324075 0.1003086
Stationary 672.4603 383 427 0.05324075 0.1003086
Moved 672.491 412.5 427 0.1215278 0.1003086
Moved 672.5218 441.0021 427 0.187505 0.1003086
Moved 672.5524 461.5 427 0.2349537 0.1003086
Moved 672.5832 475.5594 427 0.2674985 0.1003086
Ended 672.6139 477 427 0.2708333 0.1003086
Accept 672.7061 0 electric
Began 673.1977 322 266 -0.08796295 -0.3137861
Stationary 673.2285 322 266 -0.08796295 -0.3137861
Stationary 673.2592 322 266 -0.08796295 -0.3137861
Moved 673.2899 307.2995 254.2994 -0.1219919 -0.3438801
Moved 673.3206 302.7591 249.759 -0.1325022 -0.3555581
Moved 673.3513 297.032 244.688 -0.1457593 -0.3686009
Moved 673.3821 293.7913 240.5826 -0.1532608 -0.3791598
Moved 673.4128 290.5014 239.2507 -0.1608763 -0.3825857
Moved 673.4435 289 238.5 -0.1643519 -0.3845166
Moved 673.4742 286.743 238 -0.1695765 -0.3858025
Moved 673.505 283.9409 238 -0.1760628 -0.3858025
Moved 673.5357 279.7853 238 -0.1856821 -0.3858025
Moved 673.5664 270.5295 255.2588 -0.2071076 -0.3414126
Moved 673.5971 251.1773 290.6454 -0.2519044 -0.2503976
Moved 673.6279 225.1479 354.5563 -0.3121576 -0.08601765
Moved 673.6586 211.5 392 -0.34375 0.01028803
Moved 673.6893 203.6277 415.9077 -0.3619729 0.0717789
Moved 673.72 199.3302 430.6745 -0.3719208 0.1097595
Moved 673.7507 198 437.7615 -0.375 0.1279873
Moved 673.7815 198 442.8632 -0.375 0.1411089
Moved 673.8123 198 446.3251 -0.375 0.150013
Moved 673.843 198 453.6659 -0.375 0.1688937
Moved 673.8737 224.6091 470.2612 -0.3134048 0.211577
Moved 673.9044 270.1092 492.7152 -0.2080805 0.2693292
Moved 673.9352 297.7126 501.8307 -0.1441837 0.2927743
Moved 673.9659 317.1432 505.1633 -0.09920552 0.301346
Moved 673.9965 327.858 506 -0.07440279 0.3034978
Moved 674.0273 333.5163 506 -0.06130482 0.3034978
Moved 674.058 335.3839 506 -0.05698169 0.3034978
Moved 674.0887 336.3322 506 -0.05478645 0.3034978
Moved 674.1195 337 501.8036 -0.05324075 0.2927046
Moved 674.1502 337 491.3495 -0.05324075 0.2658165
Moved 674.181 326.1696 476.5234 -0.07831116 0.2276835
Moved 674.2117 311.0524 451.0823 -0.1133047 0.1622486
Moved 674.2424 284 415.5 -0.1759259 0.07073037
Moved 674.2731 249.1974 373.4369 -0.2564874 -0.03745664
Moved 674.3038 244.1145 367.8452 -0.2682535 -0.05183867
Moved 674.3346 231.3071 353.4095 -0.2979002 -0.08896737
Moved 674.3652 223.6181 345.6181 -0.3156988 -0.109007
Moved 674.396 222 344 -0.3194444 -0.1131688
Moved 674.4268 221 342.8207 -0.3217593 -0.116202
Ended 674.4575 221 342.8207 -0.3217593 -0.116202
Candidates 674.5189 13 cars cards card cats careers cases bars cares based cared data charges hard
Began 674.9184 344 388 -0.03703703 -3.924585E-08
Moved 674.9491 361.5421 388 0.003569722 -3.924585E-08
Moved 674.9799 390.0747 388 0.06961733 -3.924585E-08
Moved 675.0106 412.9852 388 0.122651 -3.924585E-08
Moved 675.0413 425.5005 388 0.1516214 -3.924585E-08
Moved 675.072 433.0593 388 0.1691186 -3.924585E-08
Moved 675.1027 438.748 388 0.1822871 -3.924585E-08
Ended 675.1334 438.748 388 0.1822871 -3.924585E-08
Accept 675.1949 0 cars
Began 675.748 429 259 0.1597223 -0.3317901
Stationary 675.7787 429 259 0.1597223 -0.3317901
Stationary 675.8094 429 259 0.1597223 -0.3317901
Stationary 675.8401 429 259 0.1597223 -0.3317901
Stationary 675.8708 429 259 0.1597223 -0.3317901
Stationary 675.9016 429 259 0.1597223 -0.3317901
Moved 675.9323 418.6949 259 0.1358677 -0.3317901
Moved 675.963 407.9041 259 0.1108891 -0.3317901
Moved 675.9938 386.0855 285.4803 0.06038309 -0.2636823
Moved 676.0245 360.1877 340.3189 0.0004346172 -0.1226366
Moved 676.0552 344.0802 393.6312 -0.03685146 0.01448341
Moved 676.0859 330.5 438.5 -0.06828706 0.1298867
Moved 676.1166 322.4661 460.4465 -0.0868841 0.1863334
Moved 676.1474 312.63 487.4249 -0.1096527 0.2557223
Moved 676.1781 304.4343 506.2401 -0.1286244 0.3041153
Moved 676.2088 295.1693 520.2883 -0.150071 0.3402476
Moved 676.2396 287.7242 528.2758 -0.1673052 0.3607917
Moved 676.2703 280.5106 535.4894 -0.1840032 0.379345
Moved 676.301 274.3975 540.8012 -0.1981539 0.3930071
Moved 676.3318 269.3119 543.3441 -0.2099263 0.3995473
Moved 676.3625 265.5956 544.7022 -0.2185286 0.4030406
Moved 676.3932 262.8305 546.1694 -0.2249293 0.4068143
Moved 676.424 260.2704 546 -0.2308556 0.4063785
Moved 676.4547 257.7122 547 -0.2367774 0.4089505
Moved 676.4854 255.5 547 -0.2418981 0.4089505
Moved 676.5161 252.9129 539.3904 -0.2478868 0.3893785
Moved 676.5469 258.6851 500.9982 -0.2345253 0.290633
Moved 676.5775 269.5293 469.2358 -0.209423 0.2089397
Moved 676.6083 276.5 449.5 -0.193287 0.158179
Moved 676.639 286.0327 428.9346 -0.1712207 0.1052845
Moved 676.6697 293.5 417 -0.1539352 0.0745884
Moved 676.7004 296.0891 410.8219 -0.147942 0.0586983
Ended 676.7312 298.5 410 -0.1423611 0.05658428
Candidates 676.8234 13 news needs need breed bed net be beef meet better bra beds needed
Began 677.5916 338 404 -0.05092591 0.04115226
Stationary 677.6223 338 404 -0.05092591 0.04115226
Stationary 677.653 338 404 -0.05092591 0.04115226
Moved 677.6838 338 417.2594 -0.05092591 0.07525557
Moved 677.7144 338 420.0618 -0.05092591 0.08246331
Moved 677.7452 338 427 -0.05092591 0.1003086
Moved 677.7759 338 430.0986 -0.05092591 0.1082783
Moved 677.8066 345 433.6554 -0.03472224 0.1174263
Moved 677.8373 345 434.5 -0.03472224 0.1195987
Moved 677.8681 345 434 -0.03472224 0.1183127
Stationary 677.8988 345 434 -0.03472224 0.1183127
Moved 677.9296 340.2889 403.1111 -0.04562746 0.03886611
Moved 677.9603 331.3781 374.2602 -0.06625448 -0.03533909
Moved 677.991 326.1961 359.3922 -0.07824977 -0.07357977
Moved 678.0216 324.0559 356.0559 -0.08320401 -0.08216073
Moved 678.0524 322.5143 356 -0.08677255 -0.0823046
Moved 678.0831 317.5043 374.1509 -0.09836967 -0.03562025
Moved 678.1139 311.3124 407.1258 -0.1127029 0.04919177
Moved 678.1446 309.1084 439.6994 -0.1178047 0.1329716
Moved 678.1754 308 462.2241 -0.1203704 0.1909056
Moved 678.2061 306.2198 482.2419 -0.1244913 0.2423917
Moved 678.2368 304.7296 499.8931 -0.1279409 0.2877908
Moved 678.2675 305 513.2853 -0.1273148 0.3222357
Moved 678.2983 304 522.1517 -0.1296296 0.3450403
Moved 678.329 304 527.4158 -0.1296296 0.3585798
Moved 678.3597 304 532.1677 -0.1296296 0.3708015
Moved 678.3904 303 535.7235 -0.1319445 0.3799472
Moved 678.4211 303 537 -0.1319445 0.3832304
Moved 678.4518 303 538.5 -0.1319445 0.3870883
Ended 678.4826 303 539 -0.1319445 0.3883744
Accept 678.5441 2 need
Began 679.0357 369 251 0.02083332 -0.3523664
Stationary 679.0663 369 251 0.02083332 -0.3523664
Stationary 679.097 369 251 0.02083332 -0.3523664
Stationary 679.1279 369 251 0.02083332 -0.3523664
Stationary 679.1586 369 251 0.02083332 -0.3523664
Stationary 679.1893 369 251 0.02083332 -0.3523664
Stationary 679.22 369 251 0.02083332 -0.3523664
Stationary 679.2508 369 251 0.02083332 -0.3523664
Stationary 679.2815 369 251 0.02083332 -0.3523664
Stationary 679.3123 369 251 0.02083332 -0.3523664
Stationary 679.343 369 251 0.02083332 -0.3523664
Moved 679.3737 405 318.5 0.1041667 -0.1787552
Moved 679.4044 445.3259 420.5851 0.1975137 0.08380944
Moved 679.4351 462.2834 468.1711 0.2367671 0.2062013
Moved 679.4658 472.6341 494.0242 0.2607271 0.272696
Moved 679.4966 477.4345 507.738 0.2718391 0.3079681
Moved 679.5273 478.6594 514.3188 0.2746746 0.3248941
Moved 679.5581 479 517.2207 0.275463 0.3323576
Moved 679.5887 479 518 0.275463 0.3343621
Moved 679.6195 469.6572 518 0.2538362 0.3343621
Moved 679.6502 448.7725 501.179 0.2054918 0.2910981
Moved 679.681 404.5271 464.0232 0.103072 0.1955329
Moved 679.7117 364.1394 420.7308 0.009581944 0.08418401
Moved 679.7424 339.8031 389.9792 -0.0467521 0.005090619
Moved 679.7731 332.8699 380.4932 -0.06280109 -0.01930755
Moved 679.8038 332 378.9512 -0.06481484 -0.02327366
Ended 679.8345 332 379 -0.06481484 -0.02314815
Candidates 679.9575 13 bid big both bug boss boys cod blood books mid booth nih cough
Began 680.4183 345 430 -0.03472224 0.1080246
Stationary 680.4491 345 430 -0.03472224 0.1080246
Moved 680.4799 366.4386 430 0.01490414 0.1080246
Moved 680.5106 379.6634 430 0.04551718 0.1080246
Moved 680.5413 387.2567 430 0.0630943 0.1080246
Moved 680.572 392.9612 430 0.07629912 0.1080246
Moved 680.6027 398.0724 440.6087 0.08813064 0.1353104
Moved 680.6335 402.1913 450.3825 0.09766489 0.1604488
Moved 680.6642 404.3544 465.1263 0.1026722 0.1983699
Moved 680.6949 405 486.2718 0.1041667 0.2527566
Moved 680.7256 405 504.2507 0.1041667 0.2989987
Moved 680.7563 405 514.1097 0.1041667 0.3243561
Moved 680.787 405 519.7713 0.1041667 0.3389179
Moved 680.8178 405 522.8054 0.1041667 0.3467216
Moved 680.8485 405 525.3601 0.1041667 0.3532924
Moved 680.8793 405 527.5 0.1041667 0.3587962
Moved 680.91 405 530.4755 0.1041667 0.3664494
Ended 680.9407 405 530.4755 0.1041667 0.3664494
Accept 681.0021 1 big
Began 681.5857 384 379 0.0555556 -0.02314815
Stationary 681.6167 384 379 0.0555556 -0.02314815
Stationary 681.6474 384 379 0.0555556 -0.02314815
Stationary 681.6782 384 379 0.0555556 -0.02314815
Stationary 681.7089 384 379 0.0555556 -0.02314815
Moved 681.7396 373.6691 372 0.03164152 -0.04115226
Moved 681.7703 370.7671 369.7672 0.02492388 -0.04689527
Moved 681.8011 368.2159 369 0.01901815 -0.04886839
Moved 681.8318 365.9435 367.9434 0.01375794 -0.05158593
Moved 681.8625 364.3706 367 0.01011719 -0.05401234
Moved 681.8932 362.9075 367 0.006730358 -0.05401234
Stationary 681.924 363 367 0.006944438 -0.05401234
Stationary 681.9547 363 367 0.006944438 -0.05401234
Moved 681.9854 367.538 394.6725 0.01744916 0.01716182
Moved 682.0161 380.5852 421.1703 0.04765084 0.0853146
Moved 682.0469 391.0385 446.4361 0.07184844 0.1502985
Moved 682.0776 399.7313 463.5297 0.09197056 0.1942637
Moved 682.1083 405.9378 475.8755 0.1063375 0.2260173
Moved 682.139 410.0415 483.0414 0.1158368 0.2444481
Moved 682.1697 411.5786 487.5786 0.119395 0.2561178
Moved 682.2005 412.8766 489.8766 0.1223994 0.2620282
Moved 682.2313 413 491.2012 0.1226852 0.2654351
Stationary 682.2619 413 491 0.1226852 0.2649176
Moved 682.2927 413 492.3326 0.1226852 0.2683452
Stationary 682.3234 413 492.3326 0.1226852 0.2683452
Stationary 682.3541 413 492 0.1226852 0.2674896
Moved 682.3849 384.9858 481.7102 0.05783757 0.2410241
Moved 682.4155 366.6391 476.5865 0.01536826 0.2278458
Moved 682.4463 343.0508 470.0127 -0.03923416 0.2109379
Moved 682.4771 331.5289 467.4509 -0.0659054 0.2043489
Moved 682.5077 314.0262 465.171 -0.1064209 0.198485
Moved 682.5385 303.8708 465 -0.1299286 0.1980452
Moved 682.5692 299.5672 465 -0.1398908 0.1980452
Moved 682.5999 296.8094 465 -0.1462745 0.1980452
Moved 682.6306 292.9782 465 -0.155143 0.1980452
Stationary 682.6613 293 465 -0.1550926 0.1980452
Moved 682.6921 290.3484 465 -0.1612307 0.1980452
Moved 682.7228 287.9057 465 -0.1668849 0.1980452
Moved 682.7535 286 465 -0.1712963 0.1980452
Moved 682.7843 285 465 -0.1736111 0.1980452
Moved 682.815 283.5182 465 -0.1770411 0.1980452
Moved 682.8457 283 465 -0.1782407 0.1980452
Moved 682.8765 283 472.871 -0.1782407 0.2182895
Moved 682.9072 299.2068 473 -0.140725 0.2186213
Moved 682.9379 370 441.5 0.02314816 0.1376028
Moved 682.9686 411.9158 415.7454 0.1201755 0.07136141
Moved 682.9993 443.81 391.1583 0.1940047 0.008123225
Moved 683.0301 464.3474 378.7395 0.2415449 -0.02381823
Moved 683.0609 480 367.5 0.2777778 -0.05272634
Moved 683.0916 491.5511 360.3367 0.3045163 -0.07115053
Moved 683.1223 501.3399 354.1067 0.3271758 -0.0871743
Moved 683.153 508.012 349.994 0.3426203 -0.09775209
Moved 683.1837 510.5 347.5 0.3483796 -0.1041667
Ended 683.2144 513 348 0.3541666 -0.1028807
Candidates 683.3066 13 girl firm greek hell disk fuel form hotel them forum fish geek horn
Began 684.6279 377 389 0.03935188 0.002572016
Stationary 684.6587 377 389 0.03935188 0.002572016
Ended 684.6893 377 389 0.03935188 0.002572016
NextCandidatePanel 684.7509
Began 685.2731 394 422 0.07870366 0.08744851
Moved 685.3039 394 434.3127 0.07870366 0.1191171
Moved 685.3346 408.5024 466.5071 0.112274 0.2019216
Moved 685.3654 417.793 496.31 0.13378 0.278575
Moved 685.3961 422.9898 513.4643 0.1458097 0.3226961
Moved 685.4268 424.726 519.4519 0.1498286 0.3380964
Moved 685.4575 426.2866 524.2866 0.1534412 0.3505313
Moved 685.4882 426 526.8345 0.1527777 0.3570846
Moved 685.519 426 528.1171 0.1527777 0.3603835
Ended 685.5497 426 529.1633 0.1527777 0.3630743
Accept 685.6419 5 fuel
Began 686.1642 334 288 -0.06018519 -0.2572017
Stationary 686.1949 334 288 -0.06018519 -0.2572017
Stationary 686.2257 334 288 -0.06018519 -0.2572017
Stationary 686.2564 334 288 -0.06018519 -0.2572017
Stationary 686.2871 334 288 -0.06018519 -0.2572017
