id,mode,cand,block,phrase,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,All,Top1(ratio),Top2(ratio),Top3(ratio),Top4(ratio),Top5(ratio),Top6(ratio),Top7(ratio),Top8(ratio),Top9(ratio),Top10(ratio),Top11(ratio),Top12(ratio),Top13(ratio)
4,FixStart,Radial,4,40,45,52,54,54,54,55,55,55,55,55,55,55,55,55,0.818182,0.945455,0.981818,0.981818,0.981818,1,1,1,1,1,1,1,1
4,Basic,Radial,1,10,46,50,53,54,54,55,56,56,56,56,56,56,56,56,0.821429,0.892857,0.946429,0.964286,0.964286,0.982143,1,1,1,1,1,1,1
4,Basic,Radial,2,20,44,46,48,48,49,49,49,49,50,50,50,50,50,51,0.862745,0.901961,0.941176,0.941176,0.960784,0.960784,0.960784,0.960784,0.980392,0.980392,0.980392,0.980392,0.980392
4,Basic,Radial,3,30,41,49,53,55,57,57,57,57,58,58,58,58,59,59,0.694915,0.830508,0.898305,0.932203,0.966102,0.966102,0.966102,0.966102,0.983051,0.983051,0.983051,0.983051,1
4,Basic,Radial,4,40,41,44,48,49,50,53,55,55,56,56,56,56,56,59,0.694915,0.745763,0.813559,0.830508,0.847458,0.898305,0.932203,0.932203,0.949153,0.949153,0.949153,0.949153,0.949153
5,Basic,Radial,1,10,47,50,54,54,55,56,56,58,59,59,59,59,59,64,0.734375,0.78125,0.84375,0.84375,0.859375,0.875,0.875,0.90625,0.921875,0.921875,0.921875,0.921875,0.921875
5,Basic,Radial,2,20,42,47,50,51,52,52,54,54,55,55,55,55,55,60,0.7,0.783333,0.833333,0.85,0.866667,0.866667,0.9,0.9,0.916667,0.916667,0.916667,0.916667,0.916667
5,Basic,Radial,3,30,43,49,55,57,57,58,59,59,59,59,59,60,60,65,0.661538,0.753846,0.846154,0.876923,0.876923,0.892308,0.907692,0.907692,0.907692,0.907692,0.907692,0.923077,0.923077
5,Basic,Radial,4,40,45,49,54,54,56,56,57,57,57,57,58,58,58,61,0.737705,0.803279,0.885246,0.885246,0.918033,0.918033,0.934426,0.934426,0.934426,0.934426,0.95082,0.95082,0.95082
5,FixStart,Radial,1,10,51,56,58,58,59,59,59,59,59,59,59,59,59,60,0.85,0.933333,0.966667,0.966667,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333
5,FixStart,Radial,2,20,48,54,57,58,58,58,58,59,59,59,59,59,59,61,0.786885,0.885246,0.934426,0.95082,0.95082,0.95082,0.95082,0.967213,0.967213,0.967213,0.967213,0.967213,0.967213
5,FixStart,Radial,3,30,50,52,55,57,57,59,59,59,59,59,59,59,59,63,0.793651,0.825397,0.873016,0.904762,0.904762,0.936508,0.936508,0.936508,0.936508,0.936508,0.936508,0.936508,0.936508
5,FixStart,Radial,4,40,47,52,55,56,57,58,60,60,60,61,61,61,61,65,0.723077,0.8,0.846154,0.861538,0.876923,0.892308,0.923077,0.923077,0.923077,0.938462,0.938462,0.938462,0.938462
6,Basic,Radial,1,10,44,50,52,54,55,59,59,60,60,61,61,62,63,69,0.637681,0.724638,0.753623,0.782609,0.797101,0.855072,0.855072,0.869565,0.869565,0.884058,0.884058,0.898551,0.913043
6,Basic,Radial,2,20,42,49,51,51,52,52,52,53,53,54,54,54,54,67,0.626866,0.731343,0.761194,0.761194,0.776119,0.776119,0.776119,0.791045,0.791045,0.80597,0.80597,0.80597,0.80597
6,Basic,Radial,3,30,38,48,50,53,53,53,53,55,55,55,57,57,57,66,0.575758,0.727273,0.757576,0.80303,0.80303,0.80303,0.80303,0.833333,0.833333,0.833333,0.863636,0.863636,0.863636
6,Basic,Radial,4,40,46,51,52,52,52,53,53,54,54,56,56,57,58,68,0.676471,0.75,0.764706,0.764706,0.764706,0.779412,0.779412,0.794118,0.794118,0.823529,0.823529,0.838235,0.852941
6,FixStart,Radial,1,10,39,47,49,51,52,52,53,53,54,55,56,56,56,64,0.609375,0.734375,0.765625,0.796875,0.8125,0.8125,0.828125,0.828125,0.84375,0.859375,0.875,0.875,0.875
6,FixStart,Radial,2,20,41,47,51,52,52,52,54,54,54,54,54,55,55,55,0.745455,0.854545,0.927273,0.945455,0.945455,0.945455,0.981818,0.981818,0.981818,0.981818,0.981818,1,1
6,FixStart,Radial,3,30,40,46,50,50,50,51,51,51,51,51,52,52,53,56,0.714286,0.821429,0.892857,0.892857,0.892857,0.910714,0.910714,0.910714,0.910714,0.910714,0.928571,0.928571,0.946429
6,FixStart,Radial,4,40,44,49,51,53,55,55,55,55,55,55,57,57,57,57,0.77193,0.859649,0.894737,0.929825,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912,1,1,1
7,Basic,Radial,1,10,34,40,43,50,52,53,53,55,55,55,55,56,57,65,0.523077,0.615385,0.661538,0.769231,0.8,0.815385,0.815385,0.846154,0.846154,0.846154,0.846154,0.861538,0.876923
7,Basic,Radial,2,20,40,47,47,49,51,53,55,55,55,57,59,59,60,62,0.645161,0.758065,0.758065,0.790323,0.822581,0.854839,0.887097,0.887097,0.887097,0.919355,0.951613,0.951613,0.967742
7,Basic,Radial,3,30,39,46,47,48,49,51,53,53,54,54,54,54,54,58,0.672414,0.793103,0.810345,0.827586,0.844828,0.87931,0.913793,0.913793,0.931035,0.931035,0.931035,0.931035,0.931035
7,Basic,Radial,4,40,36,45,46,49,49,49,49,51,53,53,53,53,54,58,0.62069,0.775862,0.793103,0.844828,0.844828,0.844828,0.844828,0.87931,0.913793,0.913793,0.913793,0.913793,0.931035
7,FixStart,Radial,1,10,41,53,54,56,58,58,58,59,59,59,59,59,59,61,0.672131,0.868852,0.885246,0.918033,0.95082,0.95082,0.95082,0.967213,0.967213,0.967213,0.967213,0.967213,0.967213
7,FixStart,Radial,2,20,47,51,54,57,57,59,59,59,59,59,59,59,59,60,0.783333,0.85,0.9,0.95,0.95,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333,0.983333
7,FixStart,Radial,3,30,41,49,50,50,52,53,53,53,53,53,53,53,53,57,0.719298,0.859649,0.877193,0.877193,0.912281,0.929825,0.929825,0.929825,0.929825,0.929825,0.929825,0.929825,0.929825
7,FixStart,Radial,4,40,47,51,53,60,60,61,62,62,62,63,63,63,63,67,0.701493,0.761194,0.791045,0.895522,0.895522,0.910448,0.925373,0.925373,0.925373,0.940298,0.940298,0.940298,0.940298
8,Basic,List,1,10,45,55,62,63,63,64,64,65,65,66,66,66,66,66,0.681818,0.833333,0.939394,0.954545,0.954545,0.969697,0.969697,0.984848,0.984848,1,1,1,1
8,Basic,List,2,20,42,46,50,52,52,52,53,53,53,53,53,53,53,55,0.763636,0.836364,0.909091,0.945455,0.945455,0.945455,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636
8,Basic,List,3,30,45,49,49,50,51,52,52,54,54,54,55,55,55,55,0.818182,0.890909,0.890909,0.909091,0.927273,0.945455,0.945455,0.981818,0.981818,0.981818,1,1,1
8,Basic,List,4,40,41,49,50,51,52,52,52,53,53,53,54,54,54,55,0.745455,0.890909,0.909091,0.927273,0.945455,0.945455,0.945455,0.963636,0.963636,0.963636,0.981818,0.981818,0.981818
8,FixStart,List,1,10,43,45,46,51,51,52,52,52,52,53,53,53,53,53,0.811321,0.849057,0.867925,0.962264,0.962264,0.981132,0.981132,0.981132,0.981132,1,1,1,1
8,FixStart,List,2,20,47,54,55,55,55,55,55,56,56,56,56,56,56,57,0.824561,0.947368,0.964912,0.964912,0.964912,0.964912,0.964912,0.982456,0.982456,0.982456,0.982456,0.982456,0.982456
8,FixStart,List,3,30,48,51,52,53,53,53,53,53,53,53,53,53,53,53,0.90566,0.962264,0.981132,1,1,1,1,1,1,1,1,1,1
8,FixStart,List,4,40,48,53,53,54,57,58,59,59,59,60,61,61,61,62,0.774194,0.854839,0.854839,0.870968,0.919355,0.935484,0.951613,0.951613,0.951613,0.967742,0.983871,0.983871,0.983871
9,FixStart,List,1,10,48,52,52,54,54,54,55,56,56,56,56,56,56,61,0.786885,0.852459,0.852459,0.885246,0.885246,0.885246,0.901639,0.918033,0.918033,0.918033,0.918033,0.918033,0.918033
9,FixStart,List,2,20,44,51,51,52,55,58,58,58,58,58,58,59,59,61,0.721311,0.836066,0.836066,0.852459,0.901639,0.95082,0.95082,0.95082,0.95082,0.95082,0.95082,0.967213,0.967213
9,FixStart,List,3,30,36,44,47,48,49,49,52,53,54,55,55,55,55,61,0.590164,0.721311,0.770492,0.786885,0.803279,0.803279,0.852459,0.868852,0.885246,0.901639,0.901639,0.901639,0.901639
9,FixStart,List,4,40,41,49,52,54,55,55,55,55,55,56,56,56,57,65,0.630769,0.753846,0.8,0.830769,0.846154,0.846154,0.846154,0.846154,0.846154,0.861538,0.861538,0.861538,0.876923
9,Basic,List,1,10,41,48,52,53,57,58,62,67,68,68,69,69,69,91,0.450549,0.527473,0.571429,0.582418,0.626374,0.637363,0.681319,0.736264,0.747253,0.747253,0.758242,0.758242,0.758242
9,Basic,List,2,20,37,42,47,53,57,59,60,61,62,62,62,64,64,81,0.45679,0.518519,0.580247,0.654321,0.703704,0.728395,0.740741,0.753086,0.765432,0.765432,0.765432,0.790123,0.790123
9,Basic,List,3,30,43,49,53,54,55,57,58,59,60,60,60,60,60,79,0.544304,0.620253,0.670886,0.683544,0.696203,0.721519,0.734177,0.746835,0.759494,0.759494,0.759494,0.759494,0.759494
9,Basic,List,4,40,43,48,57,57,58,59,59,60,60,60,61,62,62,64,0.671875,0.75,0.890625,0.890625,0.90625,0.921875,0.921875,0.9375,0.9375,0.9375,0.953125,0.96875,0.96875
10,FixStart,Radial,1,10,48,55,58,58,58,59,59,59,60,60,60,60,60,60,0.8,0.916667,0.966667,0.966667,0.966667,0.983333,0.983333,0.983333,1,1,1,1,1
10,FixStart,Radial,2,20,44,50,50,50,50,50,50,52,52,52,53,53,53,54,0.814815,0.925926,0.925926,0.925926,0.925926,0.925926,0.925926,0.962963,0.962963,0.962963,0.981481,0.981481,0.981481
10,FixStart,Radial,3,30,48,52,53,54,55,55,55,55,55,55,55,55,55,55,0.872727,0.945455,0.963636,0.981818,1,1,1,1,1,1,1,1,1
10,FixStart,Radial,4,40,51,56,58,59,59,59,59,59,59,60,60,60,60,61,0.836066,0.918033,0.95082,0.967213,0.967213,0.967213,0.967213,0.967213,0.967213,0.983607,0.983607,0.983607,0.983607
10,Basic,Radial,1,10,38,45,47,47,49,51,53,53,53,53,56,56,56,60,0.633333,0.75,0.783333,0.783333,0.816667,0.85,0.883333,0.883333,0.883333,0.883333,0.933333,0.933333,0.933333
10,Basic,Radial,2,20,38,42,45,49,49,49,49,51,52,52,52,52,52,57,0.666667,0.736842,0.789474,0.859649,0.859649,0.859649,0.859649,0.894737,0.912281,0.912281,0.912281,0.912281,0.912281
10,Basic,Radial,3,30,36,47,50,50,51,51,51,53,53,53,53,53,53,55,0.654545,0.854545,0.909091,0.909091,0.927273,0.927273,0.927273,0.963636,0.963636,0.963636,0.963636,0.963636,0.963636
10,Basic,Radial,4,40,39,46,46,49,50,51,51,51,53,54,54,54,54,56,0.696429,0.821429,0.821429,0.875,0.892857,0.910714,0.910714,0.910714,0.946429,0.964286,0.964286,0.964286,0.964286
11,FixStart,List,1,10,50,53,54,55,55,55,56,56,57,57,58,58,58,62,0.806452,0.854839,0.870968,0.887097,0.887097,0.887097,0.903226,0.903226,0.919355,0.919355,0.935484,0.935484,0.935484
11,FixStart,List,2,20,35,42,42,45,45,48,49,50,51,51,51,51,53,56,0.625,0.75,0.75,0.803571,0.803571,0.857143,0.875,0.892857,0.910714,0.910714,0.910714,0.910714,0.946429
11,FixStart,List,3,30,37,43,45,46,47,51,52,54,54,55,55,55,57,66,0.560606,0.651515,0.681818,0.69697,0.712121,0.772727,0.787879,0.818182,0.818182,0.833333,0.833333,0.833333,0.863636
11,FixStart,List,4,40,42,48,52,55,55,55,55,56,57,57,57,57,57,61,0.688525,0.786885,0.852459,0.901639,0.901639,0.901639,0.901639,0.918033,0.934426,0.934426,0.934426,0.934426,0.934426
11,Basic,List,1,10,28,39,44,45,48,48,48,51,51,51,51,52,52,59,0.474576,0.661017,0.745763,0.762712,0.813559,0.813559,0.813559,0.864407,0.864407,0.864407,0.864407,0.881356,0.881356
11,Basic,List,2,20,35,41,47,48,48,50,50,50,51,52,54,55,55,65,0.538462,0.630769,0.723077,0.738462,0.738462,0.769231,0.769231,0.769231,0.784615,0.8,0.830769,0.846154,0.846154
11,Basic,List,3,30,34,38,45,50,53,55,55,55,57,57,57,57,57,65,0.523077,0.584615,0.692308,0.769231,0.815385,0.846154,0.846154,0.846154,0.876923,0.876923,0.876923,0.876923,0.876923
11,Basic,List,4,40,33,43,47,51,53,55,55,56,58,59,60,60,60,72,0.458333,0.597222,0.652778,0.708333,0.736111,0.763889,0.763889,0.777778,0.805556,0.819444,0.833333,0.833333,0.833333
12,FixStart,List,1,10,40,43,44,47,47,47,47,49,49,49,50,51,51,52,0.769231,0.826923,0.846154,0.903846,0.903846,0.903846,0.903846,0.942308,0.942308,0.942308,0.961538,0.980769,0.980769
12,FixStart,List,2,20,47,50,54,57,57,57,57,58,58,58,58,58,58,59,0.79661,0.847458,0.915254,0.966102,0.966102,0.966102,0.966102,0.983051,0.983051,0.983051,0.983051,0.983051,0.983051
12,FixStart,List,3,30,45,52,53,53,54,54,54,54,54,54,54,54,54,57,0.789474,0.912281,0.929825,0.929825,0.947368,0.947368,0.947368,0.947368,0.947368,0.947368,0.947368,0.947368,0.947368
12,FixStart,List,4,40,34,45,48,48,48,51,51,51,51,51,51,51,51,52,0.653846,0.865385,0.923077,0.923077,0.923077,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769,0.980769
12,Basic,List,1,10,42,46,48,48,50,51,51,51,51,51,51,51,53,54,0.777778,0.851852,0.888889,0.888889,0.925926,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.944444,0.981481
12,Basic,List,2,20,42,48,52,55,56,56,58,58,58,58,58,58,58,65,0.646154,0.738462,0.8,0.846154,0.861538,0.861538,0.892308,0.892308,0.892308,0.892308,0.892308,0.892308,0.892308
12,Basic,List,3,30,38,47,51,53,53,53,55,55,55,55,55,56,56,63,0.603175,0.746032,0.809524,0.84127,0.84127,0.84127,0.873016,0.873016,0.873016,0.873016,0.873016,0.888889,0.888889
12,Basic,List,4,40,39,46,48,49,51,52,52,52,52,52,52,52,52,55,0.709091,0.836364,0.872727,0.890909,0.927273,0.945455,0.945455,0.945455,0.945455,0.945455,0.945455,0.945455,0.945455
13,FixStart,List,1,10,53,58,61,62,62,63,63,64,64,64,64,64,64,66,0.80303,0.878788,0.924242,0.939394,0.939394,0.954545,0.954545,0.969697,0.969697,0.969697,0.969697,0.969697,0.969697
13,FixStart,List,2,20,39,47,48,49,50,51,51,52,52,52,53,53,53,57,0.684211,0.824561,0.842105,0.859649,0.877193,0.894737,0.894737,0.912281,0.912281,0.912281,0.929825,0.929825,0.929825
13,FixStart,List,3,30,46,50,52,54,54,55,55,55,55,55,56,56,56,60,0.766667,0.833333,0.866667,0.9,0.9,0.916667,0.916667,0.916667,0.916667,0.916667,0.933333,0.933333,0.933333
13,FixStart,List,4,40,45,51,52,52,54,55,56,58,58,58,58,58,58,62,0.725806,0.822581,0.83871,0.83871,0.870968,0.887097,0.903226,0.935484,0.935484,0.935484,0.935484,0.935484,0.935484
13,Basic,List,1,10,41,45,47,49,49,49,50,50,52,52,52,52,52,54,0.759259,0.833333,0.87037,0.907407,0.907407,0.907407,0.925926,0.925926,0.962963,0.962963,0.962963,0.962963,0.962963
13,Basic,List,2,20,53,56,59,59,60,60,60,61,61,61,61,62,62,62,0.854839,0.903226,0.951613,0.951613,0.967742,0.967742,0.967742,0.983871,0.983871,0.983871,0.983871,1,1
13,Basic,List,3,30,39,45,46,47,48,50,52,53,53,54,54,54,55,58,0.672414,0.775862,0.793103,0.810345,0.827586,0.862069,0.896552,0.913793,0.913793,0.931035,0.931035,0.931035,0.948276
13,Basic,List,4,40,50,53,54,56,57,57,57,57,57,57,58,58,58,62,0.806452,0.854839,0.870968,0.903226,0.919355,0.919355,0.919355,0.919355,0.919355,0.919355,0.935484,0.935484,0.935484
14,FixStart,List,1,10,48,49,53,54,55,56,56,56,56,57,57,57,57,57,0.842105,0.859649,0.929825,0.947368,0.964912,0.982456,0.982456,0.982456,0.982456,1,1,1,1
14,FixStart,List,2,20,49,53,55,55,55,56,56,56,56,56,57,57,57,59,0.830508,0.898305,0.932203,0.932203,0.932203,0.949153,0.949153,0.949153,0.949153,0.949153,0.966102,0.966102,0.966102
14,FixStart,List,3,30,45,52,55,55,56,56,56,56,56,56,56,56,56,61,0.737705,0.852459,0.901639,0.901639,0.918033,0.918033,0.918033,0.918033,0.918033,0.918033,0.918033,0.918033,0.918033
14,FixStart,List,4,40,54,59,60,62,62,63,63,63,63,63,63,63,63,63,0.857143,0.936508,0.952381,0.984127,0.984127,1,1,1,1,1,1,1,1
14,Basic,List,1,10,49,53,55,55,55,56,56,56,56,58,58,58,58,61,0.803279,0.868852,0.901639,0.901639,0.901639,0.918033,0.918033,0.918033,0.918033,0.95082,0.95082,0.95082,0.95082
14,Basic,List,2,20,49,53,53,54,54,54,54,54,54,54,54,54,54,60,0.816667,0.883333,0.883333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
14,Basic,List,3,30,50,51,54,55,56,57,57,58,58,58,58,58,58,61,0.819672,0.836066,0.885246,0.901639,0.918033,0.934426,0.934426,0.95082,0.95082,0.95082,0.95082,0.95082,0.95082
14,Basic,List,4,40,46,50,54,54,57,57,57,57,58,59,59,59,60,63,0.730159,0.793651,0.857143,0.857143,0.904762,0.904762,0.904762,0.904762,0.920635,0.936508,0.936508,0.936508,0.952381
15,Basic,List,1,10,43,50,55,55,55,55,55,55,55,55,55,55,55,59,0.728814,0.847458,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203,0.932203
15,Basic,List,2,20,40,47,50,54,57,59,59,59,59,59,59,59,59,66,0.606061,0.712121,0.757576,0.818182,0.863636,0.893939,0.893939,0.893939,0.893939,0.893939,0.893939,0.893939,0.893939
15,Basic,List,3,30,39,46,51,51,51,53,56,56,57,58,58,58,58,64,0.609375,0.71875,0.796875,0.796875,0.796875,0.828125,0.875,0.875,0.890625,0.90625,0.90625,0.90625,0.90625
15,Basic,List,4,40,48,54,58,59,62,64,65,65,66,66,66,66,66,71,0.676056,0.760563,0.816901,0.830986,0.873239,0.901408,0.915493,0.915493,0.929577,0.929577,0.929577,0.929577,0.929577
15,FixStart,List,1,10,46,59,62,62,64,65,66,66,66,66,66,66,66,72,0.638889,0.819444,0.861111,0.861111,0.888889,0.902778,0.916667,0.916667,0.916667,0.916667,0.916667,0.916667,0.916667
15,FixStart,List,2,20,42,51,53,55,57,58,59,59,60,60,60,60,60,66,0.636364,0.772727,0.80303,0.833333,0.863636,0.878788,0.893939,0.893939,0.909091,0.909091,0.909091,0.909091,0.909091
15,FixStart,List,3,30,42,51,53,57,57,58,58,58,59,59,62,62,62,67,0.626866,0.761194,0.791045,0.850746,0.850746,0.865672,0.865672,0.865672,0.880597,0.880597,0.925373,0.925373,0.925373
15,FixStart,List,4,40,47,54,55,56,57,57,57,57,57,57,57,57,57,62,0.758065,0.870968,0.887097,0.903226,0.919355,0.919355,0.919355,0.919355,0.919355,0.919355,0.919355,0.919355,0.919355
16,Basic,Radial,1,10,44,50,59,59,60,62,65,69,69,69,69,69,69,73,0.60274,0.684932,0.808219,0.808219,0.821918,0.849315,0.890411,0.945205,0.945205,0.945205,0.945205,0.945205,0.945205
16,Basic,Radial,2,20,49,51,55,55,55,55,55,55,56,58,58,59,59,63,0.777778,0.809524,0.873016,0.873016,0.873016,0.873016,0.873016,0.873016,0.888889,0.920635,0.920635,0.936508,0.936508
16,Basic,Radial,3,30,39,46,48,51,52,53,54,54,55,55,55,55,55,60,0.65,0.766667,0.8,0.85,0.866667,0.883333,0.9,0.9,0.916667,0.916667,0.916667,0.916667,0.916667
16,Basic,Radial,4,40,48,53,54,55,55,55,55,55,55,55,55,55,55,56,0.857143,0.946429,0.964286,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143,0.982143
16,FixStart,Radial,1,10,47,51,52,54,56,56,56,58,58,58,58,58,58,60,0.783333,0.85,0.866667,0.9,0.933333,0.933333,0.933333,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667
16,FixStart,Radial,2,20,41,48,51,52,52,53,54,54,55,55,55,55,55,57,0.719298,0.842105,0.894737,0.912281,0.912281,0.929825,0.947368,0.947368,0.964912,0.964912,0.964912,0.964912,0.964912
16,FixStart,Radial,3,30,43,48,49,52,53,53,53,53,53,54,54,54,54,55,0.781818,0.872727,0.890909,0.945455,0.963636,0.963636,0.963636,0.963636,0.963636,0.981818,0.981818,0.981818,0.981818
16,FixStart,Radial,4,40,49,54,56,58,58,58,58,58,58,58,58,59,59,63,0.777778,0.857143,0.888889,0.920635,0.920635,0.920635,0.920635,0.920635,0.920635,0.920635,0.920635,0.936508,0.936508
17,Basic,List,1,10,54,57,57,57,57,58,58,58,58,58,58,58,58,60,0.9,0.95,0.95,0.95,0.95,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667,0.966667
17,Basic,List,2,20,45,50,53,53,53,53,53,53,53,53,53,53,53,58,0.775862,0.862069,0.913793,0.913793,0.913793,0.913793,0.913793,0.913793,0.913793,0.913793,0.913793,0.913793,0.913793
17,Basic,List,3,30,47,53,56,56,58,58,58,58,58,58,58,58,58,58,0.810345,0.913793,0.965517,0.965517,1,1,1,1,1,1,1,1,1
17,Basic,List,4,40,49,53,54,55,55,55,55,55,55,55,55,55,55,57,0.859649,0.929825,0.947368,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912,0.964912
